,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
73,0.5340108,0.77441734,"('helpless', 'self-reliant')",0.94558656,1.004139,1.1709247,1.2687427,0.14096275,0.37158006,-2.72559,-2.4845781,0.013179,0.1868602,-0.1736812
15,-0.5214343,-0.7796978,"('boring', 'funny')",-0.26790577,-0.40098044,0.8311491,0.6074169,0.17038038,0.17590055,0.22710052,0.14343327,0.087858,-0.0507855,0.1386435
16,-0.52074575,-0.5297559,"('unpopular', 'popular')",-0.14013612,0.0691082,0.7652903,0.8789023,-0.41651568,-0.24753585,0.29873955,0.3824792,-0.0026735,0.1106396,-0.1133131
34,-0.5139314,-0.5142928,"('mean', 'honorable')",-1.84924,-1.8065114,-0.79566294,-0.66193336,0.5681454,0.50860435,5.3033175,5.8224845,0.5425258,0.6696702,-0.1271444
60,-0.4949504,-0.59696704,"('inefficient', 'efficient')",-0.12638922,-0.24067655,-2.073425,-2.0019805,-3.056937,-3.2920127,-0.5276085,-0.13622473,-1.2558619,-1.2535723,-0.0022896
24,0.49085426,-0.13482788,"('dishonest', 'honest')",-0.3223736,-0.7307037,-1.4471751,-1.5959152,-0.4010972,-0.84671223,0.35852066,0.22054987,-0.2642542,-0.6175218,0.3532676
77,-0.48926362,-0.65710217,"('unmotivated', 'motivated')",-0.9386146,-1.0724249,-1.006262,-0.95524323,-1.4362884,-1.3397243,-1.1354771,-1.1583422,-1.0011811,-1.0365673,0.0353862
61,-0.44800067,-0.659597,"('illogical', 'logical')",0.3621253,0.14164288,0.0058752596,-0.063976035,-0.118403725,-0.30403882,0.17217177,-0.0063955057,-0.0052464,-0.1784729,0.1732265
47,-0.44755414,-0.2946634,"('stupid', 'smart')",-0.9647687,-0.9569448,-0.4820595,-0.50869817,-1.6922424,-1.8302748,4.2230434,4.6764917,0.1272838,0.2171821,-0.0898983
41,0.44423714,-0.40021425,"('unforgiving', 'forgiving')",-1.8269954,-2.0764632,-0.744241,-0.7880398,-0.2912329,-0.39744383,0.3052507,-0.16025388,-0.4225963,-0.764483,0.3418867
10,0.4382494,-0.0032847263,"('unsympathetic', 'sympathetic')",-1.0271386,-1.5947568,-2.7444718,-3.0848677,-3.7304351,-4.3723693,-0.42933375,-0.70943636,-1.4986259,-1.952943,0.4543171
33,0.43796438,-0.09620896,"('wrong', 'right')",1.0508068,0.8042541,1.3602285,1.2059817,1.0753369,1.0084069,-0.19959097,-0.5229546,0.7449492,0.4798959,0.2650533
13,0.4328554,0.34029955,"('impolite', 'polite')",-0.40659493,-0.5782259,-1.474451,-1.5957032,-2.1171453,-2.5043027,-0.32271683,-0.20340914,-0.7776105,-0.9082684,0.1306579
80,0.42556423,0.669836,"('dominated', 'dominating')",0.8412349,0.9118182,-0.52529144,-0.62322336,-1.916914,-2.155906,-1.1966934,-1.1544602,-0.4744199,-0.4703871,-0.0040328
35,0.41813016,0.622403,"('corrupt', 'incorrupt')",0.41014904,0.6382258,1.6807835,1.8340907,3.600809,3.8696318,0.14952697,-0.045629203,1.2518798,1.3837444,-0.1318646
57,-0.40766758,-1.0547082,"('unimaginative', 'imaginative')",-0.9323826,-1.5079801,-1.6851693,-1.9086769,-3.40419,-3.7473993,-2.267256,-2.76522,-1.7393332,-2.1967968,0.4574636
21,-0.39798525,-0.82164824,"('immoral', 'moral')",-0.41654533,-0.6880616,-1.1922488,-1.2742009,-3.800366,-4.021676,-1.2571638,-1.1295867,-1.4128618,-1.5870347,0.1741729
39,0.39328834,0.4232416,"('exploitative', 'cooperative')",0.41035095,0.41684833,-0.9847476,-0.8884914,1.0968555,1.167355,-0.031569093,0.2435798,0.1768356,0.2725067,-0.0956711
25,0.34128588,0.28389892,"('egoistic', 'altruistic')",-0.4186405,-0.51660705,1.3242135,1.1243219,1.7162282,1.9491215,1.2317432,1.0191623,0.8389661,0.7719795,0.0669866
19,-0.34111518,-0.6010443,"('inhospitable', 'hospitable')",-0.3042804,-0.47936252,0.044992752,-0.12535119,1.6174308,1.5351193,0.36116686,0.28650633,0.275639,0.1231735,0.1524655
27,-0.3327617,-0.86746484,"('hardhearted', 'softhearted')",-1.4837527,-1.7347865,-1.5454991,-1.6744919,0.074945346,-0.28672874,1.3177944,0.9662711,-0.3938547,-0.7194401,0.3255854
0,0.33055127,-0.044938583,"('unsociable', 'sociable')",-1.1122217,-1.597519,-1.2300968,-1.6477984,-1.689694,-2.0431376,-0.73806846,-0.9362931,-0.887906,-1.2539373,0.3660313
18,0.32526702,0.20683357,"('disagreeable', 'welcoming')",-1.3796914,-1.2139528,0.844306,1.0533642,-0.51923615,-0.34343946,-0.29436994,-0.254913,-0.2047449,-0.1104215,-0.0943234
65,-0.32077783,-0.11799177,"('insecure', 'secure')",-0.5692674,-0.65189105,-1.1333473,-1.0824147,-2.7116463,-2.6748524,-0.7852973,-0.4805242,-1.1040672,-1.0015348,-0.1025324
67,0.3049026,0.53868234,"('doubtful', 'determined')",0.1386424,0.344324,-0.19895667,-0.27761376,0.9390343,0.91187817,-0.52978426,-0.31689605,0.1307677,0.2400749,-0.1093072
76,-0.30140844,-0.16516417,"('anxious', 'daring')",0.48242185,0.5556309,0.20177172,0.51294434,-1.6314192,-1.6815666,-0.28575206,0.15525465,-0.3068772,-0.1245802,-0.182297
59,0.2868298,0.2294606,"('foolish', 'wise')",0.54965055,0.5778602,1.3217076,1.121503,0.4803911,0.47305408,0.71717066,0.5615612,0.6711499,0.5926878,0.0784621
6,-0.28311956,-0.6753276,"('distant', 'open')",0.7668376,0.70946056,0.99257445,1.0612622,2.4659545,2.4811842,0.41319868,0.2349928,0.8710891,0.7623145,0.1087746
78,0.2519133,0.027495768,"('nonresilient', 'resilient')",0.6571226,0.57819074,0.14336887,-0.023448195,-0.24571404,-0.21014816,1.1397825,1.1676221,0.3892946,0.3079424,0.0813522
69,0.2434373,0.1758656,"('lazy', 'industrious')",1.002163,0.98344946,2.4486976,2.4760683,2.7134032,2.8400621,-0.2587038,-0.41915274,1.2297995,1.2112586,0.0185409
23,0.23741233,-0.075028524,"('insincere', 'sincere')",-0.44583586,-0.5085059,-2.0552843,-2.0702095,-0.82589364,-1.1885558,5.06751,5.2538705,0.3955817,0.2823141,0.1132676
11,-0.23120457,-0.37066638,"('unhelpful', 'helpful')",-1.1827734,-1.1822437,-2.5879827,-2.6983776,-2.2015057,-2.5727632,2.001334,2.0221374,-0.8404264,-0.9603827,0.1199563
55,0.21733475,0.0457998,"('incompetent', 'clever')",-0.775515,-1.140903,-1.8448085,-1.8141627,-4.192284,-4.24808,-0.7362152,-0.5229497,-1.4662976,-1.5360591,0.0697615
32,0.21472107,0.007909231,"('unkind', 'kind')",-0.08009498,-0.3990103,-1.072836,-1.3243518,-1.4797331,-1.7476748,1.0841495,0.8296904,-0.2667587,-0.5266874,0.2599287
4,-0.18934162,-0.35983798,"('disliked', 'liked')",-0.6528086,-0.83027637,1.0556393,1.0279047,0.9172004,1.0999781,-5.0941486,-5.440514,-0.7926919,-0.9005491,0.1078572
48,-0.1801537,-0.31967446,"('unintelligent', 'intelligent')",-1.4331291,-1.7709754,-1.6210402,-1.7114779,-2.7757418,-2.763752,0.17318009,0.06661894,-1.167377,-1.2998522,0.1324752
88,0.17825398,0.07407805,"('low', 'eminent')",-1.2839437,-1.3063442,-0.5638524,-0.6485839,-1.5940571,-1.6323907,0.35702872,0.18901072,-0.5813141,-0.664846,0.0835319
7,-0.1768017,-0.52398205,"('insensitive', 'sensitive')",0.17737792,-0.15968838,-2.0074873,-2.0518098,-1.142492,-1.422922,0.36681846,0.54363483,-0.5565169,-0.7229535,0.1664366
51,0.11460784,0.050589047,"('uneducated', 'educated')",0.2205782,-0.0027768463,-0.60003084,-0.63573205,-2.5619686,-2.6746607,0.8788069,0.8051133,-0.3896013,-0.4914934,0.1018921
70,0.10149534,-0.004519791,"('lethargic', 'energetic')",-0.6250607,-0.91758776,-1.4968674,-1.5101928,-2.1971076,-2.5591238,0.30061877,0.6038689,-0.7833843,-0.877511,0.0941267
54,0.08208515,-0.011520102,"('incapable', 'capable')",-0.026508093,-0.039619245,-0.18020034,-0.32370424,1.3421949,1.2350492,1.3306129,1.2240499,0.5096369,0.4168511,0.0927858
81,-0.06296262,0.112868555,"('submissive', 'aggressive')",-0.08501543,-0.28965485,-1.5439695,-1.6172662,-3.6166997,-3.7594192,-1.1876055,-0.9563599,-1.2992505,-1.3019663,0.0027158
42,-0.05919665,-0.30998173,"('unreliable', 'reliable')",0.23987587,0.06544243,0.26474875,0.3784151,-1.4505908,-1.3245194,-2.8804343,-2.7772324,-0.7771194,-0.7935752,0.0164558
17,0.057980463,-0.12689185,"('nasty', 'nice')",-0.9595523,-1.0408812,0.3876938,0.08555587,0.5768375,0.41021705,-0.6323741,-0.66334337,-0.1138829,-0.2670687,0.1531858
79,0.05009333,-0.32065606,"('wavering', 'unwavering')",0.51604986,0.50702804,1.3539398,1.3549576,1.4571278,1.5491976,0.35662684,0.09800753,0.7467675,0.6377069,0.1090606
5,-0.040204536,-0.23340835,"('distant', 'outgoing')",-0.18684804,-0.062164802,0.95105433,1.0749489,2.9819713,3.0951376,0.092910595,0.10006491,0.7597767,0.7949157,-0.035139
43,0.03830625,-0.32522395,"('irresponsible', 'responsible')",-0.26861572,-0.3478441,-2.3596056,-2.3863294,-1.2580723,-1.7395864,0.19926164,0.2500616,-0.7297451,-0.9097844,0.1800393
38,0.034367263,-0.2690042,"('untruthful', 'truthful')",0.09666626,0.032593228,-1.1936257,-1.3224012,-0.12427167,-0.21061596,0.47335908,0.30147538,-0.1427009,-0.2935905,0.1508896
53,0.029371984,-0.41829526,"('uncreative', 'creative')",-0.6619149,-0.8813764,-0.07664646,-0.08544221,-0.4313197,-0.3553318,0.9465267,0.6371308,-0.0387965,-0.220663,0.1818665
64,0.02833847,-0.14351213,"('shy', 'confident')",-0.3547635,-0.29792905,-0.0642675,0.070643395,-0.9499577,-0.9752663,-5.596139,-5.7457876,-1.3873579,-1.4183703,0.0310124
20,-0.025523566,0.2870952,"('rough', 'thoughtful')",-1.5114824,-1.2488487,0.1340555,0.32534355,-0.758648,-0.47113144,0.9508448,1.1254833,-0.2421507,0.0035884,-0.2457391
56,-0.01962554,0.15620048,"('impractical', 'practical')",-0.48807925,-0.3661128,-2.3012223,-2.2152293,-1.6622096,-1.7677758,-0.7250364,-0.44074932,-1.0392345,-0.9267333,-0.1125012
14,0.0037833378,-0.0722617,"('antisocial', 'social')",-0.012658037,-0.057775944,-0.6036322,-0.573585,-2.082814,-2.1481566,-0.9373093,-0.8506794,-0.726526,-0.7404917,0.0139657
28,-0.002052743,-0.39967048,"('disloyal', 'loyal')",0.1330165,-0.26975906,-0.6382443,-0.9563771,-1.3744427,-1.5108445,0.3757496,0.28474647,-0.3011947,-0.5703809,0.2691862
