,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
1,-2.1148744,-2.284049,"('unfriendly', 'friendly')",-0.8686866,-1.6900862,0.12643552,-0.3511747,-1.0291513,-1.4765044,1.526416,1.341946,-0.4719722,-0.8919737,0.4200015
52,-1.6277696,-1.8138717,"('irrational', 'rational')",-1.330992,-1.4256452,-0.73513275,-0.5911506,-1.3500193,-1.2417682,-0.5734764,-0.53467494,-1.123478,-1.1214222,-0.0020558
6,-1.4773561,-1.6460413,"('distant', 'open')",-0.13637838,-0.38885608,0.28561875,-0.08602153,-1.3717415,-1.3962027,-0.579395,-0.60847104,-0.6558505,-0.8251184,0.1692679
75,1.3874247,1.1624551,"('meek', 'impulsive')",-0.46513417,-0.70480007,0.84514576,0.46836308,-0.48446897,-0.707913,-0.19679217,-0.52316386,0.217235,-0.0610117,0.2782467
80,1.3492612,1.6227175,"('dominated', 'dominating')",0.59224224,0.7743566,0.2024389,0.22981113,0.4385822,0.39529732,-0.555345,-0.5026003,0.4054359,0.5039165,-0.0984806
87,1.3323221,1.6019316,"('unsuccessful', 'successful')",0.5953167,0.61880314,1.8509116,2.034205,1.7350147,1.7069421,1.080707,0.8744737,1.3188544,1.367271,-0.0484166
25,-1.2622553,-1.0149142,"('egoistic', 'altruistic')",-1.1024075,-1.156596,-0.0015116408,0.1786255,-0.31850266,-0.22073953,1.0151737,1.1190262,-0.3339006,-0.2189196,-0.114981
18,-1.2360281,-0.988836,"('disagreeable', 'welcoming')",-1.6407058,-1.7106847,-0.12324932,0.13731198,-0.3908618,-0.26480898,-1.078651,-0.90195495,-0.8938992,-0.7457945,-0.1481047
53,-1.1892284,-1.1059945,"('uncreative', 'creative')",-0.39392337,-0.8025256,0.81333256,0.19975686,-0.9318297,-1.2216909,1.0646942,0.84164286,-0.127391,-0.4177622,0.2903712
85,-1.1067271,-1.350636,"('insignificant', 'prestigious')",-0.59055185,-1.2579775,1.0314188,0.9472114,-0.6969643,-0.7526105,-0.59805256,-0.8101588,-0.3921754,-0.6448343,0.2526589
36,-1.1060107,-1.4396257,"('hostile', 'amicable')",-1.5554856,-1.9271142,-0.04836929,-0.55886734,-1.4291936,-1.8451885,-0.16830964,-0.6563176,-0.8614738,-1.2854227,0.4239489
27,-1.1017033,-0.9557984,"('hardhearted', 'softhearted')",0.0992602,-0.033054616,-1.3032215,-1.1962665,-0.5181243,-0.5169026,0.49399284,0.76651853,-0.4659592,-0.3871007,-0.0788585
88,-1.0581315,-0.9313033,"('low', 'eminent')",-1.151763,-1.0687624,0.11706829,0.21709393,-0.45353496,-0.590322,-0.34154946,-0.28401962,-0.5775821,-0.5314627,-0.0461194
31,-1.0199134,-1.622759,"('evil', 'good')",-0.37590778,-0.862129,-0.09706468,-0.59894294,-1.1414543,-1.4563557,-1.0530506,-1.5001673,-0.7374782,-1.2080709,0.4705927
81,0.9752485,1.239549,"('submissive', 'aggressive')",0.20062688,0.5741419,0.23946452,0.50317156,0.5332787,0.74525255,-0.65741473,-0.44582325,0.2582408,0.5232584,-0.2650176
24,-0.9722129,-0.77980477,"('dishonest', 'honest')",-0.3415755,-0.19345737,-0.956885,-0.5863619,-0.32668722,-0.31351963,0.61528623,0.86529166,-0.3964149,-0.2015704,-0.1948445
34,-0.91436285,-0.6188033,"('mean', 'honorable')",-0.7168649,-0.44202566,-0.19068158,0.016078219,0.36000153,0.46914712,5.36013,5.68155,0.7796444,1.0211893,-0.2415449
50,0.8960799,0.8941172,"('clumsy', 'skillful')",-0.30987024,-0.28327775,1.3986422,1.40692,0.1100851,-0.061707553,0.037365347,0.05844725,0.4264605,0.4028998,0.0235607
45,0.86046815,0.36490414,"('incompetent', 'competent')",1.274524,0.99112076,0.6111474,0.30734456,1.5381577,0.88688207,0.14822617,-0.14213097,0.8865047,0.4816241,0.4048806
46,0.848954,0.9557198,"('uncompetitive', 'competitive')",0.5574368,0.3982157,0.5289223,0.43273598,1.1306763,0.75082844,-0.051207963,-0.10123281,0.6029563,0.4872534,0.1157029
39,-0.84414864,-0.5946104,"('exploitative', 'cooperative')",-0.85529155,-0.509225,-0.7950441,-0.3232138,-0.102681436,0.2404662,0.08425702,0.5021838,-0.5025817,-0.1368798,-0.3657019
16,-0.8172872,-0.85931116,"('unpopular', 'popular')",0.18932861,-0.17913945,0.25863695,0.09220918,-0.24681745,-0.23634005,0.024233177,-0.053355604,-0.1183812,-0.2471874,0.1288062
48,-0.8167995,-0.6786147,"('unintelligent', 'intelligent')",-0.96951175,-1.0379903,-1.1097227,-1.0969836,-1.28445,-1.4510137,-0.5381562,-0.41199064,-0.943728,-0.9353186,-0.0084094
28,-0.8147447,-1.1175818,"('disloyal', 'loyal')",0.019629344,-0.541826,-0.08203828,-0.40956417,0.10868902,-0.34140232,1.2082472,0.85146546,0.0879565,-0.3117818,0.3997383
5,-0.7961041,-0.90527475,"('distant', 'outgoing')",0.3306489,0.05065276,0.3365719,-0.011161782,-0.9244113,-0.98179805,-0.6810008,-0.7644127,-0.3468591,-0.5223989,0.1755398
73,0.7495346,0.85112524,"('helpless', 'self-reliant')",0.5036457,0.57631475,-0.17056996,-0.008541267,-0.21668518,-0.1523311,-3.6143088,-3.531437,-0.5496767,-0.4529738,-0.0967029
29,-0.72912884,-0.710301,"('unfair', 'fair')",0.18692702,0.29805052,0.16739349,0.07400693,-1.7697124,-1.7705116,-0.96438104,-0.92326385,-0.6217803,-0.6064038,-0.0153765
68,-0.6983559,-0.5160318,"('dependent', 'independent')",-2.1649153,-1.564128,-1.4625086,-1.3668916,-1.1371921,-0.8840885,-1.8213015,-1.5645041,-1.4568547,-1.1791288,-0.2777259
14,0.6757182,0.53936094,"('antisocial', 'social')",1.1839218,1.2372473,0.9214322,1.0800669,1.3653495,1.2865349,0.36544883,0.3010196,0.9023741,0.8888459,0.0135282
9,-0.62405556,-0.6965259,"('unaffectionate', 'caring')",0.5097239,-0.057023443,-0.043337952,-0.027210379,-0.061112348,-0.2913274,1.2380961,1.2442299,0.2038628,0.0344286,0.1694342
77,-0.59605956,-0.026494537,"('unmotivated', 'motivated')",0.64159995,0.8809384,0.13390431,0.28308278,0.34373024,0.4329889,-1.211639,-1.082852,-0.1376928,0.0975327,-0.2352255
49,-0.5953981,-0.56922024,"('unable', 'able')",-0.55300695,-0.56409043,-0.46700054,-0.54488456,-1.1942534,-1.1592609,-0.5585804,-0.40052697,-0.6736479,-0.6475966,-0.0260513
32,-0.57046765,-0.51518226,"('unkind', 'kind')",0.29408732,0.23961002,0.039195344,0.26187167,0.32558176,0.24407446,1.2998248,1.5983366,0.2776443,0.3657421,-0.0880978
19,-0.5480752,-0.46468428,"('inhospitable', 'hospitable')",0.06511085,0.059964955,-0.18527886,-0.29894355,-1.0050374,-0.9379951,-0.43304014,-0.37385973,-0.4212642,-0.4031035,-0.0181607
47,-0.546277,-0.46206826,"('stupid', 'smart')",0.0006982833,0.25659633,0.35850558,0.55983347,0.897977,0.9637509,5.1413827,5.3989954,1.1704573,1.3434216,-0.1729643
23,-0.54043597,-0.5227948,"('insincere', 'sincere')",0.34187207,0.36347446,-0.6798432,-0.57219297,0.48684493,0.41374302,5.7368736,6.2400284,1.0690623,1.1844517,-0.1153894
69,0.52278274,0.58477247,"('lazy', 'industrious')",0.29685882,0.45247066,0.3922239,0.43315166,-0.3765786,-0.101108044,-1.2092631,-1.49276,-0.0747952,-0.0246946,-0.0501006
