,cms_male,cms_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
8,-1.7214965,-1.7865471,"('unaffectionate', 'affectionate')",-0.5731952,-0.84426975,0.07556732,0.16273241,-0.7397081,-0.8226949,0.0829868
6,-1.6919984,-2.032693,"('distant', 'open')",-0.659571,-0.9773201,-1.3631951,-1.2150971,-1.2382549,-1.40837,0.1701151
39,1.6590883,1.4911098,"('exploitative', 'cooperative')",0.30825678,0.23371331,0.2071264,0.18481714,0.7248238,0.6365468,0.088277
1,-1.5998343,-1.8021884,"('unfriendly', 'friendly')",0.21162635,-0.12978335,0.7422737,0.6623524,-0.2153114,-0.4232065,0.2078951
57,-1.4378923,-1.5517137,"('unimaginative', 'imaginative')",0.59033626,0.48969266,-2.799928,-3.1038196,-1.215828,-1.3886135,0.1727855
36,-1.2886462,-1.4187862,"('hostile', 'amicable')",-0.8587045,-1.1961566,-1.0233384,-0.8796221,-1.0568964,-1.164855,0.1079586
26,-1.166148,-1.4789442,"('hardhearted', 'benevolent')",0.5510097,0.0664004,1.337429,0.9805284,0.2407636,-0.1440051,0.3847687
73,1.1595873,1.0605044,"('helpless', 'self-reliant')",1.318193,1.1263398,-3.0944371,-3.244773,-0.2055523,-0.3526429,0.1470906
79,-1.1156946,-1.426098,"('wavering', 'unwavering')",-0.6091894,-0.8463107,-0.8097916,-0.694561,-0.8448919,-0.9889899,0.144098
5,-1.0891515,-1.3048037,"('distant', 'outgoing')",0.012520619,-0.19908193,-0.92720973,-0.67724526,-0.6679468,-0.7270436,0.0590968
66,-1.080072,-1.4995179,"('inactive', 'active')",-1.1245396,-1.4306033,-0.13836116,-0.16962162,-0.780991,-1.0332476,0.2522566
86,-1.0422043,-1.1016201,"('uninfluential', 'influential')",0.36372817,0.19152048,-0.6555789,-0.73014027,-0.444685,-0.5467467,0.1020617
