,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.7104061,-1.4500244,"('unfriendly', 'friendly')",-2.1828513,-2.061054,-1.8514856,-2.0362928,1.7381277,1.795761,-1.0016538,-0.9379025,-0.0637513
48,-1.7059073,-1.8110496,"('unintelligent', 'intelligent')",-1.3047823,-1.3604306,-0.33119953,-0.36564896,0.16110782,0.21285369,-0.7951954,-0.8310689,0.0358735
3,-1.6064839,-1.5896262,"('repellent', 'pleasant')",-0.5290876,-0.47510546,-0.06413163,-0.030746162,0.15414572,0.22106105,-0.5113894,-0.4686042,-0.0427852
10,-1.4681004,-1.8178935,"('unsympathetic', 'sympathetic')",-1.4220986,-1.7542676,-0.44565052,-0.69562346,-0.2042219,-0.33106616,-0.8850179,-1.1497127,0.2646948
86,-1.4583026,-1.7072583,"('uninfluential', 'influential')",-1.5643728,-1.8486642,-1.3482745,-1.6988072,-0.36826694,-0.59752524,-1.1848042,-1.4630637,0.2782595
57,-1.3251429,-1.3558942,"('unimaginative', 'imaginative')",-0.5747464,-0.7303111,-0.35636455,-0.5899548,-2.2751842,-2.432129,-1.1328595,-1.2770722,0.1442127
27,-1.2913611,-1.2285763,"('hardhearted', 'softhearted')",-1.1952099,-0.9013332,-0.72181404,-0.5047153,1.0774864,1.2136252,-0.5327246,-0.3552499,-0.1774747
24,-1.271435,-1.3572446,"('dishonest', 'honest')",-0.7379973,-0.8313847,-0.17968924,-0.17505161,0.8604721,0.85668486,-0.3321624,-0.376749,0.0445866
28,-1.2572936,-1.4185009,"('disloyal', 'loyal')",-1.5800575,-1.9424618,-1.2676158,-1.5065473,0.95379215,0.8914082,-0.7877938,-0.9940255,0.2062317
7,-1.1192728,-1.2303104,"('insensitive', 'sensitive')",-0.3270922,-0.36560658,0.24501431,0.19638567,0.7049367,0.7928086,-0.1241035,-0.1516807,0.0275772
69,1.1185604,0.88500416,"('lazy', 'industrious')",1.5525235,1.516998,1.2489824,1.1778713,-0.21199864,-0.18313937,0.9270169,0.8491836,0.0778333
40,-1.0941203,-1.1970174,"('stingy', 'generous')",-0.8363955,-0.6759751,-0.9031922,-0.77377105,-1.4665748,-1.2650936,-1.0750707,-0.9779643,-0.0971064
