,ca_male,ca_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
39,3.2954106,3.3105628,"('exploitative', 'cooperative')",0.47155726,0.5327342,0.12352626,0.35110605,1.2968314,1.3981344,-0.101303
60,2.3210247,2.1029403,"('inefficient', 'efficient')",1.4973538,1.3672541,0.47163782,0.50623673,1.4300054,1.325477,0.1045284
62,2.2270787,2.0662189,"('incompetent', 'brilliant')",1.0121413,0.87572837,0.39346892,0.14339721,1.2108963,1.0284481,0.1824482
5,-1.8207418,-1.7003672,"('distant', 'outgoing')",-0.55736506,-0.67491645,-0.292761,-0.7003376,-0.8902893,-1.0252071,0.1349178
4,-1.8166786,-1.2807376,"('disliked', 'liked')",-0.5086604,-0.3757477,-6.3164077,-5.1580496,-2.8805822,-2.2715117,-0.6090705
79,-1.8021157,-1.4877338,"('wavering', 'unwavering')",-1.6488544,-1.5096706,-0.23768364,-0.3415748,-1.2295512,-1.1129931,-0.1165581
6,-1.6938553,-1.675782,"('distant', 'open')",-0.97547287,-0.8844869,0.30535206,-0.19076891,-0.7879921,-0.9170126,0.1290205
30,1.6781998,2.0397332,"('intolerant', 'tolerant')",1.5741955,1.8235446,0.99979395,1.5443208,1.4173964,1.8025328,-0.3851364
88,-1.5953557,-0.8715082,"('low', 'eminent')",0.30076602,0.88840896,-0.105282575,0.4191628,-0.4666241,0.1453545,-0.6119786
56,1.5165968,1.1924121,"('impractical', 'practical')",0.33805785,0.35902047,0.07377636,0.57154214,0.6428103,0.7076583,-0.064848
35,-1.476154,-1.1711199,"('corrupt', 'incorrupt')",-0.6150844,-0.3593353,-0.6094662,-0.6177474,-0.9002349,-0.7160676,-0.1841673
31,-1.4490175,-1.2422835,"('evil', 'good')",-0.6983629,-0.49784762,-1.37852,-1.6861508,-1.1753001,-1.142094,-0.0332061
55,1.4351798,1.3994703,"('incompetent', 'clever')",0.73573965,0.8950653,0.26473385,0.4118238,0.8118844,0.9021198,-0.0902354
22,1.4321977,1.2548945,"('untrustworthy', 'trustworthy')",-0.24576227,-0.09095473,-0.90177214,-0.7634137,0.0948878,0.1335087,-0.0386209
20,1.4098,1.2557558,"('rough', 'thoughtful')",0.7112334,0.7797745,0.62729985,0.6208914,0.9161111,0.8854739,0.0306372
36,-1.4011695,-0.8457562,"('hostile', 'amicable')",-0.9633511,-0.51437277,-0.38273495,-0.12047395,-0.9157519,-0.4935343,-0.4222176
72,1.3733691,1.2374073,"('unambitious', 'ambitious')",-0.99335045,-1.1177803,-1.104048,-1.3890061,-0.2413431,-0.4231264,0.1817833
66,-1.3115084,-1.3773338,"('inactive', 'active')",-0.87824875,-0.72373414,0.828883,0.73862267,-0.4536247,-0.4541485,0.0005238
12,1.3090445,1.1489915,"('unsupportive', 'supportive')",0.4162045,0.27662006,-1.7349399,-1.7813997,-0.0032303,-0.1185961,0.1153658
48,1.3036939,0.922301,"('unintelligent', 'intelligent')",1.0434095,0.9002065,0.60387343,0.507581,0.9836589,0.7766962,0.2069627
21,1.205592,1.0584213,"('immoral', 'moral')",0.26109278,0.46592918,-0.8061023,-0.3454255,0.2201942,0.392975,-0.1727808
11,1.1720661,1.2079836,"('unhelpful', 'helpful')",1.1170559,1.1321013,2.4715905,2.5250096,1.5869042,1.6216982,-0.034794
50,-1.1168287,-0.63791996,"('clumsy', 'skillful')",0.06557515,0.08836216,0.10829225,0.0059096217,-0.3143204,-0.1812161,-0.1331043
84,1.0722997,0.8785074,"('inferior', 'superior')",0.3008513,0.23860608,0.78627867,0.6120106,0.7198099,0.5763747,0.1434352
65,1.0719174,1.181366,"('insecure', 'secure')",-0.27407938,-0.06777145,-0.06963422,0.13832803,0.2427346,0.4173075,-0.1745729
34,1.0642538,0.907827,"('mean', 'honorable')",0.15821218,0.17358771,6.2304115,5.568887,2.4842925,2.2167673,0.2675252
23,1.064167,1.1274478,"('insincere', 'sincere')",-0.086448744,-0.06532352,5.8741283,5.0915256,2.2839489,2.0512166,0.2327323
2,1.0560048,1.4963434,"('unlikable', 'likable')",-0.029864792,0.29803288,0.5213165,1.0170968,0.5158188,0.9371576,-0.4213388
7,1.0525032,0.8989121,"('insensitive', 'sensitive')",0.37537384,0.42004645,0.6881216,0.5161082,0.7053329,0.6116889,0.093644
85,-1.0402128,-0.29478407,"('insignificant', 'prestigious')",0.14027342,0.45418045,-0.04184909,0.23854263,-0.3139295,0.1326463,-0.4465758
61,1.0287277,1.0508975,"('illogical', 'logical')",0.46121725,0.67460155,0.012817174,0.07490933,0.5009207,0.6001361,-0.0992154
73,1.0265081,1.1733972,"('helpless', 'self-reliant')",0.378425,0.4560474,-3.3036795,-2.9105177,-0.6329155,-0.4270244,-0.2058911
59,-1.009616,-0.6654805,"('foolish', 'wise')",-0.04443918,0.06245822,0.3164951,-0.03301651,-0.2458534,-0.2120129,-0.0338405
41,0.9644123,1.292118,"('unforgiving', 'forgiving')",-1.0945144,-0.83391625,0.17223486,0.7065185,0.0140443,0.3882401,-0.3741958
16,-0.91509926,-0.55776876,"('unpopular', 'popular')",-0.22758983,-0.11182719,0.5913636,0.6147201,-0.1837752,-0.018292,-0.1654832
43,0.911862,0.77685237,"('irresponsible', 'responsible')",-0.7248775,-0.6338484,0.7046428,0.7108677,0.2972091,0.2846239,0.0125852
19,-0.9083308,-0.52385795,"('inhospitable', 'hospitable')",-0.9970543,-0.8583332,-0.41399863,-0.3487083,-0.7731279,-0.5769665,-0.1961614
8,-0.8889264,-0.5069337,"('unaffectionate', 'affectionate')",-0.55949086,-0.44148254,0.38385364,-0.002869241,-0.3548545,-0.3170952,-0.0377593
13,0.87275916,0.6647141,"('impolite', 'polite')",-0.4202716,-0.24555308,-0.06668145,-0.12355846,0.128602,0.0985342,0.0300678
3,0.85237014,0.7261308,"('repellent', 'pleasant')",0.32912013,0.25177127,0.083757736,0.06307504,0.4217494,0.3469924,0.074757
74,0.8419064,1.0097975,"('undedicated', 'dedicated')",-0.018168436,0.24366271,0.032558676,0.46094358,0.2854322,0.5714679,-0.2860357
82,-0.7576384,-0.6895838,"('poor', 'rich')",0.62824774,0.77369106,6.631819,6.024905,2.167476,2.0363375,0.1311385
78,-0.737619,-1.0672998,"('nonresilient', 'resilient')",1.2213072,0.7901965,0.21211745,-0.020374313,0.2319352,-0.0991592,0.3310944
29,0.7185293,0.4051554,"('unfair', 'fair')",-0.8870349,-1.0416595,-0.8080652,-1.0978607,-0.3255236,-0.5781216,0.252598
80,0.71185875,0.4750167,"('dominated', 'dominating')",0.27371493,0.10912649,-0.78829336,-0.6581465,0.0657601,-0.0246678,0.0904279
26,-0.7069691,-0.11120057,"('hardhearted', 'benevolent')",0.30768746,0.7750826,1.1004845,1.5222344,0.2337343,0.7287055,-0.4949712
49,0.6649249,0.5472262,"('unable', 'able')",0.9643755,0.7985288,0.4187288,0.27949005,0.6826764,0.5417484,0.140928
1,-0.64596254,-0.5781347,"('unfriendly', 'friendly')",-0.235099,0.051751874,1.246478,0.88858277,0.1218055,0.1207333,0.0010722
46,0.6421092,0.2704293,"('uncompetitive', 'competitive')",0.57335806,0.5518911,-0.32193854,-0.024321944,0.2978429,0.2659995,0.0318434
58,0.6407043,0.5792129,"('undiscriminating', 'discriminating')",0.0081255585,0.18282285,-0.16164875,-0.025970776,0.1623937,0.245355,-0.0829613
64,-0.58922243,-0.2944788,"('shy', 'confident')",-0.4220442,-0.56896,-6.1656704,-5.1498504,-2.3923124,-2.0044298,-0.3878826
15,0.5656314,0.71814644,"('boring', 'funny')",-0.029359713,0.25617662,0.459154,0.8996659,0.3318086,0.624663,-0.2928544
45,0.544894,0.6576992,"('incompetent', 'competent')",-0.82540536,-0.57397795,-0.2019504,-0.2281143,-0.1608206,-0.048131,-0.1126896
67,-0.51735044,-0.019257057,"('doubtful', 'determined')",0.2763427,0.2919182,-0.39508897,-0.24529937,-0.2120322,0.0091206,-0.2211528
70,0.5007436,0.32322896,"('lethargic', 'energetic')",-0.048953947,0.047455337,0.96951085,0.83938885,0.4737668,0.4033577,0.0704091
63,0.49932948,0.35285282,"('unperceptive', 'insightful')",0.49752176,0.32715863,0.8973193,0.74633557,0.6313902,0.475449,0.1559412
52,-0.4708112,0.054614767,"('irrational', 'rational')",-0.79089403,-0.4363481,-0.3059662,-0.3140783,-0.5225571,-0.2319372,-0.2906199
14,0.46858302,1.0910295,"('antisocial', 'social')",0.5382422,0.64071476,-0.7456727,-0.08626922,0.0870508,0.5484917,-0.4614409
