,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
62,-1.3093647,-0.69054997,"('incompetent', 'brilliant')",0.7097253,1.0655997,0.15275232,0.7199288,-0.1489623,0.3649929,-0.5139552
2,1.29171,1.3023055,"('unlikable', 'likable')",2.2175024,2.1853595,0.5168941,0.63616616,1.3420356,1.3746104,-0.0325748
5,1.2788342,1.2045592,"('distant', 'outgoing')",0.5103807,0.66999644,0.11528957,0.2845858,0.6348348,0.7197138,-0.084879
57,-1.2680455,-1.3728932,"('unimaginative', 'imaginative')",-0.1806392,-0.32285097,-2.817079,-3.067185,-1.4219213,-1.587643,0.1657217
35,1.1844419,1.1225629,"('corrupt', 'incorrupt')",-1.0339844,-0.91174024,-0.10880345,-0.25795108,0.0138847,-0.0157095,0.0295942
14,-1.1699437,-1.3048582,"('antisocial', 'social')",1.1235127,1.1364398,-1.2325158,-1.2417475,-0.4263156,-0.4700553,0.0437397
34,1.141253,1.333542,"('mean', 'honorable')",0.6448988,0.7707447,6.010852,6.386118,2.5990012,2.8301347,-0.2311335
81,-1.1208118,-0.92861944,"('submissive', 'aggressive')",0.7442865,0.81780267,-0.8628018,-0.5809028,-0.4131091,-0.2305732,-0.1825359
28,-1.1164471,-1.4807941,"('disloyal', 'loyal')",-0.041276596,-0.07931231,0.7407579,0.7737394,-0.1389886,-0.2621223,0.1231337
51,-1.0852779,-0.7780014,"('uneducated', 'educated')",0.19220884,0.13309789,0.6015483,0.5837634,-0.0971736,-0.02038,-0.0767936
70,-1.0429649,-0.8514212,"('lethargic', 'energetic')",0.1182334,0.03178455,0.32683256,0.6085845,-0.1992997,-0.0703507,-0.128949
80,-0.99772733,-0.594601,"('dominated', 'dominating')",-0.024362713,-0.037234556,-0.9250159,-0.9977738,-0.6490353,-0.5432031,-0.1058322
71,0.9232195,0.7298291,"('diffident', 'self-confident')",1.9258163,1.888438,0.69204384,0.59576356,1.1803598,1.0713436,0.1090162
83,0.91832083,0.8045506,"('powerless', 'powerful')",0.9295398,0.80819845,-0.96031415,-1.1354696,0.2958488,0.1590932,0.1367556
63,-0.9160965,-0.85116994,"('unperceptive', 'insightful')",1.6250072,1.464659,1.2789994,1.3881158,0.6626367,0.6672016,-0.0045649
84,0.9087697,0.93820655,"('inferior', 'superior')",0.40900037,0.56093854,0.91646516,0.8022348,0.7447451,0.7671266,-0.0223815
77,-0.9023445,-0.88513535,"('unmotivated', 'motivated')",1.0777038,1.0806873,-0.92470586,-0.90987545,-0.2497822,-0.2381078,-0.0116744
6,0.90164846,0.667324,"('distant', 'open')",-0.2849177,-0.26583046,0.5599263,0.5684344,0.392219,0.3233093,0.0689097
22,-0.8740947,-0.70753527,"('untrustworthy', 'trustworthy')",-0.5953248,-0.68016165,-0.8810604,-0.9278893,-0.7834933,-0.7718621,-0.0116312
65,-0.85903895,-0.77914,"('insecure', 'secure')",-0.13194382,-0.17520419,-0.50113183,-0.2696061,-0.4973715,-0.4079834,-0.0893881
11,-0.8326806,-0.30983016,"('unhelpful', 'helpful')",0.37684253,0.59672517,1.9219086,2.3846023,0.4886902,0.8904991,-0.4018089
59,0.83119154,0.82279915,"('foolish', 'wise')",0.7159029,0.5295972,0.8599668,0.68113494,0.8023538,0.6778437,0.1245101
24,-0.75762093,-1.047766,"('dishonest', 'honest')",0.059786856,0.050234567,0.6970376,0.89072144,-0.0002655,-0.0356033,0.0353378
23,-0.733717,-0.85324603,"('insincere', 'sincere')",0.8904349,0.8933988,5.805759,6.2983246,1.9874922,2.1128257,-0.1253335
50,0.7308251,0.9633762,"('clumsy', 'skillful')",0.63768756,0.6084536,0.6593325,0.5490012,0.6759484,0.7069437,-0.0309953
26,0.71206176,-0.0939859,"('hardhearted', 'benevolent')",1.2903692,0.8676369,1.6471076,1.148967,1.2165128,0.6408727,0.5756401
72,-0.70812184,-0.5084795,"('unambitious', 'ambitious')",0.14732948,0.14854625,-0.9243582,-0.75098854,-0.4950502,-0.3703072,-0.124743
54,0.67580944,0.55449057,"('incapable', 'capable')",1.2544525,1.3025147,1.2679415,1.4679555,1.0660678,1.1083202,-0.0422524
17,0.642286,0.49596512,"('nasty', 'nice')",-0.1504257,-0.024328627,-0.5239777,-0.65168387,-0.0107058,-0.0600158,0.04931
75,0.6188642,1.0306785,"('meek', 'impulsive')",-0.36199445,-0.11747454,-0.45535147,-0.331155,-0.0661606,0.1940163,-0.2601769
87,0.56028736,0.80842537,"('unsuccessful', 'successful')",1.4384238,1.4979334,0.8167678,0.6609319,0.9384929,0.9890969,-0.050604
76,-0.5600371,-0.25501648,"('anxious', 'daring')",0.2783072,0.37130383,-0.123231575,0.17773089,-0.1349872,0.0980061,-0.2329933
39,-0.52924514,-0.70264435,"('exploitative', 'cooperative')",0.82132125,0.7821101,-0.0107215205,-0.036929548,0.0937849,0.0141787,0.0796062
7,-0.49722353,-0.76082397,"('insensitive', 'sensitive')",0.72260934,0.5575126,0.7623066,0.66243327,0.3292308,0.1530406,0.1761902
52,0.4920005,0.0890079,"('irrational', 'rational')",0.01698605,-0.13342017,0.028443798,-0.32451537,0.1791434,-0.1229759,0.3021193
43,-0.47877914,-0.48518515,"('irresponsible', 'responsible')",0.8849896,0.80273336,0.3523821,0.58303386,0.2528642,0.300194,-0.0473298
15,0.47572505,0.15134743,"('boring', 'funny')",0.00536748,0.024039082,0.16809788,0.19688766,0.2163968,0.1240914,0.0923054
21,-0.46413535,-0.48429394,"('immoral', 'moral')",0.6731709,0.624923,-0.7393637,-0.696366,-0.176776,-0.1852457,0.0084697
37,-0.45271498,-0.49370676,"('fake', 'genuine')",-0.80319875,-0.9242181,0.42666352,0.48039445,-0.2764167,-0.3125101,0.0360934
49,-0.45211646,-0.014084198,"('unable', 'able')",-0.75413966,-0.5449844,-0.019712795,0.21232072,-0.4086563,-0.1155826,-0.2930737
41,-0.43204406,-0.87656784,"('unforgiving', 'forgiving')",1.0144386,0.7505962,-0.057629965,-0.31034833,0.1749216,-0.14544,0.3203616
13,-0.42555246,-0.29392925,"('impolite', 'polite')",0.46668282,0.549585,-0.15368818,0.12688202,-0.0375193,0.1275126,-0.1650319
25,0.42122632,0.06033978,"('egoistic', 'altruistic')",0.04274926,0.07278046,1.4767144,1.279277,0.6468966,0.470799,0.1760976
27,0.41561875,0.09722999,"('hardhearted', 'softhearted')",-0.34826678,-0.6683176,1.6605074,1.2957888,0.5759531,0.2415671,0.334386
61,-0.39400735,-0.5268709,"('illogical', 'logical')",1.2109144,1.243739,0.18213934,0.086219996,0.3330155,0.267696,0.0653195
53,-0.3788565,-0.4117711,"('uncreative', 'creative')",1.1793673,1.105826,0.7990788,0.7994936,0.5331965,0.4978495,0.035347
9,0.32541946,-0.18761384,"('unaffectionate', 'caring')",1.682396,1.5621125,1.5545256,1.4824451,1.1874471,0.9523145,0.2351326
74,-0.32366627,-0.22829367,"('undedicated', 'dedicated')",0.7172584,0.5574776,0.12937115,-0.009069743,0.1743211,0.1067047,0.0676164
88,-0.32366472,-0.5240177,"('low', 'eminent')",-0.9216223,-0.88650775,0.12529615,0.09365091,-0.3733303,-0.4389582,0.0656279
18,-0.30432695,-0.54293424,"('disagreeable', 'welcoming')",-0.40863562,-0.5108185,-0.17348608,-0.28699505,-0.2954829,-0.4469159,0.151433
4,0.2988985,0.45081794,"('disliked', 'liked')",0.073171124,0.24276094,-6.253956,-6.5417643,-1.9606288,-1.9493952,-0.0112336
20,-0.28445292,-0.35900053,"('rough', 'thoughtful')",-0.0083507765,-0.16707236,1.0334918,0.7134865,0.246896,0.0624712,0.1844248
8,-0.27049512,-0.7347264,"('unaffectionate', 'affectionate')",0.16892543,0.011885026,0.92342585,0.6942875,0.273952,-0.009518,0.28347
19,-0.24477409,-0.16075808,"('inhospitable', 'hospitable')",-0.34704107,-0.20519578,-0.07230254,-0.025325589,-0.2213726,-0.1304265,-0.0909461
16,-0.22952282,-0.062333353,"('unpopular', 'popular')",-0.18989138,-0.27301833,0.47627363,0.31690374,0.0189531,-0.0061493,0.0251024
31,0.22202359,-0.27703136,"('evil', 'good')",-0.82414657,-1.0395944,-1.057138,-1.481938,-0.553087,-0.9328547,0.3797677
40,0.20436585,-0.025863945,"('stingy', 'generous')",1.3073215,1.081726,-1.5226122,-2.0013409,-0.0036416,-0.3151596,0.311518
12,0.19833322,0.102427796,"('unsupportive', 'supportive')",1.5864815,1.5128942,-1.5216513,-1.661037,0.0877211,-0.0152383,0.1029594
68,-0.17145161,0.12140469,"('dependent', 'independent')",-1.7018094,-1.8250647,-0.42771682,-0.38564968,-0.7669926,-0.6964366,-0.070556
67,-0.1459365,-0.0454121,"('doubtful', 'determined')",-0.17746666,0.012401609,-0.8845638,-0.6612964,-0.4026557,-0.2314356,-0.1712201
38,0.13803099,0.30792123,"('untruthful', 'truthful')",0.93724597,1.1359341,0.38275453,0.63290167,0.4860105,0.6922523,-0.2062418
32,-0.13649929,-0.20678434,"('unkind', 'kind')",0.6803938,0.5378909,1.1578064,1.1523625,0.5672336,0.4944897,0.0727439
29,-0.11695103,0.08203729,"('unfair', 'fair')",-0.31513107,-0.20681623,-0.64041656,-0.7102112,-0.3574996,-0.27833,-0.0791696
56,-0.1092938,0.29324543,"('impractical', 'practical')",0.4907626,0.8827989,-0.43821758,0.110390365,-0.0189163,0.4288116,-0.4477279
1,-0.08286929,-0.71603364,"('unfriendly', 'friendly')",1.4871908,1.1744295,2.2828982,2.0069366,1.2290732,0.8217775,0.4072957
78,0.068182826,0.27347645,"('nonresilient', 'resilient')",1.444039,1.4343877,0.6673281,0.5810704,0.7265166,0.7629782,-0.0364616
58,0.04730917,-0.123649016,"('undiscriminating', 'discriminating')",1.5484011,1.347105,0.070213735,-0.07704808,0.555308,0.382136,0.173172
64,-0.04489441,-0.024335211,"('shy', 'confident')",0.74681956,0.66571254,-6.5054793,-6.715698,-1.934518,-2.0247734,0.0902554
47,-0.027784396,0.0982505,"('stupid', 'smart')",0.7129864,0.65541744,5.4831758,5.8553605,2.056126,2.2030094,-0.1468834
30,-0.02320052,-0.19179821,"('intolerant', 'tolerant')",0.5748822,0.5383249,0.9498977,1.0828879,0.5005265,0.4764715,0.024055
