,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.8639963,-2.6284716,"('unsympathetic', 'sympathetic')",0.9447088,1.1811748,-1.3087703,-1.2229037,-0.18221018,-0.026066449,-0.852567,-0.6740668,-0.1785002
69,2.5715227,2.383821,"('lazy', 'industrious')",-0.5885578,-0.84170777,0.68327576,0.5103027,-0.7841244,-0.9090954,0.4705291,0.2858302,0.1846989
46,-2.2724988,-2.3185341,"('uncompetitive', 'competitive')",2.941919,2.9542856,-0.70521486,-0.8310595,-0.4128783,-0.48516285,-0.1121682,-0.1701177,0.0579495
55,-2.1563287,-2.0326815,"('incompetent', 'clever')",2.6241746,2.9524796,-0.33444828,-0.3787169,0.2026813,0.12886864,0.0840197,0.1674875,-0.0834678
48,-2.1197803,-2.0530205,"('unintelligent', 'intelligent')",0.0102216285,0.18256193,-1.0786111,-1.1063583,0.38104442,0.3250626,-0.7017813,-0.6629386,-0.0388427
86,-2.1031888,-2.165647,"('uninfluential', 'influential')",0.62896425,0.64541006,-1.6827084,-1.7983564,-0.16492882,-0.32916066,-0.8304654,-0.9119385,0.0814731
43,-1.9415541,-1.6573694,"('irresponsible', 'responsible')",1.1796185,1.4671264,-0.76181406,-0.71411604,0.7172505,0.8398664,-0.2016248,-0.0161232,-0.1855016
78,-1.842058,-1.7925066,"('nonresilient', 'resilient')",0.71687734,0.7043004,0.2984583,0.26187828,-0.56147045,-0.50087816,-0.3470482,-0.3318015,-0.0152467
63,-1.8291068,-1.780184,"('unperceptive', 'insightful')",1.7173954,1.7088593,0.08373238,0.022343107,0.7992873,0.67233896,0.1928271,0.1558393,0.0369878
0,-1.7214843,-1.6478835,"('unsociable', 'sociable')",0.8009181,0.8537338,-0.7697226,-0.93427706,-0.95866245,-0.95160896,-0.6622378,-0.670009,0.0077712
44,1.5905976,1.5854533,"('prejudiced', 'unprejudiced')",-0.14144412,-0.15361783,-0.4662236,-0.38965088,-1.4429779,-1.435646,-0.115012,-0.0983654,-0.0166466
35,1.5326204,1.4006885,"('corrupt', 'incorrupt')",-2.5890336,-2.7355661,-0.12489324,0.02775494,-0.026897512,-0.18943112,-0.302051,-0.3741384,0.0720874
28,-1.5256249,-1.6733624,"('disloyal', 'loyal')",0.11740231,0.057543997,-0.8846956,-1.0098329,1.5283874,1.3965313,-0.1911327,-0.30728,0.1161473
21,-1.5026037,-1.2290424,"('immoral', 'moral')",1.6142318,1.9135517,0.0039216504,0.16241717,-1.0838939,-0.87187326,-0.242086,-0.0062367,-0.2358493
23,-1.4525895,-1.2716774,"('insincere', 'sincere')",0.8321785,0.9316471,-0.54937875,-0.4318619,6.1841955,6.3032346,1.2536014,1.3828356,-0.1292342
12,-1.4136685,-1.153015,"('unsupportive', 'supportive')",0.97093284,1.1625236,-1.2671552,-1.1069083,-1.8926392,-1.8222909,-0.9006325,-0.7299227,-0.1707098
8,-1.3945115,-1.383435,"('unaffectionate', 'affectionate')",-1.1822679,-1.1677942,-1.9250951,-1.9466357,0.70089483,0.6611724,-0.9502449,-0.9591731,0.0089282
9,-1.391769,-1.3447031,"('unaffectionate', 'caring')",-1.0352999,-1.036832,-1.7448074,-1.7459106,1.2768177,1.2308536,-0.7237647,-0.724148,0.0003833
73,1.3550028,1.3248848,"('helpless', 'self-reliant')",-0.27233067,-0.17840269,0.14321846,0.08224558,-3.4607277,-3.5452104,-0.5587093,-0.5791206,0.0204113
45,-1.3546386,-1.1134902,"('incompetent', 'competent')",0.98924685,1.3681412,-0.681264,-0.54060924,-0.3504874,-0.34318095,-0.3492858,-0.1572848,-0.192001
60,-1.2810746,-1.0742258,"('inefficient', 'efficient')",2.63406,2.8006847,-0.37891743,-0.37888455,-0.36943674,-0.16504884,0.1511578,0.2956314,-0.1444736
3,-1.2481251,-1.1628288,"('repellent', 'pleasant')",1.6398752,1.6465261,0.84894633,0.7933192,0.63308835,0.6172528,0.4684462,0.4735673,-0.0051211
15,1.2425028,1.3038691,"('boring', 'funny')",-1.2279652,-0.9421988,0.48292005,0.56337845,0.19347075,0.36936456,0.1727321,0.3236033,-0.1508712
85,1.2107393,1.1408019,"('insignificant', 'prestigious')",-2.4905224,-2.5129745,-0.77130044,-0.71298355,0.7224529,0.7171077,-0.3321577,-0.3420121,0.0098544
53,-1.1674572,-1.107823,"('uncreative', 'creative')",-0.4524883,-0.43659085,0.2392239,0.21918717,1.3507583,1.3263401,-0.0074908,0.0002784,-0.0077692
59,1.1354303,1.0706702,"('foolish', 'wise')",-2.300635,-2.2948592,-0.06153599,-0.074866116,0.11118084,0.06832469,-0.27889,-0.3076826,0.0287926
57,-1.1333635,-1.008982,"('unimaginative', 'imaginative')",0.39342844,0.6306051,-0.85390353,-0.7853805,-2.4558668,-2.4015608,-1.0124264,-0.8913295,-0.1210969
62,-1.116122,-0.86318225,"('incompetent', 'brilliant')",1.1942425,1.5588349,-0.8068548,-0.6662276,0.18404618,0.37042725,-0.136172,0.0999631,-0.2361351
7,-1.1095392,-0.89436007,"('insensitive', 'sensitive')",0.81998575,0.929839,-0.61074096,-0.5872584,0.65698105,0.5902902,-0.0608283,0.0096277,-0.070456
11,-1.1053329,-0.91786456,"('unhelpful', 'helpful')",0.54029524,0.8858342,0.11336556,0.35381383,2.2301614,2.427873,0.4446223,0.6874141,-0.2427918
75,1.0998836,1.2003713,"('meek', 'impulsive')",-0.7733182,-0.61376756,-0.689044,-0.39565527,-0.1414203,-0.1453242,-0.1259747,0.0114061,-0.1373808
41,-1.0891939,-0.87580913,"('unforgiving', 'forgiving')",0.5856177,0.69048095,0.17145449,0.29289722,0.21534258,0.254096,-0.0291948,0.0904163,-0.1196111
51,-1.0827731,-1.2391368,"('uneducated', 'educated')",1.6611842,1.508558,1.076214,0.7689841,1.0589823,0.7267006,0.6784018,0.4412765,0.2371253
1,-1.0459517,-0.97396034,"('unfriendly', 'friendly')",-1.6951005,-1.599172,-1.1161038,-1.1254423,1.5918481,1.6077473,-0.5663269,-0.5227068,-0.0436201
77,-1.0131428,-1.01922,"('unmotivated', 'motivated')",0.75805694,0.68845797,-0.5085754,-0.6004949,-1.3231446,-1.361956,-0.5217015,-0.5733032,0.0516017
33,0.99898773,0.96634614,"('wrong', 'right')",-0.5175601,-0.5322367,0.041858867,0.009132527,-0.54510725,-0.6645961,-0.0054552,-0.0553385,0.0498833
39,0.98849046,1.0211142,"('exploitative', 'cooperative')",2.1856503,2.0085952,1.5221608,1.4182682,0.31538293,0.37163848,1.2529211,1.204904,0.0480171
20,-0.9792976,-0.8488474,"('rough', 'thoughtful')",1.6853385,1.7807431,-0.17290926,0.03601925,0.19513911,0.34080917,0.1820677,0.327181,-0.1451133
49,-0.95915353,-0.805986,"('unable', 'able')",-1.1448114,-0.865213,-1.0770429,-0.7694993,-0.7375282,-0.58613294,-0.979634,-0.7567078,-0.2229262
6,0.93242383,0.84377396,"('distant', 'open')",-3.646693,-3.7063568,-1.9602002,-1.9541068,-0.17403784,-0.040121116,-1.2121269,-1.2142026,0.0020757
52,0.91155344,0.94344187,"('irrational', 'rational')",-1.9789082,-2.0379896,-0.8132461,-0.65130866,-0.0062091122,0.003260941,-0.4717025,-0.4356489,-0.0360536
65,-0.9034504,-0.81434643,"('insecure', 'secure')",1.9610767,2.0016854,0.8864356,0.82956666,-0.24269816,-0.14720257,0.4253409,0.4674257,-0.0420848
13,-0.90186423,-0.7286177,"('impolite', 'polite')",1.2334182,1.3544512,0.4730755,0.47239557,-0.42165622,-0.41645706,0.0957433,0.170443,-0.0746997
61,-0.8959565,-0.8479381,"('illogical', 'logical')",0.12264785,0.045599744,-0.097894244,-0.12496988,0.0489569,0.04971384,-0.2055615,-0.2193986,0.0138371
