,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
36,0.8835298,0.8052932,"('hostile', 'amicable')",-2.2562597,-2.348523,0.19124097,0.2009246,0.5367715,0.39270526,-0.1611794,-0.2374,0.0762206
72,-0.8821961,-0.81622046,"('unambitious', 'ambitious')",1.4090384,1.4111181,-0.53084004,-0.5381784,-0.3947257,-0.34724578,-0.0996809,-0.0726316,-0.0270493
42,0.87023836,0.8772346,"('unreliable', 'reliable')",1.4758601,1.5684322,-0.037543956,-0.07931388,-3.0904145,-3.144017,-0.195465,-0.194416,-0.001049
24,-0.85418636,-0.7095697,"('dishonest', 'honest')",-0.2979361,-0.12477633,-1.6130456,-1.4989629,1.0169053,1.2563796,-0.4370657,-0.2692323,-0.1678334
70,-0.84076726,-0.84549356,"('lethargic', 'energetic')",1.586709,1.7356465,-0.25191867,-0.22121733,0.90299594,0.821506,0.3492548,0.3726104,-0.0233556
38,-0.81120443,-0.64039165,"('untruthful', 'truthful')",-1.1445802,-0.89393747,-1.0166634,-0.91167325,0.18184215,0.3448663,-0.6976515,-0.5252841,-0.1723674
14,-0.8100229,-0.6723162,"('antisocial', 'social')",3.075613,3.166848,0.3228759,0.3593082,-0.5830579,-0.5067732,0.5013521,0.5867667,-0.0854146
32,-0.7863987,-0.5710078,"('unkind', 'kind')",1.0473454,1.2020177,0.30931696,0.4531626,1.5681634,1.6749818,0.5346068,0.6897886,-0.1551818
67,0.7805234,0.7394753,"('doubtful', 'determined')",1.1377807,1.0834973,0.47284493,0.3594158,-0.53189105,-0.48587492,0.4648145,0.4241284,0.0406861
5,0.7284833,0.73417795,"('distant', 'outgoing')",-3.3332644,-3.3478026,-1.9004714,-1.7884654,-0.9429663,-0.6689015,-1.3620548,-1.2677479,-0.0943069
31,0.6765372,0.68256366,"('evil', 'good')",-2.5923746,-2.7384138,-0.39564615,-0.24834359,-1.1280595,-1.1058545,-0.8598857,-0.852512,-0.0073737
22,-0.6504435,-0.666838,"('untrustworthy', 'trustworthy')",1.2908927,1.3568612,-0.62262225,-0.5027215,-1.3250494,-1.3317666,-0.3268056,-0.2861162,-0.0406894
82,-0.63177985,-0.5653639,"('poor', 'rich')",0.4987131,0.69234526,1.1340955,1.2869364,6.9478974,6.876678,1.9872315,2.072649,-0.0854175
56,-0.5966619,-0.22008048,"('impractical', 'practical')",1.7892077,2.2491465,0.114030845,0.23999335,-0.28572392,0.014840693,0.2552132,0.570975,-0.3157618
27,-0.5902872,-0.54268163,"('hardhearted', 'softhearted')",-1.3864063,-1.4082965,-0.529773,-0.43275523,1.1037613,1.0742493,-0.3506763,-0.327371,-0.0233053
66,0.57786494,0.41060972,"('inactive', 'active')",0.13732025,-0.13562444,0.027985208,-0.17593813,0.67190176,0.36684924,0.3537681,0.1164741,0.237294
2,0.5703745,0.7143994,"('unlikable', 'likable')",1.9269861,1.998268,1.5008075,1.5212636,1.0516002,1.1361438,1.2624421,1.3425187,-0.0800766
81,-0.5349818,-0.46179846,"('submissive', 'aggressive')",2.8052082,2.820322,-0.18632147,-0.2851347,-0.68285686,-0.6604775,0.350262,0.3532278,-0.0029658
25,0.534278,0.45132935,"('egoistic', 'altruistic')",-0.4143732,-0.51506096,0.07571435,0.10541117,1.621869,1.5950178,0.454372,0.4091743,0.0451977
58,-0.501821,-0.6535754,"('undiscriminating', 'discriminating')",0.61289537,0.5449931,-0.11560366,-0.18660757,-0.040045742,-0.145645,-0.0111438,-0.1102087,0.0990649
37,-0.46086103,-0.52503884,"('fake', 'genuine')",0.23280782,0.12350032,-0.7685368,-0.83636177,0.70755965,0.50394,-0.0722576,-0.1834901,0.1112325
87,0.44517478,0.37560183,"('unsuccessful', 'successful')",1.6652267,1.6739514,1.3730474,1.2505467,0.8449851,0.69463414,1.0821085,0.9986835,0.083425
19,-0.43711376,-0.3900109,"('inhospitable', 'hospitable')",-2.495717,-2.486485,-0.4932378,-0.3618504,-0.13889812,-0.06038934,-0.8912417,-0.8246839,-0.0665578
4,0.4343576,0.35361785,"('disliked', 'liked')",-1.3337201,-1.330483,-0.5097855,-0.46320474,-6.4824834,-6.3285513,-1.9729078,-1.9421554,-0.0307524
74,-0.42053232,-0.3625829,"('undedicated', 'dedicated')",1.5156827,1.6544812,0.5759617,0.48538807,0.5732253,0.50674635,0.5610843,0.5710081,-0.0099238
54,-0.39524695,-0.37083882,"('incapable', 'capable')",-0.9043422,-0.8642992,-0.6879618,-0.6233502,1.2802395,1.1555074,-0.1768279,-0.1757452,-0.0010827
71,0.38680235,0.46238327,"('diffident', 'self-confident')",-0.4306685,-0.46129462,-0.7987474,-1.0239131,0.19974096,0.055648025,-0.1607182,-0.2417941,0.0810759
30,-0.38308284,-0.20803735,"('intolerant', 'tolerant')",0.8234631,1.0001842,0.017689848,0.12481361,0.7964218,1.0837362,0.313623,0.5001742,-0.1865512
80,-0.36342016,-0.4627143,"('dominated', 'dominating')",2.2817817,2.0599978,0.14808631,0.016378993,-1.3510143,-1.4114234,0.1788584,0.0505598,0.1282986
29,-0.36174136,-0.27834862,"('unfair', 'fair')",-0.73290443,-0.7242162,-1.3892109,-1.2409438,-0.92826504,-0.8526904,-0.8530304,-0.7740498,-0.0789806
17,-0.3581129,-0.20492426,"('nasty', 'nice')",-1.7544836,-1.6208624,-0.88252485,-0.60380805,-0.89104337,-0.5413587,-0.9715412,-0.7427383,-0.2288029
76,-0.34433132,-0.31477234,"('anxious', 'daring')",1.7281281,1.8919718,0.66115135,0.700301,0.17143825,0.2524311,0.5540966,0.6324829,-0.0783863
68,-0.29134995,-0.4918953,"('dependent', 'independent')",-0.029864937,-0.12488127,-1.1046245,-1.1736078,-0.5463598,-0.720401,-0.4930498,-0.6276963,0.1346465
79,0.25016895,0.19325669,"('wavering', 'unwavering')",-2.5137007,-2.4283664,-0.5578674,-0.39644602,0.23694068,0.26882237,-0.6461146,-0.5906833,-0.0554313
40,0.24264936,0.11402987,"('stingy', 'generous')",0.49680108,0.32587102,-1.1017236,-1.1335413,-1.2151603,-1.3593677,-0.3943583,-0.513252,0.1188937
16,0.2108622,0.20112239,"('unpopular', 'popular')",-0.80372065,-0.7313383,0.14627802,0.34952116,0.662997,0.6569196,0.0541041,0.1190562,-0.0649521
84,0.1362665,0.07007897,"('inferior', 'superior')",0.0052227452,0.121563256,0.38018012,0.31867278,0.30610222,0.30204958,0.2069429,0.2030911,0.0038518
18,0.12004657,0.09668939,"('disagreeable', 'welcoming')",-0.98429537,-0.99559695,-1.5620384,-1.4729071,-0.4528618,-0.35801238,-0.7197872,-0.6824568,-0.0373304
64,-0.06577786,-0.20271347,"('shy', 'confident')",1.0836748,1.1170286,-0.41970432,-0.55720496,-7.0923324,-6.930227,-1.6235349,-1.6432792,0.0197443
26,0.061478153,0.12538543,"('hardhearted', 'benevolent')",0.7399993,0.8493108,0.53133714,0.48383334,1.5986278,1.6509789,0.7328606,0.7773771,-0.0445165
88,-0.048597533,-0.05974737,"('low', 'eminent')",-0.8867336,-0.7454022,-0.5016789,-0.5029157,0.46569505,0.51439995,-0.2428288,-0.1984163,-0.0444125
47,0.037603844,0.23102833,"('stupid', 'smart')",0.5163214,0.6474811,0.21072116,0.32362387,5.032987,5.163215,1.4494084,1.5913371,-0.1419287
50,0.037282303,-0.045853958,"('clumsy', 'skillful')",-0.40592793,-0.40354484,0.9224122,0.928015,0.5884042,0.3618986,0.2855427,0.2101287,0.075414
83,-0.013767824,-0.025043253,"('powerless', 'powerful')",0.6329606,0.77919394,-1.4126645,-1.4561719,-0.71768254,-0.7530922,-0.3777886,-0.3637784,-0.0140102
34,-0.009139959,0.14832072,"('mean', 'honorable')",0.26622665,0.41030562,0.17843474,0.28353536,5.9681177,6.2498393,1.6009098,1.7730002,-0.1720904
