,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
33,0.51327646,0.33816436,"('wrong', 'right')",0.29818946,0.14953175,-0.820271,-0.88786423,-0.002935,-0.1333894,0.1304544
22,-0.5087051,-0.5288995,"('untrustworthy', 'trustworthy')",0.3875798,0.35215825,-1.1347797,-1.1426123,-0.418635,-0.4397845,0.0211495
59,0.49936393,0.36897057,"('foolish', 'wise')",0.19536114,0.1516629,0.5649906,0.49508363,0.4199052,0.3385723,0.0813329
64,0.49709317,0.37145156,"('shy', 'confident')",0.51057446,0.43501404,-5.6589823,-6.183567,-1.5504382,-1.7923671,0.2419289
80,0.4863004,0.6121921,"('dominated', 'dominating')",1.0415423,1.0559956,-1.1641049,-1.2820796,0.1212459,0.1287027,-0.0074568
72,-0.4797573,-0.39455238,"('unambitious', 'ambitious')",-0.44047284,-0.37791455,-1.1494652,-1.044678,-0.6898985,-0.605715,-0.0841835
83,0.46545306,0.5086835,"('powerless', 'powerful')",-0.08494824,0.08835806,-0.8780383,-0.8003579,-0.1658445,-0.0677721,-0.0980724
70,-0.43227896,-0.65630734,"('lethargic', 'energetic')",0.7421871,0.41144052,1.1288477,0.7854119,0.4795853,0.1801817,0.2994036
17,-0.41988364,-0.39422786,"('nasty', 'nice')",-0.25788775,-0.29997253,-0.66722167,-0.641593,-0.448331,-0.4452645,-0.0030665
66,0.40376693,0.2398251,"('inactive', 'active')",-0.66422886,-0.8403244,0.8148135,0.7449222,0.1847839,0.048141,0.1366429
4,-0.39191526,-0.4858884,"('disliked', 'liked')",-0.2479096,-0.08767372,-5.227657,-5.6370893,-1.9558272,-2.0702171,0.1143899
54,-0.39047632,-0.5079139,"('incapable', 'capable')",0.30771264,0.03203861,1.3523355,1.4234512,0.4231906,0.3158586,0.107332
47,0.3892542,0.33762783,"('stupid', 'smart')",0.7667861,0.66554666,4.744344,5.097677,1.9667948,2.0336173,-0.0668225
6,-0.38711095,-0.5960418,"('distant', 'open')",-1.8390216,-1.8999379,0.014137741,-0.004130423,-0.7373315,-0.83337,0.0960385
20,0.38326797,0.51785815,"('rough', 'thoughtful')",-0.34634605,-0.24682416,0.588869,0.69376254,0.208597,0.3215988,-0.1130018
14,-0.34737602,-0.23083025,"('antisocial', 'social')",0.99917364,1.0948924,-0.48824567,-0.43908212,0.0545173,0.14166,-0.0871427
56,0.33860636,0.28762457,"('impractical', 'practical')",1.5518974,1.4931751,0.16107538,-0.008585822,0.6838597,0.590738,0.0931217
29,-0.33573467,-0.26735875,"('unfair', 'fair')",-0.32364276,-0.38719437,-0.9591549,-0.9489779,-0.5395108,-0.5345103,-0.0050005
37,-0.33430552,-0.504987,"('fake', 'genuine')",-0.42135978,-0.6719669,0.17418596,-0.00101199,-0.1938264,-0.3926553,0.1988289
38,-0.32549524,-0.36881578,"('untruthful', 'truthful')",-0.5792245,-0.4760589,0.2728617,0.2887451,-0.2106194,-0.1853765,-0.0252429
68,-0.31678846,-0.17438182,"('dependent', 'independent')",-0.79212433,-0.67621106,-0.7867124,-0.7867596,-0.6318751,-0.5457842,-0.0860909
30,-0.30814776,-0.21027564,"('intolerant', 'tolerant')",1.073683,1.1721445,1.5215707,1.491713,0.7623687,0.8178606,-0.0554919
32,-0.30492806,-0.50330234,"('unkind', 'kind')",0.8069617,0.6800965,1.4808669,1.4889655,0.6609669,0.5552532,0.1057137
25,-0.30107683,-0.31682938,"('egoistic', 'altruistic')",-0.40039477,-0.36007938,1.1910813,1.354352,0.1632032,0.2258144,-0.0626112
65,-0.28944537,-0.22727937,"('insecure', 'secure')",0.7328114,0.7772958,-0.46113712,-0.36755115,-0.0059237,0.0608218,-0.0667455
52,-0.27165976,-0.3330996,"('irrational', 'rational')",-1.0150892,-0.8911718,-0.113166004,-0.06378053,-0.4666383,-0.4293507,-0.0372876
88,0.26923862,0.1289172,"('low', 'eminent')",-0.119219914,-0.21616213,1.0652386,0.8106349,0.4050858,0.24113,0.1639558
18,-0.22086567,-0.43999097,"('disagreeable', 'welcoming')",-1.1208798,-1.1270521,-0.17897144,-0.28558764,-0.5069056,-0.6175436,0.110638
51,-0.21231322,-0.15085751,"('uneducated', 'educated')",0.21347055,0.32731578,0.6834939,0.7356859,0.2282171,0.3040481,-0.075831
61,-0.18085197,-0.37018576,"('illogical', 'logical')",0.006598224,-0.09754409,0.3078838,0.11671816,0.0445434,-0.1170039,0.1615473
76,0.1707008,0.234156,"('anxious', 'daring')",1.216713,0.9583133,0.8372817,0.556528,0.7415651,0.5829991,0.158566
34,-0.15404034,-0.17821434,"('mean', 'honorable')",-0.10607143,0.06518279,5.3240304,5.727804,1.6879729,1.8715909,-0.183618
7,-0.14227465,-0.26633298,"('insensitive', 'sensitive')",-0.14507565,-0.18244404,0.41654843,0.24226557,0.043066,-0.0688372,0.1119032
85,-0.122636944,-0.40522557,"('insignificant', 'prestigious')",-0.39497608,-0.44767767,0.8786131,0.85494554,0.1203334,0.0006808,0.1196526
31,0.11751868,-0.050165027,"('evil', 'good')",-1.4190474,-1.3778092,-1.3442252,-1.2954632,-0.881918,-0.9078124,0.0258944
13,0.10909429,0.16865164,"('impolite', 'polite')",0.33047953,0.47842947,-0.11884972,-0.042815447,0.106908,0.2014219,-0.0945139
63,-0.096076325,-0.37217695,"('unperceptive', 'insightful')",0.23152277,0.18890795,1.366785,1.2046187,0.5007438,0.3404499,0.1602939
74,0.07493738,-0.199272,"('undedicated', 'dedicated')",0.5182281,0.39608097,0.45020705,0.13731328,0.3477909,0.1113741,0.2364168
81,-0.07184087,0.122107126,"('submissive', 'aggressive')",1.3269135,1.3764346,-0.24246253,-0.3211231,0.3375367,0.3924729,-0.0549362
79,0.027374776,-0.12485727,"('wavering', 'unwavering')",-1.0323659,-1.0877172,0.014965974,0.025236145,-0.3300084,-0.3957795,0.0657711
26,0.014559753,-0.120629296,"('hardhearted', 'benevolent')",-0.30735445,-0.34405074,1.6688452,1.5344571,0.4586835,0.3565923,0.1020912
16,-0.008493066,0.06309082,"('unpopular', 'popular')",-0.35081762,-0.17517859,0.45343384,0.6974814,0.0313744,0.1951312,-0.1637568
