,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.561536,-2.8050544,"('uninfluential', 'influential')",-1.3274163,-1.3162544,-0.48142993,-0.63586634,-1.4567941,-1.585725,0.1289309
69,2.4283447,2.2267065,"('lazy', 'industrious')",0.69140977,0.38831493,-0.17097141,-0.3309786,0.9829277,0.7613476,0.2215801
10,-2.1552079,-2.2687597,"('unsympathetic', 'sympathetic')",-0.68153983,-0.8123823,0.1397348,-0.21376573,-0.8990043,-1.0983025,0.1992982
8,-2.0188115,-2.1140082,"('unaffectionate', 'affectionate')",-1.9162055,-1.8608196,0.41130078,0.5826235,-1.1745721,-1.1307348,-0.0438373
9,-1.7889978,-1.952752,"('unaffectionate', 'caring')",-1.4159327,-1.3281255,1.0717944,1.1660472,-0.7110453,-0.7049435,-0.0061018
1,-1.7710516,-2.0062168,"('unfriendly', 'friendly')",-1.5730062,-1.4786656,1.437491,1.5762088,-0.6355222,-0.6362245,0.0007023
55,-1.6686622,-1.5476922,"('incompetent', 'clever')",-0.097724706,-0.00049427897,0.09079968,-0.045104366,-0.5585291,-0.5310969,-0.0274322
48,-1.624085,-1.4026846,"('unintelligent', 'intelligent')",-1.1127425,-0.90714735,0.34864753,0.4118719,-0.7960599,-0.6326533,-0.1634066
28,-1.5444386,-1.6303134,"('disloyal', 'loyal')",-1.299426,-1.1775721,0.92875737,0.9479834,-0.638369,-0.6199674,-0.0184016
0,-1.4693798,-1.5572989,"('unsociable', 'sociable')",-0.4638414,-0.47822917,-0.23348655,-0.43235907,-0.7222359,-0.8226291,0.1003932
57,-1.4400811,-1.5471146,"('unimaginative', 'imaginative')",-0.5392296,-0.5904929,-2.1322174,-2.6371047,-1.3705095,-1.5915709,0.2210614
53,-1.437095,-1.4502571,"('uncreative', 'creative')",-1.01972,-0.8147316,1.0540699,1.1589296,-0.4675817,-0.3686864,-0.0988953
19,-1.3383569,-1.3924474,"('inhospitable', 'hospitable')",-0.8895249,-0.9082488,-0.03915379,0.08260149,-0.7556785,-0.7393649,-0.0163136
24,-1.3318349,-1.3568021,"('dishonest', 'honest')",-0.52898854,-0.37972644,0.8408964,0.87729365,-0.3399757,-0.2864116,-0.0535641
45,-1.2543374,-1.2425239,"('incompetent', 'competent')",-0.023029706,-0.004524577,-0.20212132,-0.37020993,-0.4931628,-0.5390861,0.0459233
44,1.1670992,1.178916,"('prejudiced', 'unprejudiced')",0.9790956,0.6221499,-1.1159412,-1.2675442,0.3434179,0.1778406,0.1655773
39,1.1648399,1.1321117,"('exploitative', 'cooperative')",1.0202085,1.0370245,0.18357891,0.16200158,0.7895424,0.7770459,0.0124965
12,-1.1080648,-1.3885622,"('unsupportive', 'supportive')",-0.5259249,-0.56141895,-1.4209902,-1.7225081,-1.0183266,-1.2241631,0.2058365
35,1.045331,0.9376693,"('corrupt', 'incorrupt')",-0.5345633,-0.6292874,-0.39949796,-0.3176957,0.0370899,-0.0031046,0.0401945
27,-1.0376011,-1.1947286,"('hardhearted', 'softhearted')",-0.6234554,-0.8403692,1.129153,0.9920181,-0.1773012,-0.3476932,0.170392
82,-0.9822881,-0.8655049,"('poor', 'rich')",-0.51071244,-0.34402308,5.5790114,6.170198,1.3620036,1.6535567,-0.2915531
77,-0.90300304,-0.910182,"('unmotivated', 'motivated')",-0.3176934,-0.19527462,-1.2506812,-1.2680284,-0.8237925,-0.7911617,-0.0326308
23,-0.8999597,-1.0558622,"('insincere', 'sincere')",0.07824086,0.016686585,5.2953987,5.593323,1.4912267,1.5180492,-0.0268225
50,0.86425775,0.62844294,"('clumsy', 'skillful')",0.25111663,-0.08346678,0.40783828,0.26513976,0.5077376,0.2700386,0.237699
62,-0.85781914,-0.6888093,"('incompetent', 'brilliant')",0.42050213,0.54494655,0.5113108,0.5573991,0.0246646,0.1378455,-0.1131809
75,0.85040987,0.9643039,"('meek', 'impulsive')",0.06734715,0.18711278,-0.36407262,-0.09366567,0.1845615,0.3525836,-0.1680221
3,-0.81740373,-0.75278914,"('repellent', 'pleasant')",-0.09188518,0.05584445,-0.106113866,-0.035721738,-0.3384676,-0.2442221,-0.0942455
67,0.8077057,0.8934978,"('doubtful', 'determined')",1.173499,1.2330976,-0.29862666,-0.16467829,0.5608594,0.6539724,-0.093113
43,-0.8061159,-0.94286686,"('irresponsible', 'responsible')",0.028076619,-0.0744867,1.083404,0.7717039,0.1017882,-0.0818832,0.1836714
73,0.792209,0.8220967,"('helpless', 'self-reliant')",0.28075233,0.27440894,-3.2461743,-3.3663907,-0.7244043,-0.7566284,0.0322241
21,-0.7791105,-0.83047134,"('immoral', 'moral')",0.9682333,0.9690684,-0.7337092,-0.9083126,-0.1815288,-0.2565718,0.075043
60,-0.7677068,-0.7630851,"('inefficient', 'efficient')",1.2324833,1.1350644,0.08606703,-0.08260229,0.1836145,0.096459,0.0871555
58,-0.76454073,-1.0191404,"('undiscriminating', 'discriminating')",0.09352571,-0.13702619,0.06445958,-0.3018401,-0.2021852,-0.4860022,0.283817
2,0.745875,0.579044,"('unlikable', 'likable')",1.2450235,1.0269998,1.0552151,0.9518513,1.0153712,0.8526317,0.1627395
71,0.737325,0.56265956,"('diffident', 'self-confident')",-0.29674202,-0.31363264,0.5916386,0.53919274,0.3440739,0.2627399,0.081334
46,-0.68349504,-0.85128856,"('uncompetitive', 'competitive')",-0.02828107,-0.068884544,-0.19244783,-0.5920274,-0.301408,-0.5040669,0.2026589
11,-0.62670606,-0.747662,"('unhelpful', 'helpful')",0.24367416,0.1556967,2.5233817,2.3001802,0.71345,0.569405,0.144045
40,-0.62309366,-0.6726563,"('stingy', 'generous')",-0.7118351,-0.6069469,-1.5128001,-1.6813731,-0.9492429,-0.9869921,0.0377492
36,0.6055491,0.34693807,"('hostile', 'amicable')",-1.3230597,-1.2566218,-0.23627299,-0.12199658,-0.3179279,-0.3438934,0.0259655
15,0.602739,0.779072,"('boring', 'funny')",0.25826007,0.42740673,0.44437355,0.5848245,0.4351242,0.5971011,-0.1619769
5,-0.60026205,-0.7437167,"('distant', 'outgoing')",-1.5014948,-1.5206884,-0.37013835,-0.31192487,-0.8239651,-0.8587767,0.0348116
42,0.57128775,0.3788263,"('unreliable', 'reliable')",0.7733818,0.5571277,-2.3933306,-2.8007636,-0.3495537,-0.6216032,0.2720495
87,0.56317484,0.5463574,"('unsuccessful', 'successful')",0.88118756,0.8948017,0.7326783,0.7768224,0.7256802,0.7393271,-0.0136469
49,-0.5448773,-0.3892015,"('unable', 'able')",-0.52255154,-0.42352563,-0.4345927,-0.21508016,-0.5006739,-0.3426024,-0.1580715
78,-0.5333358,-0.6326243,"('nonresilient', 'resilient')",-0.6955241,-0.7110315,0.2723426,0.15752216,-0.3188391,-0.3953779,0.0765388
84,0.5235393,0.49956727,"('inferior', 'superior')",0.11435848,0.12544742,0.6648702,0.5951317,0.434256,0.4067155,0.0275405
41,-0.51375246,-0.8055579,"('unforgiving', 'forgiving')",-0.0014529824,-0.020866936,0.1976891,0.0011977945,-0.1058388,-0.2750757,0.1692369
