,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
85,3.0383468,2.3497498,"('insignificant', 'prestigious')",1.1979593,0.45166057,2.1181531,1.4007052,0.7174479
65,-2.3074121,-2.1996608,"('insecure', 'secure')",-0.7375895,-0.53825456,-1.5225008,-1.3689576,-0.1535432
26,2.2762663,1.4897496,"('hardhearted', 'benevolent')",1.913601,1.1625828,2.0949337,1.3261662,0.7687675
13,-2.1652987,-1.9563651,"('impolite', 'polite')",-0.9282707,-0.5831937,-1.5467846,-1.2697794,-0.2770052
71,2.1447153,2.0578737,"('diffident', 'self-confident')",0.5646919,0.44617513,1.3547037,1.2520244,0.1026793
69,2.0291817,1.830501,"('lazy', 'industrious')",-0.111157656,-0.60000175,0.959012,0.6152496,0.3437624
6,1.9451424,1.5546958,"('distant', 'open')",0.049056284,-0.28390983,0.9970993,0.635393,0.3617063
57,-1.8877037,-1.943906,"('unimaginative', 'imaginative')",-1.8209472,-2.1142905,-1.8543254,-2.0290983,0.1747729
81,-1.8183959,-1.3563728,"('submissive', 'aggressive')",-0.57056296,0.11799508,-1.1944795,-0.6191889,-0.5752906
9,1.8045865,1.3620667,"('unaffectionate', 'caring')",1.5048765,1.3259479,1.6547315,1.3440073,0.3107242
80,-1.7191123,-1.6543055,"('dominated', 'dominating')",-0.7884242,-0.7446829,-1.2537682,-1.1994941,-0.0542741
70,-1.70353,-1.693981,"('lethargic', 'energetic')",-0.23084764,0.156299,-0.9671888,-0.768841,-0.1983478
5,1.6941386,1.4337531,"('distant', 'outgoing')",-0.23618789,-0.4434263,0.7289754,0.4951634,0.233812
3,-1.6759119,-1.6599576,"('repellent', 'pleasant')",-0.24389175,-0.14009754,-0.9599018,-0.9000276,-0.0598742
76,-1.6122618,-1.4216002,"('anxious', 'daring')",-0.5264019,-0.01851789,-1.0693319,-0.720059,-0.3492729
33,1.5939267,1.5374765,"('wrong', 'right')",0.23971234,-0.12684917,0.9168195,0.7053137,0.2115058
22,-1.5717545,-1.4352629,"('untrustworthy', 'trustworthy')",-1.1492903,-0.9782967,-1.3605224,-1.2067798,-0.1537426
46,-1.3836931,-1.2777971,"('uncompetitive', 'competitive')",0.54322994,0.6177454,-0.4202316,-0.3300259,-0.0902057
21,-1.3814306,-1.0371425,"('immoral', 'moral')",-0.8963899,-0.5462371,-1.1389103,-0.7916898,-0.3472205
1,1.3787711,0.62911135,"('unfriendly', 'friendly')",1.9211081,1.3291988,1.6499395,0.9791551,0.6707844
8,1.3627086,0.7368995,"('unaffectionate', 'affectionate')",1.064737,0.67815214,1.2137227,0.7075258,0.5061969
64,-1.3621262,-1.2841828,"('shy', 'confident')",-5.3277907,-5.6936193,-3.3449585,-3.4889011,0.1439426
60,-1.3394066,-0.8947738,"('inefficient', 'efficient')",0.18901135,0.93550014,-0.5751976,0.0203632,-0.5955608
25,1.2911961,0.98093045,"('egoistic', 'altruistic')",1.2393489,0.76698124,1.2652725,0.8739558,0.3913167
55,-1.280969,-1.2574733,"('incompetent', 'clever')",1.0398216,1.1321404,-0.1205737,-0.0626665,-0.0579072
36,1.2206213,0.7168314,"('hostile', 'amicable')",-0.63731617,-1.2207329,0.2916526,-0.2519508,0.5436034
66,1.2186444,0.7729633,"('inactive', 'active')",0.5905452,0.19274195,0.9045948,0.4828526,0.4217422
30,-1.1806915,-1.1552857,"('intolerant', 'tolerant')",-0.17813464,0.008670382,-0.6794131,-0.5733077,-0.1061054
62,-1.1573592,-0.8546732,"('incompetent', 'brilliant')",0.73388547,1.3751714,-0.2117369,0.2602491,-0.471986
45,-1.1542224,-1.3987492,"('incompetent', 'competent')",0.011313722,0.046277456,-0.5714543,-0.6762359,0.1047816
10,-1.1119559,-1.2049419,"('unsympathetic', 'sympathetic')",0.23368907,0.49765408,-0.4391334,-0.3536439,-0.0854895
35,1.0786579,0.7291807,"('corrupt', 'incorrupt')",-0.83213663,-1.2775773,0.1232606,-0.2741983,0.3974589
0,-1.0768653,-1.215839,"('unsociable', 'sociable')",-0.13318251,-0.28613594,-0.6050239,-0.7509875,0.1459636
79,1.0462528,0.6897825,"('wavering', 'unwavering')",-0.09364901,-0.19679478,0.4763019,0.2464939,0.229808
42,-1.0344455,-0.9627119,"('unreliable', 'reliable')",-2.5809803,-2.7799687,-1.8077129,-1.8713403,0.0636274
59,0.9798735,0.8264593,"('foolish', 'wise')",-0.05813719,-0.28650144,0.4608681,0.2699789,0.1908892
38,0.9734377,1.101518,"('untruthful', 'truthful')",0.7752557,1.2428825,0.8743467,1.1722002,-0.2978535
14,-0.95666826,-0.88994926,"('antisocial', 'social')",-0.5708004,-0.60626906,-0.7637343,-0.7481092,-0.0156251
7,-0.93604493,-0.9875304,"('insensitive', 'sensitive')",-0.016595013,0.21423432,-0.47632,-0.3866481,-0.0896719
78,0.85440165,0.53961587,"('nonresilient', 'resilient')",1.6040107,1.4422097,1.2292062,0.9909128,0.2382934
