,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
88,-0.99147844,-0.83434826,"('low', 'eminent')",-0.29260162,-0.21380699,-0.62170935,-0.52780676,-0.6352631,-0.5253207,-0.1099424
79,-0.9630647,-0.5556617,"('wavering', 'unwavering')",-0.44476184,-0.41638678,-0.6623606,-0.47406712,-0.6900624,-0.4820385,-0.2080239
45,-0.96130776,-1.0927968,"('incompetent', 'competent')",-0.4678589,-0.4699927,0.24056646,-0.19705835,-0.3962001,-0.5866159,0.1904158
85,-0.9392752,-0.56452745,"('insignificant', 'prestigious')",0.07740785,0.014677547,-1.1813956,-0.9533586,-0.6810877,-0.5010695,-0.1800182
61,-0.9336545,-0.90028125,"('illogical', 'logical')",0.87661225,0.9795339,0.5974086,0.3983731,0.1801221,0.1592086,0.0209135
32,-0.890082,-0.62432206,"('unkind', 'kind')",-0.3068545,-0.17681918,0.3412926,0.32735783,-0.2852146,-0.1579278,-0.1272868
38,-0.8634891,-0.4364891,"('untruthful', 'truthful')",0.20382234,0.2522009,-0.48327234,-0.28755397,-0.3809797,-0.1572807,-0.223699
80,0.78177166,0.5004615,"('dominated', 'dominating')",0.3365326,0.5051403,0.4427008,0.4512182,0.520335,0.4856067,0.0347283
10,-0.74829865,-0.7379912,"('unsympathetic', 'sympathetic')",-0.69092727,-0.61625296,-0.17048596,-0.5503445,-0.5365706,-0.6348629,0.0982923
24,-0.7447184,-0.934348,"('dishonest', 'honest')",0.44427526,0.34082827,0.22268425,-0.09324162,-0.0259196,-0.2289204,0.2030008
52,-0.72305226,-0.7860074,"('irrational', 'rational')",-0.5155621,-0.6685606,-0.94541395,-0.9038646,-0.7280094,-0.7861443,0.0581349
75,0.71464235,0.85195786,"('meek', 'impulsive')",0.005073726,0.081015445,-0.50023794,-0.21848029,0.0731594,0.2381643,-0.1650049
71,-0.6916623,-0.88463855,"('diffident', 'self-confident')",1.3704224,1.3902699,0.18691784,-0.11010714,0.2885593,0.1318414,0.1567179
35,0.6672017,0.78170425,"('corrupt', 'incorrupt')",-0.5834317,-0.77067775,-1.2443631,-0.9831648,-0.3868643,-0.3240461,-0.0628182
2,0.6522222,1.3096784,"('unlikable', 'likable')",1.1580132,1.4298458,0.4856592,0.84543353,0.7652982,1.1949859,-0.4296877
28,-0.6282836,-1.202033,"('disloyal', 'loyal')",0.29039735,-0.119172245,1.0692139,0.62961894,0.2437759,-0.2305288,0.4743047
23,-0.6141559,-0.89276606,"('insincere', 'sincere')",-0.054958574,0.0038023442,5.52416,5.1879916,1.6183484,1.4330093,0.1853391
27,-0.5821827,-0.86078036,"('hardhearted', 'softhearted')",-0.23921444,-0.32357666,0.28118396,-0.16261142,-0.1800711,-0.4489895,0.2689184
3,0.5775891,0.2453712,"('repellent', 'pleasant')",0.036284354,-0.0071381833,1.1527457,1.2128214,0.5888731,0.4836848,0.1051883
69,0.5759722,0.3429527,"('lazy', 'industrious')",0.68581176,0.6549975,-1.1280117,-1.0702786,0.0445908,-0.0241095,0.0687003
62,0.5598649,0.5171548,"('incompetent', 'brilliant')",0.8678748,1.0645232,1.014462,0.8283427,0.8140672,0.8033403,0.0107269
47,-0.53930193,-0.53353536,"('stupid', 'smart')",0.42012203,0.49091822,5.303398,5.2104044,1.7280728,1.7225957,0.0054771
12,-0.53524077,-0.5412307,"('unsupportive', 'supportive')",0.5983458,0.6680133,-2.0830991,-2.3372033,-0.6733313,-0.7368069,0.0634756
36,-0.5313686,-0.21225704,"('hostile', 'amicable')",-1.0158402,-1.1480492,-1.1327918,-0.9855631,-0.8933335,-0.7819564,-0.1113771
16,-0.5145159,-0.2385488,"('unpopular', 'popular')",-0.09715037,-0.08980691,0.3461947,0.53463614,-0.0884905,0.0687601,-0.1572506
37,0.49710092,-0.10022145,"('fake', 'genuine')",0.09995869,-0.17049849,-0.20785809,-0.67668796,0.1297338,-0.3158026,0.4455364
22,-0.49513236,-0.33105955,"('untrustworthy', 'trustworthy')",-0.8618615,-0.7636561,-0.68375564,-0.91685605,-0.6802498,-0.6705239,-0.0097259
63,-0.48759735,-0.659428,"('unperceptive', 'insightful')",0.5194563,0.50570184,0.77154016,0.31383348,0.2677997,0.0533691,0.2144306
48,0.48110312,-0.11419449,"('unintelligent', 'intelligent')",1.193647,1.0181931,0.88328797,0.5939558,0.8526793,0.4993181,0.3533612
84,0.4760081,0.58798337,"('inferior', 'superior')",0.34758487,0.32496792,0.96311635,0.7018289,0.5955698,0.5382601,0.0573097
72,-0.47588018,-0.23614614,"('unambitious', 'ambitious')",0.58703125,0.8013281,-0.67275536,-0.7330953,-0.1872014,-0.0559711,-0.1312303
51,-0.44418663,-0.18947446,"('uneducated', 'educated')",-0.19059236,-0.28068706,0.5810244,0.5423787,-0.0179182,0.0240724,-0.0419906
67,0.43924695,0.55985945,"('doubtful', 'determined')",-0.09937637,0.06356518,-0.3824277,-0.15368287,-0.0141857,0.1565806,-0.1707663
40,0.43428004,0.22913575,"('stingy', 'generous')",0.2935777,-0.007673679,-2.2525303,-2.8247597,-0.5082242,-0.8677659,0.3595417
56,-0.43263975,-0.250116,"('impractical', 'practical')",1.2915119,1.4225068,-0.08244084,-0.00031470507,0.2588104,0.390692,-0.1318816
64,0.41579354,0.3295877,"('shy', 'confident')",0.9757199,1.0666014,-5.773313,-5.746588,-1.4605999,-1.450133,-0.0104669
77,-0.40980154,-0.49940023,"('unmotivated', 'motivated')",0.82108706,0.7870317,-0.5346137,-0.7559223,-0.0411094,-0.1560969,0.1149875
25,-0.39712384,0.18208241,"('egoistic', 'altruistic')",0.7474976,0.6198494,0.63519824,0.87816584,0.328524,0.5600325,-0.2315085
78,-0.38405108,-0.1922976,"('nonresilient', 'resilient')",0.5316521,0.44680682,0.5855659,0.3660918,0.244389,0.206867,0.037522
59,-0.3775597,-0.44739333,"('foolish', 'wise')",0.6559326,0.6359124,-0.7078936,-0.6673291,-0.1431736,-0.1596033,0.0164297
41,-0.37537557,-0.34342027,"('unforgiving', 'forgiving')",-0.6654173,-0.65663797,-0.53775316,-0.6936177,-0.526182,-0.5645586,0.0383766
15,-0.36780134,-0.2427091,"('boring', 'funny')",-0.15732239,-0.10546222,-0.54058385,-0.40753308,-0.3552359,-0.2519015,-0.1033344
58,0.3182729,-0.004633682,"('undiscriminating', 'discriminating')",0.6977254,0.5748532,0.050784826,-0.4221186,0.3555944,0.049367,0.3062274
74,-0.3125935,-0.039319836,"('undedicated', 'dedicated')",-0.03909426,-0.031752944,-0.44181272,-0.39753085,-0.2645002,-0.1562012,-0.108299
46,0.29630694,0.12003724,"('uncompetitive', 'competitive')",0.25897485,0.20557214,0.087224446,-0.27702498,0.2141687,0.0161948,0.1979739
66,-0.29198614,-0.20095086,"('inactive', 'active')",-0.84634846,-0.7045107,0.52225876,0.27250278,-0.2053586,-0.2109863,0.0056277
34,0.29189655,-0.084458746,"('mean', 'honorable')",0.3613646,0.43496972,5.423771,5.1769633,2.0256774,1.8424915,0.1831859
55,-0.2868262,-0.35669997,"('incompetent', 'clever')",-0.21232972,-0.13547471,0.8165246,0.5858786,0.1057896,0.0312346,0.074555
30,-0.27433124,-0.20418356,"('intolerant', 'tolerant')",0.66861224,0.8165626,0.4897626,0.66949457,0.2946812,0.4272912,-0.13261
60,-0.2739974,-0.5128565,"('inefficient', 'efficient')",1.8708338,2.0128407,0.60015476,0.2968183,0.7323303,0.5989342,0.1333961
4,0.2554969,0.2698174,"('disliked', 'liked')",0.65487355,0.39022905,-6.5197043,-6.56161,-1.869778,-1.9671879,0.0974099
21,0.24762492,0.40246546,"('immoral', 'moral')",1.2964237,1.4287035,0.317927,0.36990005,0.6206585,0.7336897,-0.1130312
65,-0.24239907,-0.32824916,"('insecure', 'secure')",0.20650443,0.32056287,0.4403806,0.43099874,0.1348287,0.1411042,-0.0062755
44,0.22214654,0.49698114,"('prejudiced', 'unprejudiced')",-0.36669695,-0.107097805,-1.2777277,-0.8316388,-0.4740927,-0.1472518,-0.3268409
20,-0.21535476,-0.32061154,"('rough', 'thoughtful')",-0.094555914,-0.094790354,0.43836024,0.4309282,0.0428165,0.0051754,0.0376411
7,0.20774944,-0.39955342,"('insensitive', 'sensitive')",0.5791449,0.60487616,0.5991509,0.015223097,0.4620151,0.0735153,0.3884998
11,-0.18000668,-0.27136958,"('unhelpful', 'helpful')",0.3883429,0.57640564,1.8478891,1.7337681,0.6854084,0.6796014,0.005807
70,0.16975835,0.03904279,"('lethargic', 'energetic')",0.18217021,0.23579451,0.8976553,0.63645023,0.4165279,0.3037625,0.1127654
42,0.16659287,0.65527534,"('unreliable', 'reliable')",-0.078043506,0.048086185,-2.5849452,-2.4667964,-0.8321319,-0.5878116,-0.2443203
17,0.16627991,-0.12851554,"('nasty', 'nice')",-0.8046093,-0.75066483,-0.59379834,-0.5918982,-0.4107092,-0.4903595,0.0796503
81,0.12135399,0.2499646,"('submissive', 'aggressive')",1.4634981,1.5196035,0.101777494,0.20829287,0.5622098,0.659287,-0.0970772
29,0.11595489,-0.16050689,"('unfair', 'fair')",-0.33464622,-0.3361571,-0.37793615,-0.4118991,-0.1988758,-0.3028544,0.1039786
33,0.11048735,0.13575765,"('wrong', 'right')",0.9102005,0.9312893,-1.1164477,-1.1922355,-0.03192,-0.0417295,0.0098095
39,0.09889668,-0.28308478,"('exploitative', 'cooperative')",-0.085957654,0.09851124,-0.13536029,-0.119079016,-0.0408071,-0.1012175,0.0604104
13,-0.08944264,-0.05651583,"('impolite', 'polite')",0.007062435,0.10428092,-0.15005714,-0.46331587,-0.0774791,-0.1385169,0.0610378
14,0.08405765,0.22887295,"('antisocial', 'social')",1.1025697,1.1441098,0.67556185,0.5682676,0.6207298,0.6470834,-0.0263536
83,-0.047148682,-0.1813769,"('powerless', 'powerful')",1.149831,1.2334652,-0.6658699,-0.72377706,0.1456042,0.1094371,0.0361671
87,-0.04116802,0.21919046,"('unsuccessful', 'successful')",0.17711449,0.3228198,1.35791,1.2214646,0.4979522,0.587825,-0.0898728
50,0.03977871,-0.15100123,"('clumsy', 'skillful')",-0.49824935,-0.5947945,0.062658824,-0.04089968,-0.1319373,-0.2622318,0.1302945
68,0.015733067,-0.34486642,"('dependent', 'independent')",-0.13710633,-0.24760331,-0.33804962,-0.6657354,-0.153141,-0.4194017,0.2662607
49,-0.00412146,0.05666159,"('unable', 'able')",0.09311998,0.18562244,-0.01546856,-0.107396536,0.02451,0.0449625,-0.0204525
