,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
6,-2.0935576,-1.8990055,"('distant', 'open')",-0.46690118,-0.54640067,-1.546439,-1.7252564,-1.3689659,-1.390221,0.0212551
8,-1.7742585,-1.5888908,"('unaffectionate', 'affectionate')",-0.78705114,-0.97835076,-0.64468694,-0.81950295,-1.0686655,-1.1289148,0.0602493
1,-1.7675734,-1.8934381,"('unfriendly', 'friendly')",0.10409391,-0.15068065,0.116973415,-0.26333582,-0.515502,-0.7691515,0.2536495
86,-1.6034223,-2.1662333,"('uninfluential', 'influential')",0.537393,0.37437868,-0.2193618,-0.6381311,-0.4284637,-0.8099953,0.3815316
0,-1.5609161,-1.5538731,"('unsociable', 'sociable')",-0.11686345,-0.06812936,0.079405926,-0.28265128,-0.5327912,-0.6348846,0.1020934
9,-1.557823,-1.6116756,"('unaffectionate', 'caring')",0.21558516,-0.0021324968,0.20941761,-0.25388414,-0.3776067,-0.6225641,0.2449574
19,-1.4950625,-1.4126846,"('inhospitable', 'hospitable')",-1.0787495,-1.079987,-1.0478603,-1.1833336,-1.2072241,-1.225335,0.0181109
53,-1.4806979,-1.2166749,"('uncreative', 'creative')",0.42604965,0.35590738,0.058922574,-0.06923926,-0.3319085,-0.3100023,-0.0219062
18,-1.3947561,-0.9566945,"('disagreeable', 'welcoming')",-1.0786393,-0.95501864,-1.0529706,-1.1185656,-1.1754553,-1.0100929,-0.1653624
5,-1.3858635,-1.2442873,"('distant', 'outgoing')",0.06325424,0.070327446,-1.2392054,-1.439896,-0.8539383,-0.8712853,0.017347
26,-1.2384695,-1.2499909,"('hardhearted', 'benevolent')",0.1660931,-0.0076270327,0.6821957,0.58095926,-0.1300602,-0.2255529,0.0954927
73,1.158714,0.99378294,"('helpless', 'self-reliant')",1.2687206,1.2617081,-3.5682,-3.5177238,-0.3802551,-0.4207443,0.0404892
43,-1.1317979,-0.9661336,"('irresponsible', 'responsible')",0.6685082,0.9161285,0.22622596,0.16383573,-0.0790213,0.0379436,-0.1169649
76,1.1283336,1.5764165,"('anxious', 'daring')",0.023178453,0.16118097,0.62523794,0.72874075,0.59225,0.8221127,-0.2298627
31,-1.0804598,-1.1573671,"('evil', 'good')",-1.1484661,-1.3409836,-1.8764108,-1.9378814,-1.3684456,-1.478744,0.1102984
82,-1.0791445,-0.62302893,"('poor', 'rich')",-0.28738478,-0.33887884,6.4413524,6.3530083,1.6916078,1.7970335,-0.1054257
54,-1.0676677,-0.6695109,"('incapable', 'capable')",-0.5889296,-0.37853083,0.23205633,0.40318492,-0.474847,-0.2149523,-0.2598947
57,-1.0048358,-1.0320011,"('unimaginative', 'imaginative')",0.54309034,0.35989952,-2.8351824,-3.0997138,-1.098976,-1.2572718,0.1582958
