,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.8204021,-1.2331057,"('evil', 'good')",-1.2438587,-0.8818553,-0.9940153,-0.59769326,-1.6860921,-0.904218,-0.7818741
56,2.520972,1.3862976,"('impractical', 'practical')",2.1168408,1.7479738,0.026620034,-0.3967474,1.5548108,0.912508,0.6423028
36,-2.3719738,-1.0807325,"('hostile', 'amicable')",-1.6796517,-1.274023,0.33842647,0.7136177,-1.2377329,-0.5470459,-0.690687
60,2.3090124,0.949295,"('inefficient', 'efficient')",1.976978,1.6559596,-0.004614219,-0.2362389,1.4271253,0.7896719,0.6374534
81,2.07065,0.36946237,"('submissive', 'aggressive')",1.1532917,0.42935023,-0.4696683,-1.0369713,0.9180911,-0.0793862,0.9974773
46,2.0414233,0.60250705,"('uncompetitive', 'competitive')",1.4087121,0.9691069,-0.17891353,-0.5391601,1.0904073,0.3441513,0.746256
10,2.0145679,0.864317,"('unsympathetic', 'sympathetic')",0.38658002,0.0060521923,-0.18284693,-0.41704023,0.7394336,0.1511097,0.5883239
35,-1.9838674,-0.5196511,"('corrupt', 'incorrupt')",-1.1370941,-0.7356167,-0.40162215,0.005784467,-1.1741946,-0.4164944,-0.7577002
13,1.8044444,0.67495865,"('impolite', 'polite')",0.410116,0.12009846,-0.4159596,-0.6476089,0.5995336,0.0491494,0.5503842
6,-1.6956828,-0.67660636,"('distant', 'open')",-1.0703998,-0.7681914,0.40506837,0.7307924,-0.7870047,-0.2380018,-0.5490029
52,-1.6858234,-0.96441525,"('irrational', 'rational')",-0.43688083,-0.2755397,0.1198648,0.26565066,-0.6676132,-0.3247681,-0.3428451
29,-1.6546111,-0.9372175,"('unfair', 'fair')",-0.7627201,-0.5175812,-0.51312083,-0.27428243,-0.9768174,-0.5763604,-0.400457
74,1.6520392,1.4638704,"('undedicated', 'dedicated')",1.0201131,0.90128994,0.37407094,0.4088467,1.0154077,0.924669,0.0907387
4,-1.6361455,-0.5674737,"('disliked', 'liked')",-0.50549555,-0.35375527,-5.9056807,-5.772288,-2.6824404,-2.2311722,-0.4512682
71,1.5686258,1.9528089,"('diffident', 'self-confident')",0.6258382,0.8187421,0.37609416,0.699044,0.8568527,1.156865,-0.3000123
85,-1.4917203,0.4057044,"('insignificant', 'prestigious')",-0.63111216,-0.32232326,0.54778785,1.1106784,-0.5250149,0.3980199,-0.9230348
21,1.4690368,0.20554762,"('immoral', 'moral')",0.9441528,0.61437947,-0.46284539,-0.64048535,0.6501148,0.0598139,0.5903009
69,-1.4380773,-0.5116059,"('lazy', 'industrious')",0.8946234,1.2366824,-0.46546128,-0.066539094,-0.3363051,0.2195125,-0.5558176
44,-1.4340076,-1.704717,"('prejudiced', 'unprejudiced')",-1.0657457,-1.1945539,-1.3408775,-1.4340911,-1.2802103,-1.444454,0.1642437
30,1.4092546,0.79320294,"('intolerant', 'tolerant')",0.7963835,0.44731554,0.8903984,0.70888263,1.0320121,0.6498004,0.3822117
12,1.3786294,0.9747546,"('unsupportive', 'supportive')",0.6659009,0.4759124,-1.5616877,-1.3937055,0.1609476,0.0189871,0.1419605
23,1.342163,0.38405946,"('insincere', 'sincere')",0.8777279,0.65157515,5.2029657,5.0672936,2.4742854,2.0343094,0.439976
86,1.340171,0.57554525,"('uninfluential', 'influential')",0.16049473,-0.084385805,-0.096299626,0.039380897,0.468122,0.1768468,0.2912752
16,-1.338622,-0.90082514,"('unpopular', 'popular')",-0.0115197785,0.06359869,0.6676204,0.7115918,-0.2275071,-0.0418782,-0.1856289
73,1.3298177,1.5949634,"('helpless', 'self-reliant')",0.6382116,0.8630678,-2.8725996,-2.994854,-0.3015234,-0.1789409,-0.1225825
11,1.3087609,0.2801547,"('unhelpful', 'helpful')",0.9497576,0.53226334,1.856961,1.6382242,1.3718265,0.8168808,0.5549457
5,-1.2944611,-0.63064325,"('distant', 'outgoing')",-0.9458289,-0.7547925,-0.351538,0.0019344147,-0.8639427,-0.4611671,-0.4027756
70,1.287496,0.47754344,"('lethargic', 'energetic')",0.3911752,0.07468684,0.7824121,0.49966866,0.8203611,0.350633,0.4697281
65,1.2852616,0.28666902,"('insecure', 'secure')",0.4715033,0.12115629,-0.3101351,-0.51965725,0.4822099,-0.0372773,0.5194872
79,-1.2706909,-0.5332068,"('wavering', 'unwavering')",-0.99332947,-0.83033437,0.062193017,0.30879956,-0.7339425,-0.3515805,-0.382362
40,-1.2509407,-0.69744396,"('stingy', 'generous')",-0.28168446,-0.1655713,-1.5247533,-1.1940128,-1.0191262,-0.685676,-0.3334502
62,1.241827,-0.007783942,"('incompetent', 'brilliant')",0.8147319,0.36688524,-0.0027527912,-0.2957749,0.684602,0.0211088,0.6634932
25,-1.221347,-0.6612944,"('egoistic', 'altruistic')",0.62162817,0.75575846,1.6581087,1.8199122,0.3527966,0.6381254,-0.2853288
47,1.1739602,0.78296775,"('stupid', 'smart')",0.9467533,0.5332351,5.4349766,5.2442803,2.5185633,2.1868277,0.3317356
84,1.1703302,1.2162616,"('inferior', 'superior')",0.7484882,0.8369038,0.82843775,0.9106268,0.915752,0.9879308,-0.0721788
39,1.1299021,1.0912263,"('exploitative', 'cooperative')",0.25000638,0.08642407,-0.16926171,-0.016858324,0.403549,0.3869307,0.0166183
75,-1.1216353,-0.55651563,"('meek', 'impulsive')",-1.425987,-1.4015111,-0.21859679,-0.36992562,-0.922073,-0.7759841,-0.1460889
