,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
2,0.5212196,0.6782646,"('unlikable', 'likable')",1.5706942,1.6601132,0.59551823,0.65861005,0.8958106,0.998996,-0.1031854
87,-0.51961243,-0.52536595,"('unsuccessful', 'successful')",1.1173406,1.1059579,0.8734714,0.7585552,0.4903998,0.4463824,0.0440174
80,0.5124305,0.5121851,"('dominated', 'dominating')",1.3718785,1.3501819,-1.0257899,-1.2329408,0.2861731,0.2098087,0.0763644
54,-0.5052146,-0.42951643,"('incapable', 'capable')",-0.3015523,-0.1909557,0.97564644,1.3369608,0.0562932,0.2388296,-0.1825364
39,0.4965886,0.62810725,"('exploitative', 'cooperative')",1.5860261,1.6777339,0.002448732,0.15487547,0.6950212,0.8202389,-0.1252177
18,-0.4914872,-0.42064354,"('disagreeable', 'welcoming')",-0.6083014,-0.5341928,-0.6123996,-0.5758121,-0.5707294,-0.5102162,-0.0605132
83,-0.49101573,-0.42000586,"('powerless', 'powerful')",0.24185982,0.56286514,-0.8624885,-0.92398274,-0.3705481,-0.2603745,-0.1101736
62,0.46576187,0.52890843,"('incompetent', 'brilliant')",1.648395,1.7336427,0.75268996,0.5850583,0.9556155,0.9492031,0.0064124
29,-0.46211687,-0.7051168,"('unfair', 'fair')",-0.22730623,-0.30586827,-0.73019457,-0.5072068,-0.4732059,-0.506064,0.0328581
46,-0.45272145,-0.34130993,"('uncompetitive', 'competitive')",1.751791,1.6901276,-0.6977459,-1.0907633,0.2004412,0.0860181,0.1144231
70,0.43740913,0.41838062,"('lethargic', 'energetic')",1.2024833,1.2166848,1.0159687,0.7760692,0.885287,0.8037116,0.0815754
3,-0.43686152,-0.36946318,"('repellent', 'pleasant')",1.0579345,1.0209239,0.3775139,0.29232028,0.3328623,0.3145936,0.0182687
42,0.42668352,0.43763468,"('unreliable', 'reliable')",1.4778496,1.586244,-2.418012,-2.7589843,-0.1711596,-0.2450353,0.0738757
81,0.42494535,0.48379633,"('submissive', 'aggressive')",2.0480328,2.1259687,-0.41516075,-0.67534256,0.6859392,0.6448075,0.0411317
26,-0.40126365,-0.399653,"('hardhearted', 'benevolent')",0.6574109,0.7979613,1.280709,1.4102457,0.5122854,0.6028513,-0.0905659
69,0.39718518,0.36000863,"('lazy', 'industrious')",0.15611154,0.18592101,-0.48764762,-0.35493413,0.021883,0.0636652,-0.0417822
17,-0.39294103,-0.4245137,"('nasty', 'nice')",-1.066169,-0.9650205,-0.51089704,-0.34519604,-0.656669,-0.5782434,-0.0784256
44,0.3885056,0.3124616,"('prejudiced', 'unprejudiced')",-0.41830862,-0.2974341,-1.5074664,-1.2590134,-0.5124232,-0.414662,-0.0977612
74,-0.3739227,-0.11753774,"('undedicated', 'dedicated')",1.127346,1.2178069,0.08582006,-0.031788237,0.2797478,0.3561603,-0.0764125
84,0.3578452,0.2860359,"('inferior', 'superior')",0.42670944,0.3767723,0.8770163,0.8868041,0.553857,0.5165374,0.0373196
75,0.33641648,0.28010365,"('meek', 'impulsive')",-0.98894894,-0.93921214,-0.25293878,-0.15009017,-0.3018237,-0.2697329,-0.0320908
58,-0.30500534,-0.05873946,"('undiscriminating', 'discriminating')",0.86901045,0.93523926,0.09183779,-0.008386705,0.2186143,0.289371,-0.0707567
20,0.29828414,0.2764249,"('rough', 'thoughtful')",1.5666797,1.4881433,1.072991,1.0606487,0.9793183,0.9417389,0.0375794
7,0.2641756,0.29112807,"('insensitive', 'sensitive')",0.534622,0.5088977,1.0775719,0.8950088,0.6254565,0.5650115,0.060445
21,0.22046824,0.36548957,"('immoral', 'moral')",0.8072984,0.922061,-0.7716469,-0.9326354,0.0853733,0.118305,-0.0329317
34,-0.21877801,-0.30755067,"('mean', 'honorable')",0.087334566,0.0076526105,5.8348117,6.0250826,1.9011227,1.9083948,-0.0072721
55,0.20726788,0.3502069,"('incompetent', 'clever')",1.3880856,1.4500086,0.052814994,-0.21860474,0.5493895,0.5272036,0.0221859
11,-0.19698018,-0.19071087,"('unhelpful', 'helpful')",-0.100318596,-0.09392792,1.8463284,1.8076541,0.5163432,0.5076718,0.0086714
33,0.17215832,0.021658707,"('wrong', 'right')",-0.3381701,-0.42455873,-0.47603464,-0.47567394,-0.2140155,-0.292858,0.0788425
71,-0.16939107,-0.3936444,"('diffident', 'self-confident')",-0.067981705,-0.011567574,0.5455159,0.5967459,0.1027144,0.0638447,0.0388697
48,0.1382838,0.11416963,"('unintelligent', 'intelligent')",0.1304971,0.13396317,0.40609398,0.30536556,0.2249583,0.1844995,0.0404588
68,0.13284998,0.023561541,"('dependent', 'independent')",-0.1729013,-0.36007842,-0.6352944,-0.7359973,-0.2251152,-0.3575047,0.1323895
13,-0.11629068,-0.2707805,"('impolite', 'polite')",0.16552603,-1.784414e-05,-0.111640215,-0.3344788,-0.0208016,-0.2017591,0.1809575
65,-0.10065426,-0.034541156,"('insecure', 'secure')",0.98809654,0.9520402,-0.30518842,-0.5253788,0.1940846,0.1307067,0.0633779
24,-0.08576973,0.053641904,"('dishonest', 'honest')",-0.13215584,-0.075924896,0.66706955,0.83022857,0.1497147,0.2693152,-0.1196005
22,0.083568275,0.12120207,"('untrustworthy', 'trustworthy')",0.87048066,0.7760892,-0.8706822,-0.95625174,0.0277889,-0.0196535,0.0474424
14,0.082931325,0.2957459,"('antisocial', 'social')",2.0548146,2.3371294,-0.46992463,-0.48447034,0.5559404,0.7161349,-0.1601945
43,-0.07848138,0.04990242,"('irresponsible', 'responsible')",1.1832931,1.2848121,0.7158414,0.85858184,0.6068844,0.7310988,-0.1242144
56,0.06074152,0.08676318,"('impractical', 'practical')",1.2614667,1.3963152,0.20467521,0.108376235,0.5089612,0.5304849,-0.0215237
64,-0.05131214,0.08638109,"('shy', 'confident')",1.1376411,1.2024206,-6.2172613,-6.6351414,-1.7103108,-1.7821132,0.0718024
40,-0.035459846,0.20064422,"('stingy', 'generous')",0.9287268,1.000667,-1.3802826,-1.7497633,-0.1623386,-0.1828173,0.0204787
27,-0.027462628,0.0363602,"('hardhearted', 'softhearted')",-0.27215144,-0.39972314,1.317352,1.2986997,0.339246,0.3117789,0.0274671
25,-0.025964279,-0.013551064,"('egoistic', 'altruistic')",-0.1932145,-0.120105885,1.3753912,1.3765593,0.3854041,0.4143008,-0.0288967
47,0.011422209,0.23942094,"('stupid', 'smart')",0.91460127,1.0621803,5.625729,6.183322,2.1839175,2.4949745,-0.311057
49,0.0061675124,0.09630323,"('unable', 'able')",-0.78464615,-0.5814127,-0.25729495,-0.027383933,-0.3452578,-0.1708311,-0.1744267
15,0.0033740625,-0.12855671,"('boring', 'funny')",-1.3500482,-1.2767822,0.20359823,0.32456696,-0.3810253,-0.3602573,-0.020768
