,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.7729818,-1.5792296,"('uninfluential', 'influential')",-0.14277428,-0.060373917,-0.3071976,-0.5730601,-0.7409845,-0.7375546,-0.0034299
1,-1.6291021,-1.5525544,"('unfriendly', 'friendly')",-0.63109875,-0.67263365,1.457197,1.565692,-0.267668,-0.219832,-0.047836
31,-1.5061784,-1.5030868,"('evil', 'good')",-1.835996,-1.7326027,-1.243472,-1.0159978,-1.5285489,-1.4172292,-0.1113197
0,-1.4399642,-1.2912349,"('unsociable', 'sociable')",0.417175,0.5387946,-0.55123365,-0.70831734,-0.5246743,-0.4869192,-0.0377551
85,-1.4023551,-1.3687971,"('insignificant', 'prestigious')",-1.2948527,-1.2504001,-0.04002582,0.21036449,-0.9124112,-0.8029442,-0.109467
79,-1.2973706,-1.2365428,"('wavering', 'unwavering')",-2.3280106,-2.1267347,-0.13121347,0.09726784,-1.2521981,-1.0886699,-0.1635282
53,-1.2230208,-0.95302224,"('uncreative', 'creative')",-0.20254785,-0.119880795,1.0154233,1.0407536,-0.1367151,-0.0107165,-0.1259986
57,-1.1815567,-0.9421004,"('unimaginative', 'imaginative')",-0.16249779,-0.08684749,-2.3867748,-2.8111603,-1.2436097,-1.2800361,0.0364264
73,1.1709497,1.0940889,"('helpless', 'self-reliant')",0.13827957,0.1739904,-2.88618,-3.0598192,-0.5256502,-0.5972466,0.0715964
6,-1.1661347,-1.1116647,"('distant', 'open')",-2.068712,-1.843059,0.25916788,0.6300133,-0.9918929,-0.7749035,-0.2169894
36,-1.137805,-0.9721991,"('hostile', 'amicable')",-2.2782085,-2.0382304,-0.2708916,0.0238652,-1.2289684,-0.9955214,-0.233447
19,-1.1106926,-1.211894,"('inhospitable', 'hospitable')",-1.9526603,-1.9591612,-0.2141934,-0.004792856,-1.0925155,-1.0586161,-0.0338994
52,-1.108897,-1.0443122,"('irrational', 'rational')",-1.3066823,-1.3065326,-0.26385888,-0.072145134,-0.893146,-0.8076634,-0.0854826
9,-1.0847747,-0.9067977,"('unaffectionate', 'caring')",-0.30777898,-0.26999837,1.1413633,1.3329387,-0.0837301,0.0520475,-0.1357776
67,0.9945763,1.0414762,"('doubtful', 'determined')",0.6153579,0.75541353,-0.40462986,-0.14724588,0.4017681,0.5498813,-0.1481132
37,0.9702376,0.99572915,"('fake', 'genuine')",0.14910153,0.038186356,0.4969321,0.55517817,0.5387571,0.5296979,0.0090592
16,-0.940368,-1.007841,"('unpopular', 'popular')",-0.52262145,-0.56188667,0.46771678,0.36455026,-0.3317575,-0.4017258,0.0699683
10,-0.93319,-0.72910094,"('unsympathetic', 'sympathetic')",0.4686004,0.46670175,-0.030360116,-0.16663624,-0.1649832,-0.1430118,-0.0219714
5,-0.92362803,-0.95858127,"('distant', 'outgoing')",-1.8279527,-1.5909483,-0.2519339,0.09091331,-1.0011715,-0.8195388,-0.1816327
8,-0.90230393,-0.7315917,"('unaffectionate', 'affectionate')",-0.6061055,-0.5066711,0.56453294,0.9545859,-0.3146255,-0.094559,-0.2200665
30,0.88226604,0.90922636,"('intolerant', 'tolerant')",0.8657286,0.9464367,1.1878058,1.227082,0.9786002,1.0275817,-0.0489815
77,-0.8737687,-0.81401765,"('unmotivated', 'motivated')",0.6985158,0.6608834,-0.9247496,-1.2005634,-0.3666675,-0.4512326,0.0845651
88,-0.8672497,-0.94807154,"('low', 'eminent')",-1.337551,-1.1462431,0.049769714,0.04814154,-0.7183437,-0.6820577,-0.036286
4,-0.81475115,-0.794691,"('disliked', 'liked')",-0.69045264,-0.5688292,-6.3983727,-6.932037,-2.6345255,-2.7651857,0.1306602
32,-0.79031503,-0.6760596,"('unkind', 'kind')",0.37794536,0.5464457,0.66558325,0.76742935,0.0844045,0.2126052,-0.1282007
51,-0.75263554,-0.8084574,"('uneducated', 'educated')",0.5062817,0.4959567,0.48480505,0.20651042,0.0794837,-0.0353301,0.1148138
72,-0.7495767,-0.42327863,"('unambitious', 'ambitious')",0.81984127,1.0534581,-0.46616995,-0.35161412,-0.1319685,0.0928551,-0.2248236
60,0.7364804,0.8834441,"('inefficient', 'efficient')",2.0580614,2.1849353,0.23409404,0.053867754,1.0095453,1.0407491,-0.0312038
82,-0.7253797,-0.7488549,"('poor', 'rich')",0.0861485,0.2081297,6.1312847,6.3634486,1.8306845,1.9409078,-0.1102233
63,-0.7009759,-0.59388125,"('unperceptive', 'insightful')",1.5044779,1.3355322,1.283774,0.978977,0.6957587,0.5735427,0.122216
61,-0.6831778,-0.60827047,"('illogical', 'logical')",-0.1563997,-0.20855913,0.06280473,0.08352004,-0.2589243,-0.2444365,-0.0144878
41,-0.6789968,-0.30790955,"('unforgiving', 'forgiving')",0.6527378,0.6854799,-0.09256561,-0.24527189,-0.0396082,0.0440995,-0.0837077
38,-0.6520488,-0.65714335,"('untruthful', 'truthful')",-0.9178237,-0.86412925,0.04837885,0.17364417,-0.5071646,-0.4492095,-0.0579551
66,-0.6429462,-0.51758033,"('inactive', 'active')",0.2241268,0.25302702,0.96196645,1.1133801,0.181049,0.2829423,-0.1018933
28,-0.6279466,-0.3569004,"('disloyal', 'loyal')",-0.04849985,0.13354047,0.77171385,0.8034609,0.0317558,0.193367,-0.1616112
76,0.59865874,0.8570995,"('anxious', 'daring')",1.2081807,1.4037389,0.4530784,0.4232222,0.7533059,0.8946869,-0.141381
59,0.59309965,0.79339266,"('foolish', 'wise')",-1.2963518,-1.1603471,0.43044758,0.8267079,-0.0909349,0.1532512,-0.2441861
35,0.57525676,0.57154155,"('corrupt', 'incorrupt')",-1.96388,-1.8419318,-0.5230574,-0.13988386,-0.6372269,-0.4700914,-0.1671355
12,-0.5566848,-0.3902203,"('unsupportive', 'supportive')",0.99948406,1.0747045,-1.4371167,-1.618695,-0.3314392,-0.3114036,-0.0200356
78,-0.55490804,-0.7480953,"('nonresilient', 'resilient')",1.0326514,0.88402796,0.22543614,-0.0400382,0.2343932,0.0319648,0.2024284
23,-0.55415976,-0.4359874,"('insincere', 'sincere')",0.5072093,0.45693392,5.822944,6.0160456,1.9253313,2.0123307,-0.0869994
50,0.5502238,0.3099056,"('clumsy', 'skillful')",-0.29384422,-0.46418285,0.2052409,0.119470775,0.1538735,-0.0116022,0.1654757
45,-0.54494435,-0.41418737,"('incompetent', 'competent')",0.7609406,0.75430936,-0.1853594,-0.38101804,0.0102123,-0.013632,0.0238443
