,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
85,3.970293,3.7768495,"('insignificant', 'prestigious')",3.4604137,3.3425825,2.7925198,2.812448,2.6229522,2.6981514,2.468988,2.2105572,3.0630333,2.9681177,0.0949156
66,2.842773,2.6954596,"('inactive', 'active')",2.4952066,2.5251179,2.6445575,2.6043124,3.4113767,3.349772,2.2981365,2.1392527,2.73841,2.6627829,0.0756271
26,2.7567992,2.5565858,"('hardhearted', 'benevolent')",2.0361977,1.8628225,2.622432,2.5596933,1.5566139,1.5097662,2.0437236,1.8770372,2.2031532,2.073181,0.1299722
2,2.7401578,2.6461375,"('unlikable', 'likable')",2.2835665,2.246228,1.9354463,2.026448,1.7728329,1.825709,0.8552223,0.733956,1.9174454,1.8956959,0.0217495
33,2.4486692,2.4250395,"('wrong', 'right')",1.4551582,1.4989587,0.5571976,0.6309577,0.7285366,0.77173585,0.018894538,-0.13179503,1.0416913,1.0389793,0.002712
83,2.408261,2.3669634,"('powerless', 'powerful')",1.2885286,1.3267468,0.8853478,0.8721668,0.57020026,0.62065923,-0.46775922,-0.43945998,0.9369158,0.9494153,-0.0124995
5,2.3520994,2.392162,"('distant', 'outgoing')",1.4400116,1.5060122,0.634766,0.6975421,0.88113564,0.93634295,0.37789756,0.15745363,1.137182,1.1379026,-0.0007206
45,-2.2386847,-2.0693047,"('incompetent', 'competent')",-1.3855908,-1.3577993,-0.55369866,-0.4899778,-3.1518686,-3.1903288,-1.0146712,-0.81420314,-1.6689028,-1.5843227,-0.0845801
1,2.1218975,2.167336,"('unfriendly', 'friendly')",0.8575357,0.8731502,0.3586633,0.37577197,-0.47746155,-0.36188385,2.7737322,2.598764,1.1268734,1.1306276,-0.0037542
9,2.1149278,2.0402455,"('unaffectionate', 'caring')",1.6642619,1.543426,0.36982507,0.33284566,-0.17677642,-0.16487896,2.2077174,2.0749993,1.2359911,1.1653275,0.0706636
10,-1.9997225,-1.9494262,"('unsympathetic', 'sympathetic')",-1.6467301,-1.6615405,-0.23484112,-0.33599126,-2.365191,-2.4369218,-0.8662374,-0.6350658,-1.4225445,-1.4037891,-0.0187554
81,-1.8688501,-1.7305884,"('submissive', 'aggressive')",-1.4151825,-1.3268814,0.41972274,0.43888155,-1.6810604,-1.7036481,-2.0094314,-1.6890707,-1.3109603,-1.2022614,-0.1086989
53,1.8165785,1.8074462,"('uncreative', 'creative')",0.35866526,0.3988824,1.1243635,1.175811,0.31259498,0.38045812,1.5029697,1.4546525,1.0230344,1.0434501,-0.0204157
58,1.7740964,1.7844945,"('undiscriminating', 'discriminating')",0.6136407,0.72091615,0.59390694,0.53662187,0.7532219,0.7344614,0.26754937,0.19290298,0.800483,0.7938794,0.0066036
6,1.7672529,1.8677726,"('distant', 'open')",1.4090712,1.45793,0.7250086,0.8183354,0.7859266,0.84505546,1.3020939,1.1095123,1.1978707,1.2197212,-0.0218505
