,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,male-female
45,-0.8493872,-1.5969843,"('incompetent', 'competent')",-0.39555445,-0.55117804,-0.2948591,-0.2909328,-0.513267,-0.8130318,0.2997648
3,-0.811008,-0.9046698,"('repellent', 'pleasant')",-0.87560374,-0.7678474,0.6574071,0.83664644,-0.3430682,-0.2786236,-0.0644446
33,0.7760905,0.82945037,"('wrong', 'right')",0.5527833,0.41006726,-0.46474335,-0.5566337,0.2880435,0.227628,0.0604155
42,0.7202051,0.7072197,"('unreliable', 'reliable')",-0.2456092,-0.122079805,-2.912544,-3.043857,-0.8126493,-0.8195724,0.0069231
82,-0.7104794,-0.7331083,"('poor', 'rich')",-0.370045,-0.12735271,6.478937,6.929374,1.7994709,2.0229712,-0.2235003
65,-0.7082172,-0.573656,"('insecure', 'secure')",-0.617861,-0.40407574,0.04591278,0.35022852,-0.4267218,-0.2091678,-0.217554
34,-0.70779836,-0.16940962,"('mean', 'honorable')",-0.25397235,0.20966493,5.1308484,5.7050505,1.3896926,1.915102,-0.5254094
75,0.6907029,0.6287615,"('meek', 'impulsive')",-0.091729954,-0.11092321,-0.35404366,-0.4370701,0.0816431,0.0269227,0.0547204
66,0.682121,0.8208484,"('inactive', 'active')",-0.5723619,-0.64261615,0.31990388,-0.13120146,0.143221,0.0156769,0.1275441
21,-0.65580124,-0.042556155,"('immoral', 'moral')",-0.48510838,-0.011409543,-0.9658858,-0.48890206,-0.7022652,-0.1809559,-0.5213093
23,-0.6366281,-0.49852222,"('insincere', 'sincere')",-0.1758642,-0.015237783,6.298223,6.602178,1.8285769,2.0294727,-0.2008958
50,0.6334034,0.230041,"('clumsy', 'skillful')",-0.47387853,-0.82431,0.1076031,-0.17174071,0.0890427,-0.2553366,0.3443793
62,-0.62469774,-0.20791145,"('incompetent', 'brilliant')",0.1827625,0.5333509,-0.08182068,0.38624844,-0.1745853,0.2372293,-0.4118146
43,-0.61002785,-0.24276614,"('irresponsible', 'responsible')",-0.6169131,-0.43399975,0.4474549,0.6228225,-0.2598286,-0.0179811,-0.2418475
14,-0.6074889,-0.6249363,"('antisocial', 'social')",0.21577166,0.34498638,-0.49322382,-0.18255857,-0.2949803,-0.1541695,-0.1408108
67,0.60040456,0.6699358,"('doubtful', 'determined')",0.33614585,0.3353531,-0.25659817,-0.22441402,0.2266507,0.2602917,-0.033641
10,-0.58977014,-0.47403193,"('unsympathetic', 'sympathetic')",-0.6985088,-0.6724356,0.10413946,0.021769015,-0.3947132,-0.3748995,-0.0198137
74,0.57769656,0.5602856,"('undedicated', 'dedicated')",-0.070195705,0.1816284,0.0610492,-0.029314507,0.1895167,0.2375332,-0.0480165
30,-0.5667521,-0.34198302,"('intolerant', 'tolerant')",0.1667313,0.45779973,0.42709988,0.9042153,0.0090264,0.3400106,-0.3309842
69,0.5444933,0.5179662,"('lazy', 'industrious')",0.41610909,0.37393802,-1.2901771,-1.3833344,-0.1098582,-0.1638101,0.0539519
85,0.5310929,0.5506695,"('insignificant', 'prestigious')",-0.38273305,-0.2062932,-0.9222009,-0.8892178,-0.257947,-0.1816138,-0.0763332
87,-0.5237942,-0.07478241,"('unsuccessful', 'successful')",0.11492532,0.03463853,0.229347,0.2644812,-0.0598406,0.0747791,-0.1346197
57,-0.5179306,-0.79223347,"('unimaginative', 'imaginative')",-0.7782586,-0.7576948,-3.1416962,-3.3385868,-1.4792951,-1.629505,0.1502099
51,0.4697922,0.6427827,"('uneducated', 'educated')",0.25698543,0.27348095,0.90330267,0.92113566,0.5433601,0.6124664,-0.0691063
12,0.45994815,0.4830504,"('unsupportive', 'supportive')",-0.16807686,-0.03579938,-1.8650454,-1.9865596,-0.5243914,-0.5131028,-0.0112886
88,0.45633385,0.42537883,"('low', 'eminent')",0.023542633,0.14362837,-0.19249552,-0.13398847,0.0957937,0.1450062,-0.0492125
28,-0.4554065,-0.4346162,"('disloyal', 'loyal')",-0.8977363,-0.6240987,0.7415888,0.9063431,-0.2038513,-0.0507906,-0.1530607
8,-0.37813354,-0.8976029,"('unaffectionate', 'affectionate')",0.2728371,-0.01790944,0.70142806,0.47764444,0.1987105,-0.145956,0.3446665
54,-0.3598967,0.10146457,"('incapable', 'capable')",-0.35501283,-0.34835,1.0969021,1.0121697,0.1273309,0.2550948,-0.1277639
52,0.33965763,0.15823478,"('irrational', 'rational')",-0.47574064,-0.55881244,-0.17528768,-0.24521397,-0.1037902,-0.2152639,0.1114737
17,-0.33796883,-0.41667342,"('nasty', 'nice')",0.2558618,0.18923627,-0.06781809,-0.04003513,-0.049975,-0.0891574,0.0391824
58,0.3345262,0.29672346,"('undiscriminating', 'discriminating')",0.033655815,0.13993993,0.12380193,0.041902132,0.1639947,0.1595218,0.0044729
1,-0.32500544,-0.38156322,"('unfriendly', 'friendly')",0.1387358,0.23022869,1.7001216,1.638799,0.5046173,0.4958215,0.0087958
63,0.31894112,0.38684788,"('unperceptive', 'insightful')",0.101100884,0.30292612,0.2954465,0.4416511,0.2384962,0.3771417,-0.1386455
35,0.30302018,0.20312756,"('corrupt', 'incorrupt')",-0.53703064,-0.6271731,-0.82696676,-0.8249665,-0.3536591,-0.4163373,0.0626782
18,0.28735077,0.49415886,"('disagreeable', 'welcoming')",-0.18667929,0.24825685,-0.78282726,-0.63006395,-0.2273853,0.0374506,-0.2648359
38,0.27673236,0.51671404,"('untruthful', 'truthful')",0.07260455,0.17246406,0.15225723,0.38579687,0.1671981,0.358325,-0.1911269
7,-0.26672974,-0.27385652,"('insensitive', 'sensitive')",-0.19520324,-0.17340367,0.56605583,0.3938549,0.0347076,-0.0178018,0.0525094
11,-0.25865984,0.20547412,"('unhelpful', 'helpful')",-0.2159949,-0.18469349,2.5410435,2.548159,0.6887963,0.8563131,-0.1675168
68,-0.24466318,0.11299885,"('dependent', 'independent')",-1.6413836,-1.2315737,-1.7086598,-1.1785324,-1.1982355,-0.7657024,-0.4325331
37,-0.24343991,-0.492587,"('fake', 'genuine')",-0.06557678,-0.3823454,0.4071792,0.45850113,0.0327208,-0.1388104,0.1715312
2,0.24153718,0.6651902,"('unlikable', 'likable')",0.73657465,1.0391535,0.63827103,0.8583382,0.5387943,0.8542273,-0.315433
80,0.21504894,0.4366845,"('dominated', 'dominating')",0.3332072,0.11919713,-0.36648908,-0.5327369,0.060589,0.0077149,0.0528741
36,-0.21469305,-0.6676864,"('hostile', 'amicable')",0.24658972,0.20273316,-0.5905429,-0.48865137,-0.1862154,-0.3178682,0.1316528
4,0.20761594,0.012996461,"('disliked', 'liked')",0.119971246,0.2565936,-7.1317434,-7.0687304,-2.2680521,-2.2663802,-0.0016719
32,-0.19854268,-0.073687255,"('unkind', 'kind')",-0.16932288,-0.1384221,1.3785063,1.3506488,0.3368802,0.3795131,-0.0426329
59,0.18628071,0.006811874,"('foolish', 'wise')",-0.7998681,-0.98477006,0.03589267,-0.0142747015,-0.1925649,-0.3307443,0.1381794
41,-0.18233173,-0.41573957,"('unforgiving', 'forgiving')",0.36201483,0.62654555,0.21418178,0.18176919,0.1312883,0.1308584,0.0004299
83,-0.1790354,0.27253735,"('powerless', 'powerful')",0.32056117,0.810076,-1.5961269,-1.2007986,-0.4848671,-0.0393951,-0.445472
25,0.17356306,0.41723415,"('egoistic', 'altruistic')",0.9960941,1.2509145,1.3294058,1.5990989,0.833021,1.0890826,-0.2560616
61,-0.16742246,0.21156408,"('illogical', 'logical')",-0.89302135,-0.48330063,-0.4134364,-0.133272,-0.4912934,-0.1350029,-0.3562905
31,0.16100773,-0.570108,"('evil', 'good')",-0.4705664,-0.46831152,-0.85269386,-0.8070488,-0.3874175,-0.6151561,0.2277386
15,0.14606605,-0.12046966,"('boring', 'funny')",0.80969334,0.4141432,0.7034852,0.6951245,0.5530815,0.3295993,0.2234822
84,-0.1458795,0.19482774,"('inferior', 'superior')",-0.47227553,-0.037089925,0.16780826,0.25668788,-0.1501156,0.1381419,-0.2882575
86,-0.14416274,-0.4159469,"('uninfluential', 'influential')",-0.05027184,-0.14477067,-0.18088064,-0.3490484,-0.1251051,-0.3032553,0.1781502
48,-0.14211407,-0.10066336,"('unintelligent', 'intelligent')",-0.033324674,-0.03923239,-0.32877076,-0.22154379,-0.1680698,-0.1204798,-0.04759
72,0.14126095,0.22465593,"('unambitious', 'ambitious')",0.28248703,0.31377247,-0.350245,-0.2086642,0.024501,0.1099214,-0.0854204
24,0.1346504,0.4039108,"('dishonest', 'honest')",-0.0011287704,0.33588347,0.8537297,1.2661031,0.3290838,0.6686325,-0.3395487
19,0.13163653,0.5373209,"('inhospitable', 'hospitable')",-0.26747194,-0.35514858,-0.047114477,0.09038872,-0.0609833,0.0908537,-0.151837
44,-0.1190215,0.30627373,"('prejudiced', 'unprejudiced')",-0.43044302,-0.3762772,-1.1864535,-1.2415345,-0.5786393,-0.4371793,-0.14146
9,0.102349244,0.1565007,"('unaffectionate', 'caring')",0.43106,0.2771897,1.0101749,0.9676715,0.514528,0.4671206,0.0474074
27,0.09215309,0.1275194,"('hardhearted', 'softhearted')",0.19565843,-0.1074726,1.2051996,1.089053,0.4976704,0.3697,0.1279704
64,-0.08087422,0.3402226,"('shy', 'confident')",-0.9381321,-0.625008,-6.6348844,-6.612735,-2.5512969,-2.2991734,-0.2521235
6,-0.08073494,0.014462955,"('distant', 'open')",-0.3814718,-0.3354863,-0.4001096,-0.3285485,-0.2874388,-0.2165239,-0.0709149
39,-0.079011105,0.70016533,"('exploitative', 'cooperative')",-0.06909721,0.40584114,0.26949078,0.48344162,0.0404608,0.529816,-0.4893552
5,0.037450306,0.33586365,"('distant', 'outgoing')",-0.12977993,0.052340254,-0.6557154,-0.4683479,-0.2493483,-0.0267147,-0.2226336
81,0.03199342,0.4125827,"('submissive', 'aggressive')",0.5620464,0.6716807,-0.548398,-0.48899037,0.0152139,0.1984243,-0.1832104
76,0.029444236,0.54649734,"('anxious', 'daring')",0.059520975,0.20607775,0.005329636,0.24136436,0.0314316,0.3313132,-0.2998816
56,0.018086962,0.60778934,"('impractical', 'practical')",0.50844646,0.94837546,-0.57062536,-0.016081207,-0.0146973,0.5133612,-0.5280585
70,-0.011672914,-0.0068697333,"('lethargic', 'energetic')",-0.22807777,-0.45688435,0.61915964,0.5576226,0.1264697,0.0312895,0.0951802
71,-0.005205121,0.33169836,"('diffident', 'self-confident')",0.40719658,0.5031702,0.04308915,-0.030245269,0.1483602,0.2682078,-0.1198476
20,0.0034008957,0.20389679,"('rough', 'thoughtful')",-0.5369403,-0.21561913,0.17642272,0.43617836,-0.1190389,0.1414853,-0.2605242
