,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
71,1.380824,1.4044895,"('diffident', 'self-confident')",1.0389441,1.0689231,0.55541885,0.5163272,0.9917289,0.9965799,-0.004851
52,-1.3724593,-1.2116704,"('irrational', 'rational')",-1.5151565,-1.0754092,-0.20123419,-0.038175054,-1.0296166,-0.7750849,-0.2545317
67,1.3462487,1.3998348,"('doubtful', 'determined')",1.2446436,1.2627094,-0.6303216,-0.5423139,0.6535236,0.7067435,-0.0532199
35,-1.3085741,-1.1658595,"('corrupt', 'incorrupt')",-1.9265606,-1.5271461,-0.8148198,-0.7108746,-1.3499848,-1.1346267,-0.2153581
24,1.2907999,1.142418,"('dishonest', 'honest')",0.7839219,0.7259965,1.091783,1.118829,1.0555016,0.9957479,0.0597537
50,-1.2854431,-1.0936806,"('clumsy', 'skillful')",-0.70224905,-0.64791936,0.26336062,0.27102757,-0.5747772,-0.4901908,-0.0845864
13,1.2609614,1.2289718,"('impolite', 'polite')",0.7479263,0.7521966,-0.4447467,-0.49477538,0.5213803,0.4954644,0.0259159
53,-1.112071,-1.1610053,"('uncreative', 'creative')",-0.24258508,-0.43725008,0.75884145,0.7841552,-0.1986049,-0.2713667,0.0727618
75,-1.0830382,-1.0273942,"('meek', 'impulsive')",-1.6204567,-1.4849917,-0.6016314,-0.6454429,-1.1017088,-1.0526096,-0.0490992
55,1.0815995,1.1788677,"('incompetent', 'clever')",1.8122063,1.5720519,0.4736567,0.52344626,1.1224875,1.0914553,0.0310322
68,-1.0036442,-1.0269425,"('dependent', 'independent')",0.39791748,0.12582083,-1.036523,-1.1136206,-0.5474166,-0.6715808,0.1241642
48,0.98800373,1.1187696,"('unintelligent', 'intelligent')",0.5850796,0.3999748,0.7653254,0.83153063,0.7794696,0.783425,-0.0039554
63,0.98021644,0.8126228,"('unperceptive', 'insightful')",2.3157644,1.9052126,0.5368974,0.57883763,1.2776261,1.098891,0.1787351
85,-0.9418577,-0.8129728,"('insignificant', 'prestigious')",-1.8502439,-1.5597332,-0.80285954,-0.5778161,-1.1983204,-0.9835073,-0.2148131
39,0.9293161,0.9660466,"('exploitative', 'cooperative')",2.1775432,2.2470052,0.41646397,0.6064704,1.174441,1.273174,-0.098733
70,0.9274305,0.68877685,"('lethargic', 'energetic')",1.8519771,1.4443867,0.47529274,0.2711289,1.0849001,0.8014308,0.2834693
54,-0.892977,-1.0012301,"('incapable', 'capable')",-0.6707489,-0.81551385,1.1727203,1.2089759,-0.1303352,-0.2025894,0.0722542
73,0.85562485,0.7587755,"('helpless', 'self-reliant')",-0.63153034,-0.5672109,-3.272755,-3.3942723,-1.0162201,-1.0675693,0.0513492
82,-0.8333188,-0.8911655,"('poor', 'rich')",-0.07985355,-0.3324216,6.9981656,6.938508,2.0283311,1.9049737,0.1233574
77,0.8241023,0.75798905,"('unmotivated', 'motivated')",1.1914221,0.94268554,-1.2268698,-1.1176193,0.2628849,0.1943518,0.0685331
59,-0.8137293,-0.6720004,"('foolish', 'wise')",0.04271613,0.22433075,0.2846764,0.3502339,-0.1621122,-0.0324786,-0.1296336
20,0.7863684,0.9728331,"('rough', 'thoughtful')",0.23205617,0.34845108,0.7119058,0.89557105,0.5767768,0.7389518,-0.162175
45,0.7829085,0.76808316,"('incompetent', 'competent')",1.6182339,1.446635,-0.052313283,0.064237855,0.782943,0.759652,0.023291
28,0.74957144,0.7836114,"('disloyal', 'loyal')",0.07928536,0.11448817,1.0244708,1.0978132,0.6177759,0.6653043,-0.0475284
46,0.7328975,0.50422454,"('uncompetitive', 'competitive')",1.8191354,1.3205744,-1.1576265,-1.1660339,0.4648021,0.2195884,0.2452137
58,0.72421134,0.62577385,"('undiscriminating', 'discriminating')",0.72073776,0.6688368,-0.14086321,-0.10364817,0.4346953,0.3969875,0.0377078
18,-0.6953682,-0.6939384,"('disagreeable', 'welcoming')",0.08860745,0.07020631,-0.6879394,-0.6606765,-0.4315667,-0.4281362,-0.0034305
69,-0.6777619,-0.70435846,"('lazy', 'industrious')",-0.31471714,-0.11512938,-1.0666906,-0.99577075,-0.6863899,-0.6050862,-0.0813037
33,0.6703577,0.7388487,"('wrong', 'right')",-0.01510869,0.19916801,-0.37951967,-0.40591577,0.0919098,0.177367,-0.0854572
42,0.6504291,0.46603373,"('unreliable', 'reliable')",1.193755,0.89459944,-2.743354,-2.877958,-0.2997233,-0.505775,0.2060517
76,0.63886863,0.7856499,"('anxious', 'daring')",0.38647753,0.12675464,-0.16972263,-0.2313306,0.2852078,0.2270246,0.0581832
38,0.63685644,0.48726013,"('untruthful', 'truthful')",0.4040825,0.2520144,-0.30675375,-0.29325426,0.2447284,0.1486734,0.096055
32,0.6117868,0.5062506,"('unkind', 'kind')",1.4866924,1.1618146,1.08527,1.151494,1.0612497,0.939853,0.1213967
8,-0.61131597,-0.7499066,"('unaffectionate', 'affectionate')",-0.8340486,-0.7051932,1.1875926,1.2323034,-0.085924,-0.0742655,-0.0116585
1,-0.60937923,-0.77369076,"('unfriendly', 'friendly')",-0.4893225,-0.55254436,1.6100895,1.7267632,0.1704626,0.1335094,0.0369532
51,-0.59497243,-0.59953463,"('uneducated', 'educated')",0.5312858,0.27847263,-0.21657382,-0.12835094,-0.0934201,-0.1498043,0.0563842
74,0.5885115,0.50854564,"('undedicated', 'dedicated')",0.8381122,0.5037501,-0.5609398,-0.478316,0.2885613,0.1779932,0.1105681
22,0.5601065,0.50408185,"('untrustworthy', 'trustworthy')",1.8022987,1.750228,-0.5926303,-0.5293624,0.589925,0.5749825,0.0149425
47,0.5494947,0.60600543,"('stupid', 'smart')",0.8460939,0.9831461,5.90366,6.1258807,2.4330829,2.5716774,-0.1385945
29,-0.5309062,-0.48669368,"('unfair', 'fair')",-0.5221732,-0.5416446,-0.72615796,-0.70689577,-0.5930791,-0.5784113,-0.0146678
41,0.48414707,0.5566203,"('unforgiving', 'forgiving')",1.4962778,1.5209923,-0.40514374,-0.22322656,0.5250937,0.6181287,-0.093035
9,0.48225933,0.34814334,"('unaffectionate', 'caring')",0.82585764,0.7061063,1.9227592,1.8988384,1.0769587,0.9843627,0.092596
15,-0.4492485,-0.39466506,"('boring', 'funny')",-0.20010927,-0.040495273,0.18703571,0.18737972,-0.1541074,-0.0825935,-0.0715139
80,0.4332147,0.43873084,"('dominated', 'dominating')",1.281114,1.0249349,-0.8317571,-0.79614437,0.2941905,0.2225071,0.0716834
17,-0.42084643,-0.3655979,"('nasty', 'nice')",-0.35350713,-0.24934989,-0.43595406,-0.36210224,-0.4034359,-0.3256834,-0.0777525
26,0.39188334,0.46891308,"('hardhearted', 'benevolent')",0.44827425,0.5448228,1.1669294,1.646644,0.669029,0.8867933,-0.2177643
57,0.3915394,0.328512,"('unimaginative', 'imaginative')",1.1687986,1.0112911,-3.0045009,-3.0435581,-0.4813876,-0.5679183,0.0865307
0,0.38539666,0.30803588,"('unsociable', 'sociable')",1.5867761,1.2131454,-0.23958147,-0.24527085,0.5775304,0.4253035,0.1522269
61,0.34613353,0.37219468,"('illogical', 'logical')",1.1896482,1.1314424,0.18049075,0.30199394,0.5720908,0.601877,-0.0297862
87,-0.34252113,-0.4285882,"('unsuccessful', 'successful')",1.0915204,0.84883666,0.39310494,0.6339167,0.3807014,0.3513884,0.029313
65,0.31138906,0.45699918,"('insecure', 'secure')",1.2254019,1.0563929,0.28951168,0.27585912,0.6087675,0.5964171,0.0123504
34,0.27539697,0.14768146,"('mean', 'honorable')",-0.024832351,-0.13414502,5.488887,5.6305623,1.9131505,1.8813663,0.0317842
88,-0.25562736,-0.22413066,"('low', 'eminent')",-0.028172841,-0.12777656,-0.31624615,-0.3399954,-0.2000155,-0.2306342,0.0306187
44,-0.25231233,-0.17175815,"('prejudiced', 'unprejudiced')",-0.6226455,-0.67954654,-1.3244768,-1.4201795,-0.7331449,-0.7571614,0.0240165
86,-0.24767514,-0.3772851,"('uninfluential', 'influential')",0.77430445,0.43941614,0.0676354,-0.061084006,0.1980882,0.000349,0.1977392
64,-0.2221362,-0.18528184,"('shy', 'confident')",-0.097112924,-0.19432206,-6.696524,-6.7858896,-2.3385911,-2.3884978,0.0499067
2,-0.19083029,-0.24279553,"('unlikable', 'likable')",0.397358,0.38328996,0.4711677,0.54952514,0.2258985,0.2300065,-0.004108
3,-0.16880289,-0.1554647,"('repellent', 'pleasant')",0.569094,0.49585125,0.7769304,0.73587835,0.3924072,0.358755,0.0336522
25,-0.165025,-0.27409044,"('egoistic', 'altruistic')",-0.3461734,-0.28574765,0.9837685,1.1140727,0.1575234,0.1847449,-0.0272215
83,0.16465616,0.21684729,"('powerless', 'powerful')",-0.28995872,-0.26325613,-0.8418665,-0.9296353,-0.3223897,-0.325348,0.0029583
84,-0.08880715,-0.059098452,"('inferior', 'superior')",-0.7165806,-0.690499,0.1331092,0.3003868,-0.2240929,-0.1497369,-0.074356
40,0.08119107,0.001145348,"('stingy', 'generous')",0.6639437,0.5366987,-2.1160583,-2.1154919,-0.4569745,-0.5258826,0.0689081
78,0.038530506,-0.072892375,"('nonresilient', 'resilient')",0.53891575,0.0990708,-0.3822837,-0.34592953,0.0650542,-0.1065837,0.1716379
37,-0.029854052,-0.029987844,"('fake', 'genuine')",-0.09918437,-0.20601851,0.26215044,0.17130537,0.0443707,-0.021567,0.0659377
27,0.0076646563,-0.12929884,"('hardhearted', 'softhearted')",1.0114634,0.74962586,1.3236647,1.2729723,0.7809309,0.6310998,0.1498311
