,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
60,2.5507534,2.4886096,"('inefficient', 'efficient')",3.5902727,3.1440606,0.33875462,0.34544152,2.1599269,1.9927039,0.167223
31,-2.5238864,-2.3890123,"('evil', 'good')",-1.8642216,-1.4627955,-0.82964396,-0.7890301,-1.7392508,-1.5469459,-0.1923049
36,-2.3260567,-2.3510697,"('hostile', 'amicable')",-2.6580067,-2.2953725,-0.5560206,-0.50033903,-1.8466946,-1.7155938,-0.1311008
19,-2.2451913,-2.3858874,"('inhospitable', 'hospitable')",-1.5003593,-1.4817667,-0.73024696,-0.6082098,-1.4919326,-1.4919546,2.2e-05
14,2.187407,2.1876466,"('antisocial', 'social')",2.2259715,2.1647868,-0.6760509,-0.5253332,1.2457759,1.2757,-0.0299241
5,-2.1763237,-2.363124,"('distant', 'outgoing')",-0.9513658,-1.0793046,-0.35434878,-0.46868864,-1.1606793,-1.3037058,0.1430265
56,2.0264685,1.8758441,"('impractical', 'practical')",2.1755483,1.7990818,0.071923465,-0.042717848,1.4246467,1.210736,0.2139107
6,-1.9723846,-2.1496341,"('distant', 'open')",-1.107422,-1.1014735,-0.052233536,-0.20864987,-1.0440133,-1.1532525,0.1092392
79,-1.8091185,-1.790508,"('wavering', 'unwavering')",-2.399526,-2.283907,-0.47246355,-0.5247635,-1.5603693,-1.5330596,-0.0273097
11,1.7228895,1.5939928,"('unhelpful', 'helpful')",2.631914,2.2799768,2.2220445,2.2519329,2.1922827,2.0419674,0.1503153
7,1.7114253,1.7016752,"('insensitive', 'sensitive')",2.0624728,1.8545876,0.27869245,0.43605137,1.3508635,1.3307714,0.0200921
66,-1.6799304,-1.786161,"('inactive', 'active')",-1.4843534,-1.5057769,0.00065308437,0.040112518,-1.0545436,-1.0839418,0.0293982
4,-1.6747997,-1.7221594,"('disliked', 'liked')",-0.6312557,-0.7232027,-7.570626,-7.5202765,-3.2922271,-3.3218797,0.0296526
30,1.5951933,1.6110375,"('intolerant', 'tolerant')",2.0303738,1.8938177,0.34788656,0.46422353,1.3244845,1.3230263,0.0014582
49,-1.591443,-1.6311151,"('unable', 'able')",-0.4267303,-0.6982417,0.18947522,0.02775677,-0.609566,-0.7672,0.157634
81,1.5692786,1.5169253,"('submissive', 'aggressive')",2.213329,1.8213947,-0.5435644,-0.5201226,1.0796811,0.9393992,0.1402819
21,1.553391,1.518862,"('immoral', 'moral')",2.067762,1.8230686,-0.5668566,-0.59791374,1.0180988,0.9146723,0.1034265
12,1.5401123,1.3788791,"('unsupportive', 'supportive')",2.2420056,1.8606024,-1.9856738,-2.0173671,0.5988147,0.4073714,0.1914433
23,1.5394738,1.5144609,"('insincere', 'sincere')",1.5822515,1.3360782,6.3455143,6.4700346,3.1557465,3.1068579,0.0488886
62,1.5345719,1.3826354,"('incompetent', 'brilliant')",2.38805,1.9776089,0.8397569,0.7648855,1.5874596,1.3750432,0.2124164
43,1.5308545,1.3079908,"('irresponsible', 'responsible')",2.0677905,1.6548865,0.6947062,0.65962857,1.4311171,1.207502,0.2236151
72,1.4617381,1.3631561,"('unambitious', 'ambitious')",0.7261227,0.5019362,0.52521324,0.25918555,0.904358,0.7080926,0.1962654
16,-1.4602897,-1.3169701,"('unpopular', 'popular')",-0.54487103,-0.4842242,-0.027414568,0.07534787,-0.6775251,-0.5752821,-0.102243
10,1.4229606,1.322559,"('unsympathetic', 'sympathetic')",1.6492506,1.2274601,0.15390746,-0.023773508,1.0753729,0.8420819,0.233291
