,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
56,3.9290807,4.236756,"('impractical', 'practical')",3.1197941,3.2785704,1.8848401,2.1629193,3.2859929,3.1886568,0.40412924,0.3877453,2.5247673,2.6509295,-0.1261622
14,3.050851,3.3773901,"('antisocial', 'social')",1.4763776,1.7681513,1.9211677,2.1967952,2.260546,2.0260234,-0.60562736,-0.6587312,1.6206631,1.7419258,-0.1212627
21,3.038352,2.9593174,"('immoral', 'moral')",2.1325371,2.203219,1.806508,1.7959005,2.553968,2.0820158,0.10604149,-0.07515666,1.9274813,1.7930593,0.134422
31,-2.885318,-3.2753217,"('evil', 'good')",-1.9050939,-2.248866,-2.4072182,-2.5927615,-2.9403934,-2.7855978,-1.7152078,-1.9818473,-2.3706463,-2.5768787,0.2062324
23,2.853089,3.2166007,"('insincere', 'sincere')",1.3469408,1.5621585,0.8682611,1.024391,2.4302473,2.3720398,6.7415195,6.572398,2.8480114,2.9495176,-0.1015062
36,-2.5256407,-3.0562444,"('hostile', 'amicable')",-2.269038,-2.6323462,-1.5024762,-1.8379217,-2.875066,-2.8491788,-0.2038037,-0.38196254,-1.875205,-2.1515306,0.2763256
30,2.4407806,2.5529478,"('intolerant', 'tolerant')",0.5798327,0.5769811,2.0924008,2.0117848,2.4493124,2.2855856,1.6422473,1.5703754,1.8409147,1.799535,0.0413797
35,-2.437288,-2.8471982,"('corrupt', 'incorrupt')",-0.3876914,-0.7621868,-2.0873053,-2.3000221,-3.2486682,-2.9421527,-0.6707912,-0.58420897,-1.766349,-1.8871536,0.1208046
11,2.3690987,2.6401193,"('unhelpful', 'helpful')",1.5678234,1.8686467,1.3670467,1.5411985,1.5016444,1.4376117,2.2759166,2.404245,1.8163059,1.9783642,-0.1620583
81,2.3037143,2.5685143,"('submissive', 'aggressive')",1.0643737,1.2487583,2.1611116,2.1540196,2.2613904,1.9380654,-0.26740843,-0.20126769,1.5046364,1.5416181,-0.0369817
60,2.2486756,2.609442,"('inefficient', 'efficient')",1.5260669,1.9745284,2.221607,2.6614487,3.4628193,3.1602519,0.52203566,0.62278116,1.9962408,2.2056904,-0.2094496
70,2.203049,2.596945,"('lethargic', 'energetic')",1.4295033,1.8511233,2.5877295,3.0554044,2.3476186,2.4053304,1.5050654,1.6171299,2.0145931,2.3051868,-0.2905937
39,2.1263447,2.0251498,"('exploitative', 'cooperative')",0.8360383,0.83637494,2.274224,2.3588052,3.3014228,3.2492325,0.37805045,0.35865727,1.7832161,1.7656439,0.0175722
13,2.0099483,2.3448215,"('impolite', 'polite')",0.9313679,1.2208374,1.3908201,1.8370798,1.4632099,1.4632738,-0.21317077,-0.23942217,1.1164351,1.3253181,-0.208883
8,-1.9496155,-2.0674052,"('unaffectionate', 'affectionate')",-1.059925,-1.0642754,-1.8174655,-2.0790632,-2.6374495,-2.7159548,-0.17727134,-0.18589383,-1.5283454,-1.6225185,0.0941731
