,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
42,1.4429582,1.7047877,"('unreliable', 'reliable')",1.2276212,1.191255,1.3493484,1.5092355,1.2881889,1.5078496,-3.0333884,-2.8510857,0.4549457,0.6124084,-0.1574627
2,1.4222885,1.1437521,"('unlikable', 'likable')",2.1492085,1.8982542,1.6424178,1.5085468,1.5446203,1.3294281,0.65648687,0.62024,1.4830045,1.3000443,0.1829602
78,-1.2302212,-0.7071089,"('nonresilient', 'resilient')",0.39755607,0.5141323,1.69878,1.8652879,-1.0057377,-0.88557273,0.0077597983,0.06836398,-0.0263726,0.1710205,-0.1973931
68,-1.100139,-0.69844055,"('dependent', 'independent')",-2.1885424,-2.3549,-0.3040234,-0.025141675,-0.7257882,-0.66830814,-0.73866284,-0.5789702,-1.0114312,-0.8651522,-0.146279
16,-1.0355679,-1.0669446,"('unpopular', 'popular')",-0.55516213,-0.73934096,-0.36728704,-0.44411987,-0.97873926,-1.0613133,0.4372869,0.19803973,-0.4998939,-0.6227358,0.1228419
1,-0.98133206,-1.3104532,"('unfriendly', 'friendly')",1.562296,1.4658628,-1.0020372,-1.1432378,-0.6097326,-0.5366629,2.1295123,1.9471132,0.2197413,0.0845244,0.1352169
86,-0.93279856,-0.122036204,"('uninfluential', 'influential')",-0.9094683,-1.0642538,0.77282757,0.93087393,-1.1677278,-1.0753533,-0.28500748,-0.030197289,-0.5044349,-0.2721933,-0.2322416
67,0.8605227,0.73825294,"('doubtful', 'determined')",0.33608383,0.41298813,0.1762301,0.17256413,0.8020923,0.7223172,-0.81292963,-0.7635234,0.2723999,0.2565198,0.0158801
10,-0.8473766,-0.09092888,"('unsympathetic', 'sympathetic')",-1.4686762,-1.4688364,1.3839762,1.404614,0.18804106,0.15944144,0.12436095,0.3410421,-0.1239349,0.0690664,-0.1930013
20,-0.79137206,-0.7370464,"('rough', 'thoughtful')",-0.0075418036,-0.34184098,0.19931154,0.08512068,-0.26434317,-0.4669345,1.0075397,0.7844884,0.0287189,-0.1352426,0.1639615
39,0.78855693,0.8822673,"('exploitative', 'cooperative')",0.9516772,0.78900295,0.7721959,0.73464924,0.7336432,0.7599492,0.098706804,0.22657707,0.668956,0.6784892,-0.0095332
48,-0.7856282,-0.19610097,"('unintelligent', 'intelligent')",-1.3338726,-1.437596,-0.8371286,-0.8744582,-1.7788419,-1.7159107,0.112268,0.31329364,-0.9246407,-0.7821544,-0.1424863
57,-0.77323693,0.07984451,"('unimaginative', 'imaginative')",-0.26109257,-0.34324807,-0.13527195,0.072769016,-0.3164634,0.0072321333,-2.5128002,-2.517288,-0.799773,-0.5401381,-0.2596349
0,-0.73101425,-0.25898358,"('unsociable', 'sociable')",-0.71139437,-0.8089327,1.2776273,1.4502974,-0.50490063,-0.4157221,-0.6285977,-0.40678325,-0.2596559,-0.0880249,-0.171631
87,0.6869809,1.0609732,"('unsuccessful', 'successful')",1.0891689,1.0115744,1.3222637,1.5092068,0.75428534,0.81875694,0.46768424,0.4627074,0.8640766,0.9726438,-0.1085672
73,0.6709645,0.30235243,"('helpless', 'self-reliant')",1.4226247,1.3129957,-0.957365,-1.1580447,0.098407775,0.015785806,-3.4266195,-3.5452876,-0.4383975,-0.6144397,0.1760422
32,0.665432,0.88673687,"('unkind', 'kind')",0.23798016,0.30157363,1.2471023,1.2641528,1.2748796,1.4463596,1.3464783,1.607871,0.9543745,1.1013388,-0.1469643
31,-0.64841914,-1.2234602,"('evil', 'good')",-0.41546544,-0.5224789,-2.885361,-2.7443347,-1.7720824,-1.6596311,-1.073593,-1.1509678,-1.3589842,-1.4601746,0.1011904
8,-0.6335405,-1.2959371,"('unaffectionate', 'affectionate')",0.7802013,0.68229765,-1.1331547,-1.4618899,-1.3917502,-1.5600812,0.92664117,0.88386077,-0.2903206,-0.55035,0.2600294
12,0.6011877,0.8351483,"('unsupportive', 'supportive')",1.1808323,1.313097,2.0055795,1.9653398,-0.53021306,-0.37921253,-1.6897918,-1.4502008,0.3135189,0.4568343,-0.1433154
49,-0.59315217,-0.21912473,"('unable', 'able')",-1.2457926,-1.2549583,0.32737172,0.5453171,-0.6503593,-0.51107436,-0.5839818,-0.386808,-0.5491828,-0.3653296,-0.1838532
33,0.56596726,-0.025581017,"('wrong', 'right')",2.1573308,2.027519,-0.2936517,-0.5323014,-0.10008884,-0.2155631,-0.86703455,-1.0268416,0.2925046,0.0454463,0.2470583
60,0.55330294,1.3385688,"('inefficient', 'efficient')",-0.8616973,-0.7252078,2.891565,2.993053,1.2331598,1.3162202,-0.29912496,0.1558998,0.7034411,1.0157068,-0.3122657
