,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
73,1.1559619,1.1186988,"('helpless', 'self-reliant')",-2.9031997,-3.1131198,-0.8736189,-0.9972105,0.1235916
21,-1.1499145,-0.89870775,"('immoral', 'moral')",-0.75972134,-0.51741153,-0.9548179,-0.7080597,-0.2467582
30,-1.0449499,-0.7088777,"('intolerant', 'tolerant')",0.36006647,0.6946821,-0.3424417,-0.0070978,-0.3353439
32,-0.9718399,-0.8040316,"('unkind', 'kind')",0.471919,0.5570674,-0.2499605,-0.1234821,-0.1264784
3,-0.96747696,-1.0631448,"('repellent', 'pleasant')",0.73070306,0.7777245,-0.118387,-0.1427101,0.0243231
26,0.9657912,0.8914033,"('hardhearted', 'benevolent')",1.7476085,1.5401876,1.3566999,1.2157955,0.1409044
11,-0.96540004,-0.70688945,"('unhelpful', 'helpful')",1.4217559,1.7167808,0.2281779,0.5049456,-0.2767677
52,0.9543448,0.5816188,"('irrational', 'rational')",0.09364718,-0.18301347,0.523996,0.1993027,0.3246933
62,-0.90493965,-0.59458166,"('incompetent', 'brilliant')",0.057310183,0.3761791,-0.4238147,-0.1092013,-0.3146134
76,-0.90410787,-0.61097527,"('anxious', 'daring')",-0.7105347,-0.4688999,-0.8073213,-0.5399376,-0.2673837
36,0.90044296,0.41074875,"('hostile', 'amicable')",0.1378351,-0.3182489,0.5191391,0.0462499,0.4728892
47,-0.8988022,-0.80220795,"('stupid', 'smart')",4.8062544,4.9892297,1.9537261,2.0935109,-0.1397848
44,0.8742749,0.99815017,"('prejudiced', 'unprejudiced')",-1.505714,-1.4978727,-0.3157196,-0.2498613,-0.0658583
28,-0.8480761,-0.8932854,"('disloyal', 'loyal')",0.8060353,0.8119107,-0.0210204,-0.0406874,0.019667
5,0.83751136,0.6100886,"('distant', 'outgoing')",-0.53958535,-0.8569348,0.148963,-0.1234231,0.2723861
38,-0.82368803,-0.8434648,"('untruthful', 'truthful')",-0.047965918,0.022487573,-0.435827,-0.4104886,-0.0253384
42,-0.7606202,-0.6690147,"('unreliable', 'reliable')",-3.5099838,-3.5565562,-2.1353021,-2.1127853,-0.0225168
6,0.7125257,0.28782076,"('distant', 'open')",-0.5475856,-1.002806,0.0824701,-0.3574926,0.4399627
2,0.70465416,0.81276333,"('unlikable', 'likable')",0.6030717,0.777606,0.653863,0.7951847,-0.1413217
18,-0.68585163,-0.8083694,"('disagreeable', 'welcoming')",-0.55758566,-0.76017106,-0.6217186,-0.7842702,0.1625516
24,-0.64642507,-0.68786794,"('dishonest', 'honest')",0.41671664,0.3975095,-0.1148542,-0.1451792,0.030325
68,-0.6286842,-0.6839402,"('dependent', 'independent')",-0.6178146,-0.8042554,-0.6232494,-0.7440978,0.1208484
12,-0.61048365,-0.7628434,"('unsupportive', 'supportive')",-1.957927,-2.1240935,-1.2842053,-1.4434685,0.1592632
84,0.58642447,0.41555715,"('inferior', 'superior')",1.184363,1.0686029,0.8853937,0.74208,0.1433137
15,0.5726956,0.6364542,"('boring', 'funny')",-0.065563165,-0.09945752,0.2535662,0.2684984,-0.0149322
25,0.5507201,0.32977018,"('egoistic', 'altruistic')",1.0873775,0.9534154,0.8190488,0.6415928,0.177456
77,-0.5442033,-0.606332,"('unmotivated', 'motivated')",-1.216801,-1.2256252,-0.8805022,-0.9159786,0.0354764
64,-0.5424291,-0.60621595,"('shy', 'confident')",-6.3619967,-6.404857,-3.4522128,-3.5055366,0.0533238
53,-0.5356478,-0.76817244,"('uncreative', 'creative')",0.44695765,0.30111033,-0.0443451,-0.2335311,0.189186
41,-0.4741439,-0.66269064,"('unforgiving', 'forgiving')",0.05555307,-0.05180309,-0.2092954,-0.3572469,0.1479515
87,0.4202442,0.6650474,"('unsuccessful', 'successful')",0.7569437,0.6549738,0.588594,0.6600106,-0.0714166
29,-0.40709725,-0.81553066,"('unfair', 'fair')",-0.35250807,-0.61626077,-0.3798026,-0.7158957,0.3360931
83,-0.39481643,-0.29494947,"('powerless', 'powerful')",-0.91281927,-0.80321527,-0.6538178,-0.5490824,-0.1047354
50,0.34081912,0.3078488,"('clumsy', 'skillful')",0.16157609,-0.06797069,0.2511976,0.1199391,0.1312585
48,-0.32929212,-0.4353405,"('unintelligent', 'intelligent')",0.8688284,0.8619585,0.2697681,0.213309,0.0564591
59,0.31923485,0.10819727,"('foolish', 'wise')",0.005933298,-0.2605601,0.1625841,-0.0761814,0.2387655
16,0.3131132,0.34914076,"('unpopular', 'popular')",0.26492226,0.24677783,0.2890177,0.2979593,-0.0089416
88,-0.29606712,-0.17935432,"('low', 'eminent')",-0.37740958,-0.15270121,-0.3367383,-0.1660278,-0.1707105
58,0.27000555,-0.14869832,"('undiscriminating', 'discriminating')",0.45793945,0.28645122,0.3639725,0.0688765,0.295096
8,-0.26026556,-0.57828075,"('unaffectionate', 'affectionate')",0.6791683,0.2878678,0.2094514,-0.1452065,0.3546579
67,-0.25975484,0.011752613,"('doubtful', 'determined')",-0.6841971,-0.38394314,-0.471976,-0.1860953,-0.2858807
75,0.2563613,0.25058198,"('meek', 'impulsive')",-0.6054119,-0.70173943,-0.1745253,-0.2255787,0.0510534
49,-0.25360745,-0.20045751,"('unable', 'able')",-0.3121176,-0.29171246,-0.2828625,-0.246085,-0.0367775
61,-0.23570766,-0.102402836,"('illogical', 'logical')",0.43488377,0.44175312,0.0995881,0.1696751,-0.070087
37,0.2340964,-0.03927008,"('fake', 'genuine')",0.11536868,-0.12509222,0.1747325,-0.0821812,0.2569137
19,-0.21889323,-0.21620776,"('inhospitable', 'hospitable')",-0.30430654,-0.41794345,-0.2615999,-0.3170756,0.0554757
79,0.20482358,-0.015401471,"('wavering', 'unwavering')",-0.2811825,-0.51590896,-0.0381795,-0.2656552,0.2274757
54,-0.19449721,-0.26892287,"('incapable', 'capable')",0.7398573,0.60425365,0.27268,0.1676654,0.1050146
71,0.19400753,0.037685264,"('diffident', 'self-confident')",0.3004471,-0.055861123,0.2472273,-0.0090879,0.2563152
27,-0.15038612,-0.51122576,"('hardhearted', 'softhearted')",1.2547305,0.73875153,0.5521722,0.1137629,0.4384093
9,-0.13989492,-0.5441004,"('unaffectionate', 'caring')",1.0501068,0.7201689,0.4551059,0.0880342,0.3670717
4,0.13412414,0.08063227,"('disliked', 'liked')",-6.3026533,-6.5320935,-3.0842645,-3.2257307,0.1414662
17,0.13398054,0.31821978,"('nasty', 'nice')",-0.5768307,-0.4314883,-0.2214251,-0.0566343,-0.1647908
40,-0.10899949,-0.49064186,"('stingy', 'generous')",-1.3730452,-1.955557,-0.7410223,-1.2230995,0.4820772
78,0.10804699,-0.1293211,"('nonresilient', 'resilient')",0.50842345,0.21960859,0.3082352,0.0451437,0.2630915
66,0.105921835,-0.1984994,"('inactive', 'active')",0.5441983,-0.010287181,0.3250601,-0.1043933,0.4294534
20,0.10418721,-0.04639098,"('rough', 'thoughtful')",1.1738347,1.0011878,0.639011,0.4773984,0.1616126
1,0.100416616,-0.44685265,"('unfriendly', 'friendly')",1.5551064,1.1775601,0.8277615,0.3653537,0.4624078
74,-0.085629374,-0.08490929,"('undedicated', 'dedicated')",-0.35178214,-0.40463945,-0.2187058,-0.2447744,0.0260686
80,-0.05464854,0.19767076,"('dominated', 'dominating')",-0.7198041,-0.5674998,-0.3872263,-0.1849145,-0.2023118
34,0.041224033,0.00198327,"('mean', 'honorable')",5.438116,5.5491433,2.73967,2.7755632,-0.0358932
