,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.7906423,-2.6483629,"('unsympathetic', 'sympathetic')",-0.73949516,-0.728036,-1.7650688,-1.6881994,-0.0768694
69,2.3183563,2.0130007,"('lazy', 'industrious')",-0.4172876,-0.80539715,0.9505343,0.6038018,0.3467325
57,-2.1653392,-2.303442,"('unimaginative', 'imaginative')",-3.0223894,-3.2556503,-2.5938644,-2.7795463,0.1856819
0,-1.9833816,-1.7749475,"('unsociable', 'sociable')",-0.6259083,-0.54113305,-1.3046449,-1.1580403,-0.1466046
51,-1.8661964,-1.509799,"('uneducated', 'educated')",0.64642584,0.7716065,-0.6098853,-0.3690962,-0.2407891
70,-1.8595325,-1.722896,"('lethargic', 'energetic')",-0.27192438,-0.116059944,-1.0657284,-0.9194779,-0.1462505
13,-1.82142,-1.312567,"('impolite', 'polite')",-1.2340595,-0.88114524,-1.5277398,-1.0968561,-0.4308837
81,-1.781979,-1.1887709,"('submissive', 'aggressive')",-0.96929115,-0.6474877,-1.375635,-0.9181293,-0.4575057
55,-1.7426072,-1.5053966,"('incompetent', 'clever')",0.13063648,0.19167162,-0.8059854,-0.6568625,-0.1491229
85,1.716156,1.2284803,"('insignificant', 'prestigious')",0.45574838,0.0195783,1.0859522,0.6240293,0.4619229
86,-1.6829774,-1.6794688,"('uninfluential', 'influential')",-0.3024137,-0.41037363,-0.9926956,-1.0449212,0.0522256
43,-1.635922,-1.6851407,"('irresponsible', 'responsible')",0.06157697,0.11097057,-0.7871725,-0.7870851,-8.74e-05
14,-1.6265297,-1.2194575,"('antisocial', 'social')",-0.44378096,-0.16918094,-1.0351553,-0.6943192,-0.3408361
56,-1.5989561,-1.0487243,"('impractical', 'practical')",-0.78915876,-0.3291648,-1.1940575,-0.6889446,-0.5051129
60,-1.5974301,-1.1791985,"('inefficient', 'efficient')",-0.22638245,0.13364273,-0.9119063,-0.5227779,-0.3891284
45,-1.5371451,-1.4950136,"('incompetent', 'competent')",-0.44142154,-0.50011915,-0.9892833,-0.9975663,0.008283
7,-1.4700131,-1.5546882,"('insensitive', 'sensitive')",0.22154543,0.06009163,-0.6242338,-0.7472983,0.1230645
31,1.3881606,0.74846613,"('evil', 'good')",-0.40645614,-0.95625174,0.4908522,-0.1038928,0.594745
65,-1.3389164,-1.0360014,"('insecure', 'secure')",-0.6896486,-0.39451742,-1.0142825,-0.7152594,-0.2990231
72,-1.3153012,-1.4377975,"('unambitious', 'ambitious')",-0.6892358,-0.6984185,-1.0022686,-1.0681081,0.0658395
23,-1.2973995,-1.3330134,"('insincere', 'sincere')",5.3954897,5.619951,2.0490451,2.1434686,-0.0944235
46,-1.2961806,-1.0735809,"('uncompetitive', 'competitive')",-1.0898571,-0.97498274,-1.1930189,-1.0242817,-0.1687372
63,-1.2863771,-1.2610807,"('unperceptive', 'insightful')",0.44554505,0.350541,-0.420416,-0.4552699,0.0348539
35,1.261499,1.0567907,"('corrupt', 'incorrupt')",-0.08466705,-0.4177032,0.588416,0.3195437,0.2688723
33,1.2422547,0.9226781,"('wrong', 'right')",-0.6299189,-0.91371876,0.3061679,0.0044797,0.3016882
82,-1.2226936,-0.8194451,"('poor', 'rich')",5.8663216,6.2276154,2.3218141,2.7040851,-0.382271
22,-1.181348,-1.2096268,"('untrustworthy', 'trustworthy')",-1.1791315,-1.3107188,-1.1802397,-1.2601728,0.0799331
39,1.1659788,1.4019992,"('exploitative', 'cooperative')",0.1895159,0.38572526,0.6777474,0.8938622,-0.2161148
