,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
53,-1.7551069,-1.7085586,"('uncreative', 'creative')",-0.027561419,0.1932342,1.3070356,1.5424033,-0.1585443,0.0090263,-0.1675706
57,-1.5545009,-1.3079203,"('unimaginative', 'imaginative')",-0.38132787,-0.11075647,-3.0723305,-2.4698904,-1.6693864,-1.2961891,-0.3731973
86,-1.3498689,-1.5035726,"('uninfluential', 'influential')",-0.678123,-0.2221412,0.08284864,0.26408976,-0.648381,-0.487208,-0.161173
44,1.2661307,0.95325077,"('prejudiced', 'unprejudiced')",-0.3106447,-0.81094325,-1.4115791,-1.535545,-0.152031,-0.4644125,0.3123815
6,-1.1549932,-0.8500631,"('distant', 'open')",-1.0105768,-0.97210264,1.09694,0.99711955,-0.35621,-0.2750154,-0.0811946
73,1.0757201,1.3827667,"('helpless', 'self-reliant')",0.8069381,0.7919,-3.376938,-3.0906665,-0.4980933,-0.3053333,-0.19276
1,-1.0472517,-0.6157884,"('unfriendly', 'friendly')",-0.5836353,0.21455716,2.283052,2.4684482,0.2173883,0.6890723,-0.471684
2,1.0131462,0.7531581,"('unlikable', 'likable')",1.772098,1.6256845,0.7228566,0.7666817,1.1693668,1.0485081,0.1208587
14,1.01239,0.8340317,"('antisocial', 'social')",0.8319598,1.3530295,-0.97513866,-0.84271437,0.2897371,0.4481157,-0.1583786
0,-0.99502724,-1.1214758,"('unsociable', 'sociable')",-0.07647256,0.42865396,-0.96768177,-0.7697735,-0.6797272,-0.4875318,-0.1921954
39,0.9333277,0.7848753,"('exploitative', 'cooperative')",1.7476647,1.7988242,-0.015248019,0.0006232038,0.8885814,0.8614409,0.0271405
8,-0.79086745,-0.54114765,"('unaffectionate', 'affectionate')",-1.115798,-0.77253425,1.4348212,1.5749346,-0.1572814,0.0870843,-0.2443657
28,-0.77950263,-0.68726164,"('disloyal', 'loyal')",-0.8677607,-0.4414486,1.1995357,1.3294364,-0.1492425,0.0669087,-0.2161512
