,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.4274251,-2.474069,"('unsympathetic', 'sympathetic')",1.2348588,1.2780373,-0.9594557,-1.0666806,-0.14123349,0.10956743,-0.5733139,-0.5382863,-0.0350276
69,2.4077353,2.4076717,"('lazy', 'industrious')",-0.28230292,-0.42324874,0.8689856,0.8322926,-0.45881277,-0.4473602,0.6339014,0.5923388,0.0415626
46,-2.1056082,-2.1494663,"('uncompetitive', 'competitive')",2.910534,2.8406165,-0.61358726,-0.7576292,-0.78073967,-0.5928446,-0.1473503,-0.1648309,0.0174806
86,-1.9886001,-1.9573293,"('uninfluential', 'influential')",0.63930357,0.8607735,-1.517367,-1.3480474,-0.5987413,-0.24663216,-0.8663512,-0.6728088,-0.1935424
55,-1.8439133,-1.861396,"('incompetent', 'clever')",2.9427667,2.906091,-0.01827772,-0.16676934,0.14506632,0.21169306,0.3064105,0.2724047,0.0340058
48,-1.7849011,-1.8639324,"('unintelligent', 'intelligent')",0.28445888,0.20551242,-0.88753104,-0.87681633,0.43408656,0.6402094,-0.4884717,-0.4737567,-0.014715
78,-1.752908,-1.6911439,"('nonresilient', 'resilient')",0.6100879,0.545005,0.16218823,0.06782259,-0.36269322,-0.25002187,-0.3358313,-0.3320845,-0.0037468
63,-1.7478801,-1.6345289,"('unperceptive', 'insightful')",1.7594197,1.9270512,0.1722835,0.37164176,0.65032005,0.96475285,0.2085358,0.4072292,-0.1986934
44,1.6092801,1.4559926,"('prejudiced', 'unprejudiced')",-0.053431816,-0.2554532,-0.24611987,-0.60193235,-1.2134427,-1.5314066,0.0240714,-0.2331999,0.2572713
8,-1.5616435,-1.4783332,"('unaffectionate', 'affectionate')",-1.2104067,-1.1201835,-2.1486514,-1.9024963,0.39157042,0.5093373,-1.1322827,-0.9979188,-0.1343639
43,-1.4958804,-1.4738293,"('irresponsible', 'responsible')",1.5425525,1.5483043,-0.44958627,-0.32274762,0.62948054,0.7824504,0.0566416,0.1335444,-0.0769028
28,-1.4509003,-1.5981516,"('disloyal', 'loyal')",0.24486648,0.03101439,-0.86313844,-0.97748375,1.2647886,1.2217696,-0.2010959,-0.3307129,0.129617
9,-1.4365783,-1.3152719,"('unaffectionate', 'caring')",-1.0046715,-0.85276043,-1.8476549,-1.5250804,0.9679888,1.3015726,-0.830229,-0.597885,-0.232344
0,-1.3304456,-1.3808479,"('unsociable', 'sociable')",1.0584235,1.1480978,-0.5595332,-0.44914287,-0.77651334,-0.5380526,-0.4020172,-0.3049864,-0.0970308
73,1.2893207,1.2147099,"('helpless', 'self-reliant')",-0.07898627,-0.2761672,0.18593435,0.20118615,-3.4835753,-3.4976566,-0.5218266,-0.5894819,0.0676553
12,-1.287464,-1.0795337,"('unsupportive', 'supportive')",1.0647249,1.4903783,-1.1983062,-0.95569193,-2.1448035,-1.7474384,-0.8914622,-0.5730715,-0.3183907
35,1.2818943,1.2814883,"('corrupt', 'incorrupt')",-2.510126,-2.7818375,-0.17400691,-0.3110603,-0.13570021,-0.3498755,-0.3844847,-0.5403212,0.1558365
51,-1.2522238,-1.2045617,"('uneducated', 'educated')",1.2430084,1.354384,0.71019876,0.74595034,0.3338012,0.45738924,0.2586961,0.3382905,-0.0795944
23,-1.2474874,-1.2387453,"('insincere', 'sincere')",0.72589415,0.84126294,-0.551562,-0.46602637,5.9851155,5.9632154,1.22799,1.2749267,-0.0469367
15,1.1872594,1.2703251,"('boring', 'funny')",-1.1699996,-1.09791,0.42345852,0.66714793,0.27364007,0.32187504,0.1785896,0.2903595,-0.1117699
39,1.1657732,0.93199295,"('exploitative', 'cooperative')",2.2794938,2.1280994,1.6283798,1.5136446,0.29058313,0.18323739,1.3410574,1.1892437,0.1518137
53,-1.139873,-1.1326988,"('uncreative', 'creative')",-0.3439852,-0.33718586,0.17496887,0.36319324,1.1972152,1.3042184,-0.0279185,0.0493818,-0.0773003
1,-1.1309983,-1.0010656,"('unfriendly', 'friendly')",-1.6328518,-1.3927845,-1.6101385,-0.9799062,1.4012873,1.6428642,-0.7431753,-0.432723,-0.3104523
21,-1.1082226,-1.1885875,"('immoral', 'moral')",2.012005,1.747959,0.3697195,0.1053804,-0.8642847,-0.95398176,0.1023043,-0.0723075,0.1746118
3,-1.1006404,-1.114145,"('repellent', 'pleasant')",1.6092159,1.4534886,0.8176113,0.6438586,0.56466633,0.45233738,0.4727132,0.3588849,0.1138283
41,-1.0919421,-1.1120689,"('unforgiving', 'forgiving')",0.61590403,0.7218994,0.16122124,0.2958464,0.060043924,0.18763806,-0.0636932,0.0233287,-0.0870219
45,-1.0327497,-0.94603544,"('incompetent', 'competent')",1.4461831,1.645479,-0.14655839,-0.091949776,-0.24922113,-0.071123585,0.0044135,0.1340925,-0.129679
59,1.0258026,1.1170808,"('foolish', 'wise')",-1.971583,-1.9398856,-0.049065523,0.1014708,0.33802423,0.31786132,-0.1642054,-0.1008682,-0.0633372
75,1.0037737,1.0004631,"('meek', 'impulsive')",-0.6422988,-0.7918092,-0.52385473,-0.6286623,-0.014014056,-0.18719518,-0.0440985,-0.1518009,0.1077024
57,-0.942754,-0.9577999,"('unimaginative', 'imaginative')",0.47996706,0.550876,-0.64294314,-0.46778053,-2.5751576,-2.2038465,-0.9202219,-0.7696377,-0.1505842
42,0.9320971,0.966693,"('unreliable', 'reliable')",1.7585021,1.8361807,0.062147964,0.09754337,-2.8478718,-2.6364095,-0.0237812,0.0660019,-0.0897831
67,0.9302725,0.84433144,"('doubtful', 'determined')",1.3976665,1.3341657,0.7947754,0.635226,-0.35695213,-0.4414255,0.6914406,0.5930744,0.0983662
77,-0.9010429,-0.9487677,"('unmotivated', 'motivated')",0.9000404,0.7329795,-0.47165176,-0.58156896,-1.1960114,-1.1263262,-0.4171664,-0.4809209,0.0637545
33,0.8774559,0.9557949,"('wrong', 'right')",-0.45461628,-0.49794644,-0.012553494,-0.07505751,-0.6842313,-0.6266102,-0.0684863,-0.0609548,-0.0075315
85,0.83765554,0.68734723,"('insignificant', 'prestigious')",-2.481605,-2.8230782,-1.113956,-1.2774005,0.5395295,0.24408714,-0.554594,-0.7922611,0.2376671
49,-0.8352488,-0.8609216,"('unable', 'able')",-0.9485883,-0.9289944,-0.877047,-1.0059673,-0.5830951,-0.4720193,-0.8109948,-0.8169756,0.0059808
62,-0.7995906,-0.66949,"('incompetent', 'brilliant')",1.5660777,1.7879442,-0.45010704,-0.2909558,0.4983259,0.6844538,0.2036765,0.377988,-0.1743115
7,-0.7908712,-0.62528074,"('insensitive', 'sensitive')",0.93791264,1.0943149,-0.4606893,-0.24829865,0.27149692,0.78173894,-0.0105377,0.2506186,-0.2611563
38,-0.7891623,-0.7165566,"('untruthful', 'truthful')",-1.0745574,-0.98298925,-0.93169785,-0.8559278,0.102119066,0.120115034,-0.6733246,-0.6088397,-0.0644849
72,-0.7876711,-0.8784693,"('unambitious', 'ambitious')",1.4787996,1.4564888,-0.3255148,-0.4372798,-0.4465052,-0.39714533,-0.0202229,-0.0641014,0.0438785
