,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.1465325,-2.305968,"('uninfluential', 'influential')",-0.026203025,0.0050961003,-0.099922426,-0.26046428,-0.7575526,-0.8537787,0.0962261
53,-2.0807366,-1.9770763,"('uncreative', 'creative')",-0.14832002,-0.10145203,1.1947057,1.1917471,-0.3447836,-0.2955938,-0.0491898
8,-1.9481485,-1.8488816,"('unaffectionate', 'affectionate')",-0.58419764,-0.5620259,0.90356755,0.94389707,-0.5429262,-0.4890035,-0.0539227
1,-1.8611624,-1.7771056,"('unfriendly', 'friendly')",-0.27131638,-0.2749686,1.8257617,1.7603166,-0.102239,-0.0972525,-0.0049865
69,1.7159513,1.6743805,"('lazy', 'industrious')",0.54072434,0.62631196,-0.19126157,-0.24558085,0.6884714,0.6850372,0.0034342
82,-1.6156865,-1.1553546,"('poor', 'rich')",-0.38401568,-0.035470303,6.4185214,6.665421,1.4729398,1.8248653,-0.3519255
73,1.6132985,1.787377,"('helpless', 'self-reliant')",0.16617706,0.20841673,-3.1853478,-3.1358843,-0.4686241,-0.3800302,-0.0885939
67,1.6069965,1.4523633,"('doubtful', 'determined')",0.5884317,0.6415498,-0.54871386,-0.4695217,0.5489048,0.5414638,0.007441
57,-1.5995742,-1.8789108,"('unimaginative', 'imaginative')",-0.27055722,-0.4215791,-2.5879006,-2.8053405,-1.4860107,-1.7019434,0.2159327
9,-1.5401518,-1.545738,"('unaffectionate', 'caring')",-0.17890757,-0.14630648,1.4749336,1.5877898,-0.0813753,-0.0347516,-0.0466237
10,-1.5114856,-1.7866068,"('unsympathetic', 'sympathetic')",0.10666062,0.10160326,0.028731171,-0.0508557,-0.4586979,-0.5786198,0.1199219
46,-1.3219666,-1.5043056,"('uncompetitive', 'competitive')",1.2029419,1.1201779,-0.97234124,-1.1467893,-0.3637887,-0.5103057,0.146517
44,1.2484093,1.2728056,"('prejudiced', 'unprejudiced')",-0.23354575,-0.2255122,-1.5264598,-1.4975878,-0.1705321,-0.1500981,-0.020434
64,1.2339513,0.96298563,"('shy', 'confident')",1.2997539,1.2537394,-6.887972,-6.935688,-1.4514222,-1.5729877,0.1215655
55,-1.1892217,-1.2891752,"('incompetent', 'clever')",1.161495,1.1341094,-0.0952633,-0.2220206,-0.0409967,-0.1256955,0.0846988
28,-1.0831152,-1.1802883,"('disloyal', 'loyal')",-0.2258884,-0.29565844,0.76013386,0.71471,-0.1829566,-0.2537456,0.070789
19,-1.0762659,-0.8882467,"('inhospitable', 'hospitable')",-1.7312295,-1.7675568,0.04897951,0.06529211,-0.9195054,-0.8635038,-0.0560016
78,-1.0665992,-1.0116549,"('nonresilient', 'resilient')",0.9750777,1.1541454,0.18813044,0.24474292,0.032203,0.1290778,-0.0968748
0,-1.0426335,-1.3380258,"('unsociable', 'sociable')",0.41162115,0.27316755,-0.5465696,-0.74554753,-0.3925273,-0.6034686,0.2109413
