,cms_male,cms_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
39,1.747094,1.5855007,"('exploitative', 'cooperative')",0.40106246,0.43267336,0.2766779,0.26379165,0.8082781,0.7606552,0.0476229
6,-1.5709724,-1.83676,"('distant', 'open')",-0.36238468,-0.70125157,-0.8632674,-1.5521697,-0.9322082,-1.3633938,0.4311856
1,-1.5475968,-2.0288458,"('unfriendly', 'friendly')",0.47592252,-0.14300098,0.8893945,0.33481693,-0.0607599,-0.6123433,0.5515834
8,-1.5225154,-1.8647239,"('unaffectionate', 'affectionate')",-0.38457137,-0.80486375,0.34566823,-0.1463,-0.5204729,-0.9386292,0.4181563
36,-1.1404973,-1.5192287,"('hostile', 'amicable')",-0.41747978,-1.0915297,-0.4977285,-1.2071797,-0.6852352,-1.272646,0.5874108
57,-1.1270684,-1.3186662,"('unimaginative', 'imaginative')",0.7601671,0.3297839,-2.6786199,-2.7987666,-1.0151738,-1.2625496,0.2473758
73,1.0935614,1.0526164,"('helpless', 'self-reliant')",1.3546683,1.3833206,-3.3398428,-3.316798,-0.2972043,-0.2936203,-0.003584
18,-1.0242554,-0.91010696,"('disagreeable', 'welcoming')",-1.1171976,-1.2399588,-0.75346357,-0.95856655,-0.9649722,-1.0362107,0.0712385
9,-1.0192653,-1.3505819,"('unaffectionate', 'caring')",0.527787,0.18114358,1.037412,0.5582907,0.1819779,-0.2037159,0.3856938
80,1.0175741,1.0192792,"('dominated', 'dominating')",0.18549909,0.3574819,-0.13255115,0.10267292,0.3568407,0.4931447,-0.136304
10,-1.0058317,-0.96432114,"('unsympathetic', 'sympathetic')",-0.69005823,-0.93668324,-0.21804762,-0.010116956,-0.6379792,-0.6370404,-0.0009388
79,-1.0035324,-0.86301255,"('wavering', 'unwavering')",-0.3307302,-0.48613173,-0.685853,-0.8233553,-0.6733719,-0.7241666,0.0507947
28,-1.0028273,-1.1932015,"('disloyal', 'loyal')",0.050782092,-0.37034032,1.0415183,0.9869153,0.0298244,-0.1922089,0.2220333
5,-0.9814282,-1.0897636,"('distant', 'outgoing')",0.1884444,0.046662807,-0.85950166,-1.385991,-0.5508285,-0.8096973,0.2588688
25,-0.9537504,-0.7924502,"('egoistic', 'altruistic')",1.0211023,0.71581906,0.8368839,0.68438816,0.3014119,0.2025857,0.0988262
78,-0.93025523,-1.2055519,"('nonresilient', 'resilient')",0.36592966,-0.016643783,-0.026346875,-0.43402404,-0.1968908,-0.5520732,0.3551824
86,-0.9170702,-1.2262667,"('uninfluential', 'influential')",0.6232583,-0.0014961418,-0.2227265,-0.44502914,-0.1721795,-0.5575974,0.3854179
53,-0.8277677,-1.0313888,"('uncreative', 'creative')",0.8682124,0.47970074,0.40269876,0.10081097,0.1477145,-0.1502923,0.2980068
26,-0.8212843,-1.2911066,"('hardhearted', 'benevolent')",0.85979986,0.27756914,1.691904,1.1598362,0.5768065,0.0487663,0.5280402
67,0.81304646,1.1937789,"('doubtful', 'determined')",-0.033555336,0.30562282,-0.5793815,-0.17671575,0.0667032,0.4408953,-0.3741921
42,0.80421495,1.0624598,"('unreliable', 'reliable')",0.27736694,0.22979927,-2.4935806,-2.1087878,-0.4706662,-0.2721762,-0.19849
82,-0.75567234,-0.38614225,"('poor', 'rich')",-0.2845264,-0.23920578,6.025215,6.5912666,1.6616721,1.9886395,-0.3269674
54,-0.754169,-0.6325237,"('incapable', 'capable')",-0.26596564,-0.32806352,0.34434333,0.4228815,-0.2252638,-0.1792353,-0.0460285
31,-0.74527436,-1.1511234,"('evil', 'good')",-1.1717992,-1.5102566,-1.4074616,-2.0361085,-1.1081784,-1.5658296,0.4576512
0,-0.73869026,-0.670642,"('unsociable', 'sociable')",-0.2540745,-0.47501662,-0.2435352,-0.20223291,-0.4121,-0.4492972,0.0371972
87,0.7368951,0.7312348,"('unsuccessful', 'successful')",0.3500021,0.31918642,1.0875537,1.1314123,0.724817,0.7272778,-0.0024608
61,0.7219803,0.5791923,"('illogical', 'logical')",1.2767134,1.1691082,0.6069604,0.41898793,0.8685514,0.7224294,0.146122
83,-0.7087589,-0.6022768,"('powerless', 'powerful')",1.0132878,0.88827294,-1.4115773,-1.1557237,-0.3690162,-0.2899092,-0.079107
56,0.696886,1.2261405,"('impractical', 'practical')",1.3740972,1.7165552,-0.46220437,0.39331302,0.5362596,1.1120028,-0.5757432
2,0.6934649,1.0324419,"('unlikable', 'likable')",1.228636,1.3654169,0.8183067,1.0180664,0.9134692,1.1386417,-0.2251725
60,0.67833936,0.7450193,"('inefficient', 'efficient')",1.9239709,2.0450215,0.11259948,0.6770383,0.9049699,1.1556931,-0.2507232
66,-0.64480174,-0.78412694,"('inactive', 'active')",-0.69286597,-0.7464435,0.48848802,0.011860363,-0.2830599,-0.5062367,0.2231768
76,0.6322545,1.0229332,"('anxious', 'daring')",-0.4793632,-0.21069464,0.023373656,0.6401263,0.058755,0.4841216,-0.4253666
72,-0.6205129,-0.5075367,"('unambitious', 'ambitious')",0.7058593,0.5833542,-0.6632003,-0.48178598,-0.192618,-0.1353228,-0.0572952
69,0.60762346,0.048911095,"('lazy', 'industrious')",1.1949471,1.0274265,-0.7621351,-1.4491208,0.3468119,-0.1242611,0.471073
7,0.5935779,0.39357054,"('insensitive', 'sensitive')",0.81339985,0.8430244,0.73533994,0.6430708,0.7141059,0.6265552,0.0875507
21,0.5905786,0.9763656,"('immoral', 'moral')",1.3695575,1.439456,-0.30768916,0.3425608,0.5508157,0.9194608,-0.3686451
75,-0.55928427,-0.29340076,"('meek', 'impulsive')",-0.15302236,0.088915825,-0.6803867,-0.59284407,-0.4642311,-0.2657763,-0.1984548
30,0.55716354,1.0441246,"('intolerant', 'tolerant')",0.80615795,0.9571601,0.33705726,1.0509405,0.5667929,1.0174084,-0.4506155
63,0.55023324,0.61210763,"('unperceptive', 'insightful')",0.69155747,0.7082768,0.9379093,0.92946565,0.7265667,0.7499501,-0.0233834
88,-0.5461864,-0.38047147,"('low', 'eminent')",-0.3868953,-0.5197889,-0.2836556,0.0006452212,-0.4055791,-0.2998717,-0.1057074
15,-0.5428393,-0.24178247,"('boring', 'funny')",-0.08502737,-0.0413222,-0.5254559,-0.29764307,-0.3844408,-0.1935826,-0.1908582
50,0.5397149,0.2681048,"('clumsy', 'skillful')",0.060949393,-0.13452949,0.21365368,0.0068939403,0.2714393,0.0468231,0.2246162
35,-0.5341087,-0.61147887,"('corrupt', 'incorrupt')",-0.6085849,-0.750446,-1.0131379,-1.4026006,-0.7186104,-0.9215085,0.2028981
59,0.5314915,0.32847247,"('foolish', 'wise')",1.2675407,1.140265,-0.013661765,-0.39213184,0.5951235,0.3588686,0.2362549
11,0.5098327,0.7900191,"('unhelpful', 'helpful')",0.33348793,0.70548254,1.9522316,2.349462,0.9318508,1.2816545,-0.3498037
12,0.5074595,0.33974138,"('unsupportive', 'supportive')",0.6570775,0.50715566,-1.4898323,-1.7888812,-0.1084318,-0.3139947,0.2055629
49,-0.49333537,-0.30402422,"('unable', 'able')",-0.031154506,-0.05476762,-0.4781339,-0.2861387,-0.3342079,-0.2149768,-0.1192311
19,-0.4907137,-0.28588298,"('inhospitable', 'hospitable')",-0.98788685,-0.91731447,-0.84164715,-1.0178604,-0.7734159,-0.7403526,-0.0330633
68,-0.458763,-0.42151314,"('dependent', 'independent')",-0.19547458,-0.21403748,-0.84981203,-0.9047592,-0.5013498,-0.5134366,0.0120868
4,-0.43950883,-0.48780692,"('disliked', 'liked')",0.49072537,0.28908798,-6.264734,-6.494256,-2.0711724,-2.2309917,0.1598193
74,0.40404493,0.36546195,"('undedicated', 'dedicated')",0.24473166,0.014685217,0.123305745,0.066664934,0.2573608,0.1489374,0.1084234
58,-0.3575297,-0.6263111,"('undiscriminating', 'discriminating')",0.9658619,0.4643426,0.20776555,-0.21330959,0.2720326,-0.1250927,0.3971253
37,0.35256708,0.06965923,"('fake', 'genuine')",0.3329298,0.08256427,0.114545256,0.064564325,0.2666807,0.0722626,0.1944181
65,0.3486814,0.6562439,"('insecure', 'secure')",0.44430792,0.63960683,0.006064046,0.6045024,0.2663511,0.6334511,-0.3671
