,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.1275072,-2.146525,"('unfriendly', 'friendly')",1.4103595,1.443098,-0.038089477,-0.219852,1.9771513,1.8565308,0.3054785,0.233313,0.0721655
53,-1.608947,-1.6095419,"('uncreative', 'creative')",-0.6170141,-0.6255502,3.4943223e-05,-0.050487764,1.308068,1.161431,-0.2294645,-0.2810372,0.0515727
8,-1.3536743,-1.5063365,"('unaffectionate', 'affectionate')",0.53440005,0.5456919,-0.26599607,-0.44796857,1.0555438,0.7512609,-0.0074316,-0.1643381,0.1569065
57,-1.332816,-1.3695197,"('unimaginative', 'imaginative')",-0.32848185,-0.38130638,-0.40255332,-0.47261626,-2.4194982,-2.2339587,-1.1208373,-1.1143503,-0.006487
25,-1.2525768,-1.1776365,"('egoistic', 'altruistic')",0.34478223,0.3391421,0.9808089,1.017594,1.6820039,1.5972712,0.4387546,0.4440927,-0.0053381
0,-1.2503549,-1.0996934,"('unsociable', 'sociable')",-0.33338588,-0.31612408,-0.8434727,-0.8871797,-0.74860704,-0.48321277,-0.7939551,-0.6965525,-0.0974026
58,-1.1540699,-1.323165,"('undiscriminating', 'discriminating')",-0.8446569,-0.91195965,0.52006173,0.4813092,0.117072746,0.030029986,-0.3403981,-0.4309464,0.0905483
39,1.1020844,1.0787879,"('exploitative', 'cooperative')",0.16775495,0.16713388,0.14553304,0.2645725,-0.0948484,0.07645157,0.330131,0.3967365,-0.0666055
36,-1.0920025,-1.2878765,"('hostile', 'amicable')",0.17860551,0.23585509,-0.5977783,-0.733438,0.678582,0.29750717,-0.2081483,-0.3719881,0.1638398
73,1.0903131,1.0242807,"('helpless', 'self-reliant')",0.9724153,0.85484153,0.48461783,0.5439358,-3.142179,-3.1256144,-0.1487082,-0.1756391,0.0269309
80,1.0154755,1.0183116,"('dominated', 'dominating')",-0.74805087,-0.96632457,0.71699846,0.56169015,-1.4131366,-1.3871837,-0.1071784,-0.1933766,0.0861982
42,1.0080264,1.0694747,"('unreliable', 'reliable')",1.5212908,1.4325929,1.6050744,1.604734,-2.2119532,-2.075277,0.4806097,0.5078811,-0.0272714
5,-0.99874604,-1.0546547,"('distant', 'outgoing')",0.800668,0.8187376,-0.54474616,-0.6698323,-0.059423037,-0.22697297,-0.2005618,-0.2831806,0.0826188
16,-0.95620704,-0.9298329,"('unpopular', 'popular')",-0.0017767102,-0.024182335,-0.86321557,-0.7859567,0.556954,0.37156358,-0.3160613,-0.3421021,0.0260408
82,-0.8844729,-0.75775516,"('poor', 'rich')",-0.45428815,-0.42225698,0.36658552,0.5390265,5.9828014,5.819583,1.2526565,1.2946494,-0.0419929
86,-0.87490726,-0.8373623,"('uninfluential', 'influential')",-0.03597161,0.07087709,-0.3267231,-0.40755048,-0.31629628,-0.19812162,-0.3884746,-0.3430393,-0.0454353
31,-0.84611034,-1.0307981,"('evil', 'good')",0.0053989496,0.10612247,-0.86162287,-0.9465514,-0.6308074,-0.8605741,-0.5832855,-0.6829503,0.0996648
50,0.8451768,0.8607637,"('clumsy', 'skillful')",1.0188991,1.0417166,0.27045777,0.42371592,0.47459713,0.4321025,0.6522827,0.6895747,-0.037292
