,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.9509594,-1.809422,"('uninfluential', 'influential')",0.03565929,0.07323286,0.1376743,0.115820765,-0.5925419,-0.5401228,-0.0524191
39,1.7868458,1.3656197,"('exploitative', 'cooperative')",2.0514164,1.7568636,0.14148715,0.0061894404,1.3265831,1.0428909,0.2836922
1,-1.4570602,-1.3853766,"('unfriendly', 'friendly')",-0.7052327,-0.6433372,1.8146276,1.628661,-0.1158884,-0.1333509,0.0174625
8,-1.4529107,-1.5054035,"('unaffectionate', 'affectionate')",-0.7723668,-0.7919163,0.71051574,0.5185898,-0.5049206,-0.5929101,0.0879895
73,1.3801577,1.4416405,"('helpless', 'self-reliant')",0.034730345,0.100060865,-3.1620197,-3.2612107,-0.5823772,-0.5731698,-0.0092074
69,1.3167615,1.2270643,"('lazy', 'industrious')",0.25194755,0.2972287,-0.7975131,-0.95921195,0.2570653,0.1883603,0.068705
79,-1.3075148,-1.1626917,"('wavering', 'unwavering')",-2.2613087,-2.1101313,-0.23249543,-0.28884035,-1.2671062,-1.1872211,-0.0798851
82,-1.2895432,-0.96268314,"('poor', 'rich')",-0.35433143,-0.085906096,5.791169,6.1093936,1.3824315,1.6869348,-0.3045033
53,-1.2600585,-1.1142181,"('uncreative', 'creative')",-0.22675936,-0.19325508,1.0784417,1.0415655,-0.1361254,-0.0886359,-0.0474895
2,1.1828513,1.343606,"('unlikable', 'likable')",1.5469289,1.7317518,0.9259385,1.0328033,1.2185729,1.369387,-0.1508141
42,1.182503,1.2904099,"('unreliable', 'reliable')",1.6412843,1.7143317,-2.6330783,-2.6547368,0.0635696,0.1166683,-0.0530987
23,-1.1282581,-1.1259115,"('insincere', 'sincere')",0.59081346,0.5269688,5.8516846,6.0332627,1.7714133,1.81144,-0.0400267
9,-1.1185119,-1.1127987,"('unaffectionate', 'caring')",-0.22255799,-0.26395625,1.301128,1.152875,-0.013314,-0.0746267,0.0613127
67,1.0085665,1.0834349,"('doubtful', 'determined')",0.77940047,0.9420395,-0.7335647,-0.5971889,0.3514675,0.4760952,-0.1246277
10,-1.0052248,-0.9293814,"('unsympathetic', 'sympathetic')",0.71294594,0.6425394,0.002290763,0.023709144,-0.0966627,-0.0877109,-0.0089518
18,-0.9953675,-1.1463363,"('disagreeable', 'welcoming')",-0.7961818,-0.9552457,-0.37238362,-0.4622659,-0.721311,-0.854616,0.133305
19,-0.96160316,-0.9935608,"('inhospitable', 'hospitable')",-1.8523475,-1.8266217,-0.20459262,-0.27456015,-1.0061811,-1.0315808,0.0253997
38,-0.95312256,-0.7012306,"('untruthful', 'truthful')",-1.2102988,-1.0523272,-0.015093936,0.14586118,-0.7261718,-0.5358988,-0.190273
24,-0.89773315,-0.8627943,"('dishonest', 'honest')",-0.16784869,-0.22423834,0.56827277,0.7007866,-0.1657697,-0.1287487,-0.037021
6,-0.8929363,-0.8331151,"('distant', 'open')",-2.1527233,-2.0674767,-0.069957696,-0.16593131,-1.0385391,-1.0221744,-0.0163647
20,0.8795445,0.7195568,"('rough', 'thoughtful')",1.3404992,1.1830426,1.2172178,1.0593162,1.1457539,0.9873052,0.1584487
44,0.8790603,0.91643566,"('prejudiced', 'unprejudiced')",-0.0798418,-0.055551693,-1.5437441,-1.3996665,-0.2481752,-0.1795942,-0.068581
5,-0.8262006,-0.65535045,"('distant', 'outgoing')",-1.8183863,-1.6342077,-0.62935066,-0.6851867,-1.0913126,-0.9915816,-0.099731
46,-0.78887004,-0.5292385,"('uncompetitive', 'competitive')",1.7247783,1.7653347,-0.28913224,-0.17611398,0.215592,0.3533274,-0.1377354
14,0.73768985,0.80788517,"('antisocial', 'social')",1.9494411,2.0168164,-0.39708742,-0.20344521,0.7633479,0.8737521,-0.1104042
68,-0.7326482,-0.75908536,"('dependent', 'independent')",-0.137829,-0.11881082,-0.43591475,-0.47955644,-0.435464,-0.4524842,0.0170202
