,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
59,0.7256953,0.572014,"('foolish', 'wise')",-1.3528533,-1.4340956,0.317161,0.07361381,-0.1033323,-0.2628226,0.1594903
45,-0.7125453,-0.5329985,"('incompetent', 'competent')",0.2821943,0.4859045,-0.35772035,-0.21552661,-0.2626904,-0.0875402,-0.1751502
0,-0.71211094,-0.6651565,"('unsociable', 'sociable')",0.8441726,0.80245334,-0.20082618,-0.21158381,-0.0229215,-0.0247623,0.0018408
88,-0.71004707,-0.60942096,"('low', 'eminent')",-0.7953799,-0.7425186,0.27404097,0.3499805,-0.410462,-0.3339864,-0.0764756
28,-0.69144005,-0.6542541,"('disloyal', 'loyal')",0.3543074,0.42828152,1.1336212,1.2730554,0.2654962,0.3490276,-0.0835314
33,0.64488685,0.5914525,"('wrong', 'right')",-0.5098305,-0.5043781,-0.6755984,-0.83257186,-0.1801807,-0.2484992,0.0683185
76,0.6208208,0.8243527,"('anxious', 'daring')",1.0782975,1.1211432,0.2386832,0.4204114,0.6459339,0.7886357,-0.1427018
49,-0.6159495,-0.58876956,"('unable', 'able')",-0.9810111,-0.9144086,-0.27702913,-0.21629459,-0.6246632,-0.5731575,-0.0515057
62,0.59860075,0.7860283,"('incompetent', 'brilliant')",1.1624326,1.3023971,0.27777734,0.54918563,0.6796036,0.8792036,-0.1996
48,-0.5830013,-0.58785874,"('unintelligent', 'intelligent')",0.16709562,0.15432188,0.75607574,0.6861375,0.11339,0.0842002,0.0291898
15,0.5712884,0.4481012,"('boring', 'funny')",-0.77157533,-0.91989845,0.366311,0.2514127,0.0553414,-0.0734615,0.1288029
85,0.56792545,0.51296246,"('insignificant', 'prestigious')",-0.8902744,-0.8821612,0.74750197,0.43590805,0.1417177,0.0222364,0.1194813
78,-0.5666063,-0.46315783,"('nonresilient', 'resilient')",0.6823133,0.7355317,0.13180074,0.10134369,0.0825026,0.1245725,-0.0420699
87,0.5617871,0.7106735,"('unsuccessful', 'successful')",1.2588022,1.3665307,0.9633361,0.9066876,0.9279752,0.9946307,-0.0666555
57,-0.5449756,-0.397756,"('unimaginative', 'imaginative')",0.058273498,0.06913711,-2.2402813,-2.291746,-0.9089945,-0.8734549,-0.0355396
51,-0.5137844,-0.47345802,"('uneducated', 'educated')",0.8546716,0.80463725,1.1588994,1.1602528,0.4999289,0.497144,0.0027849
13,-0.5075501,-0.41599312,"('impolite', 'polite')",0.49472186,0.47075328,-0.17620897,-0.10374966,-0.0630124,-0.0163298,-0.0466826
83,0.4805121,0.53912145,"('powerless', 'powerful')",0.08787191,0.13734078,-0.8287413,-0.7845719,-0.0867858,-0.0360366,-0.0507492
80,0.45684513,0.48440942,"('dominated', 'dominating')",1.4593868,1.4056187,-1.0730455,-0.956145,0.2810622,0.3112944,-0.0302322
60,0.45231193,0.55283284,"('inefficient', 'efficient')",2.2567277,2.2753036,0.04737477,0.3687142,0.9188048,1.0656169,-0.1468121
52,0.43817425,0.119510636,"('irrational', 'rational')",-1.2464349,-1.3743638,0.07949879,-0.28073934,-0.2429206,-0.5118641,0.2689435
43,-0.4338923,-0.21501656,"('irresponsible', 'responsible')",1.1664451,1.263895,0.7024645,0.87466604,0.4783391,0.6411815,-0.1628424
75,0.42830613,0.5616264,"('meek', 'impulsive')",-1.362442,-1.2466843,-0.569772,-0.54769975,-0.5013026,-0.4109192,-0.0903834
26,0.40311053,0.3575819,"('hardhearted', 'benevolent')",0.99113125,0.9225137,1.8442788,1.636801,1.0795069,0.9722989,0.107208
61,0.3862038,0.4741967,"('illogical', 'logical')",-0.22733906,-0.05111837,0.33423278,0.3133428,0.1643658,0.2454737,-0.0811079
64,0.38359398,0.37627754,"('shy', 'confident')",1.2889731,1.3203608,-6.204845,-6.1835675,-1.5107594,-1.495643,-0.0151164
21,0.37674898,0.34083256,"('immoral', 'moral')",1.118477,1.0496727,-0.42077097,-0.40339264,0.3581516,0.3290375,0.0291141
30,0.36110532,0.40962768,"('intolerant', 'tolerant')",1.0879753,1.1364009,1.1142164,1.253558,0.8544323,0.9331956,-0.0787633
25,-0.36105338,-0.41692716,"('egoistic', 'altruistic')",-0.55287224,-0.6042384,1.5059681,1.3946844,0.1973475,0.1245063,0.0728412
84,0.35557428,0.3330159,"('inferior', 'superior')",0.20781565,0.22021833,0.7692661,0.6761667,0.4442187,0.4098003,0.0344184
81,0.3502896,0.4337647,"('submissive', 'aggressive')",2.2026935,2.237805,-0.3850104,-0.17452508,0.7226575,0.8323482,-0.1096907
32,-0.33688444,-0.28068066,"('unkind', 'kind')",0.96000844,0.92917013,1.116971,1.0905855,0.5800317,0.5796916,0.0003401
74,-0.3267997,-0.112657465,"('undedicated', 'dedicated')",1.2612433,1.3695838,0.5448567,0.54583067,0.4931001,0.600919,-0.1078189
55,-0.32548603,-0.27468708,"('incompetent', 'clever')",1.4907337,1.5132357,0.40909562,0.44897556,0.5247811,0.5625081,-0.037727
58,0.32216477,0.5242168,"('undiscriminating', 'discriminating')",1.0383538,1.1341246,0.46997356,0.42186484,0.610164,0.6934021,-0.0832381
7,-0.27954385,-0.23470783,"('insensitive', 'sensitive')",0.5758721,0.5674718,0.8821513,0.99000275,0.3928265,0.4409223,-0.0480958
36,-0.27527177,-0.4571829,"('hostile', 'amicable')",-1.779374,-1.8202813,0.39183918,0.04984604,-0.5542689,-0.7425394,0.1882705
17,0.2557282,0.17592932,"('nasty', 'nice')",-0.94662225,-1.04953,-0.69018006,-0.7731433,-0.4603581,-0.5489147,0.0885566
65,0.25180385,0.12294751,"('insecure', 'secure')",1.4681579,1.4850029,-0.02339561,0.026775274,0.565522,0.5449085,0.0206135
31,-0.2395228,-0.46278033,"('evil', 'good')",-1.8175774,-1.8549969,-1.1741573,-1.5720084,-1.0770858,-1.2965952,0.2195094
16,-0.22316769,-0.11804362,"('unpopular', 'popular')",-0.8006544,-0.7541012,0.26357856,0.19611606,-0.2534145,-0.2253429,-0.0280716
56,-0.19818118,0.22717178,"('impractical', 'practical')",1.2977928,1.6111597,0.05350319,0.47314683,0.3843716,0.7704928,-0.3861212
50,0.19556512,0.16350667,"('clumsy', 'skillful')",-0.20258178,-0.21816175,0.35759816,0.232111,0.1168605,0.059152,0.0577085
66,-0.1863787,0.02837222,"('inactive', 'active')",0.58803964,0.69958705,1.0552167,0.96259606,0.4856259,0.5635184,-0.0778925
4,-0.17605793,-0.07362688,"('disliked', 'liked')",-0.61462057,-0.4501385,-6.1684074,-6.1843457,-2.3196953,-2.2360371,-0.0836582
34,-0.1667464,-0.11670987,"('mean', 'honorable')",0.20941374,0.2743141,6.0808296,6.2510386,2.0411657,2.1362143,-0.0950486
47,0.16154812,0.26611757,"('stupid', 'smart')",0.2999538,0.41692555,5.1503763,5.4229455,1.8706261,2.0353295,-0.1647034
22,0.15503326,0.10651622,"('untrustworthy', 'trustworthy')",0.7307876,0.6609225,-0.755567,-0.82546276,0.043418,-0.0193413,0.0627593
54,-0.14697832,-0.070663616,"('incapable', 'capable')",-0.42989844,-0.46362674,1.0249815,0.9570126,0.1493682,0.1409074,0.0084608
11,-0.13818309,-0.001113948,"('unhelpful', 'helpful')",0.25628677,0.28220412,1.9679826,2.1959872,0.6953621,0.8256925,-0.1303304
72,0.13068733,0.07980935,"('unambitious', 'ambitious')",0.60955215,0.6245981,-0.8531982,-0.80076563,-0.0376529,-0.0321194,-0.0055335
40,-0.10858136,-0.23668975,"('stingy', 'generous')",0.5414908,0.42590714,-1.2417885,-1.3979836,-0.2696264,-0.4029221,0.1332957
63,-0.106086574,0.11825907,"('unperceptive', 'insightful')",1.5395367,1.6270673,1.4194801,1.499234,0.9509767,1.0815201,-0.1305434
35,-0.06266388,-0.15671182,"('corrupt', 'incorrupt')",-2.0242252,-2.0040061,-0.38879183,-0.53162426,-0.8252269,-0.8974474,0.0722205
71,-0.055513218,0.101743,"('diffident', 'self-confident')",0.03525836,0.1492787,0.5157492,0.5733424,0.1651648,0.274788,-0.1096232
27,0.050938398,-0.041407775,"('hardhearted', 'softhearted')",-0.017908538,-0.13161582,1.2740836,1.1340485,0.4357045,0.3203416,0.1153629
29,0.05081991,0.08040925,"('unfair', 'fair')",-0.38700253,-0.29043216,-0.49897018,-0.63797015,-0.2783843,-0.2826643,0.00428
41,-0.046792176,-0.12477502,"('unforgiving', 'forgiving')",0.54351044,0.5085139,0.5709479,0.4874301,0.3558887,0.2903897,0.065499
12,0.03734423,0.11523789,"('unsupportive', 'supportive')",1.09003,1.0918232,-1.2386539,-1.3144071,-0.0370932,-0.035782,-0.0013112
77,-0.014702506,0.006322123,"('unmotivated', 'motivated')",0.87643033,0.79172516,-1.2186067,-1.1992397,-0.1189596,-0.1337308,0.0147712
37,0.013215743,0.028715946,"('fake', 'genuine')",0.27233168,0.28243652,0.45429388,0.49700204,0.2466138,0.2693848,-0.022771
3,-0.0062706973,-0.16635974,"('repellent', 'pleasant')",0.958585,0.7439308,0.27529922,0.21858147,0.4092045,0.2653842,0.1438203
70,-0.0014641937,0.25098988,"('lethargic', 'energetic')",1.328515,1.3443762,0.9145277,1.0995854,0.7471929,0.8983172,-0.1511243
