,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.88898,2.93097,"('insignificant', 'prestigious')",2.3209722,2.369016,-2.7127807,-3.762407,1.3344502,0.988646,2.586538,2.62668,0.83230543,0.6650982,1.2084109,0.9696671,0.2387438
45,-2.088249,-1.9879134,"('incompetent', 'competent')",-2.0399415,-1.884191,-0.011101261,0.5146369,-1.9227242,-1.879,-0.8373071,-0.86348224,-1.3109064,-1.246595,-1.3683716,-1.2244241,-0.1439475
66,2.073975,2.2070515,"('inactive', 'active')",1.8773901,1.932765,-0.26441756,-0.4197423,1.1859952,1.2504339,2.5114837,2.6326416,2.4508753,2.3854656,1.6392171,1.6647692,-0.0255521
9,1.9687444,1.9518437,"('unaffectionate', 'caring')",1.656483,1.6101727,-0.3558265,-0.59854096,-1.3939538,-1.508207,0.82169026,0.7998204,0.81830543,0.5959704,0.5859072,0.4751765,0.1107307
10,-1.9563354,-1.8395278,"('unsympathetic', 'sympathetic')",-1.2445881,-1.1407262,1.0616568,1.9683667,-2.72512,-2.5488417,-0.673283,-0.6119624,-0.25452465,-0.16455173,-0.9653657,-0.7228738,-0.2424919
36,1.9480263,2.0934255,"('hostile', 'amicable')",2.3206213,2.556421,-1.8814583,-2.4707546,1.2102762,1.1909701,1.0629047,1.1483256,0.64488775,0.64375544,0.8842097,0.8603571,0.0238526
70,-1.9466795,-1.7537253,"('lethargic', 'energetic')",-1.1974441,-1.0113801,1.2042906,1.7173377,-1.2706188,-1.2458866,-0.42966992,-0.33340627,-0.78908914,-0.71174204,-0.7382018,-0.5564671,-0.1817347
2,1.7997324,1.90122,"('unlikable', 'likable')",1.5393467,1.6017108,1.4240193,1.4304268,-0.029218916,-0.019093668,1.2870657,1.2461145,0.44558144,0.4518088,1.0777545,1.1020312,-0.0242767
81,-1.7532557,-1.7326809,"('submissive', 'aggressive')",-0.7801289,-0.69952536,2.2551916,3.1924005,-1.5949038,-1.385661,-0.58028,-0.5856485,-1.6108384,-1.5519643,-0.6773692,-0.4605132,-0.216856
22,-1.7525712,-1.5523571,"('untrustworthy', 'trustworthy')",-2.0476327,-1.8205206,1.0942986,1.5570575,-1.2011638,-1.1430547,-0.87809336,-0.7751429,-1.4047014,-1.2322248,-1.0316439,-0.8277071,-0.2039368
5,1.7133294,1.6466824,"('distant', 'outgoing')",1.0566264,1.0262825,-1.8105034,-2.5058224,1.7844946,1.525547,1.101043,1.0435826,0.4613334,0.29103565,0.7177206,0.5045513,0.2131693
71,1.6591666,1.7636313,"('diffident', 'self-confident')",2.3540657,2.4697573,0.15165901,0.0014155228,0.25266403,0.11902453,0.7071281,0.67283404,0.2932839,0.18731858,0.9029946,0.868997,0.0339976
86,-1.6379158,-1.5273557,"('uninfluential', 'influential')",-0.7043496,-0.5461341,0.23017418,0.81399274,-2.5984714,-2.538668,-0.24416056,-0.23119268,-1.0504103,-1.0940379,-1.0008556,-0.8538992,-0.1469564
3,-1.6315907,-1.4085839,"('repellent', 'pleasant')",-1.2877184,-1.1498082,0.7686842,1.2469233,-2.1990256,-2.0386238,-1.0580139,-0.8965659,0.5908732,0.8245095,-0.8027985,-0.5703581,-0.2324404
58,1.6281492,1.6781404,"('undiscriminating', 'discriminating')",1.1572028,1.2347564,0.47321048,0.44083035,-0.5566614,-0.7936888,0.25787997,0.26464862,0.44281742,0.36273986,0.5670998,0.5312378,0.035862
60,-1.6172824,-1.5142585,"('inefficient', 'efficient')",-1.1196945,-1.0390491,1.666988,2.7942693,-1.9927408,-1.750396,-0.6978839,-0.6746383,-0.7916679,-0.7715699,-0.7587136,-0.4926071,-0.2661065
1,1.5806959,1.566557,"('unfriendly', 'friendly')",1.0090665,1.0839872,-1.106957,-1.1836942,-1.9667006,-2.1231692,0.5039396,0.45433074,0.8919773,0.69748455,0.1520036,0.0825827,0.0694209
65,-1.5083729,-1.2346226,"('insecure', 'secure')",-1.5198704,-1.2748337,1.0607284,1.9726164,-1.901712,-1.6599197,-0.55257523,-0.42956698,-1.2314532,-1.1889503,-0.9422092,-0.6358795,-0.3063297
