,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
24,-0.6288356,-0.51106095,"('dishonest', 'honest')",0.31906617,0.49102584,-0.1548847,-0.0100176,-0.1448671
32,-0.6088497,-0.19968991,"('unkind', 'kind')",0.61276156,0.8939264,0.0019559,0.3471182,-0.3451623
18,-0.60835904,-0.89390165,"('disagreeable', 'welcoming')",-0.6379804,-0.9235017,-0.6231697,-0.9087017,0.285532
84,0.5884419,0.71492875,"('inferior', 'superior')",1.1763275,0.892741,0.8823847,0.8038349,0.0785498
61,-0.5536992,-0.42385313,"('illogical', 'logical')",0.2915656,0.45883015,-0.1310668,0.0174885,-0.1485553
4,0.5095143,-0.009641144,"('disliked', 'liked')",-7.1511984,-8.140063,-3.320842,-4.074852,0.75401
28,0.5079241,0.0775283,"('disloyal', 'loyal')",1.34163,1.2190899,0.924777,0.6483091,0.2764679
69,-0.5038784,-0.4797811,"('lazy', 'industrious')",-0.99746644,-1.7788907,-0.7506725,-1.1293359,0.3786634
8,-0.48655492,-1.0608342,"('unaffectionate', 'affectionate')",0.8110478,0.4080298,0.1622464,-0.3264022,0.4886486
10,-0.46276033,-0.23621652,"('unsympathetic', 'sympathetic')",-0.15287897,0.7317285,-0.3078197,0.247756,-0.5555757
47,-0.46049818,-0.11607041,"('stupid', 'smart')",5.2958016,5.668779,2.4176517,2.7763543,-0.3587026
52,-0.45853353,-0.89450127,"('irrational', 'rational')",-0.04788283,-0.6965577,-0.2532082,-0.7955295,0.5423213
15,-0.45228443,-0.49541146,"('boring', 'funny')",0.08158965,-0.019766485,-0.1853474,-0.257589,0.0722416
34,-0.44372296,-0.32331377,"('mean', 'honorable')",5.6783276,5.9095163,2.6173024,2.7931013,-0.1757989
57,-0.42869228,-0.53032064,"('unimaginative', 'imaginative')",-3.1176257,-2.8701448,-1.773159,-1.7002327,-0.0729263
83,-0.4225364,-0.0940189,"('powerless', 'powerful')",-1.0313206,-0.64963394,-0.7269285,-0.3718264,-0.3551021
82,-0.39814726,-0.45112482,"('poor', 'rich')",6.582197,6.877559,3.092025,3.2132173,-0.1211923
39,0.39698613,0.5688543,"('exploitative', 'cooperative')",0.19284485,0.17708386,0.2949155,0.3729691,-0.0780536
17,-0.3942035,-0.5561696,"('nasty', 'nice')",-0.5956979,-0.6373578,-0.4949507,-0.5967637,0.101813
87,0.38314202,0.6439888,"('unsuccessful', 'successful')",0.97519064,1.1330918,0.6791663,0.8885403,-0.209374
73,0.37780854,0.25119543,"('helpless', 'self-reliant')",-2.8772879,-3.179206,-1.2497396,-1.4640052,0.2142656
3,0.37636787,0.3440964,"('repellent', 'pleasant')",0.99495393,1.3827218,0.6856609,0.8634091,-0.1777482
48,0.36384726,0.57645774,"('unintelligent', 'intelligent')",0.62206435,0.9334373,0.4929558,0.7549475,-0.2619917
80,0.335899,0.72989726,"('dominated', 'dominating')",-0.85746974,-0.2117649,-0.2607854,0.2590662,-0.5198516
63,-0.3243467,-0.16434762,"('unperceptive', 'insightful')",0.6799602,0.8683473,0.1778067,0.3519998,-0.1741931
71,-0.32048336,-0.16747034,"('diffident', 'self-confident')",0.044235956,0.13643686,-0.1381237,-0.0155167,-0.122607
21,0.31239286,0.8049447,"('immoral', 'moral')",-0.17876449,0.4178633,0.0668142,0.611404,-0.5445898
70,-0.3112721,-0.00068197725,"('lethargic', 'energetic')",0.43934974,1.2090951,0.0640388,0.6042066,-0.5401678
40,0.3006698,0.005401083,"('stingy', 'generous')",-1.8646336,-2.217311,-0.7819819,-1.1059549,0.323973
33,-0.27514112,-0.3469061,"('wrong', 'right')",-0.9626294,-1.205464,-0.6188853,-0.776185,0.1572997
59,0.26339746,0.08650428,"('foolish', 'wise')",0.13826443,-0.33980277,0.2008309,-0.1266492,0.3274801
50,0.24541444,-0.16604094,"('clumsy', 'skillful')",0.31745964,0.2023324,0.281437,0.0181457,0.2632913
20,0.20647079,0.3885287,"('rough', 'thoughtful')",0.80167586,0.8094071,0.5040733,0.5989679,-0.0948946
60,0.19182841,0.71318495,"('inefficient', 'efficient')",-0.0012352522,0.8669782,0.0952966,0.7900816,-0.694785
76,-0.18879883,0.13396429,"('anxious', 'daring')",0.014918391,0.74505234,-0.0869402,0.4395083,-0.5264485
78,-0.18325785,-0.24651171,"('nonresilient', 'resilient')",0.35546693,0.3942211,0.0861045,0.0738547,0.0122498
12,0.1708202,0.16220926,"('unsupportive', 'supportive')",-2.1037893,-1.9985371,-0.9664845,-0.9181639,-0.0483206
23,-0.15749264,-0.22854333,"('insincere', 'sincere')",6.084813,6.6848345,2.9636602,3.2281456,-0.2644854
65,0.13975307,0.40315807,"('insecure', 'secure')",0.013460696,0.6674077,0.0766069,0.5352829,-0.458676
67,-0.12393479,0.1341421,"('doubtful', 'determined')",-0.78352004,-0.826479,-0.4537274,-0.3461685,-0.1075589
7,0.123897955,0.17335844,"('insensitive', 'sensitive')",0.82862025,0.9660777,0.4762591,0.5697181,-0.093459
41,0.11715984,-0.37575227,"('unforgiving', 'forgiving')",-0.12302697,-0.4138095,-0.0029336,-0.3947809,0.3918473
46,-0.10887972,0.27468115,"('uncompetitive', 'competitive')",-0.6813996,-0.10775259,-0.3951397,0.0834643,-0.478604
42,0.1049181,0.18857925,"('unreliable', 'reliable')",-3.162462,-2.8065486,-1.528772,-1.3089846,-0.2197874
45,-0.10419202,-0.09917154,"('incompetent', 'competent')",0.127587,0.3633145,0.0116975,0.1320715,-0.120374
25,0.099124424,-0.31753913,"('egoistic', 'altruistic')",1.4691474,0.9756012,0.7841359,0.3290311,0.4551048
2,-0.09628473,-0.06333597,"('unlikable', 'likable')",0.23379688,0.10539522,0.0687561,0.0210296,0.0477265
51,0.09555169,0.16299796,"('uneducated', 'educated')",0.32194993,0.5558586,0.2087508,0.3594283,-0.1506775
37,0.09357396,0.114066824,"('fake', 'genuine')",0.3420129,0.48187825,0.2177934,0.2979725,-0.0801791
77,-0.081107214,0.14531478,"('unmotivated', 'motivated')",-1.1468769,-0.77977884,-0.6139921,-0.317232,-0.2967601
74,-0.05950256,-0.050655734,"('undedicated', 'dedicated')",-0.24601346,-0.26753852,-0.152758,-0.1590971,0.0063391
44,-0.057385974,0.33640915,"('prejudiced', 'unprejudiced')",-1.6334821,-1.3458537,-0.845434,-0.5047222,-0.3407118
11,0.048868828,0.30535954,"('unhelpful', 'helpful')",1.4004854,1.8112983,0.7246771,1.0583289,-0.3336518
56,0.036478736,0.32575327,"('impractical', 'practical')",-0.6244688,-0.04273159,-0.293995,0.1415108,-0.4355058
0,-0.024844583,0.073588714,"('unsociable', 'sociable')",-0.08951475,0.25546968,-0.0571797,0.1645292,-0.2217089
64,0.02002789,0.2242487,"('shy', 'confident')",-6.5932484,-6.5442224,-3.2866101,-3.1599867,-0.1266234
22,0.018273206,0.35663888,"('untrustworthy', 'trustworthy')",-0.6491752,-0.5052569,-0.315451,-0.074309,-0.241142
