,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
86,0.8541946,0.15890273,"('uninfluential', 'influential')",-0.23617296,-0.6113993,-1.3618349,-1.7416211,-1.3773758,-1.7375193,-0.2299981,-0.3212768,-0.4702374,-0.8505828,0.3803454
19,-0.80048215,-0.37654984,"('inhospitable', 'hospitable')",-0.51383334,-0.16239421,-0.14121523,-0.04658562,1.3346506,1.5928845,-0.082567625,0.04219792,-0.0406896,0.2099106,-0.2506002
85,0.79261076,1.2974821,"('insignificant', 'prestigious')",-0.08353573,0.38954628,1.5101117,1.8380845,2.3211136,2.9101882,1.0496632,1.0517101,1.1179927,1.4974022,-0.3794095
13,0.71160454,0.2757027,"('impolite', 'polite')",-0.19292,-0.7315749,-1.3255619,-1.4711412,-1.7171623,-2.3006809,-0.017803807,-0.13721736,-0.5083687,-0.8729824,0.3646137
83,0.7036703,0.55923015,"('powerless', 'powerful')",0.1957109,0.16415,-0.044857368,-0.020933494,-0.25209543,-0.22925982,-0.58402246,-0.44772255,0.0036812,0.0050929,-0.0014117
61,-0.6996957,-0.7647568,"('illogical', 'logical')",0.35907382,0.07903686,-0.059223752,-0.14502062,-0.22772288,-0.4308472,0.05565603,0.053421803,-0.1143825,-0.2416332,0.1272507
5,-0.69260067,0.04629401,"('distant', 'outgoing')",-0.40791452,0.19280232,0.9358018,1.3060317,2.5365014,2.9710867,-0.03822549,0.12345155,0.4667125,0.9279333,-0.4612208
3,-0.67734236,-0.9115519,"('repellent', 'pleasant')",-0.00332959,-0.2781035,-0.4583154,-0.66374457,-1.2255212,-1.6340638,-0.13850723,-0.1472646,-0.5006032,-0.7269457,0.2263425
82,-0.6563223,-0.72001904,"('poor', 'rich')",-0.9332637,-0.92990565,-1.3060243,-1.3141983,-1.8818578,-1.7417709,4.712482,4.566127,-0.0129972,-0.0279534,0.0149562
68,-0.65110815,-0.62076545,"('dependent', 'independent')",-0.15666442,-0.36354107,-0.74214774,-0.84046507,-0.46559536,-0.60617536,-0.40811485,-0.4290521,-0.4847261,-0.5719998,0.0872737
63,0.6442133,0.21769597,"('unperceptive', 'insightful')",-0.59774464,-0.81580424,-0.36076722,-0.49826166,-1.2428725,-1.4504554,1.6231898,1.6531337,0.0132038,-0.1787383,0.1919421
24,0.6397106,0.40145233,"('dishonest', 'honest')",-0.5413656,-0.7553249,-1.5557594,-1.5776827,-0.43447235,-0.7332266,0.33642977,0.6229916,-0.3110914,-0.408358,0.0972666
66,0.63342035,1.0069926,"('inactive', 'active')",0.8405552,0.84360766,2.0657082,2.119824,0.88098407,0.88892436,1.4440672,1.2937306,1.1729469,1.2306158,-0.0576689
55,0.60765094,-0.19181372,"('incompetent', 'clever')",-0.6610317,-1.2627187,-1.8403025,-2.2374334,-3.7445333,-4.3553305,-0.6721824,-0.52786744,-1.2620798,-1.7150328,0.452953
34,-0.6066883,-0.58535683,"('mean', 'honorable')",-1.87517,-1.8904386,-0.70964634,-0.7758045,0.5436997,0.39091077,5.226732,4.87262,0.5157854,0.4023862,0.1133992
37,-0.59005636,-0.9826672,"('fake', 'genuine')",0.51941204,0.3741291,-0.186876,-0.2864505,-0.1661847,-0.33792126,0.22788882,0.3367073,-0.0391632,-0.1792405,0.1400773
30,-0.5876351,-0.73556954,"('intolerant', 'tolerant')",-1.4177451,-1.578798,-2.030567,-2.1762967,-2.230728,-2.521082,0.7891029,0.8768762,-1.0955144,-1.226974,0.1314596
16,-0.5829257,-0.37790418,"('unpopular', 'popular')",0.07229727,0.2976651,0.84053046,1.0010042,-0.2712875,-0.027283873,0.53880054,0.36341918,0.119483,0.2513801,-0.1318971
73,0.5637336,0.7297929,"('helpless', 'self-reliant')",0.8537586,0.98470324,1.0254129,1.0623776,0.0054482147,0.20873526,-2.685532,-2.3141057,-0.0474358,0.1343006,-0.1817364
79,-0.5417587,-0.3309033,"('wavering', 'unwavering')",0.47021255,0.6193781,1.2367136,1.1823844,1.0977296,1.5340868,0.17358452,-0.0014016256,0.4872963,0.6007089,-0.1134126
57,-0.53897655,-1.1295745,"('unimaginative', 'imaginative')",-1.1538334,-1.5128099,-1.8628571,-2.0383222,-3.3558617,-3.6214442,-2.270831,-2.1278841,-1.8364719,-2.0860069,0.249535
67,0.5359925,0.72599006,"('doubtful', 'determined')",0.37987012,0.39308345,0.16215405,0.28631884,1.0185251,0.9178002,-0.15193586,0.018133678,0.3889212,0.4682652,-0.079344
8,0.5332732,0.6630441,"('unaffectionate', 'affectionate')",-1.2071434,-0.9088291,-0.18939222,-0.07671353,1.277533,1.5721233,0.38486892,0.6116893,0.1598279,0.3722628,-0.2124349
39,0.5029899,0.28859156,"('exploitative', 'cooperative')",0.3888712,0.23150429,-0.7916267,-0.75731796,1.2798141,0.9475825,0.0023831008,0.17290045,0.2764863,0.1766522,0.0998341
47,-0.4924383,-0.5069861,"('stupid', 'smart')",-1.0147315,-1.0867896,-0.51386774,-0.58904016,-1.6227896,-1.7009435,4.1455503,3.8511121,0.1003446,-0.0065295,0.1068741
74,0.47963005,0.15859148,"('undedicated', 'dedicated')",0.33474916,0.18828441,-0.34499565,-0.4816094,-0.21805252,-0.33686152,-0.048993334,0.21472514,0.0404675,-0.051374,0.0918415
0,0.47715747,-0.19106913,"('unsociable', 'sociable')",-1.1042928,-1.6605172,-1.3270794,-1.6281657,-1.3637437,-1.9553804,-0.6922968,-0.7700398,-0.8020511,-1.2410345,0.4389834
45,-0.47490305,-1.1960171,"('incompetent', 'competent')",-0.6334437,-1.1098646,-1.6007093,-2.1370373,-1.5776143,-2.2109368,-0.51383054,-0.53399557,-0.9601002,-1.4375702,0.47747
27,-0.45566723,-0.5288957,"('hardhearted', 'softhearted')",-1.5370607,-1.5368512,-1.584539,-1.5411496,-0.09497073,-0.16726814,1.3006222,1.2995605,-0.4743231,-0.4949208,0.0205977
81,0.43363875,-0.1193079,"('submissive', 'aggressive')",-0.011433948,-0.45603284,-1.3801792,-1.6104851,-3.0044785,-3.5470803,-0.70088494,-0.6355785,-0.9326675,-1.273697,0.3410295
70,0.41416565,-0.22712019,"('lethargic', 'energetic')",-0.56473273,-1.0060577,-1.4929351,-1.841126,-1.9294677,-2.4854016,0.40359816,0.5313724,-0.6338744,-1.0056666,0.3717922
58,0.41132122,-0.2132055,"('undiscriminating', 'discriminating')",-0.72646016,-0.8360387,-0.3071391,-0.4716796,-0.3432625,-0.52107537,0.2049712,0.19447848,-0.1521139,-0.3695041,0.2173902
36,-0.40957862,0.0024246275,"('hostile', 'amicable')",-0.68532765,-0.18117231,1.2542951,1.3624141,2.2763612,3.0057473,-0.04616615,-0.16610935,0.4779168,0.8046609,-0.3267441
56,0.4064956,0.00376568,"('impractical', 'practical')",-0.14096044,-0.44918832,-1.9444164,-1.9926181,-1.3274126,-1.6706542,-0.26818097,-0.12021369,-0.6548949,-0.8457817,0.1908868
21,-0.39793983,-0.92273915,"('immoral', 'moral')",-0.5652917,-0.8406669,-1.1522727,-1.3233455,-3.613491,-3.934501,-1.0485811,-1.0022275,-1.3555153,-1.6046961,0.2491808
2,0.39048722,0.55501974,"('unlikable', 'likable')",-0.14907114,0.012529615,1.1093179,1.201472,0.7920609,0.93028307,0.4659231,0.83156615,0.5217436,0.7061741,-0.1844305
4,-0.38213488,-0.18719324,"('disliked', 'liked')",-0.85771215,-0.5837796,1.0020168,0.90267843,0.8260179,1.0845107,-5.011589,-4.7343826,-0.8846803,-0.7036333,-0.181047
77,-0.3217715,-0.5744421,"('unmotivated', 'motivated')",-0.7730689,-0.9622297,-0.77572656,-0.81059885,-1.0431634,-1.3496014,-0.67079484,-0.6410459,-0.716905,-0.8675837,0.1506787
43,0.29147512,-0.0989955,"('irresponsible', 'responsible')",-0.03497747,-0.45202067,-2.2395902,-2.3599894,-1.0274389,-1.5307305,0.20106024,0.39145976,-0.5618942,-0.8100553,0.2481611
53,-0.285618,-0.43666363,"('uncreative', 'creative')",-0.85412085,-0.7102094,-0.17726517,-0.068366736,-0.5755408,-0.49284968,0.7721698,0.81600267,-0.224075,-0.1784174,-0.0456576
20,0.2819127,-0.025340464,"('rough', 'thoughtful')",-1.4160576,-1.4202082,0.22557384,0.162458,-0.52325517,-0.43566632,1.2297314,1.3397288,-0.040419,-0.0758056,0.0353866
64,0.2679521,0.26510835,"('shy', 'confident')",-0.262817,-0.39705363,0.16173062,0.04130458,-0.5618885,-0.9603696,-5.0391626,-4.7361903,-1.0868371,-1.1574401,0.070603
23,0.26495913,-0.29629984,"('insincere', 'sincere')",-0.43393195,-0.77370226,-2.235954,-2.2271688,-0.7124377,-1.1312196,4.7658563,4.5564284,0.3296984,0.0256076,0.3040908
33,0.26190168,0.2800792,"('wrong', 'right')",1.0807569,1.1796877,1.1792364,1.4223838,0.90038687,1.1701524,-0.1713851,-0.09868631,0.6501793,0.7907234,-0.1405441
41,0.26158074,-0.04600186,"('unforgiving', 'forgiving')",-2.0733438,-1.8639783,-0.8262746,-0.8841683,-0.18103328,-0.12073216,0.038645312,0.11599276,-0.5560852,-0.5597775,0.0036923
65,-0.23534316,-0.6586275,"('insecure', 'secure')",-0.6283114,-1.1594309,-1.223053,-1.5589097,-2.5243964,-3.0544565,-0.6530691,-0.62563264,-1.0528346,-1.4114114,0.3585768
78,0.23484854,-0.040901467,"('nonresilient', 'resilient')",0.8073394,0.7297245,0.16919109,-0.051285386,-0.049099594,-0.252311,1.3366418,1.0260905,0.4997843,0.2822634,0.2175209
54,-0.22366746,0.07146907,"('incapable', 'capable')",-0.02874595,0.23600388,-0.28851765,-0.08326522,1.2898433,1.3991835,0.9746396,1.2202384,0.3447104,0.568726,-0.2240156
17,-0.20160562,-0.087172575,"('nasty', 'nice')",-1.2040912,-1.1285969,0.21979369,0.23211294,0.371044,0.42696103,-0.6075448,-0.64677894,-0.2844808,-0.2406949,-0.0437859
11,-0.16398238,-0.68611383,"('unhelpful', 'helpful')",-1.119836,-1.35453,-2.6378326,-2.729034,-1.8766754,-2.3393853,1.9550259,1.8126678,-0.7686601,-1.0592791,0.290619
32,0.15956657,-0.0057673343,"('unkind', 'kind')",-0.34611177,-0.4898039,-1.2431474,-1.3156706,-1.4814508,-1.5454487,0.7998618,0.915123,-0.4222563,-0.4883135,0.0660572
38,0.14711475,0.035624452,"('untruthful', 'truthful')",0.20284455,0.17551163,-1.4008436,-1.256411,0.08963308,0.13430484,0.41710436,0.55463445,-0.1088294,-0.0712671,-0.0375623
28,-0.11498013,-0.603045,"('disloyal', 'loyal')",-0.08672662,-0.4089713,-0.8021963,-1.1641698,-1.532895,-1.5948137,0.07019936,-0.018328067,-0.4933197,-0.7578656,0.2645459
1,0.09454881,0.16691928,"('unfriendly', 'friendly')",-1.607802,-1.2827789,-0.6599804,-0.47977352,0.7346136,1.2249691,1.5653813,1.6445829,0.0253523,0.2547838,-0.2294315
76,0.08682666,-0.35629046,"('anxious', 'daring')",0.74605745,0.45235422,0.49354994,0.29764485,-1.2390125,-1.680191,0.059397154,0.2010187,0.0293638,-0.2170928,0.2464566
14,0.07541095,-0.48811433,"('antisocial', 'social')",-0.046301983,-0.5512256,-0.55238473,-0.8576548,-1.8215126,-2.252192,-0.8842417,-0.7673148,-0.645806,-0.9833003,0.3374943
59,-0.07468882,0.4882669,"('foolish', 'wise')",0.5046006,0.72518206,1.136867,1.1934662,0.24945308,0.75996536,0.6276457,0.6106792,0.4887755,0.755512,-0.2667365
7,-0.074373946,-0.63787806,"('insensitive', 'sensitive')",0.08983153,-0.264164,-1.9965705,-2.2148035,-0.9668241,-1.3480803,0.4034033,0.41440517,-0.5089067,-0.8101041,0.3011974
48,0.06446411,-0.27965018,"('unintelligent', 'intelligent')",-1.3769293,-1.6408638,-1.6677134,-1.7415963,-2.4761336,-2.5793478,0.33881304,0.40406668,-1.0234999,-1.1674783,0.1439784
88,0.047493033,-0.029569069,"('low', 'eminent')",-1.3528967,-1.2804852,-0.6456766,-0.54618424,-1.5620663,-1.358189,0.21096905,0.37261105,-0.6604355,-0.5683633,-0.0920722
35,0.036458652,0.6652465,"('corrupt', 'incorrupt')",0.28374597,0.7962913,1.5855294,1.875056,3.312829,3.9763107,-0.08140559,-0.13957767,1.0274315,1.4346653,-0.4072338
18,0.023738593,0.04528086,"('disagreeable', 'welcoming')",-1.5027456,-1.3045714,0.92795944,0.9900559,-0.5546352,-0.4729429,-0.49899918,-0.46034718,-0.3209364,-0.2405049,-0.0804315
25,-0.02180712,0.28974193,"('egoistic', 'altruistic')",-0.7447059,-0.45315588,0.8462348,1.0482767,1.3881239,1.7284827,0.8187671,1.0114914,0.4573225,0.7249674,-0.2676449
69,-0.020508934,0.44965613,"('lazy', 'industrious')",1.0089765,1.2915238,2.616102,2.770571,2.5164464,3.024965,0.12715852,0.14547375,1.2496348,1.5364381,-0.2868033
51,0.0049773753,-0.14365849,"('uneducated', 'educated')",0.22280422,-0.025287874,-0.59161174,-0.7741739,-2.274721,-2.4948645,0.6854137,0.59724593,-0.3906275,-0.5681478,0.1775203
42,0.0032182112,-0.28037834,"('unreliable', 'reliable')",0.27264085,0.064270966,0.40850437,0.21336785,-1.2405552,-1.5232897,-2.4666083,-2.1139805,-0.60456,-0.728002,0.123442
60,0.0007319078,-0.6314271,"('inefficient', 'efficient')",0.06878743,-0.39405003,-1.7799903,-1.9442335,-2.5792124,-3.1784859,-0.0955165,0.20072512,-0.87704,-1.1894943,0.3124543
