,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
29,-2.223805,-1.8821179,"('unfair', 'fair')",-0.06731602,-0.08741055,-0.69611734,-0.7022083,-0.26543987,-0.21088204,-0.8346019,-0.80000126,-0.8174561,-0.736524,-0.0809321
12,1.8783727,1.5900373,"('unsupportive', 'supportive')",0.30536807,0.27622,-0.60161024,-0.5843531,0.00427178,-0.20794605,-0.9739163,-0.6443522,0.1224972,0.0859212,0.036576
52,-1.7021877,-1.1250881,"('irrational', 'rational')",-0.77824295,-0.43777183,1.0853803,1.2440859,1.1854528,1.4983482,-0.12286469,-0.22227068,-0.0664924,0.1914607,-0.2579531
26,1.5951383,1.5918179,"('hardhearted', 'benevolent')",-0.73882425,-0.65453,1.3157307,1.0496024,0.35374814,0.66161996,1.4757116,1.4892008,0.8003009,0.8275422,-0.0272413
9,1.5032909,1.450982,"('unaffectionate', 'caring')",0.132243,0.33096796,-0.5006774,-0.41590822,0.5867005,0.73006374,1.0119988,1.1423755,0.5467112,0.6476962,-0.100985
31,-1.4410005,-0.7965979,"('evil', 'good')",-1.6611578,-1.1226804,0.96698713,1.0957518,2.1729844,2.862902,-1.0946544,-1.0654857,-0.2113683,0.1947779,-0.4061462
71,1.3096348,1.5049293,"('diffident', 'self-confident')",0.9303086,1.0065076,0.13153759,0.18256502,2.4754944,2.6182523,0.86383283,0.8203729,1.1421617,1.2265254,-0.0843637
40,1.2831352,0.9711721,"('stingy', 'generous')",-0.77939665,-0.6877337,-0.5264658,-0.5979209,-0.3941994,-0.44686493,-1.1486304,-1.0291772,-0.3131114,-0.3581049,0.0449935
46,1.2322657,0.29571465,"('uncompetitive', 'competitive')",0.5250063,-0.044520684,-0.6251859,-0.95069677,-2.5717154,-3.3089669,-0.15825506,-0.22242291,-0.3195769,-0.8461785,0.5266016
22,-1.2274315,-1.7182481,"('untrustworthy', 'trustworthy')",-1.4004548,-1.6673969,-1.1465882,-1.5457306,-1.6270671,-1.8594195,-1.3190651,-1.268018,-1.3441214,-1.6117626,0.2676412
49,-1.2180741,-1.1314284,"('unable', 'able')",-1.2076815,-1.0195854,-0.9075484,-0.93750167,-0.37740377,-0.4009494,-0.33534703,-0.15893306,-0.809211,-0.7296796,-0.0795314
72,1.1443152,1.1190239,"('unambitious', 'ambitious')",0.032886572,0.034715906,-1.0164702,-0.8050955,-0.7280697,-0.5843754,-0.8628343,-0.36599556,-0.2860345,-0.1203453,-0.1656892
75,-1.0871823,-0.5783309,"('meek', 'impulsive')",0.1607104,0.46939793,0.22740674,0.53869456,1.6783726,2.039638,-0.035638083,0.0939239,0.1887339,0.5126647,-0.3239308
84,1.0730183,1.0631161,"('inferior', 'superior')",0.7212864,0.73802596,0.37960008,0.35747364,0.16982687,0.14815372,0.98595154,0.9914127,0.6659367,0.6596364,0.0063003
44,-1.024167,-0.8293655,"('prejudiced', 'unprejudiced')",-0.59519976,-0.48338702,-0.490347,-0.2367213,-0.74890137,-0.8175363,-1.4924506,-1.3175191,-0.8702131,-0.7369059,-0.1333072
62,0.9329914,0.38839507,"('incompetent', 'brilliant')",0.11364414,-0.12991787,-2.2768028,-2.3195662,-1.6459565,-2.140737,0.22743414,0.54192936,-0.5297379,-0.7319794,0.2022415
15,-0.9148215,-0.6468454,"('boring', 'funny')",-0.44632164,-0.1798217,0.5047673,0.6263454,-0.06038688,0.23952985,0.10347025,0.16049773,-0.1626585,0.0399412,-0.2025997
6,-0.91095626,-0.16048682,"('distant', 'open')",0.5383387,1.0764948,1.012163,1.2810487,1.9691614,2.4816291,0.24767208,0.30481717,0.5712758,0.9967007,-0.4254249
50,-0.9074312,-1.0568173,"('clumsy', 'skillful')",1.6265391,1.6597068,2.440909,2.2788389,0.53982157,0.59967214,0.972816,0.984276,0.9345308,0.8931353,0.0413955
10,0.8990255,0.07959692,"('unsympathetic', 'sympathetic')",-1.0113478,-1.5786847,-2.8062437,-3.2129512,-3.3331797,-4.077252,-0.20174952,-0.16907912,-1.290699,-1.791674,0.500975
80,0.8638546,0.2178376,"('dominated', 'dominating')",0.99470484,0.51171774,-0.46139047,-0.8183333,-1.6189288,-2.3008134,-1.0076447,-1.1936138,-0.2458809,-0.716641,0.4707601
87,0.86129534,0.6524166,"('unsuccessful', 'successful')",1.128937,0.9400823,2.0359025,1.9784842,0.19725634,-0.04490728,1.4830766,1.3413191,1.1412936,0.9734789,0.1678147
