,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.3508713,-2.2442255,"('hostile', 'amicable')",-0.052013278,-0.13416761,-1.2014422,-1.1891966,-0.0122456
60,2.2203848,2.0684004,"('inefficient', 'efficient')",0.5542721,0.51937556,1.3873285,1.293888,0.0934405
79,-1.9731331,-1.7760623,"('wavering', 'unwavering')",-0.15636633,-0.1791015,-1.0647497,-0.9775819,-0.0871678
31,-1.8414562,-1.7713059,"('evil', 'good')",-0.9858814,-1.0977657,-1.4136688,-1.4345357,0.0208669
19,-1.8241826,-1.7479407,"('inhospitable', 'hospitable')",-0.35750404,-0.33619496,-1.0908433,-1.0420678,-0.0487755
6,-1.8063831,-1.6651471,"('distant', 'open')",0.3999697,0.31444368,-0.7032067,-0.6753517,-0.027855
53,-1.7560247,-1.8270609,"('uncreative', 'creative')",0.993762,0.9606006,-0.3811314,-0.4332302,0.0520988
85,-1.6987377,-1.5672213,"('insignificant', 'prestigious')",0.3785424,0.30853072,-0.6600977,-0.6293453,-0.0307524
8,-1.5155048,-1.3875959,"('unaffectionate', 'affectionate')",0.9139658,0.87621456,-0.3007695,-0.2556907,-0.0450788
1,-1.5131956,-1.4684434,"('unfriendly', 'friendly')",1.836625,1.6644489,0.1617147,0.0980027,0.063712
30,1.5010324,1.3663327,"('intolerant', 'tolerant')",1.2409295,1.1737379,1.370981,1.2700353,0.1009457
66,-1.4968278,-1.341076,"('inactive', 'active')",0.48851183,0.6785243,-0.504158,-0.3312759,-0.1728821
5,-1.4907992,-1.4421681,"('distant', 'outgoing')",-0.15096766,-0.25153944,-0.8208834,-0.8468538,0.0259704
81,1.4016774,1.2063894,"('submissive', 'aggressive')",-0.5359539,-0.6020841,0.4328617,0.3021527,0.130709
52,-1.2674407,-1.3265786,"('irrational', 'rational')",0.16080238,-0.0014206097,-0.5533192,-0.6639996,0.1106804
9,-1.258452,-1.1518695,"('unaffectionate', 'caring')",1.2612951,1.1978233,0.0014215,0.0229769,-0.0215554
21,1.189637,1.0113362,"('immoral', 'moral')",-0.55857927,-0.5958206,0.3155288,0.2077578,0.107771
56,1.140307,1.0858104,"('impractical', 'practical')",0.15403248,0.092396885,0.6471697,0.5891036,0.0580661
14,1.08601,1.0282507,"('antisocial', 'social')",-0.76614106,-0.62613225,0.1599345,0.2010592,-0.0411247
62,1.0013479,0.911427,"('incompetent', 'brilliant')",0.65085524,0.5320804,0.8261015,0.7217537,0.1043478
80,0.96643674,1.0453656,"('dominated', 'dominating')",-1.3020973,-1.1582577,-0.1678303,-0.0564461,-0.1113842
65,0.90813357,0.69284946,"('insecure', 'secure')",-0.18107073,-0.095507674,0.3635314,0.2986709,0.0648605
55,0.8702353,0.7754814,"('incompetent', 'clever')",0.40418178,0.33839044,0.6372086,0.5569359,0.0802727
86,-0.8596681,-0.8532755,"('uninfluential', 'influential')",-0.08779046,-0.11553261,-0.4737293,-0.484404,0.0106747
35,-0.8583561,-0.7644304,"('corrupt', 'incorrupt')",-0.41318285,-0.39878336,-0.6357695,-0.5816069,-0.0541626
