,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
22,0.8580051,0.8499785,"('untrustworthy', 'trustworthy')",-0.7785427,-0.70540357,0.0397312,0.0722875,-0.0325563
64,0.84632164,0.7860175,"('shy', 'confident')",-6.316588,-6.2890477,-2.7351332,-2.7515152,0.016382
28,-0.7827504,-0.85883904,"('disloyal', 'loyal')",0.9148739,0.8125226,0.0660617,-0.0231582,0.0892199
75,-0.7633232,-0.7709597,"('meek', 'impulsive')",-0.44188538,-0.5066283,-0.6026043,-0.6387939,0.0361896
67,0.763174,0.76480937,"('doubtful', 'determined')",-0.6245473,-0.534776,0.0693133,0.1150167,-0.0457034
13,0.7624822,0.6988196,"('impolite', 'polite')",-0.29852694,-0.28829303,0.2319776,0.2052633,0.0267143
16,-0.76184857,-0.6892617,"('unpopular', 'popular')",0.4620026,0.37573814,-0.149923,-0.1567618,0.0068388
32,0.74487126,0.84195083,"('unkind', 'kind')",0.82552385,0.8962635,0.7851976,0.8691071,-0.0839095
54,-0.7405714,-0.65377134,"('incapable', 'capable')",1.2678598,1.4039896,0.2636442,0.3751091,-0.1114649
57,-0.7327636,-0.6693494,"('unimaginative', 'imaginative')",-2.255753,-2.2464046,-1.4942583,-1.457877,-0.0363813
76,0.7164898,0.7121585,"('anxious', 'daring')",0.39583275,0.52272195,0.5561613,0.6174402,-0.0612789
39,0.69866645,0.6791264,"('exploitative', 'cooperative')",0.11826014,0.20243624,0.4084633,0.4407813,-0.032318
4,-0.69865066,-0.598253,"('disliked', 'liked')",-6.2564797,-6.4882746,-3.4775653,-3.5432639,0.0656986
47,0.6601831,0.74408466,"('stupid', 'smart')",5.446235,5.693287,3.0532091,3.2186859,-0.1654768
42,0.54704523,0.722829,"('unreliable', 'reliable')",-2.5983355,-2.4856389,-1.0256451,-0.8814049,-0.1442402
26,-0.52545565,-0.28049442,"('hardhearted', 'benevolent')",1.4775767,1.5086116,0.4760605,0.6140586,-0.1379981
48,0.4988149,0.39386714,"('unintelligent', 'intelligent')",1.0939807,0.9116381,0.7963978,0.6527526,0.1436452
41,0.4734911,0.6169327,"('unforgiving', 'forgiving')",0.080129676,-0.045667715,0.2768104,0.2856325,-0.0088221
17,-0.47232598,-0.4530203,"('nasty', 'nice')",-0.8769284,-0.9667742,-0.6746272,-0.7098973,0.0352701
82,-0.4665537,-0.5102471,"('poor', 'rich')",6.3429418,6.4008274,2.938194,2.9452901,-0.0070961
18,-0.45629898,-0.4863385,"('disagreeable', 'welcoming')",-0.37718052,-0.3827197,-0.4167398,-0.4345291,0.0177893
88,-0.44452855,-0.4850514,"('low', 'eminent')",0.11237465,0.00120412,-0.166077,-0.2419236,0.0758466
7,0.43075055,0.32907572,"('insensitive', 'sensitive')",0.7773378,0.8077599,0.6040442,0.5684178,0.0356264
46,0.43014455,0.34056756,"('uncompetitive', 'competitive')",-0.4673099,-0.55046034,-0.0185827,-0.1049464,0.0863637
44,0.38877124,0.5179887,"('prejudiced', 'unprejudiced')",-1.2431011,-1.058337,-0.4271649,-0.2701741,-0.1569908
58,-0.38621902,-0.33655453,"('undiscriminating', 'discriminating')",0.015525397,0.022251695,-0.1853468,-0.1571514,-0.0281954
63,0.37003243,0.3496448,"('unperceptive', 'insightful')",1.298104,1.1752857,0.8340682,0.7624652,0.071603
70,0.34946546,0.3002571,"('lethargic', 'energetic')",0.7114387,0.8583556,0.5304521,0.5793064,-0.0488543
25,-0.34721816,-0.49125394,"('egoistic', 'altruistic')",1.2751304,1.0861092,0.4639561,0.2974276,0.1665285
29,-0.34075168,-0.40980336,"('unfair', 'fair')",-0.40788376,-0.343386,-0.3743177,-0.3765947,0.002277
68,-0.34057447,-0.5108798,"('dependent', 'independent')",-0.38481256,-0.4875521,-0.3626935,-0.499216,0.1365225
43,0.32142657,0.50988084,"('irresponsible', 'responsible')",0.49316046,0.7168522,0.4072935,0.6133665,-0.206073
87,0.3206056,0.40636486,"('unsuccessful', 'successful')",0.9258414,1.0971236,0.6232235,0.7517443,-0.1285208
69,-0.31619686,-0.21150672,"('lazy', 'industrious')",-0.4601279,-0.45326185,-0.3881624,-0.3323843,-0.0557781
11,0.31497568,0.24096036,"('unhelpful', 'helpful')",1.7184784,1.674564,1.0167271,0.9577622,0.0589649
78,-0.30756772,-0.19859117,"('nonresilient', 'resilient')",0.45221555,0.40492067,0.0723239,0.1031647,-0.0308408
2,0.29776445,0.436452,"('unlikable', 'likable')",0.48061198,0.5908141,0.3891882,0.5136331,-0.1244449
50,-0.29491672,-0.20362087,"('clumsy', 'skillful')",0.3945903,0.36408192,0.0498368,0.0802305,-0.0303937
73,0.26076725,0.22038953,"('helpless', 'self-reliant')",-2.7698584,-2.8704817,-1.2545456,-1.3250461,0.0705005
71,-0.2582212,-0.14301375,"('diffident', 'self-confident')",0.5853051,0.6407344,0.1635419,0.2488603,-0.0853184
37,0.23634186,0.3149697,"('fake', 'genuine')",0.61764246,0.68872076,0.4269922,0.5018452,-0.074853
24,0.20067209,0.25892535,"('dishonest', 'honest')",0.75931907,0.8211808,0.4799956,0.5400531,-0.0600575
15,-0.19018576,-0.17567283,"('boring', 'funny')",0.32567674,0.2816825,0.0677455,0.0530048,0.0147407
0,0.17908458,0.18940237,"('unsociable', 'sociable')",-0.34514883,-0.40464902,-0.0830321,-0.1076233,0.0245912
3,-0.17827831,-0.41749084,"('repellent', 'pleasant')",0.017164432,-0.0018308726,-0.0805569,-0.2096609,0.129104
27,-0.17442131,-0.098818794,"('hardhearted', 'softhearted')",1.5083345,1.4944861,0.6669566,0.6978337,-0.0308771
38,-0.16659048,-0.10183875,"('untruthful', 'truthful')",-0.05437098,-0.1627329,-0.1104807,-0.1322858,0.0218051
45,0.15799865,0.37651435,"('incompetent', 'competent')",0.31833234,0.33814725,0.2381655,0.3573308,-0.1191653
33,-0.13133894,-0.06093171,"('wrong', 'right')",-0.5125169,-0.5248113,-0.3219279,-0.2928715,-0.0290564
59,-0.12420852,-0.1530259,"('foolish', 'wise')",0.31682646,0.34380808,0.096309,0.0953911,0.0009179
83,-0.12375648,-0.15573914,"('powerless', 'powerful')",-0.97104126,-0.99461854,-0.5473989,-0.5751789,0.02778
49,0.120488286,0.09436417,"('unable', 'able')",0.11447171,0.08765594,0.11748,0.0910101,0.0264699
20,0.110709414,0.08242597,"('rough', 'thoughtful')",1.2667086,1.3336402,0.688709,0.7080331,-0.0193241
74,0.10287673,0.29146993,"('undedicated', 'dedicated')",0.119885765,0.24082004,0.1113812,0.266145,-0.1547638
23,0.09353871,-0.004945118,"('insincere', 'sincere')",5.53597,5.503203,2.8147545,2.7491288,0.0656257
72,-0.08483578,-0.13569969,"('unambitious', 'ambitious')",-0.58964723,-0.49077582,-0.3372415,-0.3132378,-0.0240037
61,0.078000866,-0.0038096383,"('illogical', 'logical')",0.2078969,0.23657745,0.1429489,0.1163839,0.026565
40,-0.07340896,-0.09610115,"('stingy', 'generous')",-1.1437869,-1.4067405,-0.6085979,-0.7514209,0.142823
10,-0.06727666,0.01801176,"('unsympathetic', 'sympathetic')",-0.2879248,-0.17952079,-0.1776007,-0.0807545,-0.0968462
51,-0.028765365,-0.26219928,"('uneducated', 'educated')",0.28644776,0.160469,0.1288412,-0.0508651,0.1797063
12,0.013031492,0.124342114,"('unsupportive', 'supportive')",-1.6688776,-1.6865429,-0.8279231,-0.7811004,-0.0468227
84,0.010511133,-0.11640539,"('inferior', 'superior')",1.0446382,0.9804944,0.5275747,0.4320445,0.0955302
34,0.010410007,-0.04165885,"('mean', 'honorable')",6.035264,6.0760827,3.0228369,3.0172119,0.005625
77,0.0006725406,-0.21149367,"('unmotivated', 'motivated')",-0.8614573,-0.96876657,-0.4303924,-0.5901301,0.1597377
