,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
52,-0.8923466,-0.70179373,"('irrational', 'rational')",-0.55803114,-0.39495903,-0.25730467,-0.23052259,-0.5692275,-0.4424251,-0.1268024
14,0.7794755,0.676244,"('antisocial', 'social')",1.0625517,0.8876457,0.5489894,0.5993114,0.7970055,0.721067,0.0759385
57,-0.757548,-0.78172183,"('unimaginative', 'imaginative')",0.52945983,0.5038002,-0.5321149,-0.251558,-0.253401,-0.1764932,-0.0769078
62,0.74102944,0.5417291,"('incompetent', 'brilliant')",1.0892962,0.86178786,0.30333328,0.122133255,0.7112196,0.5085501,0.2026695
59,-0.72268546,-0.49213457,"('foolish', 'wise')",0.019090487,0.3044809,-0.34204024,-0.1879558,-0.3485451,-0.1252032,-0.2233419
24,-0.7199244,-0.8777209,"('dishonest', 'honest')",-1.5775787,-1.5862542,0.08436307,0.11539443,-0.7377133,-0.7828603,0.045147
35,-0.71301275,-0.51772183,"('corrupt', 'incorrupt')",-0.5847954,-0.38262752,-0.10282996,0.0011895951,-0.4668794,-0.2997199,-0.1671595
10,-0.7082568,-0.9702287,"('unsympathetic', 'sympathetic')",-1.0716943,-1.1165259,-1.3502162,-1.1970329,-1.0433891,-1.0945958,0.0512067
16,-0.7028918,-0.67431176,"('unpopular', 'popular')",-0.26036975,-0.07277328,0.058804423,-0.06756291,-0.3014857,-0.2715493,-0.0299364
55,0.6600672,0.47174564,"('incompetent', 'clever')",0.37785748,0.28860685,-0.547703,-0.3681973,0.1634072,0.1307184,0.0326888
3,-0.6586975,-0.6577637,"('repellent', 'pleasant')",-0.2489437,-0.24967344,-0.8348089,-0.7614666,-0.5808167,-0.5563013,-0.0245154
84,0.6412051,0.70113945,"('inferior', 'superior')",0.26054057,0.20358653,0.58471364,0.5436979,0.4954864,0.482808,0.0126784
26,-0.63951826,-0.49451625,"('hardhearted', 'benevolent')",0.24908486,0.32143784,2.4495728,2.5781364,0.6863798,0.801686,-0.1153062
68,-0.61382675,-0.62006414,"('dependent', 'independent')",-0.38376018,-0.28215122,-1.0910496,-1.054338,-0.6962121,-0.6521844,-0.0440277
15,0.6011853,0.5406042,"('boring', 'funny')",0.08220934,-0.011985201,0.2928674,0.2175106,0.3254207,0.2487099,0.0767108
51,-0.59096026,-0.6643535,"('uneducated', 'educated')",-0.03956552,-0.085917965,0.11315295,0.12592386,-0.1724576,-0.2081159,0.0356583
44,0.58738565,0.7730682,"('prejudiced', 'unprejudiced')",-0.19404714,-0.11302015,-1.3408619,-1.0708696,-0.3158411,-0.1369405,-0.1789006
72,-0.583658,-0.6588974,"('unambitious', 'ambitious')",-0.36519125,-0.5015168,0.7642944,0.7228405,-0.0615183,-0.1458579,0.0843396
40,-0.5611476,-0.5008196,"('stingy', 'generous')",0.2638873,0.29481232,-0.87867534,-0.76192623,-0.3919785,-0.3226445,-0.069334
32,-0.5461358,-0.5763103,"('unkind', 'kind')",-0.31270054,-0.2592934,0.076576434,0.24042647,-0.2607533,-0.1983924,-0.0623609
13,0.5460025,0.35201296,"('impolite', 'polite')",-0.10112817,-0.1061148,-0.59649134,-0.52701294,-0.050539,-0.0937049,0.0431659
30,0.5194515,0.62821937,"('intolerant', 'tolerant')",1.4997193,1.5814313,0.21600014,0.52358365,0.7450569,0.9110781,-0.1660212
74,-0.5096055,-0.4550734,"('undedicated', 'dedicated')",0.1893794,0.26968288,0.65936476,0.87943125,0.1130462,0.2313469,-0.1183007
11,-0.4967828,-0.5577977,"('unhelpful', 'helpful')",0.8882606,0.76221395,0.264598,0.18688889,0.2186919,0.130435,0.0882569
67,0.4879114,0.50972027,"('doubtful', 'determined')",0.4506274,0.44471866,-0.4795327,-0.41850978,0.153002,0.178643,-0.025641
37,0.48579967,0.3712582,"('fake', 'genuine')",-0.37721106,-0.4000814,0.2283178,0.2015896,0.1123021,0.0575888,0.0547133
42,0.4545215,0.46492904,"('unreliable', 'reliable')",-0.96123326,-0.8527362,-1.745508,-1.2189302,-0.7507399,-0.5355791,-0.2151608
73,0.441091,0.48266298,"('helpless', 'self-reliant')",0.8235459,0.98882836,-1.621896,-1.244486,-0.1190864,0.0756685,-0.1947549
77,-0.42783177,-0.28076932,"('unmotivated', 'motivated')",0.56416804,0.51003456,-1.1119483,-1.1407396,-0.325204,-0.3038248,-0.0213792
78,-0.4027614,-0.74567276,"('nonresilient', 'resilient')",0.93214136,0.6521756,0.44949177,0.13660659,0.3262906,0.0143698,0.3119208
61,-0.38224137,-0.41015255,"('illogical', 'logical')",0.2960076,0.35231075,0.5773416,0.6815537,0.1637026,0.207904,-0.0442014
0,-0.37764466,-0.61472017,"('unsociable', 'sociable')",-0.6772039,-0.70542127,-0.7229985,-0.5555292,-0.5926157,-0.6252236,0.0326079
41,-0.3776181,-0.31656116,"('unforgiving', 'forgiving')",-0.6601901,-0.59313613,0.6094954,0.92458564,-0.1427709,0.0049628,-0.1477337
2,0.37447733,0.40065122,"('unlikable', 'likable')",0.14407209,0.25818154,0.43776435,0.6450439,0.3187713,0.4346255,-0.1158542
12,-0.34931478,-0.3990533,"('unsupportive', 'supportive')",0.9074456,0.8209307,-0.7268754,-0.6548168,-0.0562482,-0.0776465,0.0213983
81,0.3394595,0.32354304,"('submissive', 'aggressive')",1.1215096,0.9394244,-0.9901734,-0.8450912,0.1569319,0.1392921,0.0176398
21,0.3301352,0.30291957,"('immoral', 'moral')",0.011979604,0.107439525,-1.7164748,-1.5086529,-0.45812,-0.3660979,-0.0920221
4,-0.32668898,-0.36466888,"('disliked', 'liked')",0.035327327,0.038901925,-1.9777192,-1.6025494,-0.7563603,-0.6427721,-0.1135882
64,0.31223646,0.45955148,"('shy', 'confident')",-0.005510878,-0.01133769,-3.4555504,-2.8818016,-1.0496083,-0.8111959,-0.2384124
46,0.30555105,0.2484906,"('uncompetitive', 'competitive')",0.4311764,0.46400732,-0.9024244,-0.6806627,-0.0552323,0.0106118,-0.0658441
75,-0.29586607,-0.29246974,"('meek', 'impulsive')",0.45745635,0.46969923,-0.17611703,-0.36763203,-0.0048423,-0.0634675,0.0586252
20,0.28744528,0.17030984,"('rough', 'thoughtful')",0.495259,0.43124208,0.67200184,0.56654507,0.484902,0.3893657,0.0955363
43,-0.2776832,-0.44365668,"('irresponsible', 'responsible')",-0.4696249,-0.49793425,0.2720886,0.48092845,-0.1584065,-0.1535542,-0.0048523
22,0.266081,0.15221623,"('untrustworthy', 'trustworthy')",-0.65133363,-0.67021024,-0.50862473,-0.45224506,-0.2979591,-0.323413,0.0254539
63,-0.26537693,-0.35987753,"('unperceptive', 'insightful')",0.43406647,0.3521259,0.742804,0.65685,0.3038312,0.2163661,0.0874651
7,0.23140307,0.21672368,"('insensitive', 'sensitive')",0.3309843,0.34404463,-0.08770764,-0.12243603,0.1582266,0.1461108,0.0121158
58,-0.21255362,-0.23058587,"('undiscriminating', 'discriminating')",-0.033729617,0.014635455,0.80963606,0.91832167,0.1877843,0.2341237,-0.0463394
71,-0.18291324,-0.17675991,"('diffident', 'self-confident')",0.7948236,0.8730234,0.49458918,0.372809,0.3688332,0.3563575,0.0124757
49,0.17968638,0.09456231,"('unable', 'able')",0.80223966,0.66903913,-0.4310087,-0.5731437,0.1836391,0.0634859,0.1201532
70,-0.17123207,-0.28990376,"('lethargic', 'energetic')",-0.18902549,-0.16451678,-0.15262419,-0.123052016,-0.1709606,-0.1924909,0.0215303
17,-0.16308069,-0.17986834,"('nasty', 'nice')",-0.78781456,-0.7653466,-1.097862,-1.1434455,-0.6829191,-0.6962202,0.0133011
45,-0.15439963,-0.46598932,"('incompetent', 'competent')",-0.509817,-0.5858454,0.92913914,0.8479271,0.0883075,-0.0679692,0.1562767
34,-0.14359081,-0.19932961,"('mean', 'honorable')",-0.20326573,-0.24601115,3.121196,2.595841,0.9247798,0.7168334,0.2079464
47,0.13269748,-0.023769315,"('stupid', 'smart')",0.63759315,0.6588005,3.5695827,3.2010927,1.4466244,1.278708,0.1679164
29,0.119176954,-0.017381012,"('unfair', 'fair')",-0.69059134,-0.8155982,-0.5220338,-0.65716946,-0.3644827,-0.4967162,0.1322335
33,-0.1053253,0.021455653,"('wrong', 'right')",0.20525901,0.23501226,0.3017677,0.21548751,0.1339005,0.1573185,-0.023418
83,-0.09188517,-0.1122549,"('powerless', 'powerful')",0.1445089,0.044309847,-0.48231056,-0.5049362,-0.1432289,-0.1909604,0.0477315
87,-0.05682029,-0.24266149,"('unsuccessful', 'successful')",0.7287278,0.66911066,1.6240901,1.328102,0.7653325,0.5848504,0.1804821
69,-0.047869712,0.14333507,"('lazy', 'industrious')",0.82703376,0.9535994,0.8605011,0.9083493,0.546555,0.6684279,-0.1218729
50,-0.03895142,-0.050862227,"('clumsy', 'skillful')",0.1777584,0.31514126,-0.6399077,-0.58307,-0.1670336,-0.1062636,-0.06077
48,0.010368068,-0.096412115,"('unintelligent', 'intelligent')",1.0306761,0.86774695,-0.50546074,-0.5350695,0.1785278,0.0787551,0.0997727
