,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
1,-2.0684078,-2.042358,"('unfriendly', 'friendly')",-0.46758598,-0.37956488,1.6513927,1.3235257,-0.294867,-0.3661323,0.0712653
6,-1.9304751,-1.9056091,"('distant', 'open')",-1.1760869,-1.0429935,0.2627294,0.097348124,-0.9479442,-0.9504182,0.002474
53,-1.7551004,-1.7195493,"('uncreative', 'creative')",0.20662437,0.33493263,1.0370551,0.9593867,-0.1704736,-0.1417433,-0.0287303
9,-1.7425128,-1.8107667,"('unaffectionate', 'caring')",-0.05271652,-0.079607934,0.71133703,0.57854193,-0.3612974,-0.4372776,0.0759802
5,-1.6000432,-1.6213568,"('distant', 'outgoing')",-0.51026267,-0.5608135,0.5380484,0.25595123,-0.5240858,-0.6420731,0.1179873
86,-1.5251383,-1.6723998,"('uninfluential', 'influential')",-0.44967175,-0.5693169,0.088182114,0.0646136,-0.628876,-0.725701,0.096825
31,-1.4212657,-1.1378362,"('evil', 'good')",-0.32412142,-0.0673645,0.03959242,0.025760477,-0.5685982,-0.3931467,-0.1754515
19,-1.4158994,-1.4069265,"('inhospitable', 'hospitable')",-1.1209551,-1.0170193,-0.59342355,-0.6242077,-1.043426,-1.0160512,-0.0273748
25,-1.4119868,-1.3791585,"('egoistic', 'altruistic')",0.045010556,0.037601255,0.96915114,0.9274907,-0.1326084,-0.1380222,0.0054138
8,-1.3103324,-1.4368193,"('unaffectionate', 'affectionate')",-0.19380908,-0.26520723,0.3051971,0.14800552,-0.3996481,-0.518007,0.1183589
85,-1.1861297,-0.8638502,"('insignificant', 'prestigious')",0.127579,0.41689605,0.25739166,0.3589274,-0.267053,-0.0293422,-0.2377108
54,-1.1833715,-1.0709473,"('incapable', 'capable')",-0.12630259,-0.026659334,0.2225351,0.17321718,-0.3623797,-0.3081298,-0.0542499
28,-1.0868063,-1.0393462,"('disloyal', 'loyal')",-0.20067805,-0.15347092,0.3783357,0.4570663,-0.3030496,-0.2452503,-0.0577993
23,-1.0827305,-1.1198578,"('insincere', 'sincere')",-0.63463,-0.70517224,2.4438899,2.0882573,0.2421765,0.0877424,0.1544341
36,-1.0816696,-0.7581488,"('hostile', 'amicable')",-1.0084785,-0.55624294,1.0605096,1.1674131,-0.3432128,-0.0489929,-0.2942199
88,-1.0576595,-0.87836134,"('low', 'eminent')",0.13312069,0.3066925,-0.06934033,-0.10732973,-0.3312931,-0.2263329,-0.1049602
60,1.0525606,0.8794806,"('inefficient', 'efficient')",0.7274229,0.4960497,-0.49358714,-0.3802833,0.4287988,0.331749,0.0970498
76,1.0476838,0.8771804,"('anxious', 'daring')",-0.016858466,-0.055107474,-0.60727715,-0.4648868,0.1411827,0.119062,0.0221207
27,-1.0356171,-1.1925893,"('hardhearted', 'softhearted')",-0.2604356,-0.21915054,-0.14459161,-0.21431333,-0.4802148,-0.5420177,0.0618029
56,1.0094855,0.7238647,"('impractical', 'practical')",0.41142118,0.16739547,0.60072124,0.44588718,0.673876,0.4457158,0.2281602
79,-1.0011082,-0.9234656,"('wavering', 'unwavering')",-1.255998,-1.1243745,-0.0088477675,-0.18551187,-0.755318,-0.7444506,-0.0108674
38,-0.99208087,-1.1144017,"('untruthful', 'truthful')",-0.6309679,-0.7444028,0.2972705,0.1245526,-0.4419261,-0.578084,0.1361579
39,0.9468161,1.2763952,"('exploitative', 'cooperative')",0.30206236,0.49306417,0.19786787,0.5770829,0.4822488,0.7821808,-0.299932
66,-0.92348284,-0.9585805,"('inactive', 'active')",-0.47244865,-0.39142758,1.4304781,1.2536681,0.0115155,-0.0321133,0.0436288
18,-0.9160212,-0.6492489,"('disagreeable', 'welcoming')",0.057726696,0.29563078,-1.1082103,-0.8801123,-0.6555016,-0.4112435,-0.2442581
80,0.89999014,0.60356253,"('dominated', 'dominating')",0.5484278,0.21811476,0.8281934,0.7839184,0.7588704,0.5351986,0.2236718
65,0.89751107,0.9456417,"('insecure', 'secure')",-0.5054235,-0.47439077,-0.1980649,-0.05071024,0.0646742,0.1401802,-0.075506
82,-0.89568156,-0.99141383,"('poor', 'rich')",-0.09582755,-0.017420683,3.510998,2.929146,0.8398296,0.6401039,0.1997257
