,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
1,-2.3526595,-2.5513518,"('unfriendly', 'friendly')",-1.1947457,-1.2764436,-0.3407316,-0.25351983,-1.4232341,-1.6760997,1.1798519,1.2582613,-0.8263038,-0.8998308,0.073527
52,-1.7079501,-1.8595282,"('irrational', 'rational')",-1.3425064,-1.4397858,-0.47338402,-0.5965218,-1.190053,-1.1228418,-0.6595566,-0.810074,-1.0746901,-1.1657503,0.0910602
80,1.7073761,1.4182776,"('dominated', 'dominating')",0.60840946,0.5421833,0.2495368,0.034553304,0.32048059,0.28290236,-0.6668581,-0.74221057,0.443789,0.3071412,0.1366478
6,-1.5842323,-1.6557566,"('distant', 'open')",-0.011891723,-0.13167076,0.11818254,0.14057033,-1.3229905,-1.3192124,-0.555097,-0.66538805,-0.6712058,-0.7262915,0.0550857
31,-1.5337728,-1.7199613,"('evil', 'good')",-0.4208359,-0.6861728,-0.48801628,-0.5755918,-1.2626235,-1.2834712,-1.2803591,-1.4152858,-0.9971215,-1.1360966,0.1389751
87,1.4924582,1.4217166,"('unsuccessful', 'successful')",0.45244184,0.55004865,1.97265,1.9504229,1.543414,1.6206707,0.6506125,0.7768931,1.2223153,1.2639504,-0.0416351
36,-1.3288163,-1.4969926,"('hostile', 'amicable')",-1.6145446,-1.8092986,-0.34742352,-0.42169714,-1.556696,-1.6876866,-0.41974503,-0.6348997,-1.0534451,-1.2101149,0.1566698
24,-1.2955277,-1.0579716,"('dishonest', 'honest')",-0.3862171,-0.22734389,-1.0247054,-0.72425973,-0.6194175,-0.48046556,0.5014388,0.67558503,-0.5648858,-0.3628912,-0.2019946
85,-1.2153715,-1.4093478,"('insignificant', 'prestigious')",-0.64623624,-0.78707165,1.1411089,1.0514429,-0.55242884,-0.7190141,-0.7869679,-0.7796415,-0.4119791,-0.5287265,0.1167474
50,1.1845062,0.9842835,"('clumsy', 'skillful')",0.0034923106,-0.054508958,1.5311658,1.4912722,0.25288466,0.056305338,0.037753567,0.06542173,0.6019605,0.5085548,0.0934057
28,-1.1534332,-1.3626215,"('disloyal', 'loyal')",-0.39906278,-0.48234677,-0.5726849,-0.503573,-0.3424155,-0.54043555,0.7749835,0.8739983,-0.3385226,-0.4029957,0.0644731
25,-1.1126857,-1.4497595,"('egoistic', 'altruistic')",-0.9983041,-1.3312111,0.16134426,-0.087283,-0.19619617,-0.5113772,0.8844038,0.81186694,-0.2522876,-0.5135527,0.2612651
75,1.1020088,1.2404888,"('meek', 'impulsive')",-0.70794755,-0.6510683,0.6073886,0.7420547,-0.5990494,-0.47181997,-0.4500947,-0.26664343,-0.0095389,0.1186024,-0.1281413
88,-1.100727,-1.0870957,"('low', 'eminent')",-1.1512792,-1.0559188,0.09156303,0.34923524,-0.62033826,-0.68445826,-0.47018877,-0.28971022,-0.650194,-0.5535895,-0.0966045
53,-1.0352645,-1.1380376,"('uncreative', 'creative')",-0.6314535,-0.6381313,0.47782904,0.5764582,-1.1248125,-1.2424251,0.8577547,0.9897702,-0.2911894,-0.2904731,-0.0007163
18,-1.0300556,-1.1512679,"('disagreeable', 'welcoming')",-1.3405138,-1.4726489,0.19873461,0.13589817,-0.21857712,-0.26325685,-1.1644403,-1.1988169,-0.7109705,-0.7900185,0.079048
81,1.0206842,1.0148804,"('submissive', 'aggressive')",0.18802388,0.29757372,0.5300467,0.4588179,0.6722818,0.45824462,-0.44782203,-0.49133128,0.3926429,0.347637,0.0450059
34,-0.9695863,-0.808138,"('mean', 'honorable')",-0.63956875,-0.4574451,-0.17383537,-0.02146171,0.2799135,0.30498058,5.4072404,5.4883995,0.7808327,0.9012671,-0.1204344
5,-0.96319866,-0.95125,"('distant', 'outgoing')",0.34577557,0.28934816,0.11959584,0.25651193,-0.84032804,-0.83522695,-0.6862298,-0.6918359,-0.404877,-0.3864905,-0.0183865
23,-0.94363296,-0.7780548,"('insincere', 'sincere')",0.15955143,0.352214,-0.86181134,-0.65662545,0.10953995,0.071668155,5.6361723,5.9124355,0.8199638,0.9803275,-0.1603637
39,-0.923882,-0.8049162,"('exploitative', 'cooperative')",-0.6915485,-0.621382,-0.4453148,-0.42368332,0.0439827,0.19424105,0.0960277,0.17990129,-0.384147,-0.2951678,-0.0889792
69,0.86143124,0.5274294,"('lazy', 'industrious')",0.72620517,0.26718047,0.85730207,0.50479746,0.18839177,0.024801105,-1.0039598,-1.337439,0.3258741,-0.0026461,0.3285202
29,-0.8485344,-0.75459725,"('unfair', 'fair')",0.18197748,0.24743329,-0.0032448173,0.10886073,-1.8486868,-1.6297758,-0.9117935,-0.8884605,-0.6860564,-0.5833079,-0.1027485
32,-0.8311661,-0.68310416,"('unkind', 'kind')",0.18161133,0.26512882,-0.13353294,-0.015658177,0.13523926,-0.008605801,1.0996652,1.2923058,0.0903633,0.1700133,-0.07965
42,0.8072805,0.73849744,"('unreliable', 'reliable')",0.6909897,0.79238653,1.1086484,1.1501962,0.22126141,0.23023911,-2.6417603,-2.4784648,0.0372839,0.0865709,-0.049287
57,-0.7989601,-0.77499616,"('unimaginative', 'imaginative')",-0.5221437,-0.2637607,-0.2140483,-0.13258246,-0.8050082,-1.0096297,-3.0481274,-2.8155532,-1.0776575,-0.9993044,-0.0783531
47,-0.77220964,-0.45155114,"('stupid', 'smart')",-0.20494734,0.089419395,0.2947345,0.54468155,0.7720051,0.86235195,5.135735,5.261561,1.0450635,1.2612926,-0.2162291
27,-0.7551139,-0.93198085,"('hardhearted', 'softhearted')",0.27257836,0.20109594,-1.1551017,-1.4447354,-0.42666656,-0.7110732,0.8720565,0.5833134,-0.2384494,-0.460676,0.2222266
41,-0.73910886,-0.688438,"('unforgiving', 'forgiving')",-1.0927986,-1.0169389,-0.22301213,-0.1474157,-0.090583995,-0.27174178,0.409034,0.51375246,-0.3472939,-0.3221564,-0.0251375
68,-0.7348983,-0.7541858,"('dependent', 'independent')",-1.7810471,-1.7693198,-1.4190241,-1.4478657,-1.0994895,-1.0520201,-1.5786917,-1.5930077,-1.3226301,-1.3232799,0.0006498
73,0.71025294,0.7431541,"('helpless', 'self-reliant')",0.6898653,0.4848686,-0.2173139,-0.1370933,-0.33934045,-0.22907224,-3.9597993,-3.936018,-0.6232671,-0.6148322,-0.0084349
46,0.69080764,0.8865487,"('uncompetitive', 'competitive')",0.2442826,0.56954515,0.16730398,0.33604413,0.68775123,0.5351191,-0.2774415,0.056228112,0.3025408,0.476697,-0.1741562
3,-0.6869919,-0.692832,"('repellent', 'pleasant')",-0.429897,-0.27721113,-0.5823309,-0.44449136,0.34691823,0.20537244,0.42633963,0.56921846,-0.1851924,-0.1279887,-0.0572037
15,-0.6564624,-0.31734058,"('boring', 'funny')",0.21571848,0.4838474,0.33845368,0.5174296,-0.6944905,-0.4611812,0.46185318,0.52382755,-0.0669855,0.1493165,-0.216302
59,-0.64750725,-0.6554671,"('foolish', 'wise')",-0.090651445,-0.13136202,1.1053159,1.032378,-0.50213844,-0.36616525,-0.26697314,-0.30701286,-0.0803909,-0.0855259,0.005135
51,0.64635205,0.44236982,"('uneducated', 'educated')",0.12457639,0.042338565,1.5207092,1.397681,1.271485,1.0016189,0.8351801,0.8521123,0.8796606,0.7472241,0.1324365
9,-0.63507265,-0.8922778,"('unaffectionate', 'caring')",0.3675409,0.276164,-0.22226785,-0.3358096,-0.2844299,-0.5299937,0.9629687,0.9970768,0.0377478,-0.0969681,0.1347159
66,0.6345404,0.36579755,"('inactive', 'active')",0.4744516,0.26618296,1.5712498,1.293537,1.0635169,0.72890055,0.8548404,0.5032262,0.9197198,0.6315289,0.2881909
26,-0.6293387,-0.74870723,"('hardhearted', 'benevolent')",1.0953941,1.0040269,1.7001204,1.681062,0.42418385,0.31795958,1.4121295,1.3107221,0.8004978,0.7130126,0.0874852
43,-0.5612603,-0.24020077,"('irresponsible', 'responsible')",0.31227586,0.59643894,-0.56264716,-0.32000205,-0.13697818,-0.095893,0.6501214,0.9783772,-0.0596977,0.1837441,-0.2434418
49,-0.5585755,-0.65022534,"('unable', 'able')",-0.64910924,-0.56663567,-0.6098147,-0.5420832,-1.1501857,-1.1160372,-0.8439167,-0.50086075,-0.7623204,-0.6751684,-0.087152
