,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
76,0.5393329,0.8079935,"('anxious', 'daring')",-0.16361216,0.05888394,1.291736,1.4853641,0.46949583,0.62939435,0.3305721,0.6278854,0.493505,0.7219042,-0.2283992
19,-0.5336315,-0.5761418,"('inhospitable', 'hospitable')",0.22763509,0.23171657,-0.2528713,-0.2330345,-0.8300002,-0.85412353,-0.4999654,-0.47894588,-0.3777667,-0.3821058,0.0043391
55,0.532885,0.45123354,"('incompetent', 'clever')",0.52539176,0.60744935,-0.3964636,-0.3788293,0.055333223,-0.015144441,0.3910676,0.48572966,0.2216428,0.2300878,-0.008445
16,-0.5306559,-0.5656932,"('unpopular', 'popular')",0.31825367,0.35894868,0.47781157,0.5872701,-0.021223716,0.04657329,0.058834583,0.27635658,0.060604,0.1406911,-0.0800871
20,-0.5269382,-0.41163594,"('rough', 'thoughtful')",-0.8167361,-0.7992507,0.038933028,0.17149667,-0.62702084,-0.5291658,0.37623492,0.51638615,-0.3111054,-0.2104339,-0.1006715
61,-0.5249901,-0.62574756,"('illogical', 'logical')",-0.64664125,-0.58622855,-0.038407363,-0.071882375,-0.10589578,-0.03042239,0.2178755,0.16801822,-0.2196118,-0.2292525,0.0096407
48,-0.4974032,-0.7325716,"('unintelligent', 'intelligent')",-0.91289115,-0.87801385,-1.010166,-1.1876361,-1.197969,-1.5373411,-0.19701838,-0.16304393,-0.7630895,-0.8997213,0.1366318
78,0.49696267,0.1103955,"('nonresilient', 'resilient')",0.6893992,0.5694413,0.8980953,0.6744397,0.46239918,0.06588652,0.5671765,0.652156,0.6228066,0.4144638,0.2083428
4,-0.49082187,-0.53622276,"('disliked', 'liked')",-0.33398506,-0.42254096,0.70740247,0.7428568,0.19409308,0.09306015,-6.4889965,-6.3468432,-1.2824615,-1.293938,0.0114765
82,0.4800755,0.63148725,"('poor', 'rich')",-0.47545248,-0.3223372,0.09675853,0.49754587,-0.27143148,-0.19315471,6.024931,6.4550953,1.1709762,1.4137273,-0.2427511
79,-0.46772408,-0.65537655,"('wavering', 'unwavering')",-0.98448783,-1.0948755,0.728527,0.6914239,-0.67283624,-0.83927184,-0.6059507,-0.60570836,-0.4004944,-0.5007617,0.1002673
56,0.4612878,0.7797085,"('impractical', 'practical')",0.930326,1.2507784,-0.31890306,0.04284148,1.0966442,1.2754859,-0.029430151,0.4045049,0.427985,0.7506639,-0.3226789
40,-0.38071978,-0.70733345,"('stingy', 'generous')",-0.36851335,-0.56151885,-0.84274614,-1.037221,0.08495225,-0.29759085,-2.3617244,-2.5584843,-0.7737503,-1.0324297,0.2586794
62,0.37750793,0.4397015,"('incompetent', 'brilliant')",0.57059413,0.74806184,-0.86533886,-0.74709743,0.60375416,0.5949496,0.101751454,0.45884028,0.1576538,0.2988911,-0.1412373
64,0.35887355,0.4155625,"('shy', 'confident')",0.55848634,0.6142035,0.30856502,0.40944195,0.8054806,0.90015686,-5.7385545,-5.6443076,-0.7414298,-0.6609885,-0.0804413
86,-0.35482055,-0.67197686,"('uninfluential', 'influential')",0.17445964,0.20734033,0.020537041,-0.2016961,0.1084153,-0.30966723,-0.17543383,-0.27081823,-0.0453685,-0.2493636,0.2039951
30,-0.3449642,-0.026761368,"('intolerant', 'tolerant')",1.1532477,1.3576131,0.17671584,0.39988852,0.90936786,0.88073164,0.7690654,0.9686704,0.5326865,0.7160285,-0.183342
13,0.34194887,0.6658119,"('impolite', 'polite')",0.2513612,0.48094082,-0.24684036,-0.06814808,1.4666893,1.5481305,0.63545275,0.7397492,0.4897223,0.6732969,-0.1835746
14,0.31021816,0.574834,"('antisocial', 'social')",0.89492416,1.0992271,0.7256351,1.0487012,1.2391886,1.2531435,0.07418963,0.26944622,0.6488311,0.8490704,-0.2002393
83,-0.30807024,-0.2657043,"('powerless', 'powerful')",0.011024065,0.09716231,-0.456402,-0.5623442,-0.006088823,0.013167318,-1.2885556,-1.3360586,-0.4096185,-0.4107555,0.001137
63,0.28669208,0.4388551,"('unperceptive', 'insightful')",-0.12504894,0.11617879,1.0980873,1.2263947,0.50445807,0.3163389,0.7271783,0.95126915,0.4982734,0.6098073,-0.1115339
67,0.27385384,0.60547173,"('doubtful', 'determined')",0.8079881,0.9929555,0.874096,1.0035827,0.92066157,0.9945378,0.16114198,0.12555344,0.6075482,0.7444202,-0.136872
8,-0.2533901,-0.53024864,"('unaffectionate', 'affectionate')",0.020274177,-0.16899887,0.10766602,-0.0836936,-0.24719241,-0.526981,0.4989073,0.413388,0.025253,-0.1793068,0.2045598
45,0.24864508,0.2842287,"('incompetent', 'competent')",0.8255325,1.0606045,0.06926048,0.26466417,0.9075667,0.7877291,0.014675304,0.23882937,0.4131361,0.5272111,-0.114075
38,-0.23095852,-0.16380976,"('untruthful', 'truthful')",-0.38993564,-0.3956905,-0.608284,-0.4869448,0.2653694,0.21214905,0.2341524,0.43041584,-0.1459313,-0.0807761,-0.0651552
12,0.22284737,0.106710285,"('unsupportive', 'supportive')",1.028033,1.0431972,0.6508148,0.50773793,0.7073488,0.4696549,-1.7679689,-1.6958076,0.168215,0.0862985,0.0819165
7,0.22106448,0.13330398,"('insensitive', 'sensitive')",1.102515,1.2041432,-0.28980842,-0.18055819,-0.017671406,-0.21691999,0.19804843,0.23928076,0.2428296,0.23585,0.0069796
60,0.22070491,0.37499908,"('inefficient', 'efficient')",0.88828725,1.1437974,-0.8230938,-0.66160166,1.1021574,1.0710139,0.42846105,0.70173365,0.3633034,0.5259885,-0.1626851
11,-0.2108535,0.10363333,"('unhelpful', 'helpful')",-0.00052953884,0.32649076,-0.19351058,-0.030992247,0.41072935,0.44479018,2.4066684,2.6498706,0.4825008,0.6987585,-0.2162577
72,0.18903506,0.15267074,"('unambitious', 'ambitious')",-0.8826505,-0.93893594,-1.326816,-1.3086553,0.29146808,0.23886783,-0.8653101,-0.76587486,-0.5188547,-0.5243855,0.0055308
65,0.1839203,0.36895952,"('insecure', 'secure')",-0.64386684,-0.35785338,-0.67511165,-0.5900766,-0.10205073,0.07192067,0.11878732,0.2552856,-0.2236643,-0.0503528,-0.1733115
71,-0.15871912,-0.14126211,"('diffident', 'self-confident')",1.2736006,1.1650205,-0.34799233,-0.3025532,0.1204574,0.07500982,-0.09660661,0.019541558,0.158148,0.1631513,-0.0050033
74,0.12862866,0.04294984,"('undedicated', 'dedicated')",0.5752035,0.5590195,0.6742017,0.732281,0.21383333,-0.020784508,0.24045014,0.42575556,0.3664635,0.3478443,0.0186192
84,0.1198901,0.21387354,"('inferior', 'superior')",0.2885067,0.45241144,0.55967706,0.58859396,0.10521022,0.29299134,0.47580343,0.40275225,0.3098175,0.3901245,-0.080307
54,-0.11132948,-0.3583934,"('incapable', 'capable')",0.27063236,0.08810955,0.3008972,0.21210638,-0.47093657,-0.55177647,0.50662917,0.6144445,0.0991785,0.0008981,0.0982804
0,-0.11067819,-0.2668851,"('unsociable', 'sociable')",0.056879744,0.26621673,-0.09940356,-0.13128084,1.485421,1.3349192,0.47923157,0.5168134,0.3622901,0.3439567,0.0183334
33,0.11011362,0.0014267936,"('wrong', 'right')",0.02751422,-0.09901324,0.4726073,0.29008263,0.62015164,0.63522756,-1.0511302,-1.2475129,0.0358513,-0.0839578,0.1198091
70,0.109301284,0.35218528,"('lethargic', 'energetic')",0.37044838,0.6849206,0.5218901,0.7102803,0.49469644,0.44465655,0.42839772,0.6554515,0.3849468,0.5694989,-0.1845521
77,-0.10764983,-0.25752115,"('unmotivated', 'motivated')",0.7425964,0.8274294,0.27097747,0.25797713,0.638443,0.48463026,-0.96580607,-0.7616165,0.1157122,0.1101798,0.0055324
58,0.1070886,0.012318093,"('undiscriminating', 'discriminating')",-0.2013387,-0.2040909,-0.46028566,-0.45554236,-0.554536,-0.7126267,0.38139305,0.33578905,-0.1455357,-0.2048306,0.0592949
2,0.10012339,0.25629142,"('unlikable', 'likable')",0.38494682,0.42458525,1.338968,1.4982643,0.88237983,0.9487609,1.0154415,1.2652187,0.7443719,0.8786242,-0.1342523
17,0.09194021,-0.07173022,"('nasty', 'nice')",-0.5620707,-0.5394087,0.05484838,-0.05220146,-0.15328723,-0.1589095,-0.24782062,-0.27193242,-0.163278,-0.2188365,0.0555585
22,-0.06735496,0.25674674,"('untrustworthy', 'trustworthy')",-0.30012378,-0.007657498,-0.3068877,-0.025513005,-0.6148987,-0.37520418,-0.7241588,-0.5274382,-0.4026848,-0.1358132,-0.2668716
21,-0.052372202,0.10759982,"('immoral', 'moral')",0.20443422,0.40449673,0.15515596,0.32986718,-0.123836204,-0.16640832,-0.63941634,-0.38801065,-0.0912069,0.057509,-0.1487159
10,-0.0499759,-0.011588808,"('unsympathetic', 'sympathetic')",0.58930606,0.8468704,-0.7475844,-0.76650405,0.5534266,0.21182236,0.5506512,0.6055854,0.1791647,0.1772371,0.0019276
37,0.04901299,0.13701007,"('fake', 'genuine')",0.38156778,0.43522877,-0.35044935,-0.36223054,-0.016764402,0.073662736,0.20661563,0.14822075,0.0539965,0.0863783,-0.0323818
35,-0.03731758,0.11373405,"('corrupt', 'incorrupt')",-0.8433146,-0.9668558,-0.08980814,-0.05977,-1.2126986,-1.0177317,-0.7284022,-0.895526,-0.5823082,-0.5652299,-0.0170783
44,0.021289753,0.1691851,"('prejudiced', 'unprejudiced')",-1.0013379,-0.9645567,-0.7367072,-0.62972313,-0.61168414,-0.34706247,-1.6132686,-1.5464681,-0.7883416,-0.6637251,-0.1246165
