,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
1,-1.2594341,-1.1439209,"('unfriendly', 'friendly')",0.033586845,0.12697177,1.5066924,1.6454703,0.0936151,0.209507,-0.1158919
86,-1.1131327,-1.1414804,"('uninfluential', 'influential')",-2.4312258,-2.4130201,-0.5459998,-0.60233563,-1.3634528,-1.385612,0.0221592
26,-1.095168,-0.970404,"('hardhearted', 'benevolent')",1.3586203,1.4976349,1.474016,1.6127726,0.5791561,0.7133345,-0.1341784
39,1.0930567,1.0796627,"('exploitative', 'cooperative')",0.15380155,0.071585715,-0.10023333,-0.061309334,0.3822083,0.363313,0.0188953
0,-1.0084347,-1.0551659,"('unsociable', 'sociable')",-0.57081044,-0.7292925,-0.30564177,-0.4768372,-0.6282956,-0.7537652,0.1254696
2,0.9850183,0.8800371,"('unlikable', 'likable')",1.1528153,1.1523885,0.9129994,0.8975598,1.0169443,0.9766618,0.0402825
36,-0.9411254,-0.81867474,"('hostile', 'amicable')",1.5176656,1.7559634,0.027826812,0.1095777,0.2014557,0.3489555,-0.1474998
53,-0.91753256,-0.9306684,"('uncreative', 'creative')",0.22133748,0.28476232,0.5387548,0.6638424,-0.0524801,0.0059788,-0.0584589
20,-0.87300885,-0.9000679,"('rough', 'thoughtful')",-0.08292392,-0.10936438,0.6578943,0.70516896,-0.0993461,-0.1014211,0.002075
72,-0.8519888,-0.89084363,"('unambitious', 'ambitious')",0.122395776,0.16088417,-0.7010943,-0.61294377,-0.4768958,-0.4476344,-0.0292614
57,-0.85008603,-0.98227537,"('unimaginative', 'imaginative')",-0.66100657,-0.6953473,-3.2740169,-3.2896707,-1.5950365,-1.6557644,0.0607279
45,-0.8461028,-0.95604736,"('incompetent', 'competent')",-2.09027,-2.1211464,-0.19975574,-0.3106002,-1.0453761,-1.1292647,0.0838886
68,-0.82523406,-0.81142527,"('dependent', 'independent')",-1.7356368,-1.7416891,-1.0303814,-1.0314415,-1.1970841,-1.194852,-0.0022321
83,-0.8225386,-0.72550595,"('powerless', 'powerful')",0.3686829,0.36032814,-1.2979428,-1.467242,-0.5839328,-0.6108066,0.0268738
51,-0.8146565,-0.910104,"('uneducated', 'educated')",-1.4221056,-1.2992668,0.3830245,0.2782215,-0.6179125,-0.6437165,0.025804
73,0.7975615,0.9170065,"('helpless', 'self-reliant')",1.184982,1.1750752,-3.451819,-3.3669794,-0.4897585,-0.4249659,-0.0647926
31,-0.7672913,-0.6755243,"('evil', 'good')",0.383558,0.506691,-0.8121459,-0.68377644,-0.3986264,-0.2842033,-0.1144231
76,0.7660924,0.67213786,"('anxious', 'daring')",0.01246712,-0.05429481,-0.35461658,-0.47674337,0.1413143,0.0470332,0.0942811
65,-0.7577835,-0.7482699,"('insecure', 'secure')",-1.4671477,-1.5599,-0.43665487,-0.47956696,-0.8871953,-0.9292456,0.0420503
9,-0.75447214,-0.6929938,"('unaffectionate', 'caring')",0.3050722,0.35794306,1.409743,1.5160259,0.3201143,0.3936584,-0.0735441
58,-0.7481339,-0.79097295,"('undiscriminating', 'discriminating')",-0.47573346,-0.47914493,2.2117049e-05,-0.055053413,-0.4079484,-0.4417237,0.0337753
88,-0.7450306,-0.8666389,"('low', 'eminent')",-1.2233766,-1.1911023,-0.38542977,-0.52052003,-0.7846123,-0.8594204,0.0748081
28,-0.7441493,-0.77476686,"('disloyal', 'loyal')",-0.7970051,-0.8181362,0.95629394,0.8391494,-0.1949535,-0.2512512,0.0562977
67,0.7090481,0.64236844,"('doubtful', 'determined')",0.8446929,0.80678886,-0.487064,-0.51171625,0.355559,0.3124803,0.0430787
18,-0.6754439,-0.6647181,"('disagreeable', 'welcoming')",0.34942824,0.44583356,-0.50756997,-0.5149486,-0.2778619,-0.244611,-0.0332509
30,0.6626565,0.53208876,"('intolerant', 'tolerant')",-0.22948529,-0.39959943,0.7296771,0.7059809,0.3876161,0.2794901,0.108126
41,-0.6168827,-0.60233,"('unforgiving', 'forgiving')",-0.38689107,-0.34956104,-0.07494447,-0.3044318,-0.3595727,-0.4187743,0.0592016
8,-0.60586774,-0.6134875,"('unaffectionate', 'affectionate')",0.12414499,0.2021118,0.876794,0.94285125,0.1316904,0.1771585,-0.0454681
14,-0.6018863,-0.67247754,"('antisocial', 'social')",-0.022325473,-0.19314131,-0.18047073,-0.44749773,-0.2682275,-0.4377055,0.169478
40,-0.5936668,-0.6294677,"('stingy', 'generous')",-0.1253361,0.01477984,-1.857385,-1.8347144,-0.858796,-0.8164674,-0.0423286
10,-0.58913517,-0.7513982,"('unsympathetic', 'sympathetic')",-2.1698918,-2.2954373,-0.46769518,-0.56673056,-1.0755741,-1.204522,0.1289479
24,0.58572817,0.5492195,"('dishonest', 'honest')",-1.2553195,-1.206825,0.48784587,0.4570321,-0.0605818,-0.0668578,0.006276
49,-0.57127565,-0.6701089,"('unable', 'able')",-1.3103435,-1.3637501,-0.42758316,-0.46791917,-0.7697341,-0.833926,0.0641919
16,-0.5389635,-0.42822224,"('unpopular', 'popular')",0.5389283,0.6840848,0.40330452,0.4339163,0.1344231,0.2299263,-0.0955032
