,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
82,-0.5366778,-0.55524397,"('poor', 'rich')",-1.0194554,-0.8792236,6.4275494,6.4575663,1.6238054,1.6743663,-0.0505609
70,0.5349766,0.36870557,"('lethargic', 'energetic')",-1.5216825,-1.5357053,0.22396377,0.10928923,-0.2542474,-0.3525702,0.0983228
52,-0.53270006,-0.5448354,"('irrational', 'rational')",0.9099541,0.99713695,-0.015940914,0.15109405,0.1204377,0.2011319,-0.0806942
6,-0.5292455,-0.41481575,"('distant', 'open')",0.637932,0.7612966,-0.41487467,-0.20593461,-0.1020627,0.0468487,-0.1489114
62,0.5207058,0.3229842,"('incompetent', 'brilliant')",-0.9561642,-1.0664711,0.3120748,0.27721903,-0.0411279,-0.1554226,0.1142947
79,-0.49832907,-0.48453656,"('wavering', 'unwavering')",0.8104602,0.9507061,-0.28717777,-0.20181452,0.0083178,0.0881184,-0.0798006
75,0.4849577,0.49345908,"('meek', 'impulsive')",0.36414745,0.50773203,-0.65970254,-0.7229609,0.0631342,0.0927434,-0.0296092
33,0.44894293,0.5036154,"('wrong', 'right')",1.1748586,1.3038054,-0.82365763,-0.64969015,0.2667146,0.3859102,-0.1191956
32,-0.4471522,-0.41296694,"('unkind', 'kind')",-0.6343348,-0.6202646,0.83250284,0.81740105,-0.0829947,-0.0719435,-0.0110512
25,-0.43930012,-0.28669816,"('egoistic', 'altruistic')",0.5653934,0.7348001,1.1853288,1.3814056,0.4371407,0.6098359,-0.1726952
66,-0.43626747,-0.5311628,"('inactive', 'active')",0.9076237,0.9549048,0.9024814,0.9229329,0.4579459,0.4488916,0.0090543
48,-0.4116712,-0.5552877,"('unintelligent', 'intelligent')",-0.7920834,-0.79416186,0.5600035,0.5263766,-0.2145837,-0.2743577,0.059774
60,0.39767343,0.34123513,"('inefficient', 'efficient')",-1.3343039,-1.4817994,-0.16104709,-0.18413697,-0.3658925,-0.4415671,0.0756746
19,-0.39212292,-0.4546268,"('inhospitable', 'hospitable')",-0.40387273,-0.28705406,-0.4215561,-0.23250106,-0.4058506,-0.3247273,-0.0811233
15,0.33223656,0.29213178,"('boring', 'funny')",0.8036283,0.80961794,-0.1755186,-0.14344156,0.3201154,0.319436,0.0006794
64,-0.3158142,-0.213453,"('shy', 'confident')",-0.44198036,-0.45090985,-6.5128136,-6.561003,-2.423536,-2.4084554,-0.0150806
42,0.30849618,0.33135492,"('unreliable', 'reliable')",0.12564029,0.1724084,-3.2236333,-3.2034364,-0.9298323,-0.8998911,-0.0299412
87,0.30493566,0.14894006,"('unsuccessful', 'successful')",0.99203664,0.86172193,1.0115184,1.0054181,0.7694969,0.6720266,0.0974703
78,-0.2967767,-0.20195973,"('nonresilient', 'resilient')",1.0029045,0.9749462,0.4100724,0.4644289,0.3720667,0.4124718,-0.0404051
71,-0.29007328,-0.27899617,"('diffident', 'self-confident')",1.6320934,1.6520575,0.3778643,0.4053222,0.5732948,0.5927945,-0.0194997
47,-0.28757486,-0.3513812,"('stupid', 'smart')",0.242463,0.1396142,5.5357666,5.489539,1.8302183,1.7592573,0.070961
4,-0.28118968,-0.33028263,"('disliked', 'liked')",0.77628684,0.80463064,-6.8351173,-6.9158497,-2.1133401,-2.1471672,0.0338271
29,-0.2699199,-0.1679779,"('unfair', 'fair')",-0.62034386,-0.53520626,-0.23250861,-0.24057034,-0.3742575,-0.3145848,-0.0596727
44,0.2676693,0.3215403,"('prejudiced', 'unprejudiced')",0.1837062,0.20510226,-1.5146765,-1.5075815,-0.3544337,-0.3269796,-0.0274541
63,0.24248023,-0.02334597,"('unperceptive', 'insightful')",-0.27481002,-0.3792038,0.73529226,0.6402598,0.2343208,0.0792367,0.1550841
54,-0.23048164,-0.12993093,"('incapable', 'capable')",0.91943383,0.9990467,0.72482145,0.9450749,0.4712579,0.6047302,-0.1334723
34,0.208954,0.06909765,"('mean', 'honorable')",0.46251482,0.4109467,5.8671246,5.8113484,2.1795311,2.0971309,0.0824002
23,-0.20598589,-0.41287565,"('insincere', 'sincere')",-0.31377435,-0.43838242,6.031826,5.9746346,1.8373553,1.7077923,0.129563
74,-0.2059001,-0.32997194,"('undedicated', 'dedicated')",-1.6667129,-1.7151103,-0.6199852,-0.64206797,-0.830866,-0.8957167,0.0648507
61,-0.20479082,-0.25242504,"('illogical', 'logical')",-0.4469114,-0.51414317,0.56676966,0.5155013,-0.0283109,-0.083689,0.0553781
35,-0.19646259,-0.037463073,"('corrupt', 'incorrupt')",0.8528364,1.0074526,-0.34156752,-0.27358493,0.1049354,0.2321349,-0.1271995
5,0.18195951,0.24717072,"('distant', 'outgoing')",0.7730507,0.83391625,-0.41480976,-0.1811127,0.1800668,0.2999914,-0.1199246
55,-0.15641513,-0.2610318,"('incompetent', 'clever')",-1.9648997,-2.0124292,0.14586748,-0.0104534365,-0.6584824,-0.7613049,0.1028225
81,0.1546504,0.014891991,"('submissive', 'aggressive')",-1.2960734,-1.4459733,-0.96262264,-1.1612474,-0.7013485,-0.8641095,0.162761
77,-0.14534555,0.014310836,"('unmotivated', 'motivated')",-0.22901005,-0.13871576,-1.2920034,-1.1499971,-0.555453,-0.4248007,-0.1306523
7,-0.13178982,-0.328748,"('insensitive', 'sensitive')",-0.56305945,-0.6128128,0.6086449,0.5696365,-0.0287348,-0.1239748,0.09524
13,0.12551981,0.007953864,"('impolite', 'polite')",-0.47056228,-0.63421834,-0.44600996,-0.58221173,-0.2636842,-0.4028254,0.1391412
21,0.12321727,-0.018751983,"('immoral', 'moral')",-0.44181022,-0.59078926,-0.5171177,-0.7200816,-0.2785702,-0.4432076,0.1646374
11,0.122328326,-0.00023357943,"('unhelpful', 'helpful')",-0.7678708,-0.9250749,1.9595765,1.8866674,0.4380113,0.320453,0.1175583
22,0.096377425,0.085368514,"('untrustworthy', 'trustworthy')",-1.4067097,-1.4444519,-0.97463715,-1.0927482,-0.7616564,-0.8172772,0.0556208
59,0.08453577,0.16921392,"('foolish', 'wise')",1.194767,1.1954937,0.14575122,0.36444432,0.475018,0.576384,-0.101366
17,0.07956475,-0.08623513,"('nasty', 'nice')",0.90626675,0.78950495,-0.45631844,-0.4096938,0.1765044,0.0978587,0.0786457
37,0.05413769,-0.050557166,"('fake', 'genuine')",-1.0126953,-1.0850561,0.080267176,-0.030141901,-0.2927635,-0.3885851,0.0958216
3,-0.046203155,-0.109455064,"('repellent', 'pleasant')",-0.86248696,-0.9003273,0.8279829,0.7341761,-0.0269024,-0.0918688,0.0649664
80,0.04403409,-0.15571561,"('dominated', 'dominating')",-1.5946735,-1.7683626,-0.9223088,-1.1102281,-0.824316,-1.0114354,0.1871194
50,0.03663751,-0.07752073,"('clumsy', 'skillful')",0.9869544,1.0921873,0.21799822,0.33131927,0.4138634,0.448662,-0.0347986
69,-0.03012973,0.05081524,"('lazy', 'industrious')",2.2944777,2.3542752,-0.6081904,-0.3455989,0.5520525,0.6864972,-0.1344447
12,-0.021536157,-0.096128926,"('unsupportive', 'supportive')",0.3533901,0.38280076,-1.7854705,-1.7742873,-0.4845389,-0.4958719,0.011333
56,-0.020542875,-0.11317934,"('impractical', 'practical')",-0.6440028,-0.8111044,-0.8228024,-0.96811956,-0.4957827,-0.6308011,0.1350184
27,0.019731874,0.0570818,"('hardhearted', 'softhearted')",-0.25496647,-0.27853465,1.243618,1.3621612,0.3361278,0.3802361,-0.0441083
38,-0.01654445,-0.06263029,"('untruthful', 'truthful')",0.065933004,0.060473703,-0.013736473,0.016859666,0.011884,0.004901,0.006983
46,-0.01647956,-0.061156847,"('uncompetitive', 'competitive')",-1.6716775,-1.8022919,-1.0576564,-1.1968547,-0.9152711,-1.0201011,0.10483
85,0.016120482,0.038510263,"('insignificant', 'prestigious')",2.2629132,2.423577,0.31309342,0.4147709,0.8640424,0.9589527,-0.0949103
84,-0.010656809,0.041617043,"('inferior', 'superior')",-1.0839576,-1.0332907,0.89433426,0.9903334,-0.06676,-0.0004468,-0.0663132
43,0.007253621,-0.082784034,"('irresponsible', 'responsible')",-1.2986581,-1.3835282,0.28321546,0.3157494,-0.336063,-0.383521,0.047458
