,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
44,0.70888036,0.6953021,"('prejudiced', 'unprejudiced')",-0.37178215,-0.3475593,-1.3052306,-1.3355125,-0.3227108,-0.3292566,0.0065458
38,-0.68608487,-0.54830813,"('untruthful', 'truthful')",-0.9544469,-0.7674023,0.22872916,0.2655283,-0.4706009,-0.3500607,-0.1205402
67,0.68349326,0.69930565,"('doubtful', 'determined')",0.95597816,1.0084851,-0.7138243,-0.4988047,0.308549,0.4029953,-0.0944463
72,-0.53801894,-0.54282045,"('unambitious', 'ambitious')",0.8395637,0.8440164,-0.89378613,-0.75957334,-0.1974138,-0.1527925,-0.0446213
4,0.5261192,0.6383317,"('disliked', 'liked')",-0.7784454,-0.7374181,-6.1759133,-6.2401567,-2.1427466,-2.113081,-0.0296656
66,0.50215054,0.5538869,"('inactive', 'active')",0.66720897,0.44367865,0.96113133,0.87033296,0.7101636,0.6226328,0.0875308
24,-0.49986792,-0.45493796,"('dishonest', 'honest')",0.18849897,0.2639145,0.6785826,0.8755219,0.1224046,0.2281661,-0.1057615
83,-0.49471363,-0.55927575,"('powerless', 'powerful')",-0.21961887,-0.12193002,-0.98349756,-0.9012339,-0.5659434,-0.5274799,-0.0384635
49,-0.46162808,-0.45305014,"('unable', 'able')",-0.7626574,-0.61246777,-0.15788591,0.0058034835,-0.4607238,-0.3532381,-0.1074857
15,0.4297038,0.5427127,"('boring', 'funny')",-1.4337623,-1.3553122,0.34687087,0.33499542,-0.2190625,-0.1592014,-0.0598611
87,-0.4131606,-0.38353902,"('unsuccessful', 'successful')",1.4819431,1.493167,0.74332297,0.81702995,0.6040352,0.6422193,-0.0381841
80,-0.38904592,-0.7249731,"('dominated', 'dominating')",2.4229023,2.2695348,-1.138638,-1.3056769,0.2984061,0.0796283,0.2187778
25,0.36966276,0.46878135,"('egoistic', 'altruistic')",-0.8135449,-0.71552116,1.3824732,1.5234268,0.3128637,0.4255623,-0.1126986
27,0.34514305,0.31507453,"('hardhearted', 'softhearted')",0.09989877,-0.076495744,1.4929943,1.3109797,0.6460121,0.5165195,0.1294926
88,-0.34369406,-0.30074462,"('low', 'eminent')",-1.5349134,-1.3838228,0.15324242,0.30424652,-0.5751217,-0.460107,-0.1150147
36,0.34189293,0.6018412,"('hostile', 'amicable')",-2.5136688,-2.4649718,0.24037506,0.21845776,-0.6438003,-0.5482243,-0.095576
75,0.31244227,0.48267934,"('meek', 'impulsive')",-2.071226,-2.2025921,-0.5443755,-0.5901344,-0.7677197,-0.7700157,0.002296
34,0.288786,0.31228387,"('mean', 'honorable')",0.18649137,0.25765777,6.0128894,6.172675,2.1627223,2.2475389,-0.0848166
2,-0.2747169,-0.13989413,"('unlikable', 'likable')",1.3373662,1.5093966,0.79644567,0.99824375,0.6196983,0.7892487,-0.1695504
84,0.2595294,0.12643261,"('inferior', 'superior')",0.31426513,0.24651049,0.58011854,0.5739345,0.3846377,0.3156259,0.0690118
37,-0.25943944,-0.3794781,"('fake', 'genuine')",0.404376,0.3654755,0.31028682,0.3303062,0.1517411,0.1054345,0.0463066
74,-0.2569513,-0.23696396,"('undedicated', 'dedicated')",1.7391188,1.8474847,0.20450743,0.37320468,0.562225,0.6612418,-0.0990168
17,0.2536451,0.2120184,"('nasty', 'nice')",-0.8589216,-0.8563185,-0.36404544,-0.32030508,-0.3231073,-0.3215351,-0.0015722
78,0.23854321,0.11416473,"('nonresilient', 'resilient')",1.5357976,1.3343381,0.27003017,0.1401155,0.681457,0.5295394,0.1519176
1,-0.23790528,-0.03092553,"('unfriendly', 'friendly')",-0.37918645,-0.34370255,1.823347,1.8608099,0.4020851,0.495394,-0.0933089
52,0.22781146,0.42533195,"('irrational', 'rational')",-1.9459106,-1.9680984,-0.06380304,-0.17088301,-0.5939674,-0.5712165,-0.0227509
56,-0.2079111,-0.272491,"('impractical', 'practical')",1.6062083,1.8544354,-0.024380054,0.23937127,0.4579724,0.6071053,-0.1491329
19,0.20511444,0.39524418,"('inhospitable', 'hospitable')",-1.7791884,-1.6786891,0.06919378,0.0010984093,-0.5016267,-0.4274488,-0.0741779
16,-0.17210887,-0.049575474,"('unpopular', 'popular')",-0.84647024,-0.823509,0.50039643,0.5042094,-0.1727276,-0.1229583,-0.0497693
29,-0.15158287,-0.22572747,"('unfair', 'fair')",-0.29764253,-0.40563637,-0.66162735,-0.6690564,-0.3702842,-0.4334734,0.0631892
9,0.11218269,0.33394906,"('unaffectionate', 'caring')",0.121071845,0.10965273,1.3803174,1.2728518,0.5378573,0.5721512,-0.0342939
47,-0.06940355,-0.00025976822,"('stupid', 'smart')",0.91867715,0.99632907,5.3803544,5.484881,2.0765427,2.1603168,-0.0837741
18,0.05861649,0.0689915,"('disagreeable', 'welcoming')",-1.0131104,-0.9133115,-0.16151366,-0.14148432,-0.3720025,-0.3286014,-0.0434011
64,-0.033869885,-0.2084402,"('shy', 'confident')",1.492619,1.3769314,-6.123675,-6.158855,-1.5549752,-1.6634545,0.1084793
54,0.008122124,0.027317949,"('incapable', 'capable')",-0.49971762,-0.5577645,0.9216622,0.97258675,0.1433556,0.1473801,-0.0040245
