,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.8059783,-2.3355398,"('evil', 'good')",-1.4209445,-1.44366,-1.0157039,-1.0615878,-1.7475424,-1.613596,-0.1339464
56,2.292557,2.0594003,"('impractical', 'practical')",1.9614208,2.0294702,-0.032878857,-0.18980685,1.407033,1.2996879,0.1073451
60,2.1427586,1.959365,"('inefficient', 'efficient')",1.9447873,2.0906696,0.15918842,0.097400494,1.415578,1.3824784,0.0330996
36,-2.1039088,-1.9890425,"('hostile', 'amicable')",-1.8458844,-1.8878618,0.31581417,0.30922198,-1.2113264,-1.1892275,-0.0220989
52,-1.9954271,-1.7041557,"('irrational', 'rational')",-0.88249886,-0.8737575,-0.20557572,-0.17491096,-1.0278339,-0.9176081,-0.1102258
46,1.9364997,1.6034648,"('uncompetitive', 'competitive')",1.5069772,1.6340071,-0.10047956,-0.08789593,1.1143324,1.0498587,0.0644737
81,1.9224796,1.5484653,"('submissive', 'aggressive')",1.2216591,1.104053,-0.2520681,-0.33175164,0.9640236,0.7735889,0.1904347
71,1.7948163,1.7804537,"('diffident', 'self-confident')",0.57543904,0.5894963,0.4673639,0.3724873,0.945873,0.9141458,0.0317272
10,1.7891785,1.542336,"('unsympathetic', 'sympathetic')",0.21127647,0.3680753,-0.12335306,-0.09796833,0.6257006,0.6041477,0.0215529
35,-1.6443948,-1.5863627,"('corrupt', 'incorrupt')",-1.0437241,-1.2307045,-0.29852325,-0.3032623,-0.9955474,-1.0401098,0.0445624
13,1.575456,1.3609627,"('impolite', 'polite')",0.418419,0.43324128,-0.11703126,-0.31920132,0.6256146,0.4916675,0.1339471
74,1.5590037,1.5565954,"('undedicated', 'dedicated')",0.8066761,0.9751729,0.23961197,0.2694722,0.8684305,0.9337468,-0.0653163
6,-1.5509125,-1.3744932,"('distant', 'open')",-1.4184086,-1.2920998,0.1492222,0.1922963,-0.940033,-0.8247656,-0.1152674
70,1.5040638,1.1137681,"('lethargic', 'energetic')",0.39043003,0.38532376,0.9523109,0.7605534,0.9489349,0.7532151,0.1957198
29,-1.4386542,-1.322314,"('unfair', 'fair')",-0.61861676,-0.7001348,-0.5577584,-0.5483246,-0.8716764,-0.8569245,-0.0147519
79,-1.3962973,-1.1492622,"('wavering', 'unwavering')",-1.2859323,-1.0932019,-0.008464141,0.047994763,-0.8968979,-0.7314897,-0.1654082
44,-1.3795875,-1.2882347,"('prejudiced', 'unprejudiced')",-0.9822321,-1.1084799,-1.3140982,-1.3235162,-1.225306,-1.240077,0.014771
25,-1.3220851,-0.95165896,"('egoistic', 'altruistic')",0.45651186,0.50581825,1.313273,1.6211294,0.1492332,0.3917629,-0.2425297
16,-1.3087807,-1.2567562,"('unpopular', 'popular')",-0.15598384,-0.13644332,0.58997184,0.5010514,-0.2915975,-0.2973827,0.0057852
12,1.3069818,1.1976727,"('unsupportive', 'supportive')",0.406558,0.5402304,-1.5439153,-1.5432367,0.0565415,0.0648888,-0.0083473
40,-1.3000834,-1.0515475,"('stingy', 'generous')",-0.3742594,-0.23459257,-1.538437,-1.4092689,-1.0709267,-0.8984696,-0.1724571
65,1.2980204,0.9186363,"('insecure', 'secure')",0.604767,0.47207716,-0.18504559,-0.21750762,0.5725806,0.3910686,0.181512
47,1.2659352,1.2879096,"('stupid', 'smart')",0.7489665,0.7363617,5.5514936,5.5277886,2.5221318,2.5173534,0.0047784
30,1.2577199,1.114631,"('intolerant', 'tolerant')",0.68056923,0.5558942,1.1381137,0.9029938,1.0254676,0.8578397,0.1676279
21,1.2539504,1.1002893,"('immoral', 'moral')",0.8511905,0.972499,-0.26143894,-0.27830592,0.6145673,0.5981608,0.0164065
4,-1.2352633,-1.3132641,"('disliked', 'liked')",-0.46349373,-0.54824513,-5.943271,-6.053343,-2.5473428,-2.638284,0.0909412
11,1.1721965,0.9630022,"('unhelpful', 'helpful')",0.76171345,0.8457959,2.0035098,1.8699464,1.3124732,1.2262481,0.0862251
73,1.1633592,1.367875,"('helpless', 'self-reliant')",0.6015134,0.8023482,-3.1425211,-3.008902,-0.4592162,-0.2795596,-0.1796566
86,1.1444625,0.8070734,"('uninfluential', 'influential')",-0.087083966,-0.01814245,0.12883069,-0.002813246,0.3954031,0.2620392,0.1333639
5,-1.137391,-1.094896,"('distant', 'outgoing')",-1.2534014,-1.165547,-0.44497487,-0.47438186,-0.9452558,-0.9116083,-0.0336475
69,-1.1331371,-0.95915556,"('lazy', 'industrious')",0.89981806,0.8190515,-0.4791432,-0.43854514,-0.2374874,-0.1928831,-0.0446043
84,1.1095326,1.129466,"('inferior', 'superior')",0.71214825,0.73703015,0.9199884,0.8790422,0.9138897,0.9151795,-0.0012898
26,1.0969814,1.0748484,"('hardhearted', 'benevolent')",0.6362563,0.5799688,1.8538991,1.6037073,1.1957122,1.0861748,0.1095374
62,1.0875814,0.8348923,"('incompetent', 'brilliant')",0.74648774,0.74437714,0.16467021,-0.09183374,0.6662465,0.4958119,0.1704346
39,1.0860193,1.2261322,"('exploitative', 'cooperative')",0.28295115,0.18808839,0.003950814,0.06999303,0.4576404,0.4947379,-0.0370975
75,-1.0476955,-0.97652143,"('meek', 'impulsive')",-1.3485124,-1.4368019,-0.37762204,-0.35122785,-0.92461,-0.9215171,-0.0030929
23,1.0403979,0.92012644,"('insincere', 'sincere')",0.56750154,0.7401379,5.4163423,5.1854525,2.3414138,2.2819055,0.0595083
85,-1.032275,-0.8281512,"('insignificant', 'prestigious')",-0.8399514,-0.80744874,0.6987323,0.6925045,-0.3911647,-0.3143651,-0.0767996
77,-1.0205133,-1.0635493,"('unmotivated', 'motivated')",0.3256619,0.52065694,-1.1266959,-0.9383516,-0.6071824,-0.4937479,-0.1134345
55,1.0194737,0.71883506,"('incompetent', 'clever')",0.82614636,0.7497237,0.42193213,0.36037743,0.7558507,0.6096454,0.1462053
