,grainger_male,grainger_female,tuple,w_male,w_female,inc_male,inc_female,average_male,average_female,male-female
60,2.3948498,2.3093312,"('inefficient', 'efficient')",1.9002631,1.9613014,0.54922444,0.71543187,1.614779,1.6620215,-0.0472425
36,-2.2556355,-2.1802473,"('hostile', 'amicable')",-2.0670903,-2.042952,-0.16069958,-0.23167604,-1.494475,-1.4849585,-0.0095165
56,2.2017145,2.2201757,"('impractical', 'practical')",1.203601,1.392295,0.0093806125,0.19317548,1.138232,1.2685487,-0.1303167
6,-2.1728206,-2.0993874,"('distant', 'open')",-1.2841364,-1.2753816,-0.025512021,0.083337896,-1.1608229,-1.0971437,-0.0636792
85,-2.1041658,-2.0498128,"('insignificant', 'prestigious')",-1.4175382,-1.583657,0.4677363,0.48067185,-1.0179892,-1.0509326,0.0329434
55,2.100735,1.9199456,"('incompetent', 'clever')",1.6376349,1.5335325,0.45605513,0.37665823,1.3981417,1.2767121,0.1214296
1,-2.0297158,-2.0706062,"('unfriendly', 'friendly')",-1.3452369,-1.3677425,1.1828077,1.183568,-0.730715,-0.7515936,0.0208786
31,-1.9855565,-1.7031378,"('evil', 'good')",-0.8667728,-0.7897731,-1.2577279,-1.2128773,-1.370019,-1.2352627,-0.1347563
52,-1.8593613,-1.8881657,"('irrational', 'rational')",-0.46902394,-0.60270566,0.23749757,0.22198367,-0.6969626,-0.7562959,0.0593333
80,1.7937233,1.6937313,"('dominated', 'dominating')",1.2119477,1.1047714,-1.0501107,-1.009465,0.6518534,0.5963459,0.0555075
5,-1.7395588,-1.6661674,"('distant', 'outgoing')",-1.2993073,-1.2707524,-0.6734036,-0.56890005,-1.2374233,-1.1686066,-0.0688167
46,1.7322387,1.7172195,"('uncompetitive', 'competitive')",1.5896031,1.4434503,0.6676234,0.4425929,1.3298217,1.2010876,0.1287341
14,1.6312063,1.5451398,"('antisocial', 'social')",1.9816389,2.0276406,-0.730194,-0.60566545,0.9608838,0.9890383,-0.0281545
81,1.6225289,1.456627,"('submissive', 'aggressive')",0.7927891,0.79144025,-0.9923333,-0.9003437,0.4743282,0.4492412,0.025087
45,1.6106341,1.740805,"('incompetent', 'competent')",2.2827313,2.270088,0.50968206,0.5477041,1.4676825,1.5195324,-0.0518499
79,-1.5975616,-1.420149,"('wavering', 'unwavering')",-0.33543608,-0.29172394,-0.22714172,-0.26815203,-0.7200464,-0.6600083,-0.0600381
87,1.5763701,1.4498028,"('unsuccessful', 'successful')",2.2988682,2.0869887,0.97082925,0.93626565,1.6153558,1.4910189,0.1243369
27,-1.5730431,-1.5053072,"('hardhearted', 'softhearted')",-0.33756095,-0.4433062,1.322455,1.3547518,-0.1960497,-0.1979539,0.0019042
8,-1.495665,-1.4887954,"('unaffectionate', 'affectionate')",-1.3715799,-1.3597151,0.35316327,0.39351955,-0.8380272,-0.8183303,-0.0196969
67,1.478894,1.3556296,"('doubtful', 'determined')",0.5685901,0.4543661,-0.3531242,-0.29343516,0.5647867,0.5055202,0.0592665
74,1.4730902,1.4931713,"('undedicated', 'dedicated')",1.689081,1.6925932,-0.039385796,0.008086301,1.0409284,1.0646169,-0.0236885
35,-1.3820914,-1.328526,"('corrupt', 'incorrupt')",-1.9588646,-1.9896818,-1.0737759,-1.0490632,-1.4715773,-1.455757,-0.0158203
16,-1.2556729,-1.2172958,"('unpopular', 'popular')",-0.39916492,-0.49715072,0.7745365,0.6274901,-0.2934338,-0.3623188,0.068885
18,-1.2510139,-1.3575665,"('disagreeable', 'welcoming')",-0.6889577,-0.60382783,-0.75347894,-0.78904855,-0.8978168,-0.9168143,0.0189975
62,1.2103846,1.3358617,"('incompetent', 'brilliant')",1.5831374,1.6916903,0.7117808,0.9838993,1.1684342,1.3371504,-0.1687162
13,1.210249,1.1201764,"('impolite', 'polite')",0.76812035,0.6917999,0.44188377,0.4863093,0.806751,0.7660952,0.0406558
42,1.1769598,1.2312883,"('unreliable', 'reliable')",0.81233275,0.84424645,-2.7327945,-2.5193424,-0.247834,-0.1479359,-0.0998981
0,1.1349719,0.902731,"('unsociable', 'sociable')",0.9116936,0.694505,0.12630676,0.034721613,0.7243241,0.5439858,0.1803383
21,1.1123664,1.0831823,"('immoral', 'moral')",2.3231635,2.2431,-0.06880349,-0.0847834,1.1222421,1.0804996,0.0417425
7,1.0942574,1.1402395,"('insensitive', 'sensitive')",0.8855023,0.87047756,0.8104213,1.0105308,0.9300603,1.0070826,-0.0770223
65,1.0667212,0.9196978,"('insecure', 'secure')",1.1449533,1.164142,-0.09095157,0.0033678338,0.7069076,0.6957359,0.0111717
70,1.0206189,1.0888963,"('lethargic', 'energetic')",1.6046876,1.5395263,1.4731783,1.5957707,1.3661617,1.4080645,-0.0419028
39,1.0067241,0.9653308,"('exploitative', 'cooperative')",0.16832048,0.20552142,-0.074295744,0.08619085,0.3669163,0.4190143,-0.052098
71,1.0017874,1.0310776,"('diffident', 'self-confident')",-0.23225065,-0.17344196,0.04519851,0.15244359,0.2715784,0.3366931,-0.0651147
10,0.967686,0.9173916,"('unsympathetic', 'sympathetic')",1.5967453,1.5200901,0.64406526,0.562425,1.0694989,0.9999688,0.0695301
37,0.95293784,1.0239118,"('fake', 'genuine')",1.0591245,1.1589216,0.62759066,0.83705467,0.8798843,1.0066294,-0.1267451
53,-0.9186339,-0.9601677,"('uncreative', 'creative')",0.045632683,-0.0013854429,0.81411535,0.82564664,-0.0196286,-0.0453022,0.0256736
75,-0.9126363,-0.74085945,"('meek', 'impulsive')",-0.544301,-0.5826511,-0.48274034,-0.41796696,-0.6465592,-0.5804925,-0.0660667
88,-0.86270714,-0.95772797,"('low', 'eminent')",-1.8264934,-1.9078398,-0.56748086,-0.4999574,-1.0855604,-1.1218417,0.0362813
