,duke_male,duke_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
12,2.0381072,1.8419327,"('unsupportive', 'supportive')",0.5553402,0.4648877,-1.6681163,-1.6989286,0.3084436,0.2026306,0.105813
71,1.924679,1.4490163,"('diffident', 'self-confident')",1.4740626,1.3085067,0.46189162,0.31544822,1.2868778,1.0243238,0.262554
41,-1.2974147,-0.98739016,"('unforgiving', 'forgiving')",-0.6526268,-0.6111152,-0.3738601,-0.31788006,-0.7746339,-0.6387951,-0.1358388
16,-1.2761446,-1.3445796,"('unpopular', 'popular')",0.15430179,0.11203363,0.21301293,0.20246728,-0.3029433,-0.3433595,0.0404162
36,-1.2473361,-1.4714849,"('hostile', 'amicable')",-0.78751,-1.0632719,-1.1877866,-1.2051928,-1.0742109,-1.2466498,0.1724389
73,1.2472013,1.5947253,"('helpless', 'self-reliant')",1.3036668,1.2186403,-3.7148933,-3.5796866,-0.3880084,-0.2554404,-0.132568
24,1.2453419,1.1153193,"('dishonest', 'honest')",0.1716431,0.14441393,0.7341771,0.953324,0.717054,0.7376858,-0.0206318
30,1.1965231,1.536273,"('intolerant', 'tolerant')",0.55015475,0.7231001,0.5347309,0.87724084,0.7604696,1.045538,-0.2850684
52,-1.188029,-1.3271209,"('irrational', 'rational')",-0.42996567,-0.6332873,-0.83525616,-0.774472,-0.8177503,-0.9116267,0.0938764
31,-1.1367115,-1.2444575,"('evil', 'good')",-0.7529709,-0.9908589,-2.007103,-2.022062,-1.2989284,-1.4191262,0.1201978
39,1.119026,1.1043092,"('exploitative', 'cooperative')",-0.1349872,-0.031968985,-0.20667674,-0.029561631,0.2591207,0.3475929,-0.0884722
69,-1.1130642,-1.1843398,"('lazy', 'industrious')",0.9923223,0.8610989,-1.2498108,-1.1536143,-0.4568509,-0.4922851,0.0354342
45,-1.0481248,-0.80843914,"('incompetent', 'competent')",-0.77131,-0.68686837,0.3120832,0.23987724,-0.5024505,-0.4184767,-0.0839738
2,1.0422316,0.8983486,"('unlikable', 'likable')",0.9580288,0.93782043,0.46439007,0.57607514,0.8215501,0.8040814,0.0174687
50,-1.0346524,-1.0241083,"('clumsy', 'skillful')",-0.47556245,-0.40217942,0.17629182,0.20067641,-0.444641,-0.4085371,-0.0361039
74,0.946594,0.8040215,"('undedicated', 'dedicated')",-0.2666751,-0.30398646,-0.45024204,-0.47655144,0.0765589,0.0078279,0.068731
84,0.94333476,0.7907558,"('inferior', 'superior')",0.708247,0.70235926,1.0283233,0.9687017,0.8933016,0.8206056,0.072696
17,-0.9130275,-0.95926136,"('nasty', 'nice')",-0.9336525,-0.9005573,-0.88741493,-0.8060197,-0.911365,-0.8886128,-0.0227522
58,-0.8822302,-1.1427304,"('undiscriminating', 'discriminating')",0.89819574,0.6344771,0.062723175,-0.055392046,0.0262296,-0.1878818,0.2141114
62,0.8709665,1.0736119,"('incompetent', 'brilliant')",0.48419905,0.8459977,1.0226798,1.1330781,0.7926151,1.0175625,-0.2249474
6,-0.8579638,-1.1859674,"('distant', 'open')",-0.110523455,-0.38302252,-1.3815285,-1.4450312,-0.7833385,-1.0046737,0.2213352
83,0.80623174,0.5045706,"('powerless', 'powerful')",1.5121801,1.3566047,-0.67149436,-0.81247383,0.5489725,0.3495672,0.1994053
