,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
88,-0.7067083,-0.6268675,"('low', 'eminent')",0.46546143,0.29749814,-0.1206234,-0.1646847,0.0440613
67,0.6949659,0.6511693,"('doubtful', 'determined')",-0.38845748,-0.12297969,0.1532542,0.2640948,-0.1108406
65,0.69265866,0.5997681,"('insecure', 'secure')",0.0017709956,-0.044235423,0.3472148,0.2777663,0.0694485
13,-0.6874459,-0.35211754,"('impolite', 'polite')",-0.31518024,-0.089330934,-0.5013131,-0.2207242,-0.2805889
49,0.6853368,0.2599518,"('unable', 'able')",0.72246736,0.25723085,0.7039021,0.2585913,0.4453108
81,0.68046975,0.43038148,"('submissive', 'aggressive')",0.14983496,-0.14879559,0.4151524,0.1407929,0.2743595
72,-0.66249996,-0.6638003,"('unambitious', 'ambitious')",-0.6748685,-0.9067225,-0.6686842,-0.7852614,0.1165772
26,-0.6403873,-0.6768612,"('hardhearted', 'benevolent')",0.94566524,1.2042743,0.152639,0.2637065,-0.1110675
4,-0.6366953,-0.62879413,"('disliked', 'liked')",-6.4187307,-6.3719826,-3.5277131,-3.5003884,-0.0273247
60,0.6247532,0.6587097,"('inefficient', 'efficient')",0.6281212,0.64249796,0.6264372,0.6506038,-0.0241666
48,0.6170173,0.06420508,"('unintelligent', 'intelligent')",1.458702,1.0546032,1.0378597,0.5594041,0.4784556
50,0.6098807,0.5550391,"('clumsy', 'skillful')",0.64716303,0.43349552,0.6285219,0.4942673,0.1342546
17,-0.60649616,-0.58518565,"('nasty', 'nice')",-0.78449714,-0.7167703,-0.6954967,-0.650978,-0.0445187
20,0.5865074,0.38950226,"('rough', 'thoughtful')",1.1623313,1.248182,0.8744193,0.8188422,0.0555771
41,-0.56930465,-0.579404,"('unforgiving', 'forgiving')",0.032824747,-0.0643745,-0.2682399,-0.3218893,0.0536494
32,-0.5465027,-0.6396351,"('unkind', 'kind')",0.78116757,0.7362696,0.1173324,0.0483173,0.0690151
16,-0.5438193,-0.6893004,"('unpopular', 'popular')",0.40006498,0.13129817,-0.0718772,-0.2790011,0.2071239
71,-0.53479856,-0.6105597,"('diffident', 'self-confident')",0.13534983,0.23968764,-0.1997244,-0.185436,-0.0142884
11,-0.51514524,-0.54285336,"('unhelpful', 'helpful')",2.278741,2.2379842,0.8817978,0.8475654,0.0342324
44,0.4973706,0.8168862,"('prejudiced', 'unprejudiced')",-1.6649137,-1.4356135,-0.5837715,-0.3093637,-0.2744078
75,-0.4884416,-0.14184214,"('meek', 'impulsive')",-0.6666274,-0.49652892,-0.5775345,-0.3191855,-0.258349
39,0.48521215,0.47964138,"('exploitative', 'cooperative')",-0.16647659,-2.05338e-05,0.1593678,0.2398104,-0.0804426
82,-0.4629344,-0.35994115,"('poor', 'rich')",6.451263,6.2121816,2.9941642,2.9261203,0.0680439
54,-0.44129616,-0.7083162,"('incapable', 'capable')",1.364858,1.1594051,0.4617809,0.2255445,0.2362364
76,0.42183453,0.63675684,"('anxious', 'daring')",0.51391244,0.64025146,0.4678735,0.6385041,-0.1706306
3,-0.395091,-0.54641086,"('repellent', 'pleasant')",0.09039082,-0.016041748,-0.1523501,-0.2812263,0.1288762
42,0.38329917,0.6721113,"('unreliable', 'reliable')",-2.9048564,-2.6906836,-1.2607787,-1.0092862,-0.2514925
35,-0.36410674,-0.41155815,"('corrupt', 'incorrupt')",-0.45430046,-0.4208214,-0.4092036,-0.4161898,0.0069862
34,-0.3628546,-0.17916584,"('mean', 'honorable')",6.281017,6.2645936,2.9590812,3.0427139,-0.0836327
29,-0.35223448,-0.546862,"('unfair', 'fair')",-0.5544888,-0.42935866,-0.4533616,-0.4881103,0.0347487
70,-0.34546268,-0.09322819,"('lethargic', 'energetic')",0.7954153,1.0073553,0.2249763,0.4570636,-0.2320873
47,-0.33533412,-0.36868548,"('stupid', 'smart')",5.5532265,5.3743544,2.6089461,2.5028343,0.1061118
33,-0.33386818,-0.40036958,"('wrong', 'right')",-1.0375738,-0.9860434,-0.685721,-0.6932065,0.0074855
28,-0.3210162,-0.97246104,"('disloyal', 'loyal')",1.4218845,0.9386063,0.5504342,-0.0169274,0.5673616
7,-0.32030702,-0.41107455,"('insensitive', 'sensitive')",0.8848064,0.7492795,0.2822497,0.1691025,0.1131472
2,-0.31291497,-0.18756403,"('unlikable', 'likable')",0.16646439,0.34270626,-0.0732253,0.0775711,-0.1507964
22,-0.28778127,-0.41670364,"('untrustworthy', 'trustworthy')",-0.89661026,-0.7458993,-0.5921957,-0.5813015,-0.0108942
80,-0.2829042,-0.5997285,"('dominated', 'dominating')",-1.2078365,-1.4224547,-0.7453704,-1.0110916,0.2657212
56,0.28192186,0.43975243,"('impractical', 'practical')",0.07411757,0.24502747,0.1780197,0.3423899,-0.1643702
83,-0.25996777,-0.33436736,"('powerless', 'powerful')",-0.98762536,-1.1164887,-0.6237966,-0.725428,0.1016314
69,-0.2533075,-0.32651106,"('lazy', 'industrious')",-0.78837365,-0.84681654,-0.5208406,-0.5866638,0.0658232
68,0.23794523,-0.059687838,"('dependent', 'independent')",0.036374964,-0.20661159,0.1371601,-0.1331497,0.2703098
15,-0.23729146,-0.026556563,"('boring', 'funny')",0.29912692,0.25681806,0.0309177,0.1151307,-0.084213
51,-0.2218243,-0.5119544,"('uneducated', 'educated')",0.5828713,0.45620903,0.1805235,-0.0278727,0.2083962
77,-0.19316061,-0.6021502,"('unmotivated', 'motivated')",-0.5667794,-0.7589098,-0.37997,-0.68053,0.30056
23,-0.15901174,-0.37355158,"('insincere', 'sincere')",6.1921515,5.757971,3.0165699,2.6922097,0.3243602
40,-0.09803249,-0.24798785,"('stingy', 'generous')",-1.5564688,-1.5680346,-0.8272507,-0.9080113,0.0807606
14,0.07772431,0.08896579,"('antisocial', 'social')",-0.8091143,-0.7080791,-0.365695,-0.3095567,-0.0561383
59,0.06228463,-0.33691812,"('foolish', 'wise')",0.51494396,0.27277064,0.2886143,-0.0320737,0.320688
62,0.052723497,0.023211608,"('incompetent', 'brilliant')",0.9597638,0.73559994,0.5062436,0.3794058,0.1268378
37,0.03247094,0.104473114,"('fake', 'genuine')",0.2984311,0.41046113,0.165451,0.2574671,-0.0920161
64,0.010302041,-0.07067496,"('shy', 'confident')",-6.4334054,-6.127134,-3.2115517,-3.0989044,-0.1126473
55,0.0069118515,-0.21330562,"('incompetent', 'clever')",0.37672645,0.21788308,0.1918191,0.0022887,0.1895304
18,0.005640695,0.035776112,"('disagreeable', 'welcoming')",-0.42006227,-0.4943365,-0.2072108,-0.2292802,0.0220694
21,0.0010283003,-0.36886096,"('immoral', 'moral')",-0.338669,-0.54406303,-0.1688204,-0.456462,0.2876416
