,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.571053,-2.6689858,"('unfriendly', 'friendly')",1.22818,1.1755648,-0.6714365,-0.7467105,0.075274
6,-1.9751723,-1.7917682,"('distant', 'open')",-0.2209662,-0.21185774,-1.0980692,-1.0018129,-0.0962563
9,-1.9378477,-1.9488504,"('unaffectionate', 'caring')",1.0546952,0.80782104,-0.4415762,-0.5705147,0.1289385
8,-1.9351915,-1.7353113,"('unaffectionate', 'affectionate')",0.34617808,0.33899704,-0.7945067,-0.6981571,-0.0963496
66,-1.8940316,-1.6715742,"('inactive', 'active')",0.20030338,0.25380957,-0.8468641,-0.7088823,-0.1379818
53,-1.8028673,-1.8261588,"('uncreative', 'creative')",0.65956074,0.7766409,-0.5716532,-0.5247589,-0.0468943
36,-1.7413932,-1.6803429,"('hostile', 'amicable')",-0.24059796,-0.2816153,-0.9909956,-0.9809791,-0.0100165
86,-1.7270104,-2.1206746,"('uninfluential', 'influential')",-0.43850565,-0.6140609,-1.0827579,-1.3673677,0.2846098
57,-1.6514944,-1.4581802,"('unimaginative', 'imaginative')",-2.7142906,-2.5389674,-2.1828926,-1.9985738,-0.1843188
31,-1.6175476,-1.5132484,"('evil', 'good')",-1.5856602,-1.6834888,-1.601604,-1.5983686,-0.0032354
5,-1.5089341,-1.3069222,"('distant', 'outgoing')",-0.5762464,-0.5301014,-1.0425903,-0.9185118,-0.1240785
58,-1.4992028,-1.2511128,"('undiscriminating', 'discriminating')",0.07016708,0.12199338,-0.7145179,-0.5645597,-0.1499582
10,-1.365267,-1.3969651,"('unsympathetic', 'sympathetic')",0.020663816,-0.086609855,-0.6723016,-0.7417875,0.0694859
0,-1.2667583,-1.3832252,"('unsociable', 'sociable')",-0.43597224,-0.52744424,-0.8513653,-0.9553347,0.1039694
19,-1.2622812,-0.998866,"('inhospitable', 'hospitable')",-0.32076097,-0.17092337,-0.7915211,-0.5848947,-0.2066264
61,-1.1906776,-1.3041893,"('illogical', 'logical')",-0.12927331,-0.09546474,-0.6599755,-0.699827,0.0398515
74,-1.1616302,-1.0531938,"('undedicated', 'dedicated')",-0.3600836,-0.19265774,-0.7608569,-0.6229258,-0.1379311
63,-1.1103007,-1.0078024,"('unperceptive', 'insightful')",1.4808937,1.4582996,0.1852965,0.2252486,-0.0399521
12,-1.0906304,-1.0932286,"('unsupportive', 'supportive')",-1.6440377,-1.6030443,-1.3673341,-1.3481364,-0.0191977
38,-1.059585,-0.94105303,"('untruthful', 'truthful')",0.286157,0.13025844,-0.386714,-0.4053973,0.0186833
45,-1.0248309,-1.1051595,"('incompetent', 'competent')",0.015199068,-0.13552082,-0.5048159,-0.6203402,0.1155243
85,-1.0223236,-0.9964903,"('insignificant', 'prestigious')",-0.23546472,-0.14413635,-0.6288942,-0.5703133,-0.0585809
52,-0.97459394,-1.0703462,"('irrational', 'rational')",-0.20016253,-0.43315896,-0.5873783,-0.7517526,0.1643743
84,0.9622642,0.8563947,"('inferior', 'superior')",1.5712577,1.5617156,1.2667609,1.2090552,0.0577057
46,-0.9207015,-0.89771676,"('uncompetitive', 'competitive')",-0.2072596,-0.15423517,-0.5639806,-0.5259759,-0.0380047
25,-0.9015351,-1.0590574,"('egoistic', 'altruistic')",0.9107572,0.9934138,0.004611,-0.0328218,0.0374328
43,-0.8766716,-0.6853342,"('irresponsible', 'responsible')",0.45560548,0.68194467,-0.2105331,-0.0016948,-0.2088383
78,-0.86371154,-1.2104541,"('nonresilient', 'resilient')",0.8049134,0.44590095,-0.0293991,-0.3822766,0.3528775
79,-0.8434204,-0.7428048,"('wavering', 'unwavering')",-0.21188198,-0.34378037,-0.5276512,-0.5432926,0.0156414
27,-0.8117742,-0.8426269,"('hardhearted', 'softhearted')",1.356197,1.2179708,0.2722114,0.187672,0.0845394
73,0.7829871,1.0789696,"('helpless', 'self-reliant')",-3.2550135,-2.8840191,-1.2360132,-0.9025248,-0.3334884
87,-0.7730058,-0.7711002,"('unsuccessful', 'successful')",0.395201,0.31593037,-0.1889024,-0.2275849,0.0386825
24,-0.73404026,-0.6987085,"('dishonest', 'honest')",0.74382246,0.74398685,0.0048911,0.0226392,-0.0177481
30,0.73194134,0.9849897,"('intolerant', 'tolerant')",1.6767774,1.6396471,1.2043593,1.3123184,-0.1079591
