,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
9,-0.6545218,-0.72188103,"('unaffectionate', 'caring')",1.2869186,1.4370186,0.39930025,0.4776147,-0.8173168,-0.655456,1.1853856,1.2082173,0.2799532,0.3491027,-0.0691495
51,0.64464474,0.5597219,"('uneducated', 'educated')",-0.031698316,-0.48033136,2.0318792,1.6443182,0.18295984,-0.32048798,1.069914,0.7689232,0.7795399,0.4344288,0.3451111
63,0.64094126,0.5706042,"('unperceptive', 'insightful')",1.15406,0.9368005,3.2304473,2.8693824,0.56164443,0.41344073,1.735952,1.7713398,1.4646091,1.3123136,0.1522955
86,-0.63762414,-0.5569702,"('uninfluential', 'influential')",-0.74545026,-0.8825384,1.0226507,0.9320512,-0.8459231,-0.74749815,0.5590835,0.6230107,-0.1294526,-0.126389,-0.0030636
57,-0.61871743,-0.20139109,"('unimaginative', 'imaginative')",-0.20346804,-0.15907258,-0.059121504,-0.12094349,-0.3524695,-0.0022450536,-1.1672195,-0.82877946,-0.4801992,-0.2624863,-0.2177129
39,0.5978326,0.63302726,"('exploitative', 'cooperative')",0.69199526,0.7316948,0.5308836,0.39894643,0.65353143,0.6476924,0.045169346,0.03882265,0.5038824,0.4900367,0.0138457
34,0.57055366,0.4644353,"('mean', 'honorable')",0.9037376,0.82476413,1.125938,0.9826999,0.75685203,0.48850113,5.079848,4.6110735,1.6873859,1.4742948,0.2130911
73,0.5694159,0.49422407,"('helpless', 'self-reliant')",1.4129232,1.3668466,-1.1865214,-1.2985513,0.18599439,0.24463142,-2.9608283,-2.7962694,-0.3958032,-0.3978237,0.0020205
59,-0.5620257,-1.0049182,"('foolish', 'wise')",1.1611757,1.3152755,-1.3127275,-1.2235748,-0.6170642,-0.6693553,-0.3699754,-0.5374159,-0.3401234,-0.4239977,0.0838743
28,-0.5532224,-0.27697104,"('disloyal', 'loyal')",0.35176504,0.48978466,0.7286964,0.817633,-0.68336946,-0.55334496,1.675175,1.5948337,0.3038089,0.414387,-0.1105781
20,-0.5409845,-0.4132151,"('rough', 'thoughtful')",0.0009742975,-0.082247436,0.14439017,-0.022486668,0.054953445,0.14141881,0.80422646,0.7771076,0.092712,0.0801154,0.0125966
87,0.53611594,0.6640339,"('unsuccessful', 'successful')",1.0818053,0.7965632,1.1917518,0.9428367,0.47891304,0.2000229,0.4302183,0.22097898,0.7437609,0.5648871,0.1788738
4,-0.50767314,-0.5105876,"('disliked', 'liked')",0.27867594,0.3708002,-0.9606199,-0.9493248,-0.3555823,-0.45446187,-4.785459,-4.3440795,-1.2661317,-1.1775307,-0.088601
50,0.5004173,0.43821958,"('clumsy', 'skillful')",1.2602605,1.2705268,1.7934786,1.9801525,0.76962644,1.0502508,0.7711065,0.9357331,1.0189779,1.1349766,-0.1159987
75,0.48009062,0.35609272,"('meek', 'impulsive')",0.25982302,0.011033433,-0.7091018,-1.098282,-0.11585522,-0.49745166,-0.48521826,-0.7712679,-0.1140523,-0.3999751,0.2859228
10,-0.4744779,-0.16985142,"('unsympathetic', 'sympathetic')",-1.1147666,-1.1904422,1.6513218,1.530085,0.8559402,1.2992435,1.3916873,1.6469772,0.461941,0.6232024,-0.1612614
81,0.42694932,0.6654669,"('submissive', 'aggressive')",1.0199984,0.72286713,2.206257,1.9853325,0.8430706,1.0303593,-0.09233239,-0.09009197,0.8807886,0.8627868,0.0180018
30,0.4159221,0.20713712,"('intolerant', 'tolerant')",0.17898825,0.26167777,1.1806377,1.1409314,0.74119943,0.73241067,0.76134324,0.7432768,0.6556181,0.6170867,0.0385314
62,0.41242734,0.423989,"('incompetent', 'brilliant')",0.07288447,-0.18377759,2.2518325,1.9630618,0.27547246,0.2630101,0.5926758,0.6526432,0.7210585,0.6237853,0.0972732
38,-0.41152185,-0.7705313,"('untruthful', 'truthful')",1.1004553,1.0433668,0.45147106,0.36255965,-0.3602634,-0.6334724,0.18267852,0.22896081,0.1925639,0.0461767,0.1463872
18,-0.41078287,-0.8083909,"('disagreeable', 'welcoming')",-0.4199605,-0.44479382,0.3512791,0.3626778,-1.2502732,-1.5390582,-0.47367457,-0.5360795,-0.4406824,-0.593129,0.1524466
19,0.39152247,0.2961604,"('inhospitable', 'hospitable')",-0.03002657,0.07824054,-0.8632113,-0.9254737,-0.81526285,-0.9451145,0.014167702,-0.013867421,-0.2605621,-0.3020109,0.0414488
46,0.3843376,0.5812193,"('uncompetitive', 'competitive')",0.42753276,0.08603269,4.1211123,4.0018907,0.8295218,0.85124063,0.8772388,0.78040653,1.3279486,1.260158,0.0677906
41,-0.37358713,-0.60960793,"('unforgiving', 'forgiving')",0.8342429,0.7603374,0.12739159,-0.026896998,-0.023020707,-0.2631033,-0.6409705,-0.7012436,-0.0151888,-0.1681029,0.1529141
48,-0.37057358,-0.21945187,"('unintelligent', 'intelligent')",-1.25428,-1.3380128,-0.5478921,-0.6795716,-1.5577798,-1.4644818,0.4927571,0.42712617,-0.6475537,-0.6548784,0.0073247
43,0.36488995,0.24330124,"('irresponsible', 'responsible')",0.4104027,0.18564247,1.0014682,0.80870754,1.0114483,0.86529464,1.9291942,1.92421,0.9434807,0.8054312,0.1380495
88,-0.3615495,-0.33125973,"('low', 'eminent')",-0.10614716,-0.14107735,0.08527167,0.05847718,-0.32710323,-0.26449388,1.0249164,1.1262159,0.0630776,0.0895724,-0.0264948
79,-0.35915276,-0.15775703,"('wavering', 'unwavering')",0.71513975,0.9316887,-0.9496073,-0.7871104,-1.1336255,-1.1156203,-0.14732511,-0.0329339,-0.3749142,-0.2323466,-0.1425676
37,0.33929914,0.3267215,"('fake', 'genuine')",-0.3822656,-0.24438481,1.1195171,1.125651,0.9572391,1.1603893,1.1469699,1.2601353,0.6361519,0.7257025,-0.0895506
12,0.33549494,0.43362656,"('unsupportive', 'supportive')",1.1696746,1.110728,1.7940074,1.5730419,-0.40724188,-0.31147882,-0.85764056,-0.55307376,0.406859,0.4505688,-0.0437098
61,0.32835165,0.46489263,"('illogical', 'logical')",1.4970978,1.4343896,1.3877236,1.2178111,0.38246834,0.23208842,0.5048325,0.48773345,0.8200947,0.767383,0.0527117
5,-0.31177664,-0.64013964,"('distant', 'outgoing')",0.9994113,1.0918335,-1.8968427,-1.9776086,-0.9049309,-0.9795297,-0.71168834,-0.6580962,-0.5651654,-0.6327081,0.0675427
22,0.3113245,0.31443265,"('untrustworthy', 'trustworthy')",-0.6693514,-0.6624008,0.81769663,0.5891538,0.6376768,0.4211704,-0.9552779,-0.9806321,0.0284137,-0.0636552,0.0920689
85,-0.30603203,-0.5639357,"('insignificant', 'prestigious')",2.1553223,2.260243,-1.2226274,-1.2476285,-1.1805645,-1.2169504,-0.2398334,-0.26376954,-0.158747,-0.2064082,0.0476612
13,0.2906146,0.2989814,"('impolite', 'polite')",0.07315788,-0.14522675,1.6196862,1.434056,0.4944442,0.33935338,0.18715823,0.056194678,0.5330122,0.3966717,0.1363405
77,-0.2799355,-0.063419454,"('unmotivated', 'motivated')",0.24622193,0.106810965,1.0862557,0.77485573,-0.34879473,-0.3224358,-0.63557684,-0.7494684,0.0136341,-0.0507314,0.0643655
66,0.27367488,0.33924842,"('inactive', 'active')",1.8116603,1.8019668,0.904867,0.8244528,0.13366589,0.116319,0.7787435,0.7630186,0.7805223,0.7690012,0.0115211
53,-0.27179685,-0.17880368,"('uncreative', 'creative')",1.0592289,1.0597881,0.3107309,0.2818604,-0.25349176,-0.25198755,2.1733067,2.1910758,0.6035956,0.6203866,-0.016791
58,0.26560667,0.5577376,"('undiscriminating', 'discriminating')",1.3616848,1.3549076,0.50494444,0.5322303,0.5745823,0.78336924,0.30788225,0.6347249,0.6029401,0.7725939,-0.1696538
80,0.2628197,0.6062913,"('dominated', 'dominating')",-0.04105668,-0.08123662,2.670142,2.820969,1.3257407,1.6151481,-0.7892953,-0.46479326,0.6856701,0.8992758,-0.2136057
72,0.25414166,0.053561516,"('unambitious', 'ambitious')",0.35162622,-0.033188492,-0.592849,-0.7205943,-0.13440591,-0.30039644,-0.16873859,-0.11107903,-0.0580451,-0.2223393,0.1642942
69,-0.24575879,-0.39882207,"('lazy', 'industrious')",1.0590254,1.2605528,-0.82889235,-0.6938269,-0.048665613,-0.001740329,-1.0007648,-0.9223611,-0.2130112,-0.1512395,-0.0617717
45,-0.23623227,0.042566895,"('incompetent', 'competent')",-0.9229033,-0.8965886,2.2966774,2.2866132,0.41424212,0.5524835,0.27445233,0.37748268,0.3652472,0.4725115,-0.1072643
49,-0.21117647,-0.46058908,"('unable', 'able')",-0.90746254,-1.111937,0.63367224,0.38648543,-0.32866174,-0.6997788,-0.32661486,-0.7590316,-0.2280487,-0.5289702,0.3009215
15,-0.1948884,-0.15340926,"('boring', 'funny')",0.36320135,0.47731298,-1.6611226,-1.7516309,-0.38566694,-0.41039196,-0.3198972,-0.3171991,-0.4396748,-0.4310637,-0.0086111
64,-0.19432718,-0.32186022,"('shy', 'confident')",0.6062633,0.4078012,1.0215477,0.86125445,0.54523283,0.4880558,-5.336969,-5.1664667,-0.6716505,-0.7462431,0.0745926
54,-0.17849158,-0.463854,"('incapable', 'capable')",0.9846074,0.8370278,0.1727537,-0.040324807,0.21267372,0.18856233,0.864225,0.7602248,0.4111537,0.2563272,0.1548265
7,0.16908276,0.42315376,"('insensitive', 'sensitive')",0.23832461,0.2206957,0.7496818,0.4868527,0.7808252,1.0772718,1.0534241,1.0227908,0.5982677,0.646153,-0.0478853
17,-0.15929246,-0.16708949,"('nasty', 'nice')",-0.25492775,-0.21618582,-0.5494479,-0.64116234,-0.9189469,-0.9624157,-1.1339186,-0.89726543,-0.6033068,-0.5768238,-0.026483
23,0.15103398,0.09038618,"('insincere', 'sincere')",0.46105194,0.3443735,2.3699977,2.0895565,0.4639783,0.3961746,5.3518095,4.9431314,1.7595743,1.5727244,0.1868499
24,0.14692736,-0.15343197,"('dishonest', 'honest')",0.3310858,0.27936026,-0.502745,-0.5600856,0.62928134,0.6930143,1.4877275,1.4493816,0.4184554,0.3416477,0.0768077
83,0.14206289,0.18684505,"('powerless', 'powerful')",1.3567314,1.4268785,0.8621497,0.868135,0.069844455,0.19719402,-0.8686065,-0.7723444,0.3124364,0.3813416,-0.0689052
55,0.11049077,0.24280012,"('incompetent', 'clever')",-1.376488,-1.5724826,1.9981941,1.793046,0.1790882,0.20999545,0.6442595,0.48092487,0.3111089,0.2308568,0.0802521
29,-0.10260339,-0.20595469,"('unfair', 'fair')",-0.45583883,-0.5860611,-0.99509937,-1.2385899,-0.097770154,-0.3551616,-0.73702717,-0.96106267,-0.4776678,-0.669366,0.1916982
84,0.09575261,-0.07565826,"('inferior', 'superior')",0.61524653,0.43221334,-0.4863823,-0.7584952,0.24018186,0.1825017,0.45102525,0.2398919,0.1831648,0.0040907,0.1790741
14,-0.07651892,0.089110464,"('antisocial', 'social')",0.9451686,0.6996144,1.5570204,1.503459,0.6970768,0.64625454,-0.9389447,-0.9385114,0.4367604,0.3999854,0.036775
44,0.06629288,-0.07358414,"('prejudiced', 'unprejudiced')",-0.29285294,-0.45348072,-0.20657374,-0.2678877,1.0906847,0.96779644,-1.2428105,-1.2875293,-0.1170519,-0.2229371,0.1058852
3,0.06588265,0.41094896,"('repellent', 'pleasant')",-0.8403184,-1.0612777,1.3765185,1.1806979,0.51968235,0.758283,0.6841152,0.72446746,0.3611761,0.4026239,-0.0414478
71,0.062776074,0.13265966,"('diffident', 'self-confident')",1.6272266,1.5774914,0.17750022,0.1372077,-0.62362885,-0.547779,0.27124363,0.2303251,0.3030235,0.305981,-0.0029575
27,0.05216305,-0.05455955,"('hardhearted', 'softhearted')",-0.8751959,-0.86378163,-0.19230485,-0.27746496,0.3175936,0.43957147,1.2521589,1.3454726,0.1108829,0.1178476,-0.0069647
40,-0.045554277,-0.06587901,"('stingy', 'generous')",1.2034731,1.1495123,0.74744004,0.71306103,-0.017188221,0.08920902,-0.96526045,-0.6687752,0.184582,0.2434256,-0.0588436
65,0.043140292,0.029057406,"('insecure', 'secure')",-0.56805277,-0.90796226,0.8475397,0.5846038,0.82730234,0.53149927,-0.077714935,-0.47444656,0.2144429,-0.0474497,0.2618926
33,0.023549145,-0.14320211,"('wrong', 'right')",1.7916427,1.8672462,-0.8929164,-0.8938625,-0.2922172,-0.20327252,-1.4026684,-1.2592405,-0.154522,-0.1264663,-0.0280557
47,-0.0052656643,-0.1549327,"('stupid', 'smart')",0.7675443,0.8611186,1.6643503,1.740151,0.6834208,0.6626343,3.6461122,3.2736063,1.3512323,1.2765156,0.0747167
