,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
42,1.5718018,1.610641,"('unreliable', 'reliable')",1.4962511,1.4514858,1.7286631,1.6395115,1.7518066,1.8046005,-1.5637646,-1.2801917,0.9969516,1.0452095,-0.0482579
31,-1.3217202,-1.355332,"('evil', 'good')",-0.9773841,-0.6217721,-3.3690276,-3.3201869,-2.3956695,-2.4593692,-1.8752062,-1.7374644,-1.9878014,-1.8988249,-0.0889765
1,-1.3030148,-1.7245227,"('unfriendly', 'friendly')",1.0517744,1.0924927,-1.3296217,-1.4809881,-0.8283921,-0.9554664,1.4867288,1.2702236,-0.1845051,-0.3596521,0.175147
2,1.2437226,0.7441851,"('unlikable', 'likable')",2.2074754,1.9009771,1.7175813,1.3679873,1.4650259,1.0305495,0.6677377,0.5332795,1.4603086,1.1153956,0.344913
60,1.0536968,0.8469496,"('inefficient', 'efficient')",-0.44835663,-0.9885441,3.2668061,2.8947842,1.8205624,1.6079314,0.83033216,0.52253336,1.3046082,0.9767309,0.3278773
8,-0.9937475,-1.2303555,"('unaffectionate', 'affectionate')",0.5530445,0.70915294,-1.2569867,-1.1753864,-1.476865,-1.2997689,0.24796146,0.38777,-0.5853187,-0.5217176,-0.0636011
25,-0.97324604,-1.2804706,"('egoistic', 'altruistic')",-0.1316103,-0.26779324,0.73470706,0.6621326,-1.053641,-1.2108625,0.83355165,0.4965399,-0.1180477,-0.3200908,0.2020431
76,0.94692665,0.9641508,"('anxious', 'daring')",-0.02939643,-0.29461873,2.298549,1.9984527,1.6185163,1.6514506,1.1615405,1.3298227,1.1992272,1.1298515,0.0693757
16,-0.94055676,-0.9795179,"('unpopular', 'popular')",-0.53656304,-0.78772736,-0.41560075,-0.52299285,-1.075429,-1.1307247,0.24675943,-0.07033776,-0.544278,-0.6982601,0.1539821
52,-0.9327304,-1.0816419,"('irrational', 'rational')",0.735377,1.0749772,-0.6478925,-0.5114461,-1.3639036,-1.4218715,-0.93072224,-0.9650453,-0.6279743,-0.5810055,-0.0469688
36,-0.8668071,-0.9718504,"('hostile', 'amicable')",0.59804934,0.8940453,-2.034217,-2.0300665,-1.2366321,-1.4847741,-0.6284275,-0.8054068,-0.8336069,-0.8796104,0.0460035
35,-0.81585413,-1.0707915,"('corrupt', 'incorrupt')",-0.24544995,0.029743362,-2.6243691,-2.4418588,-0.95040655,-1.0049776,-1.0336361,-1.0319983,-1.1339432,-1.1039765,-0.0299667
56,0.8022214,0.8464972,"('impractical', 'practical')",0.69249916,0.6157709,1.4729147,1.339541,1.4686232,1.4255366,0.21871056,0.1836708,0.9309937,0.8822033,0.0487904
82,0.8017285,0.602369,"('poor', 'rich')",-0.2466113,-0.68692005,1.3986927,1.1664788,0.5710892,0.0008097477,5.9950657,5.166465,1.703993,1.2498405,0.4541525
70,0.766531,0.79515415,"('lethargic', 'energetic')",0.21436918,-0.05612028,2.5213752,2.2684808,1.4452717,1.4833984,1.5330341,1.6425517,1.2961163,1.226693,0.0694233
26,-0.7655289,-0.70298433,"('hardhearted', 'benevolent')",1.2768751,1.5215039,0.14431515,0.4069063,-0.343836,-0.1277579,1.3357651,1.5939916,0.3295181,0.5383319,-0.2088138
74,0.7583954,0.7262805,"('undedicated', 'dedicated')",0.7558148,0.82248545,1.4094876,1.485849,0.85307074,0.8455478,0.9274567,1.3523965,0.9408451,1.0465118,-0.1056667
78,-0.74280393,-0.58750737,"('nonresilient', 'resilient')",0.6531426,0.49154976,1.9395384,1.8749983,-0.6020522,-0.5657318,0.6323832,0.66789436,0.3760416,0.3762406,-0.000199
32,0.7353145,0.5939275,"('unkind', 'kind')",0.3159042,0.15268324,1.3394918,1.1414027,1.4827427,1.4105725,2.0322685,1.8011599,1.1811443,1.0199492,0.1611951
6,-0.701448,-0.9876956,"('distant', 'open')",0.25031188,0.5058171,-2.1443477,-2.1143634,-0.98845696,-1.0461725,-0.0042251684,0.0077293515,-0.7176332,-0.7269371,0.0093039
67,0.6943829,0.68449277,"('doubtful', 'determined')",0.5186874,0.64066017,0.15857036,0.19751096,0.84059757,0.9838368,-0.7948063,-0.60361356,0.2834864,0.3805774,-0.097091
0,-0.6768557,-0.42600015,"('unsociable', 'sociable')",-0.61760485,-0.6192254,1.4594462,1.3575753,-0.087695576,-0.028850578,-0.13230792,-0.22852615,-0.0110036,0.0109946,-0.0219982
11,0.6747578,0.7648139,"('unhelpful', 'helpful')",0.2975016,0.21752638,2.725032,2.6616921,-0.068413764,-0.0003986992,2.4747136,2.5198221,1.2207182,1.2326912,-0.011973
68,-0.6715158,-0.8048247,"('dependent', 'independent')",-2.0392377,-2.1971886,0.27705947,0.16645904,-0.3129656,-0.63815415,-0.11220452,-0.1930002,-0.5717728,-0.7333417,0.1615689
21,0.6663362,0.94948107,"('immoral', 'moral')",0.6057018,0.4260104,2.0202916,1.779974,1.4030739,1.3649417,-0.26156133,-0.30733982,0.8867684,0.8426135,0.0441549
