,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
48,-2.1611364,-2.629677,"('unintelligent', 'intelligent')",0.23722741,-0.34034964,0.25028062,-0.1093401,-0.5578761,-1.0264556,0.4685795
10,-1.8500903,-1.7561529,"('unsympathetic', 'sympathetic')",0.43868837,0.99854034,0.18290418,0.3820461,-0.4094992,-0.1251888,-0.2843104
0,-1.7454227,-1.7351027,"('unsociable', 'sociable')",0.74028516,0.7702188,-0.31806612,-0.47863385,-0.4410679,-0.4811726,0.0401047
73,1.6906912,2.050228,"('helpless', 'self-reliant')",0.4343216,0.30098873,-2.7905948,-3.132413,-0.2218606,-0.2603987,0.0385381
23,-1.6544272,-2.1067755,"('insincere', 'sincere')",1.372908,1.3321953,5.788566,6.0371027,1.8356822,1.7541742,0.081508
1,-1.6218257,-1.588245,"('unfriendly', 'friendly')",-0.32070136,-0.9460528,1.5929136,1.4967802,-0.1165378,-0.3458393,0.2293015
86,-1.6087248,-1.931828,"('uninfluential', 'influential')",-0.1650811,-0.44441628,0.107288584,-0.25351876,-0.5555058,-0.8765877,0.3210819
57,-1.5548964,-0.5192887,"('unimaginative', 'imaginative')",-0.30910385,0.24031565,-2.2641697,-2.2143948,-1.3760567,-0.8311226,-0.5449341
60,-1.3523332,-2.2657328,"('inefficient', 'efficient')",1.2565594,1.2123599,-0.03466603,-0.3228368,-0.0434799,-0.4587365,0.4152566
41,-1.2843946,-0.52382475,"('unforgiving', 'forgiving')",0.23588955,0.47253683,-0.010560479,-0.14462051,-0.3530219,-0.0653028,-0.2877191
11,-1.2755328,-1.4682573,"('unhelpful', 'helpful')",0.6010593,0.4434931,1.8864002,1.9910598,0.4039756,0.3220985,0.0818771
28,-1.2642864,-1.1245122,"('disloyal', 'loyal')",0.5675459,0.37495565,0.8834218,1.0252886,0.0622271,0.0919107,-0.0296836
53,-1.2071298,-0.86202204,"('uncreative', 'creative')",-0.10945518,-0.24109721,0.76084167,0.91530263,-0.1852478,-0.0626055,-0.1226423
49,-1.1734624,-0.7202075,"('unable', 'able')",-0.9601221,-0.83424014,-0.32378638,-0.24928547,-0.8191236,-0.6012444,-0.2178792
72,-1.1667949,-1.6347145,"('unambitious', 'ambitious')",0.17391951,0.06652528,-0.62934333,-0.47319216,-0.5407396,-0.6804605,0.1397209
77,-1.1503989,-1.6521097,"('unmotivated', 'motivated')",0.16111794,-0.113144755,-0.93444145,-1.2264059,-0.6412408,-0.9972201,0.3559793
27,-1.1007385,-1.1126877,"('hardhearted', 'softhearted')",0.057303783,-0.2567955,1.4292799,1.2233871,0.1286151,-0.0486987,0.1773138
34,-1.0864367,-1.225887,"('mean', 'honorable')",0.20856027,0.026798328,5.6162977,5.705666,1.5794738,1.5021925,0.0772813
32,-1.065003,-1.3597218,"('unkind', 'kind')",0.37958688,0.39607632,0.9784784,0.88851756,0.0976874,-0.0250426,0.12273
9,-1.0562309,-0.9663833,"('unaffectionate', 'caring')",0.67069983,0.380368,1.417933,1.5091118,0.344134,0.3076988,0.0364352
13,-1.0561959,-1.792659,"('impolite', 'polite')",-0.33074057,0.15810639,-0.44500273,-0.56641865,-0.6106464,-0.7336571,0.1230107
78,-1.0499632,-1.0537927,"('nonresilient', 'resilient')",-0.21862091,-0.20049545,0.77836084,0.49954748,-0.1634078,-0.2515802,0.0881724
35,1.0364496,1.8809586,"('corrupt', 'incorrupt')",-0.22501335,-0.30188107,-0.5924878,-0.14976144,0.0729828,0.4764387,-0.4034559
62,-1.0321639,-1.1257682,"('incompetent', 'brilliant')",0.13284838,0.011004712,0.209651,0.07152561,-0.2298882,-0.347746,0.1178578
75,0.99350595,1.4718822,"('meek', 'impulsive')",-1.3759522,-1.151598,-0.574523,-0.17184587,-0.3189898,0.0494795,-0.3684693
19,0.98839486,1.1445979,"('inhospitable', 'hospitable')",-0.48012307,-0.6650465,0.05157952,0.09791785,0.1866171,0.1924897,-0.0058726
43,-0.98101145,-1.0691832,"('irresponsible', 'responsible')",1.333991,1.1459116,0.7460559,0.9490421,0.3663452,0.3419235,0.0244217
46,-0.9588164,-0.86223644,"('uncompetitive', 'competitive')",-0.51835626,-0.36186993,-0.31693792,-0.6275305,-0.5980368,-0.6172123,0.0191755
79,0.93348205,1.4575082,"('wavering', 'unwavering')",0.12982705,0.091088004,0.24027629,0.51413465,0.4345285,0.6875769,-0.2530484
59,0.9296852,0.87531346,"('foolish', 'wise')",0.45171544,0.06506126,0.23432861,0.17912565,0.5385764,0.3731668,0.1654096
61,-0.9264609,-0.8323369,"('illogical', 'logical')",0.45306233,0.4914452,0.28257677,0.12444055,-0.0636073,-0.0721504,0.0085431
40,-0.92029625,-0.4861859,"('stingy', 'generous')",0.04501864,-0.20215108,-1.6637434,-2.192677,-0.8463403,-0.960338,0.1139977
54,-0.81423324,-0.6345275,"('incapable', 'capable')",0.31309354,0.26790366,1.1184951,1.2331308,0.2057851,0.2888356,-0.0830505
67,0.8130824,0.18220349,"('doubtful', 'determined')",0.94405687,0.80132353,-0.60423887,-0.5595626,0.3843001,0.1413215,0.2429786
3,-0.807665,-1.3007077,"('repellent', 'pleasant')",0.24505697,0.13578534,0.25456795,0.27865383,-0.10268,-0.2954228,0.1927428
50,0.7957019,0.6127317,"('clumsy', 'skillful')",0.61752325,0.53311807,0.6757632,0.3368742,0.6963294,0.4942413,0.2020881
33,0.7634393,0.22926219,"('wrong', 'right')",0.3474595,-0.23089938,-0.5335721,-0.8947149,0.1924422,-0.298784,0.4912262
14,-0.7595554,-0.48623613,"('antisocial', 'social')",0.6743781,1.1493582,-0.5241415,-0.5141266,-0.2031063,0.0496652,-0.2527715
8,-0.7482995,-0.57007176,"('unaffectionate', 'affectionate')",-0.37590528,-0.50728565,1.1473328,1.2641623,0.0077093,0.0622683,-0.054559
21,-0.6817054,-1.4488002,"('immoral', 'moral')",-0.18455347,-0.08976333,-0.7767795,-1.2626054,-0.5476794,-0.933723,0.3860436
88,-0.67702407,-1.2767363,"('low', 'eminent')",-0.1463676,-0.65612686,0.25984436,-0.1490971,-0.1878491,-0.6939867,0.5061376
38,-0.67223984,-0.7302147,"('untruthful', 'truthful')",0.6006215,0.43932068,-0.22735505,-0.1564861,-0.0996578,-0.1491267,0.0494689
65,-0.66931945,-0.91761523,"('insecure', 'secure')",1.0092715,1.3052647,-0.2554519,-0.1779888,0.0281667,0.0698869,-0.0417202
55,-0.66417193,-0.81460387,"('incompetent', 'clever')",1.0423543,1.0749085,0.14517516,-0.35014445,0.1744525,-0.0299466,0.2043991
42,0.6397194,1.0373135,"('unreliable', 'reliable')",0.07169836,0.46667624,-2.813375,-2.889097,-0.7006524,-0.4617024,-0.23895
47,-0.6303637,-0.3613798,"('stupid', 'smart')",0.33915994,0.8188466,4.834963,5.1466174,1.5145863,1.868028,-0.3534417
45,-0.60028595,0.42189327,"('incompetent', 'competent')",0.82313514,1.304205,0.09456622,0.2618945,0.1058051,0.6626642,-0.5568591
52,-0.58945066,-0.88804394,"('irrational', 'rational')",-0.6717986,-1.1321063,0.093213595,-0.2830459,-0.3893452,-0.767732,0.3783868
18,-0.5885848,-0.9977492,"('disagreeable', 'welcoming')",-0.46903723,-1.151457,-0.569155,-1.0073905,-0.542259,-1.0521989,0.5099399
20,-0.5844756,-0.25146773,"('rough', 'thoughtful')",0.49960747,0.6516589,1.0332662,0.97885203,0.3161327,0.4596811,-0.1435484
63,-0.5808715,-0.8532941,"('unperceptive', 'insightful')",0.51080275,0.26838592,1.3032452,0.86065465,0.4110588,0.0919155,0.3191433
7,-0.57833004,-0.85437596,"('insensitive', 'sensitive')",1.0340915,1.4140888,1.1479698,1.0948546,0.5345771,0.5515225,-0.0169454
84,0.5617394,0.37583503,"('inferior', 'superior')",0.7464621,0.6201434,0.8941073,0.73456764,0.734103,0.5768487,0.1572543
26,-0.55852413,-0.045902673,"('hardhearted', 'benevolent')",0.49437097,0.4063254,1.8090942,1.9428381,0.581647,0.7677536,-0.1861066
81,-0.5571789,-1.0565852,"('submissive', 'aggressive')",-0.65277326,-0.28415176,-0.8951262,-1.0632025,-0.7016927,-0.8013132,0.0996205
12,-0.5526495,-0.5384735,"('unsupportive', 'supportive')",1.2483034,1.128405,-1.3002987,-1.7194229,-0.2015483,-0.3764971,0.1749488
44,0.54461664,0.9510439,"('prejudiced', 'unprejudiced')",-0.6717398,-0.57748294,-1.7417762,-1.5477408,-0.6229664,-0.3913933,-0.2315731
87,0.5320114,0.32988766,"('unsuccessful', 'successful')",0.82833296,0.9321609,1.0686876,0.7360634,0.8096773,0.6660373,0.14364
4,0.51256496,1.4348041,"('disliked', 'liked')",-1.0344629,-1.0365262,-6.6713047,-7.0993915,-2.3977342,-2.2337046,-0.1640296
17,-0.5086222,0.09308458,"('nasty', 'nice')",0.09820659,0.6787958,-0.62309086,-0.53471684,-0.3445022,0.0790545,-0.4235567
30,-0.4874484,-0.61093086,"('intolerant', 'tolerant')",0.16757727,0.2989425,0.821096,0.66490483,0.167075,0.1176388,0.0494362
16,-0.4606656,-0.6447145,"('unpopular', 'popular')",-1.0882897,-1.4217131,-0.02059868,-0.45338655,-0.5231847,-0.8399381,0.3167534
24,-0.4510347,-0.78585565,"('dishonest', 'honest')",0.45455506,0.21257313,0.5307012,0.6453549,0.1780739,0.0240241,0.1540498
22,-0.420484,0.14904633,"('untrustworthy', 'trustworthy')",-0.49884677,-0.40829694,-0.84918725,-0.7042248,-0.589506,-0.3211585,-0.2683475
76,-0.34935504,-0.02758578,"('anxious', 'daring')",1.1705886,1.4241908,0.1699358,0.19487335,0.3303898,0.5304928,-0.200103
2,-0.335972,-0.20519094,"('unlikable', 'likable')",0.64663756,0.62365335,0.14271769,0.17879532,0.1511277,0.1990859,-0.0479582
83,-0.31770912,-0.37572366,"('powerless', 'powerful')",-0.722582,-0.6363455,-1.0330771,-1.0385385,-0.6911227,-0.6835359,-0.0075868
