,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,male-female
2,2.0180626,1.7833736,"('unlikable', 'likable')",2.0619516,2.0304165,0.8590374,0.20885225,1.2193787,0.91581964,1.5396075,1.2346154,0.3049921
87,2.0003266,1.5112014,"('unsuccessful', 'successful')",2.6710057,2.3603795,0.7598681,0.03376074,0.86103714,0.5608551,1.5730594,1.1165491,0.4565103
69,1.7139639,1.5903351,"('lazy', 'industrious')",-0.44493103,-0.2311753,-0.17937326,-0.3763334,-0.3388919,-0.41468525,0.1876919,0.1420353,0.0456566
56,1.6960657,1.7681566,"('impractical', 'practical')",2.4807758,2.234791,1.7537141,1.6666411,0.7465299,0.54261875,1.6692715,1.5530519,0.1162196
62,1.5079535,1.9730574,"('incompetent', 'brilliant')",2.5663953,2.805002,1.4781232,1.2340522,0.7522435,0.84165674,1.5761789,1.7134421,-0.1372632
39,1.4917545,1.270398,"('exploitative', 'cooperative')",1.8007476,1.6953471,1.3368642,1.1662527,1.6168329,1.4838659,1.5615498,1.4039658,0.157584
26,1.4614108,1.095978,"('hardhearted', 'benevolent')",0.7728133,0.46822375,-0.16487572,-0.6110259,0.6899774,0.5586147,0.6898314,0.3779476,0.3118838
76,1.4274913,1.6352967,"('anxious', 'daring')",1.9761748,2.0235114,1.2386379,1.1597869,0.8080714,0.84428865,1.3625939,1.4157209,-0.053127
31,-1.4137858,-1.3619626,"('evil', 'good')",-2.665731,-2.5431304,-2.1622756,-1.8562932,-2.439722,-2.1876783,-2.1703787,-1.9872661,-0.1831126
51,1.3897467,1.0599067,"('uneducated', 'educated')",0.93407446,0.7848005,0.46306375,0.14929993,0.12369301,-0.25294873,0.7276444,0.4352646,0.2923798
74,1.3456254,1.535237,"('undedicated', 'dedicated')",1.4430265,1.5286376,0.7178501,0.6896993,0.043486267,-0.068436496,0.8874971,0.9212844,-0.0337873
63,1.3302664,1.6445502,"('unperceptive', 'insightful')",1.1092261,1.2489458,0.7588881,0.619553,0.26956627,0.26183772,0.8669867,0.9437217,-0.076735
