,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
27,-1.1403941,-1.277608,"('hardhearted', 'softhearted')",-1.0532606,-1.1284839,-0.6619029,-0.68727916,1.1433934,0.9868034,-0.428041,-0.526642,0.098601
22,-1.1277847,-0.94786996,"('untrustworthy', 'trustworthy')",-0.7562866,-0.6951575,0.01327818,0.03396058,-1.1186787,-1.1765105,-0.747368,-0.6963943,-0.0509737
73,1.1258417,1.2312967,"('helpless', 'self-reliant')",0.30564758,0.24963062,-0.4539348,-0.462527,-3.2526414,-3.379312,-0.5687717,-0.590228,0.0214563
45,-1.1121402,-0.80203485,"('incompetent', 'competent')",-0.5332936,-0.3413074,-0.040896967,0.013445457,-0.20243396,-0.2783934,-0.4721912,-0.3520725,-0.1201187
41,-1.0322462,-0.8669703,"('unforgiving', 'forgiving')",-0.70818037,-0.8084002,0.03764019,-0.11882008,-0.009978894,-0.16188046,-0.4281913,-0.4890178,0.0608265
53,-1.0052575,-0.9640569,"('uncreative', 'creative')",-1.0227587,-1.0769576,-0.76324826,-0.84869146,1.0250498,0.9586743,-0.4415536,-0.4827579,0.0412043
40,-0.9808293,-0.9599774,"('stingy', 'generous')",-0.41148415,-0.5065228,-0.4885332,-0.6758717,-1.0973328,-1.3791597,-0.7445449,-0.8803829,0.135838
61,-0.95963794,-0.9859194,"('illogical', 'logical')",-0.572305,-0.61660796,-0.3705001,-0.4700159,0.04469446,-0.022796964,-0.4644372,-0.5238351,0.0593979
62,-0.9355393,-0.65043384,"('incompetent', 'brilliant')",-0.667241,-0.40225622,-0.36138994,-0.21674564,-0.2960009,-0.15328155,-0.5650428,-0.3556793,-0.2093635
16,-0.93353856,-0.95729744,"('unpopular', 'popular')",0.062787026,0.015916653,-0.72281563,-0.7012669,0.6117853,0.6126252,-0.2454455,-0.2575057,0.0120602
49,-0.8974715,-0.7505328,"('unable', 'able')",-0.8509687,-0.80249685,-0.97319645,-0.9374952,-0.77725995,-0.6286323,-0.8747241,-0.7797893,-0.0949348
30,-0.8855306,-0.7402445,"('intolerant', 'tolerant')",-0.27499926,-0.2521928,1.0481789,0.9567931,1.0866212,1.0972025,0.2435676,0.2653896,-0.021822
58,-0.857034,-0.74158156,"('undiscriminating', 'discriminating')",-0.690579,-0.71749544,-0.75426507,-0.8714907,0.13833317,0.09448323,-0.5408862,-0.5590212,0.018135
19,0.85574645,0.91356844,"('inhospitable', 'hospitable')",-0.8453071,-0.8386379,-1.4973189,-1.4304899,-0.42448992,-0.34544855,-0.4778424,-0.425252,-0.0525904
5,0.8189987,0.79931474,"('distant', 'outgoing')",-0.6278765,-0.6482276,-1.5242314,-1.4194798,-0.6480157,-0.48099375,-0.4952812,-0.4373466,-0.0579346
88,-0.8093968,-0.87054414,"('low', 'eminent')",-0.83390486,-0.6869821,-0.35767746,-0.2575663,-0.010894945,0.14099443,-0.5029685,-0.4185245,-0.084444
79,0.78868014,0.74217427,"('wavering', 'unwavering')",-0.2579957,-0.23138644,-1.3341392,-1.2003626,-0.10713187,0.060322035,-0.2276466,-0.1573132,-0.0703334
13,-0.7881795,-0.65561765,"('impolite', 'polite')",0.31768858,0.34463257,1.3305014,1.3319329,-0.4510545,-0.5097502,0.102239,0.1277994,-0.0255604
33,0.7610662,0.6654136,"('wrong', 'right')",0.5120276,0.41005433,0.0025497451,-0.10449771,-0.6389312,-0.7136739,0.1591781,0.0643241,0.094854
6,0.76048857,0.70480156,"('distant', 'open')",-0.6511218,-0.6972348,-1.2506179,-1.1982523,0.315622,0.39688408,-0.2064073,-0.1984504,-0.0079569
11,-0.7502695,-0.61302435,"('unhelpful', 'helpful')",-1.1523211,-0.9793372,-0.47809762,-0.3395452,1.3204582,1.4236708,-0.2650575,-0.127059,-0.1379985
52,0.6705485,0.42672798,"('irrational', 'rational')",-0.612479,-0.81923145,-1.4836679,-1.659443,0.074696906,-0.10253285,-0.3377254,-0.5386198,0.2008944
75,0.654611,0.8747393,"('meek', 'impulsive')",0.4051192,0.58075565,-0.8366429,-0.6295569,-0.33065867,-0.2023161,-0.0268929,0.1559055,-0.1827984
26,0.65428996,0.42398608,"('hardhearted', 'benevolent')",0.733481,0.6613114,0.7278101,0.6339681,1.4766654,1.4347157,0.8980616,0.7884953,0.1095663
20,-0.62323666,-0.49481535,"('rough', 'thoughtful')",-0.048300058,-0.13285933,0.4286429,0.28301314,1.1074586,1.0272654,0.2161412,0.170651,0.0454902
51,-0.5835007,-0.52002895,"('uneducated', 'educated')",-0.54906,-0.56370133,-0.14873797,-0.16583008,0.011729501,-0.06798856,-0.3173923,-0.3293872,0.0119949
67,0.56515586,0.5488667,"('doubtful', 'determined')",0.88701814,0.909546,0.7750579,0.7796699,-0.44362083,-0.43904376,0.4459028,0.4497597,-0.0038569
36,0.5575263,0.38500434,"('hostile', 'amicable')",0.11267687,-0.19017118,-1.0470947,-1.2855994,0.42158413,0.32735395,0.0111731,-0.1908531,0.2020262
66,0.55509955,0.47083053,"('inactive', 'active')",0.6995131,0.6308597,-0.3431694,-0.32809964,0.6888139,0.7920345,0.4000643,0.3914063,0.008658
82,-0.54903936,-0.33823606,"('poor', 'rich')",0.20906465,0.3174912,0.56719035,0.6634708,6.0826845,6.3391447,1.5774751,1.7454677,-0.1679926
84,0.53075564,0.50473535,"('inferior', 'superior')",0.37847796,0.3157759,-0.06406268,-0.13382582,0.79688346,0.76808286,0.4105136,0.363692,0.0468216
63,-0.5269233,-0.3421666,"('unperceptive', 'insightful')",-1.3236893,-1.2153236,-0.55880415,-0.5045582,0.6293644,0.66668457,-0.4450131,-0.348841,-0.0961721
47,-0.5220413,-0.3094012,"('stupid', 'smart')",-0.13300744,-0.043520525,0.9666697,1.0464804,5.3003283,5.5031443,1.4029872,1.5491757,-0.1461885
54,-0.49337658,-0.4699162,"('incapable', 'capable')",-0.90152305,-0.8232306,-1.1004889,-0.9685445,0.74495083,0.9648878,-0.4376094,-0.3242009,-0.1134085
87,0.48641858,0.48766375,"('unsuccessful', 'successful')",0.42261997,0.4836601,0.19452547,0.2541426,0.42995715,0.4100221,0.3833803,0.4088722,-0.0254919
34,-0.483507,-0.5060219,"('mean', 'honorable')",-0.21356255,-0.1779102,0.3751973,0.3521393,5.9130106,6.0568566,1.3977846,1.431266,-0.0334814
18,-0.47688204,-0.50946075,"('disagreeable', 'welcoming')",-0.3048751,-0.41965017,-0.523367,-0.57914984,-0.3256549,-0.3503698,-0.4076947,-0.4646576,0.0569629
8,0.46103245,0.299272,"('unaffectionate', 'affectionate')",-1.9581215,-2.015604,-2.421387,-2.4844618,0.52900755,0.5229802,-0.8473672,-0.9194534,0.0720862
31,0.42796555,0.24953946,"('evil', 'good')",-0.41897982,-0.557227,-1.0835955,-1.2186431,-0.7041507,-0.87396264,-0.4446901,-0.6000733,0.1553832
4,0.4206475,0.48552474,"('disliked', 'liked')",-0.48988175,-0.5837092,-1.229096,-1.2488108,-6.2029,-6.4124866,-1.8753076,-1.9398705,0.0645629
2,0.41702804,0.49802417,"('unlikable', 'likable')",0.63146937,0.65583694,0.58161,0.5777566,0.24298605,0.23733276,0.4682734,0.4922376,-0.0239642
71,0.41504207,0.27747414,"('diffident', 'self-confident')",-0.43580374,-0.48088253,-0.43831468,-0.462073,0.32890004,0.39623183,-0.0325441,-0.0673124,0.0347683
72,-0.37613717,-0.35001475,"('unambitious', 'ambitious')",-1.2700633,-1.1856784,-0.43232214,-0.45851013,-0.9890992,-0.8469143,-0.7669055,-0.7102794,-0.0566261
68,-0.36121103,-0.39226073,"('dependent', 'independent')",-0.45823386,-0.5033939,-0.81939185,-0.8646696,-0.7693888,-0.78391093,-0.6020564,-0.6360588,0.0340024
17,-0.35250056,-0.37534797,"('nasty', 'nice')",-0.41385135,-0.4585112,0.061136983,0.029692333,-0.7236471,-0.753787,-0.3572155,-0.3894885,0.032273
56,-0.3147616,-0.029058013,"('impractical', 'practical')",0.27789772,0.49161538,1.1985171,1.2992576,-0.56256586,-0.5219528,0.1497718,0.3099656,-0.1601938
25,-0.21758807,-0.45109725,"('egoistic', 'altruistic')",-0.33683398,-0.42573768,-0.26159373,-0.38060856,1.4803671,1.4850194,0.1660878,0.056894,0.1091938
9,-0.21310173,-0.24461505,"('unaffectionate', 'caring')",-1.9996992,-2.0015337,-1.8798472,-1.9135553,0.86485815,0.9395887,-0.8069475,-0.8050289,-0.0019186
44,0.1991426,0.22367108,"('prejudiced', 'unprejudiced')",0.6619458,0.7080617,0.6026266,0.8174101,-1.2925025,-1.1557211,0.0428031,0.1483555,-0.1055524
42,0.16514438,0.23328014,"('unreliable', 'reliable')",0.5098366,0.5266314,0.42946154,0.45940828,-3.0848439,-3.094667,-0.4951003,-0.4688368,-0.0262635
38,-0.150481,0.0029682256,"('untruthful', 'truthful')",-1.3798323,-1.304623,-0.75533456,-0.7248222,-0.26146168,-0.12220292,-0.6367774,-0.53717,-0.0996074
29,0.14597884,0.20168841,"('unfair', 'fair')",-0.999408,-1.060402,-1.4650704,-1.4497157,-0.6687159,-0.81990534,-0.7468039,-0.7820836,0.0352797
74,-0.13501948,0.069691375,"('undedicated', 'dedicated')",-0.61195564,-0.5436412,-0.297649,-0.26813793,0.11986838,0.009911392,-0.2311889,-0.1830441,-0.0481448
43,-0.12325466,0.042083114,"('irresponsible', 'responsible')",-1.1092253,-0.9564828,-0.19228113,-0.09586564,0.41183764,0.49939018,-0.2532309,-0.1277188,-0.1255121
64,-0.102065444,-0.059968546,"('shy', 'confident')",-0.29367957,-0.2361155,-0.5746246,-0.5423571,-6.9811463,-7.034721,-1.987879,-1.9682906,-0.0195884
83,0.077171065,0.007341735,"('powerless', 'powerful')",-0.5408096,-0.54180187,-1.1317227,-1.2049406,-0.9200294,-0.946726,-0.6288477,-0.6715317,0.042684
15,-0.06447303,-0.07361074,"('boring', 'funny')",0.92347765,0.95496553,0.7956885,0.89732,0.40934795,0.4019717,0.5160103,0.5451616,-0.0291513
37,0.052528232,0.03232294,"('fake', 'genuine')",0.28877595,0.3432287,-0.18928331,-0.22428444,0.48798114,0.39193884,0.1600005,0.1358015,0.024199
50,0.05036848,0.10284908,"('clumsy', 'skillful')",0.31729236,0.2962974,-0.024091884,0.0748733,0.2367056,0.17768946,0.1450686,0.1629273,-0.0178587
78,0.02595638,0.02282381,"('nonresilient', 'resilient')",-1.1082122,-1.1462139,-1.3512185,-1.2989217,0.012555134,0.06844197,-0.6052298,-0.5884675,-0.0167623
12,-0.020972572,0.0119953565,"('unsupportive', 'supportive')",-1.9712515,-1.9284654,-1.3722433,-1.3527833,-2.2924159,-2.268381,-1.4142208,-1.3844086,-0.0298122
80,0.016910717,0.0643587,"('dominated', 'dominating')",-0.32829788,-0.27479944,0.3344177,0.3214086,-1.6512121,-1.6818199,-0.4070454,-0.392713,-0.0143324
39,-0.008159768,-0.08663862,"('exploitative', 'cooperative')",0.45613053,0.43946838,0.5759607,0.50695485,-0.054420587,-0.07940058,0.2423777,0.195096,0.0472817
