,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,male-female
73,1.6353676,1.7450207,"('helpless', 'self-reliant')",0.47594166,0.5536362,-3.0479627,-3.0136585,-0.3122178,-0.2383339,-0.0738839
49,-1.3055127,-1.0315889,"('unable', 'able')",-0.72796553,-0.44185087,-0.76524127,-0.47756493,-0.9329065,-0.6503349,-0.2825716
40,1.285273,0.9699569,"('stingy', 'generous')",0.84827685,0.7613625,-1.8558236,-2.159978,0.0925754,-0.1428862,0.2354616
47,-1.2845718,-1.0733212,"('stupid', 'smart')",-0.1941954,0.06492069,4.9488096,5.3427434,1.1566808,1.444781,-0.2881002
26,1.2015712,0.8976936,"('hardhearted', 'benevolent')",2.018091,1.5376484,1.7641834,1.4787894,1.6612819,1.3047105,0.3565714
16,-1.1415902,-1.2116785,"('unpopular', 'popular')",-0.7886715,-0.82020795,0.24753402,0.1517159,-0.5609092,-0.6267236,0.0658144
0,-1.1228955,-1.2172794,"('unsociable', 'sociable')",0.097681396,0.2393818,-0.61344796,-0.59921217,-0.5462207,-0.5257033,-0.0205174
77,-1.1192527,-1.1925026,"('unmotivated', 'motivated')",-0.39578474,-0.37006965,-1.6604493,-1.5439256,-1.0584955,-1.0354993,-0.0229962
82,-1.0133723,-0.75259215,"('poor', 'rich')",-0.3917283,-0.23088104,6.222927,6.5638585,1.6059421,1.8601284,-0.2541863
45,-0.97800946,-0.9187769,"('incompetent', 'competent')",-0.55250585,-0.24773537,-0.51309013,-0.38697678,-0.6812018,-0.5178297,-0.1633721
18,0.9289412,0.7491398,"('disagreeable', 'welcoming')",0.26926538,0.17868298,-0.33416554,-0.49544924,0.2880137,0.1441245,0.1438892
13,-0.92491317,-0.6122011,"('impolite', 'polite')",0.021646455,0.34156147,-0.5421623,-0.22722861,-0.4818097,-0.1659561,-0.3158536
29,-0.88943493,-0.8192757,"('unfair', 'fair')",-0.81021863,-0.8839418,-0.44532007,-0.55083233,-0.7149913,-0.7513499,0.0363586
55,-0.8358081,-0.7327456,"('incompetent', 'clever')",-0.66922164,-0.35568988,-0.37475914,-0.087161705,-0.6265963,-0.3918657,-0.2347306
60,-0.8308705,-0.35780045,"('inefficient', 'efficient')",0.16547209,0.7029275,-0.9492008,-0.24627414,-0.5381997,0.032951,-0.5711507
66,0.77831525,0.8971555,"('inactive', 'active')",-0.5190979,-0.5162588,0.86252034,0.5852214,0.3739126,0.3220394,0.0518732
52,0.7733671,0.3150376,"('irrational', 'rational')",0.07363878,-0.43868855,0.48802495,0.09101967,0.4450103,-0.0108771,0.4558874
79,0.76915926,0.7512528,"('wavering', 'unwavering')",-0.5701532,-0.58823925,-0.047138527,-0.25540486,0.0506225,-0.0307971,0.0814196
78,-0.7651541,-0.7132421,"('nonresilient', 'resilient')",-0.45498192,-0.36089152,-0.6477305,-0.43684375,-0.6226222,-0.5036591,-0.1189631
33,0.7621348,0.59995943,"('wrong', 'right')",0.71466136,0.51521933,-0.191966,-0.41704005,0.4282767,0.2327129,0.1955638
39,0.7145965,0.6901606,"('exploitative', 'cooperative')",0.31578213,0.39554575,0.4452919,0.48958302,0.4918902,0.5250965,-0.0332063
85,0.7043251,0.58953595,"('insignificant', 'prestigious')",0.08584471,-0.20935711,0.057945896,-0.2791754,0.2827052,0.0336678,0.2490374
34,-0.67683667,-0.3364025,"('mean', 'honorable')",-0.27387944,0.06268602,5.0787644,5.4798355,1.3760161,1.735373,-0.3593569
3,-0.6626548,-0.68843794,"('repellent', 'pleasant')",-0.83563703,-0.8181202,0.56614184,0.6523241,-0.3107167,-0.2847447,-0.025972
25,0.64433545,0.31125653,"('egoistic', 'altruistic')",1.5318226,1.2571632,1.8896327,1.6268979,1.3552636,1.0651059,0.2901577
74,0.6394354,0.89847386,"('undedicated', 'dedicated')",-0.0036146417,0.3215514,-0.19092903,0.021201767,0.1482972,0.4137423,-0.2654451
62,-0.6388904,-0.16796224,"('incompetent', 'brilliant')",-0.10154542,0.5540715,-0.6006589,-0.09309291,-0.4470316,0.0976721,-0.5447037
22,-0.6159259,-0.55092293,"('untrustworthy', 'trustworthy')",-0.8150658,-0.5781754,-0.97655874,-0.8013118,-0.8025168,-0.64347,-0.1590468
88,0.5895979,0.49044028,"('low', 'eminent')",0.26386955,0.1515086,-0.39305502,-0.36673403,0.1534708,0.0917383,0.0617325
23,-0.57667124,-0.49938765,"('insincere', 'sincere')",-0.2717361,-0.1539055,5.678632,5.984812,1.6100748,1.7771729,-0.1670981
24,0.56652755,0.54224,"('dishonest', 'honest')",0.36068788,0.37062123,0.5654947,0.74692875,0.49757,0.5532633,-0.0556933
58,0.55442226,0.47813147,"('undiscriminating', 'discriminating')",0.35758075,0.41627967,0.42462766,0.31981117,0.4455436,0.4047408,0.0408028
12,0.54870856,0.7059772,"('unsupportive', 'supportive')",-0.16050847,0.09380501,-2.1334395,-1.9975652,-0.5817465,-0.399261,-0.1824855
46,-0.49968156,-0.4460696,"('uncompetitive', 'competitive')",-0.08073758,0.119911365,-1.7022221,-1.5083635,-0.7608804,-0.6115073,-0.1493731
53,-0.48353976,-0.5418597,"('uncreative', 'creative')",-0.73284733,-0.7158583,0.5456455,0.5142868,-0.2235805,-0.2478104,0.0242299
19,0.47941604,0.5497364,"('inhospitable', 'hospitable')",-0.17707288,-0.14523336,0.13717961,0.19040745,0.1465076,0.1983035,-0.0517959
14,-0.47768477,-0.2942224,"('antisocial', 'social')",-0.045583893,0.207263,-0.48614946,-0.36711648,-0.3364727,-0.1513586,-0.1851141
65,-0.46287486,-0.5356286,"('insecure', 'secure')",-0.62364554,-0.6295491,-0.34352702,-0.00899848,-0.4766825,-0.3913921,-0.0852904
27,0.4591982,0.23707394,"('hardhearted', 'softhearted')",0.430511,0.38250118,1.3779315,1.3036768,0.7558802,0.641084,0.1147962
42,0.434473,0.53035337,"('unreliable', 'reliable')",-0.4053323,-0.27369973,-3.1704092,-3.088865,-1.0470895,-0.9440705,-0.103019
37,-0.4339047,-0.30153394,"('fake', 'genuine')",-0.14717358,-0.21321413,0.052851297,0.23253894,-0.1760757,-0.0940697,-0.082006
51,0.39733076,0.5791709,"('uneducated', 'educated')",0.037638918,0.05184473,0.2159163,0.39277148,0.216962,0.3412623,-0.1243003
72,0.3922241,0.39311078,"('unambitious', 'ambitious')",0.32164457,0.25419673,-0.35734755,-0.18289742,0.1188404,0.1548034,-0.035963
9,0.3872203,0.19934237,"('unaffectionate', 'caring')",0.68628275,0.55731046,1.165927,1.140932,0.7464767,0.6325283,0.1139484
87,-0.37171933,-0.056994863,"('unsuccessful', 'successful')",-0.101296976,0.23586142,0.26260695,0.42763653,-0.0701365,0.2021677,-0.2723042
2,0.32577556,0.50101596,"('unlikable', 'likable')",0.67470384,0.9662886,0.7490341,0.8777186,0.5831712,0.7816744,-0.1985032
11,-0.32421753,-0.042581614,"('unhelpful', 'helpful')",-0.6589798,-0.29495382,1.3535572,1.7872819,0.1234533,0.4832488,-0.3597955
69,0.3131509,0.27045783,"('lazy', 'industrious')",0.45686063,0.40956777,-0.4244376,-0.7728883,0.1151913,-0.0309542,0.1461455
30,-0.30439746,-0.29882312,"('intolerant', 'tolerant')",0.16713826,0.3454504,0.18774244,0.4411801,0.0168277,0.1626025,-0.1457748
64,0.3042882,0.2788418,"('shy', 'confident')",-0.8374541,-0.7492701,-6.617986,-6.562113,-2.3837174,-2.3441804,-0.039537
43,-0.3038981,-0.043673106,"('irresponsible', 'responsible')",-0.5982452,-0.28292534,-0.043499634,0.37269738,-0.3152143,0.0153663,-0.3305806
75,0.2918371,0.5591364,"('meek', 'impulsive')",-0.25977042,-0.0631504,-0.26097864,-0.28654438,-0.076304,0.0698139,-0.1461179
56,-0.28707498,0.27910346,"('impractical', 'practical')",0.09499735,0.6237166,-1.2052883,-0.8120237,-0.4657886,0.0302655,-0.4960541
67,0.2836468,0.5593257,"('doubtful', 'determined')",0.054534286,0.15794148,-0.53247404,-0.47072542,-0.0647643,0.0821806,-0.1469449
32,-0.28038606,-0.2228384,"('unkind', 'kind')",-0.3468239,-0.29167545,0.6406375,0.85943794,0.0044759,0.1149747,-0.1104988
21,-0.27798158,-0.20830637,"('immoral', 'moral')",-0.40994468,-0.15159437,-1.2446877,-0.92112327,-0.6442047,-0.427008,-0.2171967
50,0.26677403,0.14417452,"('clumsy', 'skillful')",-0.5977774,-0.7782944,-0.18709442,-0.18040046,-0.1726993,-0.2715068,0.0988075
8,-0.25724104,-0.37758657,"('unaffectionate', 'affectionate')",0.4618048,0.3669567,0.9866313,0.8878728,0.397065,0.2924143,0.1046507
57,-0.24400078,-0.45306647,"('unimaginative', 'imaginative')",-0.6540799,-0.6828141,-3.2752347,-3.3359704,-1.3911052,-1.490617,0.0995118
1,0.23569256,-0.12280248,"('unfriendly', 'friendly')",0.7596708,0.5207501,2.025707,1.8428234,1.0070235,0.7469237,0.2600998
17,-0.23115018,-0.35822552,"('nasty', 'nice')",0.3265155,0.31637165,0.046377018,-0.13164142,0.0472474,-0.0578318,0.1050792
5,0.22081701,0.23965052,"('distant', 'outgoing')",0.20932916,0.19527566,0.16118689,0.04700049,0.197111,0.1606422,0.0364688
20,0.2142025,0.24107322,"('rough', 'thoughtful')",-0.20110819,-0.09840691,0.3713798,0.41982487,0.128158,0.1874971,-0.0593391
6,0.20011914,0.08529162,"('distant', 'open')",0.13489258,-0.06373686,0.57705694,0.34833598,0.3040229,0.1232969,0.180726
35,0.18915558,0.07183987,"('corrupt', 'incorrupt')",-0.18920872,-0.44457585,-0.022675868,-0.47760072,-0.0075763,-0.2834456,0.2758693
63,0.18170941,0.4042834,"('unperceptive', 'insightful')",-0.12141931,0.2567527,-0.23471202,0.22586945,-0.0581406,0.2956352,-0.3537758
71,0.17721309,0.18191704,"('diffident', 'self-confident')",0.45710865,0.4967325,0.38884467,0.40740466,0.3410555,0.3620181,-0.0209626
76,0.17546453,0.45485002,"('anxious', 'daring')",-0.021417988,0.2632943,-0.5575257,-0.19199105,-0.1344931,0.1753844,-0.3098775
10,-0.17061637,-0.27240837,"('unsympathetic', 'sympathetic')",-0.56833345,-0.55199665,-0.59408313,-0.34967315,-0.4443443,-0.3913594,-0.0529849
48,0.15869206,-0.04551135,"('unintelligent', 'intelligent')",0.16283229,0.055655114,-0.62263227,-0.45688564,-0.1003693,-0.148914,0.0485447
7,-0.15421265,-0.14148577,"('insensitive', 'sensitive')",-0.19071028,0.04360687,0.17943242,0.40906036,-0.0551635,0.1037272,-0.1588907
15,0.1382531,-0.113874,"('boring', 'funny')",0.7248584,0.4883517,0.6054511,0.5893031,0.4895209,0.3212603,0.1682606
36,-0.1307413,-0.4998883,"('hostile', 'amicable')",0.72536856,0.39008597,0.5301632,-0.008595668,0.3749301,-0.039466,0.4143961
68,-0.11563878,-0.116296545,"('dependent', 'independent')",-1.4714566,-1.5269979,-1.6134161,-1.4728842,-1.0668372,-1.0387262,-0.028111
80,0.11537348,0.27088195,"('dominated', 'dominating')",-0.1587245,-0.040398568,-1.0684825,-0.9003446,-0.3706112,-0.2232871,-0.1473241
61,0.107628256,0.20878977,"('illogical', 'logical')",-0.5922206,-0.46571174,-0.087015115,-0.09963018,-0.1905358,-0.1188507,-0.0716851
4,-0.10354688,-0.08264124,"('disliked', 'liked')",0.025655445,0.059721738,-7.208397,-7.362964,-2.4287628,-2.4619613,0.0331985
54,-0.08902895,-0.0635667,"('incapable', 'capable')",-0.4431543,-0.29907632,1.0354264,1.096355,0.1677477,0.2445707,-0.076823
44,-0.081519954,0.036808874,"('prejudiced', 'unprejudiced')",-0.4644878,-0.26508605,-1.1105944,-1.0515465,-0.5522007,-0.4266079,-0.1255928
38,0.06655954,0.33679432,"('untruthful', 'truthful')",-0.03859656,0.20395856,-0.31656414,-0.08343118,-0.0962004,0.1524406,-0.248641
31,-0.045309864,-0.22828527,"('evil', 'good')",-0.27507877,-0.4175281,0.07729589,-0.31870097,-0.0810309,-0.3215048,0.2404739
70,0.044516906,0.38913184,"('lethargic', 'energetic')",-0.42324805,-0.13465936,0.19343455,0.5366127,-0.0617655,0.2636951,-0.3254606
84,0.03231278,-0.009166408,"('inferior', 'superior')",-0.2703655,-0.3066539,0.40469462,0.28705448,0.0555473,-0.0095886,0.0651359
86,0.031814083,-0.029285567,"('uninfluential', 'influential')",0.045535132,-0.03828412,-0.34136137,-0.39827996,-0.0880041,-0.1552832,0.0672791
83,0.026109977,0.18130237,"('powerless', 'powerful')",0.39198324,0.6167432,-1.4540265,-1.4683181,-0.3453111,-0.2234242,-0.1218869
28,0.024068099,-0.39351544,"('disloyal', 'loyal')",-0.5141456,-0.7678118,0.84402764,0.64680123,0.1179834,-0.1715087,0.2894921
41,0.009323375,-0.12882088,"('unforgiving', 'forgiving')",0.69867325,0.70288736,0.3891706,0.12348338,0.3657224,0.2325166,0.1332058
81,-0.0025058798,0.04349436,"('submissive', 'aggressive')",0.2713417,0.39225465,-1.2815332,-1.040333,-0.3375658,-0.201528,-0.1360378
59,-0.0015665567,-0.006071197,"('foolish', 'wise')",-0.90363985,-1.0263753,0.2740037,0.20568164,-0.2104009,-0.2755883,0.0651874
