,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,male-female
53,-1.8258115,-1.5220134,"('uncreative', 'creative')",0.52300215,0.5650593,-0.6514047,-0.4784771,-0.1729276
10,-1.5105616,-1.4611382,"('unsympathetic', 'sympathetic')",-0.91412175,-0.787811,-1.2123417,-1.1244746,-0.0878671
1,-1.4932768,-1.2485343,"('unfriendly', 'friendly')",1.4391348,1.7716359,-0.027071,0.2615508,-0.2886218
69,1.4878119,1.372067,"('lazy', 'industrious')",0.17341897,0.29962328,0.8306155,0.8358451,-0.0052296
86,-1.4708009,-1.1578516,"('uninfluential', 'influential')",-0.26494858,-0.038470656,-0.8678747,-0.5981611,-0.2697136
8,-1.194147,-1.1515986,"('unaffectionate', 'affectionate')",0.55477005,0.6766323,-0.3196885,-0.2374831,-0.0822054
63,-1.1804277,-0.83316624,"('unperceptive', 'insightful')",0.3269045,0.6174474,-0.4267616,-0.1078594,-0.3189022
7,-1.1795601,-0.96701527,"('insensitive', 'sensitive')",-0.024864968,0.10514898,-0.6022125,-0.4309331,-0.1712794
58,-1.1789317,-0.9419185,"('undiscriminating', 'discriminating')",0.063255474,0.25121933,-0.5578381,-0.3453496,-0.2124885
6,-1.1093764,-0.94759226,"('distant', 'open')",0.0223605,0.32332045,-0.543508,-0.3121359,-0.2313721
57,-1.0831436,-0.83442825,"('unimaginative', 'imaginative')",-1.7416798,-2.0926404,-1.4124117,-1.4635344,0.0511227
70,-1.032697,-0.82722586,"('lethargic', 'energetic')",-0.3404879,-0.09623369,-0.6865925,-0.4617298,-0.2248627
24,-1.0157802,-0.8366546,"('dishonest', 'honest')",0.63527316,0.8250903,-0.1902535,-0.0057822,-0.1844713
28,-1.0115545,-0.8365034,"('disloyal', 'loyal')",0.52733463,0.6013903,-0.2421099,-0.1175565,-0.1245534
50,1.0049268,0.9582135,"('clumsy', 'skillful')",-0.44930372,-0.48284316,0.2778115,0.2376852,0.0401263
3,-0.9256221,-0.919145,"('repellent', 'pleasant')",-0.2636092,-0.24887882,-0.5946156,-0.5840119,-0.0106037
54,-0.8656908,-0.77199143,"('incapable', 'capable')",0.73199034,1.1413621,-0.0668502,0.1846853,-0.2515355
23,-0.85541356,-0.7556521,"('insincere', 'sincere')",4.1356177,4.8282557,1.6401021,2.0363019,-0.3961998
45,-0.8389839,-0.53257775,"('incompetent', 'competent')",0.3509022,0.65123653,-0.2440408,0.0593294,-0.3033702
37,-0.8316515,-0.8728359,"('fake', 'genuine')",0.05551338,0.23643774,-0.3880691,-0.3181991,-0.06987
46,-0.8284109,-0.70644414,"('uncompetitive', 'competitive')",-1.0150896,-1.2122374,-0.9217503,-0.9593408,0.0375905
27,-0.8208231,-0.66919047,"('hardhearted', 'softhearted')",0.117350675,0.3584675,-0.3517362,-0.1553615,-0.1963747
19,-0.8071511,-0.58989674,"('inhospitable', 'hospitable')",-0.62014717,-0.12527752,-0.7136492,-0.3575871,-0.3560621
71,0.80434215,1.1690592,"('diffident', 'self-confident')",-0.07810059,0.34886757,0.3631208,0.7589633,-0.3958425
73,0.7885659,0.6899617,"('helpless', 'self-reliant')",-2.358792,-2.652299,-0.7851131,-0.9811686,0.1960555
82,-0.7753424,-0.63238645,"('poor', 'rich')",4.9130116,5.649091,2.0688345,2.5083523,-0.4395178
9,-0.7508968,-0.5819939,"('unaffectionate', 'caring')",1.0292742,1.3109812,0.1391887,0.3644936,-0.2253049
60,0.73073506,0.91181964,"('inefficient', 'efficient')",-0.0008976869,0.1489693,0.3649187,0.5303944,-0.1654757
87,0.6947054,0.81042665,"('unsuccessful', 'successful')",1.2218883,1.2385755,0.9582969,1.0245011,-0.0662042
66,-0.6524288,-0.69399184,"('inactive', 'active')",0.69926125,0.7836198,0.0234162,0.044814,-0.0213978
39,0.6505735,0.7032957,"('exploitative', 'cooperative')",0.10667464,0.39683944,0.3786241,0.5500675,-0.1714434
22,-0.6479519,-0.5555065,"('untrustworthy', 'trustworthy')",-0.87671626,-0.63891363,-0.7623341,-0.59721,-0.1651241
56,0.64713717,0.72635436,"('impractical', 'practical')",0.76303285,0.78248745,0.705085,0.7544209,-0.0493359
44,0.6456843,0.4499864,"('prejudiced', 'unprejudiced')",-1.170218,-1.2764225,-0.2622668,-0.4132181,0.1509513
55,-0.5882936,-0.54929614,"('incompetent', 'clever')",-0.23640348,-0.28940818,-0.4123485,-0.4193522,0.0070037
84,0.5830077,0.562779,"('inferior', 'superior')",1.0291182,0.6097211,0.8060629,0.5862501,0.2198128
68,-0.56692266,-0.49308884,"('dependent', 'independent')",-1.1921209,-0.9143103,-0.8795218,-0.7036996,-0.1758222
67,0.5528225,0.44201216,"('doubtful', 'determined')",-0.11670739,-0.3016532,0.2180575,0.0701795,0.147878
