,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.3873355,-2.3609672,"('unfriendly', 'friendly')",0.23630476,0.40219915,-0.57076436,-0.6247646,1.4329889,1.744419,-0.3222016,-0.2097784,-0.1124232
86,-2.1211176,-2.283751,"('uninfluential', 'influential')",0.4597864,0.585485,-0.007307835,-0.15078986,-0.21165454,-0.38752323,-0.4700734,-0.5591448,0.0890714
45,-1.9138106,-1.9570994,"('incompetent', 'competent')",-0.25066707,-0.28138834,0.052609503,-0.09084679,-0.6385061,-0.4887608,-0.6875936,-0.7045238,0.0169302
8,-1.3927921,-1.2741256,"('unaffectionate', 'affectionate')",-0.5372338,-0.41076142,-0.57325673,-0.66049993,0.16220754,0.4863177,-0.5852687,-0.4647673,-0.1205014
57,-1.3808372,-1.6969576,"('unimaginative', 'imaginative')",0.47990298,0.4571939,-0.5416639,-0.7355876,-2.525097,-2.6910436,-0.9919237,-1.1665988,0.1746751
9,-1.3062491,-1.2916818,"('unaffectionate', 'caring')",0.46537638,0.56238794,-0.26690525,-0.34458336,0.94746584,1.2569146,-0.0400781,0.0457594,-0.0858375
31,-1.2743044,-0.92544585,"('evil', 'good')",-1.1288085,-1.2669533,-1.3972546,-1.4725319,-1.1103294,-1.1347907,-1.2276742,-1.1999304,-0.0277438
0,-1.2707368,-1.5696933,"('unsociable', 'sociable')",-0.023326997,-0.07047883,0.72912365,0.6385596,-0.4967433,-0.5025316,-0.2654209,-0.376036,0.1106151
72,-1.2140384,-1.0427027,"('unambitious', 'ambitious')",0.4929989,0.6006652,0.098301835,0.17428376,-1.3818249,-0.9926642,-0.5011406,-0.3151045,-0.1860361
82,-1.2024974,-1.2672746,"('poor', 'rich')",-0.5216182,-0.3584137,-0.493105,-0.23030941,6.108817,6.2713675,0.9728991,1.1038425,-0.1309434
28,-1.1632373,-1.22346,"('disloyal', 'loyal')",0.28421992,0.33636892,0.0996268,0.077917926,0.7940706,0.97927195,0.00367,0.0425247,-0.0388547
