,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.0982902,-2.1195328,"('unfriendly', 'friendly')",1.4241045,1.4419596,-0.3370929,-0.3387866,0.0016937
86,-1.8907019,-1.692026,"('uninfluential', 'influential')",-0.20439906,-0.2920989,-1.0475504,-0.9920624,-0.055488
9,-1.7751365,-1.8283201,"('unaffectionate', 'caring')",0.9697852,0.8861867,-0.4026756,-0.4710667,0.0683911
53,-1.7096822,-1.5837821,"('uncreative', 'creative')",0.5570666,0.59157515,-0.5763078,-0.4961035,-0.0802043
10,-1.6489005,-1.1610234,"('unsympathetic', 'sympathetic')",0.11759238,-0.06815417,-0.7656541,-0.6145888,-0.1510653
6,-1.5513195,-1.7541244,"('distant', 'open')",-0.02343963,-0.022692746,-0.7873796,-0.8884086,0.101029
54,-1.4552735,-1.1330138,"('incapable', 'capable')",1.0839331,1.3099899,-0.1856702,0.088488,-0.2741582
19,-1.3592988,-1.2471653,"('inhospitable', 'hospitable')",-0.66807425,-0.24307582,-1.0136865,-0.7451206,-0.2685659
46,-1.3285987,-0.53015506,"('uncompetitive', 'competitive')",-0.3571516,-0.3662081,-0.8428752,-0.4481816,-0.3946936
5,-1.3088495,-1.2662221,"('distant', 'outgoing')",-0.3983146,-0.39188007,-0.853582,-0.8290511,-0.0245309
57,-1.3035288,-1.4143081,"('unimaginative', 'imaginative')",-2.6547601,-2.8502107,-1.9791445,-2.1322594,0.1531149
61,-1.2685837,-0.8430611,"('illogical', 'logical')",0.18015288,0.29893607,-0.5442154,-0.2720625,-0.2721529
8,-1.267558,-1.3187497,"('unaffectionate', 'affectionate')",0.46359912,0.64253527,-0.4019794,-0.3381072,-0.0638722
38,-1.2609745,-0.9021659,"('untruthful', 'truthful')",0.022541849,0.07861985,-0.6192163,-0.411773,-0.2074433
23,-1.175727,-1.1556209,"('insincere', 'sincere')",6.2701316,5.838793,2.5472023,2.3415859,0.2056164
12,-1.1139722,-1.0137433,"('unsupportive', 'supportive')",-1.6116515,-1.7852573,-1.3628118,-1.3995004,0.0366886
77,-1.1118,-0.55480254,"('unmotivated', 'motivated')",-0.9914461,-0.9049155,-1.051623,-0.729859,-0.321764
43,-1.110214,-0.6132331,"('irresponsible', 'responsible')",1.0071037,1.0410233,-0.0515552,0.2138951,-0.2654503
63,-1.0900166,-0.81741863,"('unperceptive', 'insightful')",1.3637537,0.95044744,0.1368685,0.0665144,0.0703541
71,-1.0599475,-0.99007016,"('diffident', 'self-confident')",0.313703,0.36188042,-0.3731222,-0.3140949,-0.0590273
7,-1.0508962,-0.8936908,"('insensitive', 'sensitive')",0.99665856,0.5491341,-0.0271188,-0.1722784,0.1451596
28,-1.0488249,-1.1974826,"('disloyal', 'loyal')",0.8512706,0.75151706,-0.0987771,-0.2229828,0.1242057
88,-1.0447009,-0.7560557,"('low', 'eminent')",0.32974038,0.31531894,-0.3574802,-0.2203684,-0.1371118
0,-1.0446407,-0.6183244,"('unsociable', 'sociable')",0.009245897,-0.115233794,-0.5176974,-0.3667791,-0.1509183
11,-1.0340755,-0.6140612,"('unhelpful', 'helpful')",2.1519349,1.8781315,0.5589297,0.6320351,-0.0731054
24,-1.0330216,-0.7862976,"('dishonest', 'honest')",0.9155064,0.83351076,-0.0587576,0.0236066,-0.0823642
44,1.028663,1.1456255,"('prejudiced', 'unprejudiced')",-1.593838,-1.3531516,-0.2825875,-0.103763,-0.1788245
79,-1.025214,-1.0309291,"('wavering', 'unwavering')",-0.4434631,-0.32092673,-0.7343385,-0.6759279,-0.0584106
66,-0.9944407,-0.88262856,"('inactive', 'active')",0.27331388,0.5373105,-0.3605634,-0.172659,-0.1879044
52,-0.9860303,-1.1129981,"('irrational', 'rational')",-0.51380575,-0.36343592,-0.749918,-0.738217,-0.011701
31,-0.9808495,-1.5329775,"('evil', 'good')",-1.6327432,-1.6515791,-1.3067963,-1.5922782,0.2854819
13,-0.96749705,-0.18038474,"('impolite', 'polite')",0.12815696,-0.012882963,-0.41967,-0.0966339,-0.3230361
51,-0.9358865,-0.5161659,"('uneducated', 'educated')",0.52325827,0.3809222,-0.2063141,-0.0676219,-0.1386922
32,-0.92938805,-0.4048789,"('unkind', 'kind')",0.89210737,0.84514815,-0.0186403,0.2201346,-0.2387749
3,-0.8851441,-0.41115102,"('repellent', 'pleasant')",0.11720224,0.26475385,-0.3839709,-0.0731986,-0.3107723
76,0.8729648,0.9745008,"('anxious', 'daring')",0.7981364,0.6699645,0.8355506,0.8222326,0.013318
35,0.85234296,0.5175517,"('corrupt', 'incorrupt')",-0.6724006,-0.49347648,0.0899712,0.0120376,0.0779336
45,-0.8408909,-0.8586846,"('incompetent', 'competent')",0.14954579,-0.044367187,-0.3456725,-0.4515259,0.1058534
73,0.8022504,1.0089921,"('helpless', 'self-reliant')",-3.0550323,-3.1983998,-1.1263909,-1.0947039,-0.031687
