,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
16,-0.7627072,-0.560414,"('unpopular', 'popular')",0.026143849,0.12399015,-0.3682817,-0.2182119,-0.1500698
34,-0.6982834,-0.12476098,"('mean', 'honorable')",6.0433726,6.153692,2.6725447,3.0144653,-0.3419206
74,-0.62320805,-0.5532573,"('undedicated', 'dedicated')",-0.13721392,-0.06679528,-0.380211,-0.3100263,-0.0701847
14,0.6044368,0.94592303,"('antisocial', 'social')",0.17179617,0.0524787,0.3881165,0.4992009,-0.1110844
36,-0.58669764,-0.8266544,"('hostile', 'amicable')",-0.6026513,-0.5155053,-0.5946745,-0.6710799,0.0764054
17,-0.5596059,-0.59824157,"('nasty', 'nice')",-0.5306984,-0.35404855,-0.5451522,-0.4761451,-0.0690071
84,0.5518842,0.4425554,"('inferior', 'superior')",1.1771208,0.86698854,0.8645025,0.654772,0.2097305
78,-0.5515369,-0.5967612,"('nonresilient', 'resilient')",0.44817638,0.20084023,-0.0516803,-0.1979605,0.1462802
87,-0.51321876,-0.07669188,"('unsuccessful', 'successful')",0.789146,0.7878399,0.1379636,0.355574,-0.2176104
65,0.49110252,0.42780882,"('insecure', 'secure')",0.3819684,-0.26804686,0.4365355,0.079881,0.3566545
85,-0.47018778,-0.46164212,"('insignificant', 'prestigious')",-0.4288013,0.110395774,-0.4494945,-0.1756232,-0.2738713
21,-0.46115276,0.20201264,"('immoral', 'moral')",-0.2764973,-0.22852728,-0.368825,-0.0132573,-0.3555677
18,-0.44384703,-0.31901675,"('disagreeable', 'welcoming')",-0.5147719,-0.4504431,-0.4793094,-0.3847299,-0.0945795
47,-0.4133413,-0.3578366,"('stupid', 'smart')",6.1514077,5.862821,2.8690331,2.7524922,0.1165409
82,-0.40678948,-0.23142463,"('poor', 'rich')",6.3460393,6.32606,2.969625,3.0473175,-0.0776925
40,0.40554604,0.09658945,"('stingy', 'generous')",-1.3939269,-1.8397346,-0.4941904,-0.8715726,0.3773822
62,-0.39786798,0.055208467,"('incompetent', 'brilliant')",1.1290811,0.9760549,0.3656066,0.5156317,-0.1500251
30,0.39118075,0.55364835,"('intolerant', 'tolerant')",1.7373247,1.678153,1.0642527,1.1159008,-0.0516481
83,-0.37703186,-0.052313358,"('powerless', 'powerful')",-0.54167473,-0.45650557,-0.4593533,-0.2544095,-0.2049438
55,0.37559456,0.38951552,"('incompetent', 'clever')",0.8192594,0.66378933,0.597427,0.5266525,0.0707745
69,0.37307876,0.39827478,"('lazy', 'industrious')",-0.8453141,-0.6833705,-0.2361177,-0.1425478,-0.0935699
72,-0.35692748,-0.2292122,"('unambitious', 'ambitious')",-0.038522948,-0.3008624,-0.1977252,-0.2650373,0.0673121
4,-0.35281032,-0.23707722,"('disliked', 'liked')",-6.916681,-6.946583,-3.6347456,-3.59183,-0.0429156
64,-0.35270065,0.4264861,"('shy', 'confident')",-6.583963,-6.5099416,-3.4683318,-3.0417278,-0.426604
75,0.35151935,0.6567537,"('meek', 'impulsive')",-0.60241187,-0.44039297,-0.1254463,0.1081804,-0.2336267
25,-0.3346049,-0.40201795,"('egoistic', 'altruistic')",0.7281274,1.0828798,0.1967613,0.3404309,-0.1436696
48,0.32818758,-0.10552903,"('unintelligent', 'intelligent')",1.2594336,0.9860505,0.7938106,0.4402607,0.3535499
60,0.3248724,0.7482368,"('inefficient', 'efficient')",0.9777629,0.7879908,0.6513177,0.7681138,-0.1167961
68,-0.30365187,-0.41592106,"('dependent', 'independent')",-0.30914748,-0.6636554,-0.3063997,-0.5397882,0.2333885
37,-0.27051586,-0.24214184,"('fake', 'genuine')",0.4974651,0.27106905,0.1134746,0.0144636,0.099011
80,0.2639673,0.3724211,"('dominated', 'dominating')",-0.73769486,-0.98748136,-0.2368638,-0.3075301,0.0706663
27,0.2592196,-0.027705979,"('hardhearted', 'softhearted')",1.3943881,1.1595314,0.8268038,0.5659127,0.2608911
15,0.25305656,-0.22626857,"('boring', 'funny')",0.52802557,0.40498754,0.3905411,0.0893595,0.3011816
59,0.24903221,-0.4139048,"('foolish', 'wise')",0.22502865,0.06306118,0.2370304,-0.1754218,0.4124522
56,-0.23965612,-0.075021304,"('impractical', 'practical')",0.59960407,0.3031304,0.179974,0.1140545,0.0659195
22,0.21880811,0.21121939,"('untrustworthy', 'trustworthy')",-0.33447847,-0.9336655,-0.0578352,-0.3612231,0.3033879
81,-0.197136,0.4196823,"('submissive', 'aggressive')",0.09623361,-0.042053565,-0.0504512,0.1888144,-0.2392656
20,0.15428923,0.11776059,"('rough', 'thoughtful')",1.2204475,1.1285527,0.6873684,0.6231566,0.0642118
49,-0.13103773,-0.11981886,"('unable', 'able')",0.26058373,0.023285277,0.064773,-0.0482668,0.1130398
50,-0.11884722,0.192113,"('clumsy', 'skillful')",-0.018821638,-0.08644231,-0.0688344,0.0528353,-0.1216697
39,-0.11371829,0.045468822,"('exploitative', 'cooperative')",0.24666113,0.25799912,0.0664714,0.151734,-0.0852626
41,-0.09103388,-0.20337701,"('unforgiving', 'forgiving')",-0.0331427,-0.10669073,-0.0620883,-0.1550339,0.0929456
29,-0.08308661,-0.3132482,"('unfair', 'fair')",-0.27460527,-0.5591861,-0.1788459,-0.4362171,0.2573712
58,-0.07281467,-0.4426749,"('undiscriminating', 'discriminating')",0.28846535,-0.093013525,0.1078253,-0.2678442,0.3756695
2,0.06717543,0.7262356,"('unlikable', 'likable')",0.39952257,0.7469536,0.233349,0.7365946,-0.5032456
33,0.064857274,-0.19249511,"('wrong', 'right')",-0.7576492,-0.7261079,-0.346396,-0.4593015,0.1129055
26,0.0480728,-0.19782975,"('hardhearted', 'benevolent')",1.2453008,1.5535913,0.6466868,0.6778808,-0.031194
70,-0.045871608,0.12718299,"('lethargic', 'energetic')",0.8491917,0.5859669,0.4016601,0.356575,0.0450851
42,-0.034292124,0.4414922,"('unreliable', 'reliable')",-2.8926399,-3.1978009,-1.463466,-1.3781543,-0.0853117
67,-0.013598962,0.44841608,"('doubtful', 'determined')",-0.35590976,-0.064744465,-0.1847544,0.1918358,-0.3765902
