,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,male-female
69,2.9751153,2.8632686,"('lazy', 'industrious')",0.30273572,0.27198488,0.10085047,0.18998852,1.1262339,1.108414,0.0178199
10,-2.9531624,-2.9079814,"('unsympathetic', 'sympathetic')",0.105759636,0.042813845,-0.7433212,-0.6788798,-1.196908,-1.1813491,-0.0155589
0,-2.6749234,-2.5575523,"('unsociable', 'sociable')",-0.30200416,-0.39505488,-1.0148809,-0.97865224,-1.3306028,-1.3104198,-0.020183
55,-2.6274385,-2.406131,"('incompetent', 'clever')",0.3966973,0.3331567,-0.53793865,-0.3580255,-0.9228933,-0.8103333,-0.11256
45,-2.5666869,-2.3794723,"('incompetent', 'competent')",0.29089248,0.12954348,-0.7389223,-0.5210333,-1.0049056,-0.923654,-0.0812516
85,2.447131,2.3713746,"('insignificant', 'prestigious')",-0.48033324,-0.4361988,0.7708607,1.0477104,0.9125528,0.9942954,-0.0817426
35,2.4075906,2.3995717,"('corrupt', 'incorrupt')",-1.7198682,-1.5977131,0.08506173,0.3057618,0.2575947,0.3692068,-0.1116121
14,-2.39678,-2.267516,"('antisocial', 'social')",1.1929657,1.2269669,-1.4986506,-1.4586961,-0.9008216,-0.8330817,-0.0677399
81,-2.271685,-2.1655636,"('submissive', 'aggressive')",1.122205,1.0278736,-1.1792853,-1.3773756,-0.7762551,-0.8383552,0.0621001
36,2.1762435,2.203995,"('hostile', 'amicable')",-1.2301316,-1.2290659,0.676009,0.7461357,0.540707,0.5736883,-0.0329813
76,-2.1597977,-2.1296427,"('anxious', 'daring')",0.74944985,0.52564645,-0.23505442,-0.4096309,-0.5484674,-0.671209,0.1227416
43,-2.1167629,-2.08235,"('irresponsible', 'responsible')",0.943889,0.8893465,0.116280615,0.07053708,-0.3521977,-0.3741555,0.0219578
57,-2.0919862,-1.9428774,"('unimaginative', 'imaginative')",-0.37722644,-0.30950528,-2.2914798,-2.470379,-1.5868975,-1.574254,-0.0126435
13,-2.0583565,-1.9940829,"('impolite', 'polite')",0.24808154,0.22847186,-0.50361025,-0.60561013,-0.7712951,-0.790407,0.0191119
30,-1.9730122,-1.7992561,"('intolerant', 'tolerant')",1.198421,1.3345532,0.73517126,0.7260253,-0.01314,0.0871075,-0.1002475
62,-1.9638166,-1.8668883,"('incompetent', 'brilliant')",1.2389586,1.1544367,-0.4123161,-0.21002336,-0.379058,-0.3074916,-0.0715664
70,-1.9475905,-1.847991,"('lethargic', 'energetic')",0.57797045,0.4790943,0.23999396,0.021324188,-0.3765421,-0.4491909,0.0726488
33,1.9298724,1.951553,"('wrong', 'right')",0.8277025,0.84635615,-0.033627443,0.1004463,0.9079825,0.9661185,-0.058136
46,-1.850976,-1.8360953,"('uncompetitive', 'competitive')",1.2244496,1.0318615,-0.9978474,-1.0991424,-0.5414579,-0.6344587,0.0930008
79,1.8389422,1.7670918,"('wavering', 'unwavering')",-0.6263425,-0.7135661,0.28216183,0.3971271,0.4982539,0.4835509,0.014703
21,-1.811354,-1.7632087,"('immoral', 'moral')",1.1776754,1.0781753,-1.2218528,-1.1203332,-0.6185105,-0.6017889,-0.0167216
7,-1.7465193,-1.6815232,"('insensitive', 'sensitive')",0.2279754,0.049805265,0.32706478,0.2857078,-0.3971597,-0.44867,0.0515103
31,1.644886,1.7170826,"('evil', 'good')",-1.0222855,-0.9591982,-0.79557693,-0.5827826,-0.0576588,0.0583673,-0.1160261
60,-1.589437,-1.5135989,"('inefficient', 'efficient')",2.4283798,2.346512,-0.36927602,-0.3707736,0.1565556,0.1540465,0.0025091
51,-1.5866067,-1.4419515,"('uneducated', 'educated')",0.2105293,0.15700951,0.15809348,0.19214147,-0.4059947,-0.3642669,-0.0417278
23,-1.5856649,-1.6085552,"('insincere', 'sincere')",0.817007,0.72584367,4.494163,4.735986,1.241835,1.2844249,-0.0425899
6,1.5836774,1.5947542,"('distant', 'open')",-1.065481,-0.8876556,0.7124136,0.76380134,0.4102034,0.4903,-0.0800966
5,1.5606555,1.5802034,"('distant', 'outgoing')",-0.35472256,-0.19021393,0.097705975,0.16523021,0.4345463,0.5184066,-0.0838603
