,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
71,2.182093,2.0512028,"('diffident', 'self-confident')",0.8437763,0.6791295,1.854647,1.718935,0.39120466,0.36716196,1.3179302,1.2041073,0.1138229
73,2.130188,2.0236416,"('helpless', 'self-reliant')",1.2313565,1.3432082,1.4615179,1.2914379,-2.9174232,-2.8096123,0.4764098,0.4621689,0.0142409
1,1.7430407,1.5236833,"('unfriendly', 'friendly')",-0.005141085,0.0042027086,1.1209455,1.031351,1.3999926,1.310651,1.0647094,0.967472,0.0972374
42,1.7285212,1.7971889,"('unreliable', 'reliable')",1.678472,1.7950094,0.85513353,0.9307574,-2.4278934,-2.3191745,0.4585584,0.5509453,-0.0923869
56,1.6298335,1.946499,"('impractical', 'practical')",0.2671964,0.6264652,1.5641669,1.736804,0.1183803,0.23601136,0.8948943,1.1364449,-0.2415506
14,1.5246364,1.6287321,"('antisocial', 'social')",0.8685517,0.8664109,1.5329067,1.4948244,-0.0046031624,-0.13869128,0.9803728,0.962819,0.0175538
26,1.4761357,1.2717292,"('hardhearted', 'benevolent')",1.1758819,0.91032064,1.3340242,1.2520934,1.4711934,1.3365958,1.3643088,1.1926847,0.1716241
43,1.4457465,1.6104378,"('irresponsible', 'responsible')",0.4567835,0.6459093,0.8047042,0.93013,0.6815619,0.7393763,0.8471991,0.9814634,-0.1342643
30,1.3808,1.3689661,"('intolerant', 'tolerant')",0.07239407,0.24026793,1.0101849,0.9759796,0.55778724,0.5975051,0.7552915,0.7956797,-0.0403882
9,1.3026284,1.2513206,"('unaffectionate', 'caring')",-0.64110976,-0.73164654,1.4125226,1.4459972,1.0565411,1.1185272,0.7826456,0.7710496,0.011596
2,1.2517926,1.1928518,"('unlikable', 'likable')",1.3942697,1.4817237,1.1478372,1.161595,0.87826574,0.9302693,1.1680413,1.1916099,-0.0235686
49,-1.2374115,-1.0883284,"('unable', 'able')",-0.2558625,0.010803223,0.02478062,0.28904128,-0.18961094,0.059599325,-0.4145261,-0.1822211,-0.232305
58,1.2139195,1.0730467,"('undiscriminating', 'discriminating')",0.23495543,-0.026674274,1.2791414,1.1578913,0.3446722,0.15745848,0.7681721,0.5904306,0.1777415
12,1.1987653,1.3595959,"('unsupportive', 'supportive')",0.5580655,0.8271935,1.3513846,1.5778359,-1.91419,-1.7001824,0.2985063,0.5161108,-0.2176045
