,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
31,-1.154101,-1.3716637,"('evil', 'good')",-0.10458401,-0.4186884,-0.40418017,-0.4741751,-1.1761624,-1.3746576,-0.7097569,-0.9097962,0.2000393
0,1.1483258,1.0925186,"('unsociable', 'sociable')",0.04760419,0.11671191,0.9751875,0.84272295,-0.0745859,-0.12659556,0.5241329,0.4813395,0.0427934
5,1.0707825,0.8552912,"('distant', 'outgoing')",1.0762236,1.013504,1.5077431,1.3967422,-0.52400154,-0.48522705,0.7826869,0.6950775,0.0876094
33,1.0013952,0.8071805,"('wrong', 'right')",-0.09330782,-0.33936864,0.9368503,0.76909435,-1.0903772,-1.2437875,0.1886401,-0.0017203,0.1903604
87,0.99084395,0.9505407,"('unsuccessful', 'successful')",0.940232,0.9377727,1.2563183,1.2610162,0.4811289,0.30011964,0.9171308,0.8623623,0.0547685
51,-0.9448612,-0.8020323,"('uneducated', 'educated')",0.7775725,1.0704998,-0.1889162,-0.081098326,0.5589398,0.46986172,0.0506837,0.1643077,-0.113624
85,0.9254845,0.73731273,"('insignificant', 'prestigious')",0.6560416,0.5278857,1.736769,1.5879602,-0.63681924,-0.71747893,0.6703689,0.5339199,0.136449
68,-0.89469194,-0.9174535,"('dependent', 'independent')",0.08201199,0.15620327,-0.6053568,-0.7638413,-1.4840746,-1.5148689,-0.7255278,-0.7599901,0.0344623
16,0.6984756,0.7838825,"('unpopular', 'popular')",0.11241065,0.26885572,1.5197028,1.6361805,0.034625597,0.075172305,0.5913036,0.6910228,-0.0997192
53,0.6918633,0.68486,"('uncreative', 'creative')",0.07821089,0.353167,1.4373705,1.5162756,0.51141906,0.6157078,0.6797159,0.7925026,-0.1127867
8,0.6906454,0.638282,"('unaffectionate', 'affectionate')",-0.9135071,-0.9590146,1.271382,1.407391,0.51641786,0.48402992,0.3912345,0.3926721,-0.0014376
35,-0.640439,-0.8000418,"('corrupt', 'incorrupt')",0.57752717,0.55305135,-0.09982555,-0.14790867,-0.44491023,-0.5906449,-0.1519119,-0.246386,0.0944741
4,0.63222784,0.5877651,"('disliked', 'liked')",1.0047195,0.94684535,1.81493,1.9472371,-6.5103455,-6.380586,-0.764617,-0.7246846,-0.0399324
74,0.628291,0.6924871,"('undedicated', 'dedicated')",0.60156167,0.6035904,0.14812724,0.18520162,0.17898469,0.23537582,0.3892411,0.4291638,-0.0399227
3,-0.6274419,-0.6114723,"('repellent', 'pleasant')",-0.29662085,-0.3182104,-0.9891448,-1.1552727,0.54622114,0.58173203,-0.3417466,-0.3758059,0.0340593
18,-0.62438226,-0.66810405,"('disagreeable', 'welcoming')",0.31094742,0.36189744,-0.1827433,-0.2541597,-1.1449585,-1.1579044,-0.4102842,-0.4295677,0.0192835
47,0.61519766,0.782736,"('stupid', 'smart')",0.7455541,0.918705,0.511695,0.7203083,5.39203,5.361584,1.8161192,1.9458334,-0.1297142
60,0.6129448,0.92032427,"('inefficient', 'efficient')",0.31144392,0.5287836,-0.10340598,0.027026586,0.06615375,0.2724148,0.2217841,0.4371373,-0.2153532
27,-0.60308665,-0.6679835,"('hardhearted', 'softhearted')",-0.3997882,-0.58241713,-0.25944024,-0.32015362,0.43310067,0.23176737,-0.2073036,-0.3346967,0.1273931
19,-0.6007887,-0.6712196,"('inhospitable', 'hospitable')",0.05597385,0.17554405,0.039878525,0.15352535,-0.3096918,-0.25131485,-0.203657,-0.1483663,-0.0552907
61,0.5843963,0.4729704,"('illogical', 'logical')",0.58502966,0.5085979,0.5126623,0.4309951,-0.21727464,-0.36764216,0.3662034,0.2612303,0.1049731
25,0.55640346,0.4633971,"('egoistic', 'altruistic')",-0.42476988,-0.31441033,0.25979704,0.2106696,1.2251959,1.2115095,0.4041566,0.3927915,0.0113651
37,-0.55587316,-0.5427038,"('fake', 'genuine')",0.45370552,0.31385535,-0.52024823,-0.6027856,0.19405794,0.066930115,-0.1070895,-0.191176,0.0840865
6,0.548079,0.34634185,"('distant', 'open')",0.7931314,0.68199575,0.6562985,0.5496785,-0.39721727,-0.3935675,0.4000729,0.2961121,0.1039608
57,0.54411626,0.54413855,"('unimaginative', 'imaginative')",-1.1101853,-1.174796,1.14406,1.216548,-3.0269113,-2.9600794,-0.6122301,-0.5935472,-0.0186829
77,-0.5176041,-0.39833057,"('unmotivated', 'motivated')",-0.6284662,-0.3880738,0.05557491,0.08138813,-1.3520969,-1.216694,-0.610648,-0.4804276,-0.1302204
83,0.50151986,0.47481418,"('powerless', 'powerful')",0.05068203,0.060334656,0.7317717,0.7645789,-1.0837302,-1.0366694,0.0500608,0.0657646,-0.0157038
50,0.4704362,0.5948336,"('clumsy', 'skillful')",1.0901705,1.231476,0.8575488,1.0484265,-0.4990512,-0.3243067,0.4797761,0.6376073,-0.1578312
67,-0.45240423,-0.24176838,"('doubtful', 'determined')",-0.011136159,0.24875468,0.29176646,0.4238557,-0.27986327,-0.11966331,-0.1129093,0.0777947,-0.190704
24,0.42503893,0.35245797,"('dishonest', 'honest')",-0.2309282,-0.2978478,-0.84961605,-0.9323394,0.843035,0.7034914,0.0468824,-0.0435594,0.0904418
23,-0.41408932,-0.20669153,"('insincere', 'sincere')",-0.76864636,-0.44144166,-0.43020526,-0.2557025,5.802858,5.8354793,1.0474793,1.2329109,-0.1854316
11,0.40043426,0.6191761,"('unhelpful', 'helpful')",0.27517688,0.51846755,0.9560737,1.1287462,2.255537,2.393868,0.9718055,1.1650645,-0.193259
52,-0.39026856,-0.7298514,"('irrational', 'rational')",-0.46708116,-0.50937057,0.23400228,0.05641885,-0.49776804,-0.6441617,-0.2802789,-0.4567412,0.1764623
69,0.38980865,0.2624098,"('lazy', 'industrious')",0.975393,0.760023,0.7628137,0.6701244,-1.2066288,-1.2804294,0.2303467,0.103032,0.1273147
28,0.38856626,0.38966706,"('disloyal', 'loyal')",-0.068563,-0.050778344,-0.5584289,-0.60927474,1.0180178,0.9746425,0.194898,0.1760641,0.0188339
63,0.36621663,0.54426,"('unperceptive', 'insightful')",1.166022,1.4314419,0.36505854,0.52788246,-0.037384827,0.19953877,0.4649781,0.6757808,-0.2108027
20,-0.36497653,-0.32322618,"('rough', 'thoughtful')",-0.017378636,-0.16105822,-0.26683736,-0.28031063,0.2349742,0.12224035,-0.1035546,-0.1605887,0.0570341
10,-0.36270982,-0.17295888,"('unsympathetic', 'sympathetic')",-1.3948203,-1.3496659,-1.2292334,-1.0523276,-0.09742032,-0.10231453,-0.7710459,-0.6693167,-0.1017292
32,0.36003006,0.36587638,"('unkind', 'kind')",0.3884591,0.6172068,-0.96559685,-1.0407134,1.1532484,1.1917536,0.2340352,0.2835308,-0.0494956
62,0.349134,0.61781985,"('incompetent', 'brilliant')",-0.6292595,-0.29749152,0.36176267,0.6850852,-0.22026815,0.038086623,-0.0346578,0.260875,-0.2955328
80,0.3459889,0.38285398,"('dominated', 'dominating')",0.64135534,0.44007534,-0.5803426,-0.6353678,-0.11362827,-0.26617855,0.0733434,-0.0196543,0.0929977
72,0.34002382,0.3704283,"('unambitious', 'ambitious')",-0.8305315,-0.61015534,0.9907963,0.98795813,-0.49601662,-0.33964577,0.001068,0.1021463,-0.1010783
39,0.3397883,0.40717092,"('exploitative', 'cooperative')",0.19019078,0.2638943,0.004409179,0.10279928,0.47052118,0.46062925,0.2512273,0.3086234,-0.0573961
86,-0.30293065,-0.31280684,"('uninfluential', 'influential')",-1.0290799,-1.1077285,-0.31973472,-0.42766947,-0.43262085,-0.49644,-0.5210915,-0.5861612,0.0650697
78,0.30140078,0.3814744,"('nonresilient', 'resilient')",-1.0587349,-1.1297032,0.09592359,0.20153058,-0.4122075,-0.40073982,-0.2684045,-0.2368595,-0.031545
7,0.28662074,0.29503995,"('insensitive', 'sensitive')",0.31241852,0.2867318,0.043485604,-0.01293838,0.11408689,0.08365773,0.1891529,0.1631228,0.0260301
46,0.28250796,0.40492332,"('uncompetitive', 'competitive')",-0.13660085,-0.15738484,-0.32769194,-0.29489285,-0.61088747,-0.6441282,-0.1981681,-0.1728706,-0.0252975
70,0.26882082,0.45297465,"('lethargic', 'energetic')",0.23594703,0.24763648,-0.3611287,-0.26306605,0.4545797,0.41795406,0.1495547,0.2138748,-0.0643201
79,-0.26348537,-0.32046437,"('wavering', 'unwavering')",0.36415547,0.3909092,0.25387564,0.378939,-0.53044945,-0.5281639,-0.0439759,-0.019695,-0.0242809
45,-0.2419627,-0.16187972,"('incompetent', 'competent')",0.518522,0.2656457,0.41909522,0.63057035,-0.414356,-0.45383954,0.0703246,0.0701242,0.0002004
54,0.20237087,0.23693244,"('incapable', 'capable')",-0.17014252,-0.023042463,0.49727648,0.58106214,0.8029101,0.8449416,0.3331037,0.4099734,-0.0768697
40,0.20155805,0.11600453,"('stingy', 'generous')",-0.8350562,-1.0345442,-0.30852133,-0.3587579,-2.7031019,-2.8595984,-0.9112803,-1.034224,0.1229437
75,0.19978969,0.14687762,"('meek', 'impulsive')",0.63355815,0.62992257,1.1839901,1.1726588,-0.22775853,-0.15259571,0.4473949,0.4492158,-0.0018209
21,0.17536783,0.23998554,"('immoral', 'moral')",-0.31727922,-0.05612342,-0.93777186,-0.9424672,-0.96542746,-0.8965256,-0.5112777,-0.4137827,-0.097495
36,-0.17248657,-0.47381398,"('hostile', 'amicable')",-0.20195906,-0.46303862,0.40599933,0.36909926,-0.16648108,-0.36657944,-0.0337318,-0.2335832,0.1998514
34,-0.17138603,-0.18467109,"('mean', 'honorable')",-0.01764474,0.096660085,0.45790464,0.3954875,5.336519,5.258371,1.4013481,1.3914618,0.0098863
29,0.16719237,0.1280944,"('unfair', 'fair')",1.186996,1.1666461,0.10656327,0.12940377,-0.73073584,-0.8578807,0.1825039,0.1415659,0.040938
76,0.15933602,0.3675967,"('anxious', 'daring')",0.73707104,0.92005235,-0.32695875,-0.24174011,0.013570201,0.057648454,0.1457546,0.2758893,-0.1301347
17,-0.14563917,-0.09601059,"('nasty', 'nice')",-0.30762923,-0.43213502,0.58445764,0.81183386,-0.19627689,-0.26144096,-0.0162719,0.0055618,-0.0218337
13,0.14166774,0.23410572,"('impolite', 'polite')",-0.43904072,-0.24658531,0.13721137,0.07728106,0.076373026,0.021985978,-0.0209472,0.0216969,-0.0426441
84,-0.14015265,-0.14317371,"('inferior', 'superior')",0.6055181,0.7510002,0.025176998,0.06463989,0.26500207,0.15522628,0.1888861,0.2069232,-0.0180371
22,-0.1384414,-0.16503668,"('untrustworthy', 'trustworthy')",1.2242386,1.1722125,-0.4711514,-0.5065363,-0.27217543,-0.3885417,0.0856176,0.0280244,0.0575932
55,-0.13510028,-0.0033358596,"('incompetent', 'clever')",-0.109128304,-0.06958507,-0.53924346,-0.43668878,0.25425142,0.2613505,-0.1323052,-0.0620648,-0.0702404
66,0.1201679,0.030339837,"('inactive', 'active')",1.2934103,1.063129,0.7146151,0.7100492,0.640513,0.37401235,0.6921766,0.5443826,0.147794
65,-0.11650511,-0.111902304,"('insecure', 'secure')",-0.14803448,-0.22457168,-0.72676325,-0.8717301,0.31920475,0.24361336,-0.1680245,-0.2411477,0.0731232
81,0.11059101,0.34472173,"('submissive', 'aggressive')",-0.9678312,-0.7560048,-0.47220027,-0.35665756,-0.76111346,-0.76868236,-0.5226385,-0.3841558,-0.1384827
38,0.10966567,0.13867632,"('untruthful', 'truthful')",0.68106604,0.8077208,0.77913105,0.847019,0.10006169,0.23439874,0.4174811,0.5069537,-0.0894726
59,0.108823836,0.047280893,"('foolish', 'wise')",1.2217883,1.3945267,0.34712607,0.41293812,-0.06716812,-0.05982424,0.4026425,0.4487304,-0.0460879
64,0.103721716,-0.048601642,"('shy', 'confident')",0.80192006,0.6712678,-0.4758974,-0.73679703,-5.5353675,-5.5869813,-1.2764058,-1.4252781,0.1488723
82,0.10022138,0.2667728,"('poor', 'rich')",0.72666544,1.0879626,0.06959101,0.26481065,6.1133866,6.1598935,1.7524661,1.9448599,-0.1923938
15,-0.08458389,-0.20415188,"('boring', 'funny')",0.07106558,-0.042877585,0.63266546,0.53274417,0.22513041,0.07672727,0.2110694,0.0906105,0.1204589
88,0.069600195,0.09973769,"('low', 'eminent')",-0.5815387,-0.35606357,-0.27209666,-0.285354,-0.35918722,-0.28323424,-0.2858056,-0.2062285,-0.0795771
48,-0.06218149,-0.021064319,"('unintelligent', 'intelligent')",-1.3018011,-1.1358631,-0.2530269,-0.21264933,-0.57724327,-0.43975237,-0.5485632,-0.4523323,-0.0962309
44,0.009834334,-0.009320065,"('prejudiced', 'unprejudiced')",0.62073916,0.37138948,-0.35297292,-0.35770616,-0.84687316,-0.7728898,-0.1423181,-0.1921316,0.0498135
41,-0.005465433,0.06199359,"('unforgiving', 'forgiving')",-0.48862723,-0.4542063,0.08121734,0.2278264,0.19582173,0.14789028,-0.0542634,-0.004124,-0.0501394
