,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
33,1.7188798,1.664405,"('wrong', 'right')",1.8433828,1.8867499,0.39012158,0.43151018,0.0019517243,0.025332734,0.9885839,1.0019995,-0.0134156
39,1.4386705,1.3320317,"('exploitative', 'cooperative')",-0.094503865,-0.18794633,-0.054824453,-0.082524985,-0.10994935,-0.20528597,0.2948482,0.2140686,0.0807796
73,1.3530526,1.1829283,"('helpless', 'self-reliant')",1.6209894,1.5102508,1.201107,1.0258299,-3.7674909,-3.7910976,0.1019145,-0.0180222,0.1199367
57,-1.3087133,-0.9996193,"('unimaginative', 'imaginative')",-1.5800964,-1.5997992,-1.5853429,-1.5459219,-2.9392595,-2.4364421,-1.853353,-1.6454456,-0.2079074
9,1.2531627,1.3375403,"('unaffectionate', 'caring')",1.0171717,1.0182167,-0.3335438,-0.33692184,2.175435,2.2217505,1.0280564,1.0601463,-0.0320899
69,1.1149462,0.931627,"('lazy', 'industrious')",1.7378929,1.7051039,1.7244878,1.4993353,-1.8413908,-1.8255414,0.683984,0.5776312,0.1063528
56,1.0877196,0.90364856,"('impractical', 'practical')",-0.4909799,-0.84283054,0.3587709,-0.04464998,0.25832826,0.16299884,0.3034597,0.0447917,0.258668
84,1.0394983,0.82844895,"('inferior', 'superior')",1.398363,1.229937,0.6225755,0.26506805,0.20106661,0.31510764,0.8153759,0.6596404,0.1557355
8,1.0243441,1.2964982,"('unaffectionate', 'affectionate')",0.6715984,1.0215372,-0.73048055,-0.4670443,1.4621029,1.6696868,0.6068912,0.8801695,-0.2732783
51,-1.0168682,-0.9349512,"('uneducated', 'educated')",-0.67458576,-0.7511705,0.069411665,0.17945161,0.79425675,0.8307889,-0.2069464,-0.1689703,-0.0379761
81,-0.93142134,-0.91644484,"('submissive', 'aggressive')",-1.6479439,-1.8948243,0.48334065,0.3691727,0.121159226,0.25997066,-0.4937163,-0.5455314,0.0518151
45,-0.924269,-0.7663623,"('incompetent', 'competent')",-2.0684445,-2.0984075,-0.71122694,-0.76319075,-0.45347214,-0.33165643,-1.0393531,-0.9899043,-0.0494488
24,0.8945524,0.7476979,"('dishonest', 'honest')",-0.32284164,-0.48964787,0.097681716,-0.00016027875,1.7548667,1.6091329,0.6060648,0.4667557,0.1393091
10,-0.8776349,-0.601388,"('unsympathetic', 'sympathetic')",-2.0272195,-2.022503,-1.3571763,-1.2590048,0.7928983,1.1196109,-0.8672831,-0.6908212,-0.1764619
0,-0.8747777,-0.8483515,"('unsociable', 'sociable')",-0.8808117,-1.0443255,0.54219097,0.49537194,0.17970434,-0.01030175,-0.2584235,-0.3519017,0.0934782
31,-0.81884456,-0.5253786,"('evil', 'good')",0.59417087,0.9043659,-0.5755518,-0.34027714,-1.3691815,-1.3520758,-0.5423517,-0.3283414,-0.2140103
5,0.791103,0.8985124,"('distant', 'outgoing')",1.4100916,1.6803865,0.26134545,0.25550607,0.28811234,0.07348003,0.6876631,0.7269713,-0.0393082
3,-0.7577095,-0.719818,"('repellent', 'pleasant')",-1.0054129,-1.1239177,-0.44628647,-0.27913004,0.63775826,0.8161725,-0.3929127,-0.3266733,-0.0662394
71,0.74780357,0.78048426,"('diffident', 'self-confident')",0.9852348,0.93190473,0.17262048,0.0714252,0.6613946,0.5928069,0.6417634,0.5941553,0.0476081
64,-0.7469317,-0.74638677,"('shy', 'confident')",-0.93390656,-0.9800778,0.76600933,0.5891695,-6.4879556,-6.2098217,-1.8506961,-1.8367791,-0.013917
77,-0.73871,-0.763781,"('unmotivated', 'motivated')",-0.27856937,-0.6058678,-0.27062374,-0.23931752,-0.9769511,-1.0644205,-0.5662135,-0.6683467,0.1021332
36,-0.735124,-0.5996585,"('hostile', 'amicable')",0.51303273,0.781872,-0.7282694,-0.6190032,-0.6776192,-0.55379575,-0.406995,-0.2476464,-0.1593486
1,0.71080595,1.0065806,"('unfriendly', 'friendly')",0.9055876,0.9922293,0.079569966,0.28792235,1.8180975,1.7674065,0.8785152,1.0135347,-0.1350195
32,0.69203043,0.86546063,"('unkind', 'kind')",-0.20541541,-0.34582955,0.2059574,0.09606348,1.7577138,1.8637302,0.6125715,0.6198562,-0.0072847
61,0.6816346,0.48308617,"('illogical', 'logical')",0.31749687,0.12533538,-0.11400202,-0.26658446,0.5233508,0.3900706,0.35212,0.1829769,0.1691431
67,0.67359394,0.69942856,"('doubtful', 'determined')",0.5545806,0.712074,0.7644602,1.0462294,-0.5213851,-0.3337276,0.3678124,0.5310011,-0.1631887
29,0.65241665,0.4766872,"('unfair', 'fair')",0.88105255,0.76976717,-0.6332888,-0.99171597,-0.35305607,-0.36940697,0.1367811,-0.0286671,0.1654482
