,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
45,-0.69212204,-0.41031247,"('incompetent', 'competent')",-0.52064383,-0.23829287,-0.606383,-0.3243027,-0.2820803
88,-0.683916,-0.74209493,"('low', 'eminent')",-0.5544071,-0.6528568,-0.6191615,-0.6974759,0.0783144
5,0.6789769,0.9171113,"('distant', 'outgoing')",0.035913356,-0.25996256,0.3574451,0.3285744,0.0288707
38,-0.66963154,-0.6869962,"('untruthful', 'truthful')",0.33020824,0.19781384,-0.1697116,-0.2445912,0.0748796
36,0.6624174,0.89182013,"('hostile', 'amicable')",-0.0049040336,-0.2515707,0.3287567,0.3201247,0.008632
64,-0.61109334,-0.62832016,"('shy', 'confident')",-6.993987,-6.7206097,-3.8025403,-3.6744649,-0.1280754
17,-0.60808325,-0.3536148,"('nasty', 'nice')",-0.33139172,-0.26154715,-0.4697375,-0.307581,-0.1621565
55,-0.5922423,-0.6960085,"('incompetent', 'clever')",0.12980686,0.23626299,-0.2312177,-0.2298728,-0.0013449
76,-0.5744419,-0.6597919,"('anxious', 'daring')",-0.12691246,-0.044125956,-0.3506772,-0.3519589,0.0012817
49,-0.5701304,-0.47685674,"('unable', 'able')",-0.45800287,-0.5258062,-0.5140666,-0.5013314,-0.0127352
7,-0.56492996,-0.28561723,"('insensitive', 'sensitive')",0.17953616,0.2833403,-0.1926969,-0.0011385,-0.1915584
82,-0.55493885,-0.5691988,"('poor', 'rich')",6.115596,5.79341,2.7803285,2.6121056,0.1682229
27,0.5540168,0.5081043,"('hardhearted', 'softhearted')",1.3864135,1.1669813,0.9702151,0.8375428,0.1326723
34,-0.53104573,-0.62161297,"('mean', 'honorable')",5.673407,5.3301897,2.5711806,2.3542883,0.2168923
0,-0.53033024,-0.4809778,"('unsociable', 'sociable')",-0.30654293,-0.13060574,-0.4184366,-0.3057918,-0.1126448
1,0.52011526,0.681071,"('unfriendly', 'friendly')",1.8784715,1.6306214,1.1992934,1.1558462,0.0434472
6,0.51153934,0.73496526,"('distant', 'open')",0.23824191,-0.06427977,0.3748906,0.3353427,0.0395479
40,0.5093593,0.7284156,"('stingy', 'generous')",-2.2317433,-2.176622,-0.861192,-0.7241032,-0.1370888
78,-0.48112065,-0.3412975,"('nonresilient', 'resilient')",0.072845064,0.10939568,-0.2041378,-0.1159509,-0.0881869
8,0.4698606,0.632487,"('unaffectionate', 'affectionate')",1.1986158,0.8762787,0.8342382,0.7543828,0.0798554
19,-0.45398,-0.3013689,"('inhospitable', 'hospitable')",0.25767902,0.12348566,-0.0981505,-0.0889416,-0.0092089
15,0.43345323,0.49615076,"('boring', 'funny')",0.6164364,0.59111536,0.5249448,0.543633,-0.0186882
56,-0.4042284,-0.47172424,"('impractical', 'practical')",-0.63577086,-0.5039536,-0.5199996,-0.4878389,-0.0321607
37,0.39050397,0.53597164,"('fake', 'genuine')",0.65556043,0.7209606,0.5230322,0.6284661,-0.1054339
4,0.35093817,0.51001644,"('disliked', 'liked')",-7.6295877,-7.255454,-3.6393247,-3.3727188,-0.2666059
9,0.3419261,0.6457449,"('unaffectionate', 'caring')",1.449774,1.2273096,0.8958501,0.9365273,-0.0406772
74,0.33782834,0.45921534,"('undedicated', 'dedicated')",-0.10079518,0.063012145,0.1185166,0.2611137,-0.1425971
32,-0.31951103,-0.31711102,"('unkind', 'kind')",1.0917653,1.03005,0.3861271,0.3564695,0.0296576
18,-0.3088764,-0.33417252,"('disagreeable', 'welcoming')",-0.7498356,-1.028424,-0.529356,-0.6812983,0.1519423
16,-0.30476776,-0.2396632,"('unpopular', 'popular')",-0.24439561,-0.39479464,-0.2745817,-0.3172289,0.0426472
75,-0.29414737,-0.24268904,"('meek', 'impulsive')",-0.64940506,-0.6234082,-0.4717762,-0.4330486,-0.0387276
50,0.2696945,0.3254997,"('clumsy', 'skillful')",-0.07630239,-0.15246662,0.0966961,0.0865165,0.0101796
67,0.26506796,0.21454757,"('doubtful', 'determined')",-0.25459868,-0.1576228,0.0052346,0.0284624,-0.0232278
80,0.25979787,0.23144217,"('dominated', 'dominating')",-0.7124883,-0.34353063,-0.2263452,-0.0560442,-0.170301
24,-0.22949626,-0.14885426,"('dishonest', 'honest')",1.1624668,0.9796564,0.4664853,0.4154011,0.0510842
54,-0.21937506,-0.18411705,"('incapable', 'capable')",1.0165576,0.7444557,0.3985913,0.2801693,0.118422
29,-0.21851651,-0.2622364,"('unfair', 'fair')",-0.36127356,-0.6256755,-0.289895,-0.443956,0.154061
14,-0.20112105,-0.2471016,"('antisocial', 'social')",-0.5124267,-0.35137737,-0.3567739,-0.2992395,-0.0575344
12,-0.20012349,-0.13213266,"('unsupportive', 'supportive')",-1.8909268,-1.7606225,-1.0455252,-0.9463776,-0.0991476
42,-0.19743946,-0.080030315,"('unreliable', 'reliable')",-3.9436603,-3.6586816,-2.07055,-1.8693559,-0.2011941
2,-0.19250114,-0.23740172,"('unlikable', 'likable')",0.49545717,0.4323871,0.151478,0.0974927,0.0539853
47,0.17472875,0.1427449,"('stupid', 'smart')",5.506406,5.1930623,2.8405674,2.6679037,0.1726637
31,0.15623286,0.3143,"('evil', 'good')",-0.70404977,-0.8508859,-0.2739084,-0.268293,-0.0056154
83,-0.1468203,-0.13415691,"('powerless', 'powerful')",-1.5121981,-1.4281685,-0.8295092,-0.7811627,-0.0483465
84,0.14648676,0.10823656,"('inferior', 'superior')",0.52027,0.37818134,0.3333784,0.2432089,0.0901695
44,-0.11614601,-0.30672738,"('prejudiced', 'unprejudiced')",-1.6211627,-1.7576289,-0.8686543,-1.0321782,0.1635239
79,-0.10423132,-0.004804541,"('wavering', 'unwavering')",-0.12619665,-0.29999706,-0.115214,-0.1524008,0.0371868
20,-0.09131891,-0.15068783,"('rough', 'thoughtful')",0.35952467,0.3197872,0.1341029,0.0845497,0.0495532
41,0.09067322,0.2897405,"('unforgiving', 'forgiving')",0.19952348,0.27861643,0.1450984,0.2841785,-0.1390801
52,-0.06292923,-0.1705232,"('irrational', 'rational')",-0.108033925,-0.5481078,-0.0854816,-0.3593155,0.2738339
39,0.047847923,0.01676099,"('exploitative', 'cooperative')",0.33936968,0.3370721,0.1936088,0.1769165,0.0166923
66,0.0438886,0.35278204,"('inactive', 'active')",0.5944228,0.59501815,0.3191557,0.4739001,-0.1547444
